msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;symbolIndex;instrumentID;BASR_redemptionPrice_1;BASR_redemptionDate_1;BASR_amortizingQuote_1;BASR_currentQuote_1;BASR_poolFactor_1;BASR_exDatePoolFactor_1
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;2948057897457047317;42950;-3974364451996751657;-7728773742193153941;2336175465;13242
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;5353952798792820678;33132;1139166043316036062;8798400179809900339;1980186914;50042
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;358097079229579586;35038;7110411582848244970;-2863150900535929337;2609568090;2984
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;4887809816457373654;54418;-1492807707530885824;5654756785506690728;697111534;41368
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;7938355242313143955;12227;1189927948469598806;-4539441548023979304;3730485884;48027
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;7623391538568357671;13059;-4719775386915559317;8622463733636890025;330085487;33520
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-3790656503450088106;6994;-3716760010579980574;-5507585258560242277;410018855;653
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;6913493249063353057;42761;1468142713100075126;7069003554991955254;1626083766;1667
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-3615561213498480431;26724;-8594335185732554210;-1525836695662193902;36860666;24257
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-6344743235226553897;3704;7883104035436502551;228783642410737543;887504979;63866
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;5341661128802163045;1815;-6453638514944464437;-2302119947011381068;3364526229;36405
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-1531580413576689023;26503;639497969973594441;-8858777022003110543;3175289516;48428
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-9198559920005629446;44603;-2951086759923681574;6362811167452765798;208396257;21597
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;8721238051880586571;23795;4738594671379192205;-896283378451402146;4051752479;13946
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;2644030049944917967;42773;-6886692167576244702;-8548619099604351017;561756101;7501
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;3510074885672259992;44663;713437237319591550;-7746260700662663018;1016491182;47476
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;901470491961829217;19390;2444913608314255661;-6020059505309193119;2257666814;59560
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;3574028796893215698;59966;-3166741506251951178;-8882533596296838326;688470043;3254
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;8615975540230141005;23217;8166250218923337186;-7103761624361199253;442456114;334
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;6680830255061986635;19987;3817305002945398886;-6040522639621545721;107252951;18390
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;956343065509201187;2408;-2387191611237703777;-376367558258617297;3664540232;50311
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;3987430118263811025;40647;-1031731143106547625;-3721852259643017617;899586424;31098
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-5944197826066044515;13104;-2307848944001496091;-7847832548233966121;1371645451;28390
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;7504236510801730438;12301;6368075120255398694;4491082116611054668;629126001;6464
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;5664477968904646792;23621;-176973143817847713;-7121503370735264357;3487388541;41436
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-4041875430563660441;54150;8643656148055810217;8320859496440300994;2270366158;21368
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;1254929026415438682;4271;-7437800355911328846;7686706445989131832;568093923;37721
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;8477520705404226717;10239;-6574881072257133669;-1738307386638464595;4069537638;50817
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-8264364878988973807;54731;-4161230429274632692;-2205157549852881974;344442422;12196
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;893519061841207097;51279;8111186893367113805;-5865899921090018087;79357135;16294
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-4839101893444888403;27182;1241628886259223482;-4383871863505260259;365821300;44611
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;325984210738722093;23399;409154519346855316;463534065076630365;2653516718;17760
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;8166394172314219377;27567;-8640008788316603380;-4179231043556079547;3993400817;6730
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-7530604117248474099;56554;3113404772572319722;-1616241143957632229;1859104336;44154
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;5092895645829523730;51596;-1947592160718419293;-427191778631606419;3175683749;6652
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-2952566491950593375;50495;-46577452243327727;2020435135297017008;3288839158;48207
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;475813203595775325;61585;-3319837050530941569;-1671101792156874936;183827631;37291
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-4066689250940736089;7381;-4649516910429663972;-8891435002028800964;3437477226;21205
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;2284878112087849665;64870;108965641862509178;-5982885427927396846;3748777263;61484
8169;29;12255;0;331;MTXCREFD;0;;4648;1707914849002754560;12600310528363531440;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914849002754560;12600310528363531440;1;45567501;7581873196752786951;-5254513488510462865;24600;-1301884946047782983;4088075339261236320;2964630300;23641
