msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;oESessionID;firmID;messageSendingTime;clientOrderID;symbolIndex;eMM;price;bypassIndicator
56;46;545;0;331;TCSALLOU;0;0;414;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;11094499136558112722;F6g4DXAv;1706095049669426077;-8906151697237411892;457170075;2;389;90
56;46;545;0;331;TCSALLOU;0;0;415;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;2921022590193698233;Anoujqw3;1706095049669513181;7722973605815418439;506920201;15;383;137
56;46;545;0;331;TCSALLOU;0;0;416;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;1106572295755281863;Wx;OBWGTFZNP8754AX2g66SWnSLqmoUgvUiVRQ3ERhYyGh1SWIvgntgmVEC41pktYPjGgws3n;te1;2553492281;0;11358153;7;8406014100385537049;JMiKqMoC;1706095049669599965;8134214740033041402;509093810;6;119;120
56;46;545;0;331;TCSALLOU;0;0;417;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;2445560449030391989;Jl;Nf933GnXcYWG39wqSN4KW2Lbg3Xw1kzS2Qhr2u0oWf2CsMaF2rxtgxcQBUwwJWxy0RPBsZ;O2t;686367361;0;3471620477;7;5419455908319658556;x4uP1Ymt;1706095049669689095;-1470425999480192927;79594686;5;310;230
56;46;545;0;331;TCSALLOU;0;0;418;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;15510952972482097791;lQK2Mnm5;1706095049669798185;3505851912202731653;645935213;9;266;231
56;46;545;0;331;TCSALLOU;0;0;419;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;2546190262130561986;WehHnLeZ;1706095049669889838;-8613143482027747351;164996825;10;415;10
56;46;545;0;331;TCSALLOU;0;0;420;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;9607954405898040147;M0;jBvQLfCUaDTDRXO4nr0UuFYqDGnNvjcmsoxwNrf4sMSpOkPfRkA5FixoCGLynGRKvmTgwQ;65k;1518471675;0;3902323836;7;4728389383134615145;L2cpvEpM;1706095049669981714;692952283047731859;912775729;2;229;52
56;46;545;0;331;TCSALLOU;0;0;421;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;10420890321279608836;L4;BolzvsKg8RTfdvJD0QOoE42erjyXtu9Cuydilbxtx2GxQX4DCirIoB7UkbgedcEx6x1cyu;7HO;4044296391;1;4041271779;7;4602873441442738826;FtQhNeWc;1706095049670076855;-4457749731555688323;773240909;17;53;115
56;46;545;0;331;TCSALLOU;0;0;422;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;9587699752361656654;nA1PMYqu;1706095049670170871;6295493807925428372;190979236;17;276;59
56;46;545;0;331;TCSALLOU;0;0;423;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;10456251043364136226;DVRh5rf8;1706095049670275157;3671214134519725547;946518645;14;72;84
56;46;545;0;331;TCSALLOU;0;0;424;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;8901475846414975558;Jjpu1gCN;1706095049670372360;-7743077171286934774;618823017;11;128;216
56;46;545;0;331;TCSALLOU;0;0;425;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;16735389072280691422;xhZUc4Yf;1706095049670468884;4468991417974643043;882027164;11;132;183
56;46;545;0;331;TCSALLOU;0;0;426;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;17928746223600223333;Iget2Ycp;1706095049670567533;-5031376613358962173;132552347;10;238;85
56;46;545;0;331;TCSALLOU;0;0;427;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;9121178203666325094;ttX32EJk;1706095049670668597;-2523009464074936905;32654720;8;233;4
56;46;545;0;331;TCSALLOU;0;0;428;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;4791089927225184080;ESJTFFRv;1706095049670775213;5384195479984338888;579919728;1;447;31
56;46;545;0;331;TCSALLOU;0;0;429;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;10501243334827999816;9FkkySiy;1706095049670880471;5228800820294346025;293632506;8;388;47
56;46;545;0;331;TCSALLOU;0;0;430;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;8054440328292005416;qyUZv4to;1706095049670986317;-5975099330172728400;843359534;7;131;230
56;46;545;0;331;TCSALLOU;0;0;431;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;15020257975245785308;l11Lsvlp;1706095049671094699;2019966404963964498;857233523;99;14;162
56;46;545;0;331;TCSALLOU;0;0;432;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1777437786891062203;SJKH2Zds;1706095049671203967;3990799868089747231;587677045;1;97;181
56;46;545;0;331;TCSALLOU;0;0;433;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;1106572295755281863;Wx;OBWGTFZNP8754AX2g66SWnSLqmoUgvUiVRQ3ERhYyGh1SWIvgntgmVEC41pktYPjGgws3n;te1;2553492281;0;11358153;7;18329376778549515256;SIErd5UB;1706095049671313886;5872899062299864654;509093810;17;454;201
56;46;545;0;331;TCSALLOU;0;0;434;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;3980811318302988616;6NdI88ql;1706095049671427067;-1818467581803816655;451829176;14;188;169
56;46;545;0;331;TCSALLOU;0;0;435;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;12892222771685155411;txSmNOsy;1706095049671539373;-2463548217851913403;24832667;8;468;68
56;46;545;0;331;TCSALLOU;0;0;436;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;3983510484137490242;dc;IOK56pu3c95aJY8hh1x3CghAlofEmRvbKRTBp8l2F825ckvWjAQqp8lqDPQ3m0SoxVIuEX;gSS;2337822234;0;121355362;7;1883982729050269;dFCECRJm;1706095049671651270;3207851175616524456;870348840;17;386;136
56;46;545;0;331;TCSALLOU;0;0;437;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;404485177659377737;Rc;wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN;Wn9;1910389133;0;3823951554;7;12696258745757983536;5naQr0ld;1706095049671771829;7430256054629849796;610827639;17;416;210
56;46;545;0;331;TCSALLOU;0;0;438;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;5691400912053837513;TC0cVCdY;1706095049671889673;-894181304038269100;407371549;8;10;89
56;46;545;0;331;TCSALLOU;0;0;439;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1703127450986393074;jNdiUYPl;1706095049672009675;7939526765065751152;407371549;10;189;125
56;46;545;0;331;TCSALLOU;0;0;440;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;3983510484137490242;dc;IOK56pu3c95aJY8hh1x3CghAlofEmRvbKRTBp8l2F825ckvWjAQqp8lqDPQ3m0SoxVIuEX;gSS;2337822234;0;121355362;7;13345249984758583972;NAQRvKYf;1706095049672129940;-4920236104215665314;870348840;14;474;194
56;46;545;0;331;TCSALLOU;0;0;441;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;4337795727757056000;LMsic1pg;1706095049672250977;-1916613479719965821;839729658;9;131;99
56;46;545;0;331;TCSALLOU;0;0;442;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;2197614320122933494;FU;vBUR4ZtLzc4weT3I5Qv1F7Jz716ykLGw1gMuPydSZkOXznNMlY6xOjLmARFkXSTPDeCKcc;dbq;3442516015;0;758568016;7;3697237395875250714;GxCN0nPY;1706095049672375047;3021395145479429444;944323497;99;387;38
56;46;545;0;331;TCSALLOU;0;0;443;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;8349153299772215089;bIIB0icH;1706095049672499589;-2789761724923262408;83351337;8;277;15
56;46;545;0;331;TCSALLOU;0;0;444;;;K2CDWTCSALLOU;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;6033128145963515560;1CT8uGCU;1706095049672625756;-1790821979733617508;768903345;14;353;230
56;46;545;0;331;TCSALLOU;0;0;445;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;404485177659377737;Rc;wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN;Wn9;1910389133;0;3823951554;7;6558714519011660656;vCl5RaUY;1706095049672758802;8906226737513148041;610827639;17;54;228
56;46;545;0;331;TCSALLOU;0;0;446;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;9515101337159919625;Lq;kH7nIyLs9HS9idv5TyE8O2O3MM3Fv943nqIC2BQr86B8tH6Sx2wCn9ZDOsImz9o1oj43P6;U0S;1353536500;1;2729531948;7;14906483354872092096;cQwEDvoQ;1706095049672889889;-6378454025301589583;47741981;9;187;249
56;46;545;0;331;TCSALLOU;0;0;447;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;5024891626583862398;u7Ho00Yp;1706095049673018988;2675653008493025898;941734235;5;95;190
56;46;545;0;331;TCSALLOU;0;0;448;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1175431154626332598;tkGklFi5;1706095049673150747;-8842312591675928176;330454191;1;340;204
56;46;545;0;331;TCSALLOU;0;0;449;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;7578989275341007646;NZwVXpFy;1706095049673282308;4170718758435494133;270958719;99;182;27
56;46;545;0;331;TCSALLOU;0;0;450;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;17053545421770080950;qxaEPHpO;1706095049673416625;6119692058890959301;468896029;6;11;157
56;46;545;0;331;TCSALLOU;0;0;451;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;2864216930367635044;lo;67CogyjJh5BIwZmPmCruYc6aWCJ0zPxHvLqKAg6cSQfazQp2TRoJIhaIsRVuvXt2tqGnrE;7U4;1653924567;0;2095074526;7;10864976805184266136;HIgUMHVe;1706095049673550692;-87661986059222498;235516096;4;348;254
56;46;545;0;331;TCSALLOU;0;0;452;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;18155449691053309305;BXzcdnav;1706095049673687063;8813215577591320242;765519849;15;53;136
56;46;545;0;331;TCSALLOU;0;0;453;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;12535315652104209062;8WcKcQ1t;1706095049673828813;-2899722485102014251;487911392;10;436;
56;46;545;0;331;TCSALLOU;0;0;454;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;17649996035600062801;y4;m4PtCqZwXANzbZQrdIlBaleJ4oy5edoOYgceVzQ9DHIn3gaNfCUmEpN6X2pkXoqtb1y24d;QX5;2817311705;1;1500233684;7;3550474405199602567;rtzMvD4d;1706095049673968867;6811891335766503004;451161021;9;188;107
56;46;545;0;331;TCSALLOU;0;0;455;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;15519337400172948934;pk;sjdofWx8791fgLKmy1zBPas5DWlMb8hhcHwGNL0LJL8dG3QRmeiKsGr5viI6OROHPMYygn;mFh;103756350;1;2167108551;7;14236666043971755578;eW1AHccJ;1706095049674108740;-3138356015879901846;704352555;1;422;79
56;46;545;0;331;TCSALLOU;0;0;456;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;7493305786818620032;6Mi24syD;1706095049674251072;1320580728113168900;697925876;99;291;74
56;46;545;0;331;TCSALLOU;0;0;457;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;10043855042185970472;TG;wFtbwzQkklh8EiLbpdaVkPuFWUdtNZtdIQc3KApWQMgLxHqXQbBJ4QHCT2wmPYUNSGy7k8;Qqu;670568094;0;1886547054;7;5033637883508541261;2aM5mlWu;1706095049674393630;-7790475872506287753;586141911;1;314;227
56;46;545;0;331;TCSALLOU;0;0;458;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1439765474965055717;owVTx9X8;1706095049674538342;-6071704024839955953;213087042;1;61;65
56;46;545;0;331;TCSALLOU;0;0;459;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;4206975548459828595;o5GIZRO5;1706095049674683854;-1852890330344141177;726810605;17;348;12
56;46;545;0;331;TCSALLOU;0;0;460;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;4643646260948867422;4VLzGiRz;1706095049674835725;6844821355772034653;302074901;6;428;39
56;46;545;0;331;TCSALLOU;0;0;461;;;K2CDWTCSALLOU;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;8491049543666386786;nujkbBiu;1706095049674985158;7516320445375602598;315339150;1;485;93
