msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;issuerCode;issuerName;lEICode;issuerICBCode;issuerGroupName;issuerLegalCountry;issuerNDGCode;issuerListedCompanyPrimMkt;issuerType;miFIDIssuerType;issuerVATCode
228;218;12232;0;331;MTXCREFD;0;;3258;1707914786012438784;13693984193457508477;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786012438784;13693984193457508477;1;9NPSOZQWoMKJ;tkNMNdT55dusu5OgQGOWzn68ssiXuQzgzV7TKmBnedz0qfTnwWrtko534KLj0wXx5bsnuotikjBPjm0r;7S05uLjR8cJlZh1EqLhF;sTVZgyBb;9X7KEczHnmg8F2voi72VLvWNtOhFwCL0ykawix7ZCjfOHwk0aztf6PZKpdDr;fOo;3677590197;1;1;1;qrzXUb4I4Jt
228;218;12232;0;331;MTXCREFD;0;;3259;1707914786013240576;14550738594239363831;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786013240576;14550738594239363831;1;RkJbkSgEnjsB;WZl1GA7cZIbrtYMeCgWI5Z94hX2xJT25Mxg3fgZr5CEX46J2kl7o9nvYlFLHlzePLELrcshZuZwjxIXT;GANfq0Bd4FL1JgwVk5k6;30rgpnB2;4K7L2ocFBlIIQnSstP2z1FWKe5IDxUFi1icydyrOZanp1FFFFWSScjymwpuu;1Y9;3793320226;1;4;2;yjMzxqNXt0M
228;218;12232;0;331;MTXCREFD;0;;3260;1707914786014032640;5734103629293499141;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786014032640;5734103629293499141;1;V3gQSrRDs2Sn;LfK9NxmHfc6yHnS6DVsTI1UMzHssyNEyQIP7yGHxaUo03GD84RnZXoVMVU5yO71LNX8oDT86FD7GAVT4;JK4LiWeCKhC4J5bTaGuW;gjLjdMcy;ng21pO3v7F9Jbty5iPs6nUaKRxyFE2DQQOjDUxOTWtGNTmAcpwjpj6UM6nbj;gVj;1317130291;3;5;2;93Wcz9GKSpI
228;218;12232;0;331;MTXCREFD;0;;3261;1707914786014826240;7911632367371079554;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786014826240;7911632367371079554;1;T9uCvs6sYU1E;CacQeBxYvWiOuVd0hmIsrPlh3I3haLj8aamvAsu5EKqso3tp7flTb9Emu1JAhhWwy8KVvjhkwUG0Mb8j;2Fz5OgTs1qRB5ccLknI9;a7lonAJd;7mlskECagRKR398iATg86MHvwSKmXoPRWz00l8GWN7YpKXX4GhhjBJRJSLjE;REK;1330151808;1;8;3;b9lJZwJosxs
228;218;12232;0;331;MTXCREFD;0;;3262;1707914786015615744;2775963562457023116;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786015615744;2775963562457023116;1;ogRAc9pvuRln;YhQydQixLyVwidnZVIevwNcSiWq2eQPgtPHhgzp8uIluZspoHi1PFsvXU8ZZsIbFj5FIE882KZXrC1Sz;T63ETQLH8djK8r13Rlri;jRM4crxO;EEYFOjtt8UsgjPkx63YG0m350ISAYTI0BVImEzvgpVTMdPOwcGvqJbYddNZx;aB3;2201276241;1;7;2;PvnBqeKovQU
228;218;12232;0;331;MTXCREFD;0;;3263;1707914786016404736;15761378232821193563;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786016404736;15761378232821193563;1;J4nH5WJLdMkK;3zGLrePCGwyMysg6Trtexc7lCY0RcDwvKX0mFoPEYmMoErqHAdQ5KDPDvMck062USC2Lv9mCczF3wnUA;VeL9KX2DPgevZtz9rzCu;nAMit1bn;KZrgscspSgSCXlpLPJk1UTHgb9dJxg3ZL9hKGgF6rN2L9RxAqrf06e9noywb;ZaR;2618979625;2;4;4;7UVBiJUZ4x6
228;218;12232;0;331;MTXCREFD;0;;3264;1707914786017198080;17491432247252556101;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786017198080;17491432247252556101;1;lgk80P3J2oS7;JKHbRdEDcTBXlxWbyTNDzSCIOfFpuvCwlKoKIfYO9KLHcs8t4K0RSNFseyYndnEDwfCrC3N9PnPEwwsO;0gt25vfVCuY459GwHKQx;AELPVAN2;1BKC2LPv6iszXII8NwNEqU6Zyz4vV0GVJBoAEMGifHjcEsTyJx7zWG8macL1;myr;3736285983;1;4;2;XGRcl0MkIx6
228;218;12232;0;331;MTXCREFD;0;;3265;1707914786017990912;16775704137068230238;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786017990912;16775704137068230238;1;Q7nG9VjiFzPq;u8Xr2UJ5Xkbure6INiyTAUTTWXfeU0iFDPu6g7pSODh4aB1dgF6l6oHyh9gNaRIDfFj9uwWO96xnkskv;poXiBOHFDL7f3pjw8XAC;idsR70nQ;rmM98ALWkq9wXCMYhXNQ9bGqOqR28artWY6UupwG74gfOx6s6jF4owPoyCYs;Typ;2250676493;2;4;3;9O8QJO6cUCN
228;218;12232;0;331;MTXCREFD;0;;3266;1707914786018773760;6119778253386267238;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786018773760;6119778253386267238;1;ZWEgNEFKbMPF;bnCRYGgeBT2QMTjGnLQlmUqTWoPvKnlawIkXEamDkdEYXX5FL1UmG0bK0d481JH8tSZCXGmZE05TJL8Q;5FZIxe4D4cGQr9qI0gAj;pjF7taVX;ofERmU82FYqLKMK6Iojodpe0ksLOnXSZfRGvRMdgnJQm5h6dGnnlgTmqheN5;8LS;2166293476;2;3;4;lR5F6IVumJ8
228;218;12232;0;331;MTXCREFD;0;;3267;1707914786019571456;7240578867108753558;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786019571456;7240578867108753558;1;h1RrRZppG6Uf;PNUpiCTQhOFET1qQkxE1cN5dZBA1nMK7qTtQRXIzkpLTqNks9k6Hpnii3JhlxCzwLhVWZh0bmFK80m5c;mhGCXLTbxbR6mtOloot4;WnyWy1AM;cAY3pBtZwew8QFpKRq8at4Edaw5WJYNoYPT0AIg8LqepdJoPZowUAjTSCj8c;lda;3708617122;2;3;3;mcBmUwMwpJt
228;218;12232;0;331;MTXCREFD;0;;3268;1707914786020359168;14010987808101703161;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786020359168;14010987808101703161;1;caqVQpMYy5BL;Z4wlpizBxXMz8vo2YEN8TAtRetDQPCvI2PzYhBgKVfROiETvANMTHAKm4FI8yGoWPtvRBjse6PiRNY5q;faE45Qy5vaXJbTQQ1wYr;DTRkFRt2;GEvtJ6qhd6SOgsCwKVOMS1XmfBGECyH4qdFYZwOTBBLe1Emf6lPle2X0Gm20;8tJ;1609900131;3;7;3;vmJD4NfH8nC
228;218;12232;0;331;MTXCREFD;0;;3269;1707914786021158656;15047154977322932657;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786021158656;15047154977322932657;1;DQZmRVgokhJA;utGFWLnHoBopbQpENcnusCFoGkMgiT9gwN4TpaPeSBYmih0smYG04qtesSx02AhFEeeWbBxajNNBQH4W;USykzPGmI0UChieDql2V;iIgL55SV;ZGYHMH4VdZHC1V7OgyqHd0ZqfxnfwGBb3tS1hOCadXb51FP6O1mUTyBicPOG;cJp;3226224670;2;6;3;58Gfd1GHy2t
228;218;12232;0;331;MTXCREFD;0;;3270;1707914786021943808;6111649164832436565;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786021943808;6111649164832436565;1;USqZQFl50eJy;9TrGdMd1HCZzEksZNLd4yjIZqWA1TVAsLeG46swknHhCxs5Ij9TKFEgCQOHgMemBgwCdYV8iq2t2IIlE;nKS3k17VQiMzxxROoumr;5lT71S2Y;5kXSTsMPmGoZno1VZIfjZQ1R6S4kTpfRB8nbM3jxsWZpAk4aqcLM3zM5nRkq;Oqp;3159981169;1;5;1;lGvmmVlQ8QN
228;218;12232;0;331;MTXCREFD;0;;3271;1707914786022734592;8321334002183219157;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786022734592;8321334002183219157;1;X9w7Cpf18pcA;lcDtX1kGFst9yAnofdikJMtgRwYM6zMqzrIpZeSpkenz1Yhu3qWnfslFtdilyp7PT0NJH6iXjeKWlHjS;3aBR1qZ5c6eH730UoK8x;WW0thvXl;n5VCdS273Bs4WLgMvzVZ5p4i1YW2NHEZPQ9yGVVyAah13Gm4G6IwfUUjKQVS;Bcs;2730937828;2;6;4;TbxiZN1cRW1
228;218;12232;0;331;MTXCREFD;0;;3272;1707914786023513600;3791772530328193396;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786023513600;3791772530328193396;1;ziB3x9YG8cfD;lyaWbq39D9SsuHVlQftYbO0ZVauGjtN1iJZBqeRrmZJkRCzN2I5ygPc0CJFlA97kEWzOkSIpjBGzjmas;MiHhsBQpG8GZdWrOCAP0;MQJ1x0je;aQ6yNZWypB2MfRRvCfwU5hnfSfXnVjZc9lJPPTItcKNDKZSbldhoheh9xB3n;N8E;3245884764;1;4;2;TAqkfo0pIAF
228;218;12232;0;331;MTXCREFD;0;;3273;1707914786024308480;2776080280459290694;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786024308480;2776080280459290694;1;kaggmgfPOjJd;pmh2tLjvto258PmazcMMO5T61Y7UKz9N9QcIttgL9DSVV7BqbE5yly2p8Tc7k3Hhd2eyxBNB0XtEADky;OekrJDmIqS6p0SHCytiW;DVgGrNaf;94L5z6FMk23IJHAUFZzNr3YKNBgmwoVAD49LuH9GrqNwVJnXCkc0znPv1HBm;UzP;3600559333;3;5;4;iLnKVJHFC8m
228;218;12232;0;331;MTXCREFD;0;;3274;1707914786025097472;14909413838418127565;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786025097472;14909413838418127565;1;CFOKMmLagH7k;KV3M2Kg94tnSgYU3zgpnkmD71ygPjzswLLZzPkx0pzrUKsMSJrnbz4YtdX1if4wFvXEBIMb2EuPxs9HP;LFynBTI2phAt8dUNLurF;8h8JdhF6;rdv6nuy0KdvEilTbl99vXCTuxt8rlOxAjTqNCZqg7fd8PUxa8CYrf0pIYfgh;wxa;1611983333;2;4;1;DXlT6jV2Dvp
228;218;12232;0;331;MTXCREFD;0;;3275;1707914786025878016;945726307119802067;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786025878016;945726307119802067;1;ligRQjfhIOpB;DVT50lmaOrIBAi4L8pUuoh3ujTAbMe07J5KSGwpducU0MHK7xT9uq6CRa3WURn9RfrIJGkjY5YVuMeS3;HmAgglQAVDHuOv89JKGL;WbUasFAa;VHPnQGGoFK3Is7f1bXWk3QbkkyHkSj9TLCB1hIaZrQh72RmTpJzi8kICxhXy;lyq;989250962;3;2;2;9P4VN6L8S9A
228;218;12232;0;331;MTXCREFD;0;;3276;1707914786026664448;14953114025471144745;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786026664448;14953114025471144745;1;ASP6k8uU2biU;UOlSiKRj4hrQwH94qOO9AJKU9UnHyYI5mtfLHh0i48Bx6Gj2CeEUdYTI5j5fETYOMvJhjxPZIiLZRzJX;OUFnCof4dfYViwbsJdzv;TMxi88LM;hQjw2auyAZPikzRDEmKLWFW43SA7fYOrYH6pI2aHL7YL4YOBt7P8bR9dhUpt;DVj;393139676;2;7;2;0PQWHrAB40M
228;218;12232;0;331;MTXCREFD;0;;3277;1707914786027450368;6794606409019798049;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786027450368;6794606409019798049;1;Z31evIZh75Ms;r32hNEfER7Q3aOwqaTl4ATZuI3HZZ8olaA4ooO1U6XRHznyiTfN1Dkx1OSYDEm6H2SlZmmfatzpmnfT9;XnoH4na3YVLN5WYutOr8;gaAV18BR;l4gCgnSv4fB4JLMDlflXk8gGuarAXN7euPXVXS7vcMBE0pwvazYueaH6IGEK;U4a;4154369562;3;8;2;mc2sJV8j0LO
228;218;12232;0;331;MTXCREFD;0;;3278;1707914786028234496;10317153600042390938;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786028234496;10317153600042390938;1;ou1x3uPpm63i;YxjCwCLO9SiJfURzZwG1Up1SPcZItlHZo6doJ0N2CNO1175UXxuGIBKwfUjyz9npxDtnT2o4bHGph2Lo;smLX1QiC8GqcpDK4kXkI;huOQa5oS;kFNahISYQOHL2zYXpCEOKcZvP9feQ6Cks7a67vaMvpyQ5VYwKcDk01DjtlGl;Hnq;1449495562;3;1;1;UHEtEpZAHb7
228;218;12232;0;331;MTXCREFD;0;;3279;1707914786029019392;6323829340403689090;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786029019392;6323829340403689090;1;jVLizrycFbU4;ZOv7fl1baIR95zdPfh9mFSWOB7oswh32qUVJZa5hVgn36x8RRY220c7eBDmJGLyWreozxmTbA6DVEiCG;SR0djRnVoxGSDBEnXVYq;N3TWreQt;oum98zfeMWTDiEgaEqt9ebekSQ27f4yB0VVxF9Aw0oqjeaLujel0AQglx8AP;O1e;2454494386;1;4;1;mUdhveJzNM1
228;218;12232;0;331;MTXCREFD;0;;3280;1707914786029801984;700147144687643732;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786029801984;700147144687643732;1;7QmIg0ftDEPb;9TUYq2zuHTQfuKE4xwtqAwqaEwyz5UsXDUFaQnWMbvDQViqV0VQr2Oziak0otgf5GvmkYtlv6bGDPO5K;JyNQfMhKzawTgjUk21VX;oLBVceQE;rRxhUqWkSXsF2OVKzgj2HsYREqZZPkzqcuRkxTWCNWR26dBFx19WDsX3HHaf;SXf;2634833399;1;2;2;50YrOgHvEt9
228;218;12232;0;331;MTXCREFD;0;;3281;1707914786030575872;17514001067281650382;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786030575872;17514001067281650382;1;lR31a1zn1ufX;MAUvNuW18BKCW2KlzC0C2RRai7rUMstiF51yg7qD2PTKsnk2WWegQw8ktVhz4nx8DyPVEz5JZdvEmkts;5uXiLhew4p5GxORxQpbw;ZmP2ZFOD;KyminPbsGkiyF2SLU0XfTeKIxhnzntV93p59d1vvkyyEiXMPqoFI3PIZTzvq;fNH;354215174;3;2;4;64gkxffzFXY
228;218;12232;0;331;MTXCREFD;0;;3282;1707914786031360512;4146221341220324469;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786031360512;4146221341220324469;1;AZtbvUpo3trh;vBWNPeDa4QBtfQyqngTjtvgZs93uVSY3ffvp7TJOV6esG55ykD8RUlnxIk8CHy7NqzSR8IFs4y44Uwmp;QCGpSbo60X8tibLq6BLK;fqyGejoB;CLi5EOtAdoUT4IhwfzvuHMsZiJphinIHy3U0A8oHGAPlaA2C64sLxDBdLzI9;OD9;1289175728;1;4;2;HNxaZDVZvhw
228;218;12232;0;331;MTXCREFD;0;;3283;1707914786032147968;15302041466295761977;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786032147968;15302041466295761977;1;3qG7hrJgV0Uz;uQgBGz4qIihYJGDuqnhAKM5yBaTUjmq3YkCkc3c5q8uxLQHomkYaqEQYFiCPnbm4RK7pZNYNVAUe24VF;sqD9Vh0LWE2W3e45WVdG;I9DodZ6x;ouIo3TysXNZqsZoQW18K0nzuQ0jMNZMrFtR2p0RBxXNjyWtGJ5pphm1A9U1b;CJn;2843511153;1;4;1;NnlcYM4XVYG
228;218;12232;0;331;MTXCREFD;0;;3284;1707914786032940544;16216549901119718008;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786032940544;16216549901119718008;1;wKzvYQpCwdXt;Y38hQtxLLcl3LcLsVlWoLzzbMN5ogyLaxHUIMR0Y5VL2MIPgBZn5NXxV2ATUVtel2g1uMQulkcRbR9r8;8P24HapCwdpkzZ7NZTop;Hv3hlf0Y;FpyCfzUKX3MyNDSr5ZlSTjzV3RlAm5u9AoZVbPlwW9LSHZGr3pX2R1azEGaR;bAH;4268598249;1;6;3;kl0tlYbdx0E
228;218;12232;0;331;MTXCREFD;0;;3285;1707914786033741056;12940518021840982669;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786033741056;12940518021840982669;1;1uazP7tUl8vD;HWu7wURXVJrCJhl7is0eEYIymm5jOKBvvuO4V3AA6OzRKsTTnuA2EWQI1IC0qyYP81Z2X03UDJYgI9ge;2BjnqRatIGdS8bCGgdUN;f1tH0jOK;N7nDH1xaATRxFhBTA4Xq9Doiu0SD0EhqPDQVU3BUxuzpRL38GboldIK4JpFo;5A3;850397180;3;1;1;p8V3kXAmQNc
228;218;12232;0;331;MTXCREFD;0;;3286;1707914786034524928;1252897606993150184;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786034524928;1252897606993150184;1;LH8f0uqmrPGV;JWTNML3mIRhht7OwWBn60NMnPqWlPFkV8ROUlHA8Onx4Eck7Vsu9trCjoe6mIyYTxnZH54Dn6UgbZWE0;p29xHqCQ5n2UXEZiWQIR;88h2NHd2;mxf0uZCjjavKF8UZiYYeiuNuNxb27QF546SjKwLt3TAGL5nkybKgHLeI72lT;1od;1391116535;2;3;3;g0TigYXFHzq
228;218;12232;0;331;MTXCREFD;0;;3287;1707914786035307776;16252070342166373217;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786035307776;16252070342166373217;1;moLBteUhfqRr;kUVpNL5LwXTPxevzRGDnzIg4Z1WDOC5ZJkxNjBGjFHPlB7wirFjKuwMk1YPYOcktArZDEFOGhE6I6yN1;ov1oQwrRtU7D2D67UCi3;dldva1Cp;Kft4A5HuLAwm3JtyNEzkfGBwcW0fzVhVi9BnaekelxW4mbupwjx2onNaCRuo;JoS;1978792712;1;1;2;duEYg6fSimw
228;218;12232;0;331;MTXCREFD;0;;3288;1707914786036101120;11943816492834128145;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786036101120;11943816492834128145;1;JI9P2iEa5rP0;hBjDO3LICPVgecuVMVm512m8xWa0kVHHt6rdE9wR4ToXZ9r88ohsE5h6hPWvzOltAFBsXahCbMcW7k5c;iUIG51IL6HxCzvIjmHgo;zSh29rEV;GoBaIWlu8pqt7HkQLcJpwqT8AHuCRMvP7j0F3ueJi7wc4pbSmNbEsggZlDkD;dzf;3324994716;2;8;1;Tu0S7L8hLG4
228;218;12232;0;331;MTXCREFD;0;;3289;1707914786036888320;1504538173180218221;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786036888320;1504538173180218221;1;N7XiJ9chMbKj;OPLkLBhRkFQsptHMEemNm1BLM4nSRUY4RdAUfxmAQjmaqmH9VfNWFH86wOZBMIcEfBpHBcQacvasijLf;1WeaDCtM4R13hIYIxXvD;vRFUkDvS;DRSs3z9lvS6iqEBmapbxaXlNQl9hFar9WMHbvsuT0JHEooS6ck3CYnNwYEXJ;4gB;2798909159;2;3;2;Nm3KNtxxkbj
228;218;12232;0;331;MTXCREFD;0;;3290;1707914786037662976;2353532372741011547;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786037662976;2353532372741011547;1;pfVnSWLTRTYT;Y0pzgkyNqdPxcHKsPtMRzJ8eyaJvo6vhPpoFY09kGxOMIaU4KBvp0l4Let6LqolwThJNeJP7IwfmHyEY;Tc0YnYesfbONlaEwhX1l;6UaKZs09;twkMvJbxQVHIZ394pzTLjV0goN7MWpBMJ3lZUyXIGwgzYPwhViLdJtU73a5i;dTB;2893155742;2;1;3;YK1krDFVsjW
228;218;12232;0;331;MTXCREFD;0;;3291;1707914786038444544;17540413826334440491;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786038444544;17540413826334440491;1;x43kkMFfNzvb;oWrGn61SJHkGbEzxmopMphkKYq1cPKbxkOmn1M2E9kvMqLJNnZjelUrbhydKvMijSwkqdQoyq9OK8Bui;Ipw54CIYm7ZfbNV5KLJW;EhS3Jw6p;ClRXgtAaK0VAf809AmWVXzIBAhASjwYtuamFp99vscwOWVsw9n6H56EktGZt;lbo;1148007418;1;8;4;tyjeO185tKY
228;218;12232;0;331;MTXCREFD;0;;3292;1707914786039233024;7384192844714626543;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786039233024;7384192844714626543;1;EUZKV2DFL3O8;RVAde4fAgWx1nOvgPtmaNo4c2YYyNPLHx9nDA1IDnbYO0hx2L7ZNwGJtTbFOG2CbhdWyNJrJTShzU0gq;Il5kVIoUZwW5h64lOeab;sTfe24vr;eHzbMCgk7eZMGwBatEC6V6kprafL9rAQBvstL6upFClDL7W7pVZGHWgK1sEu;vmH;603346356;3;1;4;bEFkFzS81RX
