msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;eMM;eventId;orderID;orderPriority;symbolIndex;displayedQty;sequenceTime;orderQualifiers;regulatorDisplayedQuantity
92;82;12012;0;331;2BLKPTOL;1;0;64;1707914901036390400;9894368091032218227;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707914901036390400;9894368091032218227;10;1;3;7;1706095058293936856;14;6045258494901378711;16113700181031627450;1409279050321357743;105108297;1251380029713088460;1706095058293945899;4;5465602678369018049
92;82;12012;0;331;2BLKPTOL;1;0;65;1707914901060530688;10169016287358499632;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914901060530688;10169016287358499632;8;7;5;6;1706095058299773372;8;8962112357553138693;806020799881679672;4310510809565966231;302074901;9244342141190553386;1706095058299782452;4;9019749863679657349
92;82;12012;0;331;2BLKPTOL;1;0;66;1707914901062131456;5073284937932605606;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914901062131456;5073284937932605606;16;5;0;9;1706095058300239945;7;18065789450998880382;13451024656273413174;793552216800090381;576024396;8042498743013868179;1706095058300248840;3;2986305591961191065
92;82;12012;0;331;2BLKPTOL;1;0;67;1707914901062933248;6219352020358492211;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1946574016199202419;Cr;wLg8f7p3JaH9cPmMfCCqWxKkghBi5sHnsiiZGVC3VbX9kooh2JUlBvRB1mktOcbbcWLEqJ;nX5;1535288690;0;3756389310;7;1707914901062933248;6219352020358492211;6;3;2;15;1706095058300475864;5;9840174695564314839;16937868704684224525;16226899393473852794;40139414;17408115931818279282;1706095058300484919;2;12338505717991312015
92;82;12012;0;331;2BLKPTOL;1;0;68;1707914901066109440;3432432172625842803;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;1707914901066109440;3432432172625842803;16;4;7;19;1706095058301445757;17;13028885359397868618;9911725708583829663;13480888131077581093;179056924;5598207191056802165;1706095058301454613;0;774175144560630578
92;82;12012;0;331;2BLKPTOL;1;0;69;1707914901067720704;3401917260319892377;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707914901067720704;3401917260319892377;20;4;3;21;1706095058301948317;2;12299089029598706749;16003255121161714742;13486050458089998499;125257059;1634658747369984940;1706095058301957298;3;2974425525011406615
92;82;12012;0;331;2BLKPTOL;1;0;70;1707914901070884864;14605415267814229051;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914901070884864;14605415267814229051;4;2;0;4;1706095058302976627;6;17004142352628806061;9482018069844639807;12357731410379749657;733634346;2154187577500810799;1706095058302985470;5;13173922729300230219
92;82;12012;0;331;2BLKPTOL;1;0;71;1707914901093876224;13580803484811019839;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;1707914901093876224;13580803484811019839;11;5;2;22;1706095058310740912;4;3106068695480149437;10787560605184147085;1830453036389283184;53738436;9153262068889404869;1706095058310749979;2;958394893489049071
92;82;12012;0;331;2BLKPTOL;1;0;310;1707914901288679168;16356887001857315368;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;6354086023392194540;51;hjgHaQ5weYEPHPRqR6Ml1Reflrl6U6q5QgoWX29ZZj2iu9oVd7dXRz0Uy8EhUTK6cjLcTX;mN2;2072881519;0;3204674649;7;1707914901288679168;16356887001857315368;4;7;3;22;1706095058318897904;15;5027086212554164166;9626610850410513141;68006257977674241;630708295;2427605037235440061;1706095058318906799;6;16806500138349919357
92;82;12012;0;331;2BLKPTOL;1;0;311;1707914901291158272;2587212787489955841;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;8608480177233787394;0W;Tptinu2sxPn8jOBRKYzEq2HFOQ9t0lLE3HBMvYwsRuvekmfSW3KDhCYIHBXCkjFG3o0z7Y;ZyQ;3985526438;1;1377745811;7;1707914901291158272;2587212787489955841;4;5;4;7;1706095058319998799;17;2687144029005425382;642535730409684773;2876025702411729241;646191940;3469224232018204798;1706095058320007629;4;7463760841067234901
92;82;12012;0;331;2BLKPTOL;1;0;312;1707914901304777984;15206577870838127735;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1707914901304777984;15206577870838127735;10;8;2;18;1706095058326590051;2;1828450986982583703;3918511951201006392;16331539464679962627;784339346;3404155453805442196;1706095058326599248;0;4173450111224950223
92;82;12012;0;331;2BLKPTOL;1;0;313;1707914901306381568;11347535655996058266;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914901306381568;11347535655996058266;15;3;5;20;1706095058327408592;1;4713531150706190438;2904522788699833603;17199143055009941837;281877941;12107072330265703790;1706095058327417382;4;16131507339674891997
92;82;12012;0;331;2BLKPTOL;1;0;314;1707914901309568256;9403806086292842227;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914901309568256;9403806086292842227;1;1;1;18;1706095058329062750;15;1727418778920391639;1020264336330285304;433080449862587318;839729658;1172305473325019521;1706095058329071896;3;842949583739049996
92;82;12012;0;331;2BLKPTOL;1;0;315;1707914901312742912;15708217479192651912;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901312742912;15708217479192651912;17;2;7;13;1706095058330745174;5;2354017102708794175;7526254939935683610;15850155436821407379;315863755;2664184480723654361;1706095058330753945;1;33687872715079197
92;82;12012;0;331;2BLKPTOL;1;0;316;1707914901323033856;5318260247272783102;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914901323033856;5318260247272783102;19;2;7;23;1706095058336446710;2;4482327212378875198;10015134047192767813;8550147172776506765;710897910;661271284915079771;1706095058336455598;2;81425558353215788
92;82;12012;0;331;2BLKPTOL;2;0;12;1707914901001771008;9612562635892779618;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;1707914901001771008;9612562635892779618;2;2;2;11;1706095058288583126;99;1228379407341992481;7690412266550158172;13011355816004024893;703220993;4527517070058888183;1706095058288592761;5;11749209200158377715
92;82;12012;0;331;2BLKPTOL;2;0;13;1707914901013175296;2061453763619122109;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;11511670735128227535;op;Zvgh0HbknVhKNb5TpOLJ4fK0Np3zqNFTeIcnnmSJ9q7v14MbHCK1cTRaJ7BQzvZErou4oY;mAM;3853572414;0;1850639244;7;1707914901013175296;2061453763619122109;22;4;6;18;1706095058289930087;9;6713210499616488823;6790788859315583576;14038953628405482417;37149125;3377049240951713790;1706095058289938844;3;13338763797610761123
92;82;12012;0;331;2BLKPTOL;2;0;14;1707914901014771456;1656939755772707842;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;7926209950832736966;7k;0jK2c6P4DrRkdYDx7coRvIFgfZtpGfo0DH97Pvs7sSmijPLwc17hsh6k149ffOW1gHpdiw;Pk0;3469556622;1;223330446;7;1707914901014771456;1656939755772707842;8;1;7;20;1706095058290160827;1;4925589398645744663;13726340728900100902;6717724391001191934;361376530;12641905575007062529;1706095058290169608;4;5926697287150655390
92;82;12012;0;331;2BLKPTOL;2;0;15;1707914901015576576;13832197234625920468;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;8072011793266017923;ad;gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R;btU;1516155693;1;687048176;7;1707914901015576576;13832197234625920468;10;8;6;12;1706095058290280648;17;5798942933453605896;4268932420761207511;10585970976768822334;376270613;3706402056433791399;1706095058290289459;1;5649655764480196193
92;82;12012;0;331;2BLKPTOL;2;0;16;1707914901019586304;11812816831299594114;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;1707914901019586304;11812816831299594114;17;8;1;15;1706095058290914067;2;5611129410947558902;13235583519891016686;7391680769085013161;41437899;8210608431490683298;1706095058290922777;2;7679208219920745413
92;82;12012;0;331;2BLKPTOL;2;0;17;1707914901022010112;3054717264961985690;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914901022010112;3054717264961985690;19;1;2;1;1706095058291313791;1;10823389617835803481;8722195682470441784;11166223078165194880;190979236;4480354352272598169;1706095058291322709;5;17341794617570310666
92;82;12012;0;331;2BLKPTOL;2;0;18;1707914901029187328;10708337602668215307;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;1707914901029187328;10708337602668215307;16;5;2;16;1706095058292617265;1;9880562617066869340;12535070892855036493;14993719320552833668;812571727;15736889509819319050;1706095058292625842;2;12519157158433196447
92;82;12012;0;331;2BLKPTOL;2;0;19;1707914901037203712;8250694498604176496;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;1707914901037203712;8250694498604176496;23;2;7;7;1706095058294106825;7;17383051970574510733;7453216200539779921;2258012492215109726;662272845;6348373383048244802;1706095058294115472;0;10025769171052528099
92;82;12012;0;331;2BLKPTOL;2;0;20;1707914901039639808;72303009814101769;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914901039639808;72303009814101769;21;2;5;16;1706095058294631961;5;128812389574163670;12214428680647320481;16924312147359385138;958873221;12785008977590657181;1706095058294640528;1;10617091951322737705
92;82;12012;0;331;2BLKPTOL;2;0;21;1707914901042048768;4878594859103900506;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;1707914901042048768;4878594859103900506;13;2;6;14;1706095058295186200;4;6420995878818374460;14568348059203485933;12877953881470499891;968476971;11558305971281043364;1706095058295194952;5;15852858845165633588
92;82;12012;0;331;2BLKPTOL;2;0;22;1707914901042847232;8107983934780768490;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914901042847232;8107983934780768490;20;4;4;19;1706095058295372040;6;7877767422089908570;2892640768558459557;6665414021034762572;592228969;2242841748957641783;1706095058295381213;2;9127384688983773733
92;82;12012;0;331;2BLKPTOL;2;0;23;1707914901043650048;12044433529364160579;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1707914901043650048;12044433529364160579;17;6;4;8;1706095058295560472;1;8436388514003071453;779870139599900578;17308233537297159469;345150432;15684523228965718481;1706095058295569522;5;13802262258352716155
92;82;12012;0;331;2BLKPTOL;2;0;24;1707914901047620352;17827032702895017411;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;1707914901047620352;17827032702895017411;18;8;7;17;1706095058296539759;10;3556218840339081235;2712824789719303186;3510670764365181062;485081213;15436891301819639850;1706095058296548911;5;4859271492815758177
92;82;12012;0;331;2BLKPTOL;2;0;25;1707914901048546048;1387522507526297438;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914901048546048;1387522507526297438;14;7;3;14;1706095058296743795;5;12253394839497565099;1576268463619372118;13123780460842810926;48267691;409402203112109156;1706095058296752655;1;11163199905140833288
92;82;12012;0;331;2BLKPTOL;2;0;26;1707914901053301248;3023176710845818723;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707914901053301248;3023176710845818723;14;7;6;7;1706095058297776494;10;12938036091257101447;11530127107760790737;8048213726185523105;125257059;15649364921958490048;1706095058297785610;6;11603447666328356483
92;82;12012;0;331;2BLKPTOL;2;0;27;1707914901054966272;6917939308054115864;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914901054966272;6917939308054115864;14;8;1;8;1706095058298203165;14;436016711101955482;11938076804683139234;13962371044975461925;225699642;4454775933781862585;1706095058298211914;6;3451003485467878841
92;82;12012;0;331;2BLKPTOL;2;0;28;1707914901059750400;8285272998438824653;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2445560449030391989;Jl;Nf933GnXcYWG39wqSN4KW2Lbg3Xw1kzS2Qhr2u0oWf2CsMaF2rxtgxcQBUwwJWxy0RPBsZ;O2t;686367361;0;3471620477;7;1707914901059750400;8285272998438824653;19;6;7;23;1706095058299540293;99;3558288986544121681;15873502121586770967;8399731578206365487;79594686;6176611052464086176;1706095058299549003;6;7335155776967347957
92;82;12012;0;331;2BLKPTOL;2;0;29;1707914901071681280;18415031481396285665;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;1707914901071681280;18415031481396285665;3;5;6;6;1706095058303233429;14;17867945762462406977;4836716400993676884;4605581582603263267;814610997;413787881482599892;1706095058303242192;4;6678163110825020804
92;82;12012;0;331;2BLKPTOL;2;0;30;1707914901081971968;2768326642849985137;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914901081971968;2768326642849985137;11;1;0;2;1706095058306825019;4;11406364660438279874;1818179911201617730;7603230296181449656;710897910;3512718215440758290;1706095058306834053;2;7688215949562822608
92;82;12012;0;331;2BLKPTOL;2;0;31;1707914901084360704;6007012184635158352;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;1707914901084360704;6007012184635158352;23;3;2;13;1706095058307701134;5;14326700814016455320;14231139132867797965;15936405462111547127;338709066;7044148669323189074;1706095058307710269;2;17951682950227347000
92;82;12012;0;331;2BLKPTOL;2;0;32;1707914901086853376;16598129384530207150;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914901086853376;16598129384530207150;16;7;3;11;1706095058308586715;99;17452444978182744599;14717056468559756533;14180621219495937490;579919728;1897530876670840207;1706095058308595839;1;12267929497040456038
92;82;12012;0;331;2BLKPTOL;2;0;33;1707914901088626688;17452628338211493099;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914901088626688;17452628338211493099;12;1;1;0;1706095058309192519;7;18051214209232735480;5059708362444970121;16532073295191618718;841345320;9558913647797436824;1706095058309201221;6;10440468535995674517
