msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;bookINTime;symbolIndex;eMM;eventId;orderID;oESessionID;executionWithinFirmShortCode;clientIdentificationShortCode;sequenceTime;orderQualifiers
92;82;12020;0;331;2BLKPTOL;1;0;118;1707914901095338240;7769011798039679218;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6135723462153394188;6P;zhKMGSfCAMCboLpPrOSNKn5qqQTwlzy30lh08KCtEjs6W0ag7wXyKXgSXjmvEdc1fPRyAi;9vy;1610505332;1;2224170165;7;1707914901095338240;7769011798039679218;20;6;7;3;1706095059496021218;1706095059496023896;138846668;10;234880446995305307;3081341947500095582;12961759989530415412;1641487173;748607531;1706095059496032586;2
92;82;12020;0;331;2BLKPTOL;1;0;213;1707914901100099072;5000942430908436902;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;15219404500678569998;yU;pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW;xNJ;2649737116;0;3640176814;7;1707914901100099072;5000942430908436902;19;3;2;3;1706095059498283374;1706095059498286002;411542454;2;8709457018350971855;2524365833912782144;4637960720678225641;-2078358202;-1388167223;1706095059498294693;5
92;82;12020;0;331;2BLKPTOL;1;0;214;1707914901279875328;17836272880927140642;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;1707914901279875328;17836272880927140642;3;8;3;15;1706095059500234530;1706095059500237357;773384389;1;12676556570491873182;11203612769092758281;3160268778459177652;456353207;-161318938;1706095059500246195;5
92;82;12020;0;331;2BLKPTOL;1;0;215;1707914901286255872;104101490548959165;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914901286255872;104101490548959165;10;8;0;2;1706095059503462954;1706095059503465702;48267691;4;1654171216900146280;15342849442328527265;8750795411437509943;-1069613644;-264096996;1706095059503474430;5
92;82;12020;0;331;2BLKPTOL;1;0;216;1707914901300577792;17749446261499815679;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;1707914901300577792;17749446261499815679;17;8;7;8;1706095059511412832;1706095059511415561;645935213;1;11791509382212867675;7950257389014940983;9271608889448003552;1536745157;1863596166;1706095059511424261;0
92;82;12020;0;331;2BLKPTOL;1;0;217;1707914901302968064;9281462708445259609;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;2197614320122933494;FU;vBUR4ZtLzc4weT3I5Qv1F7Jz716ykLGw1gMuPydSZkOXznNMlY6xOjLmARFkXSTPDeCKcc;dbq;3442516015;0;758568016;7;1707914901302968064;9281462708445259609;4;6;0;17;1706095059512818201;1706095059512821018;944323497;4;14971664255242494976;5279728124500273596;13955664145469258759;-1162486544;-1009259678;1706095059512829829;1
92;82;12020;0;331;2BLKPTOL;1;0;218;1707914901306141952;9571661652929835660;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914901306141952;9571661652929835660;2;6;1;5;1706095059514730470;1706095059514733203;687820829;99;12163481855017059637;925601890275311053;15502238776540054769;1043686328;-319116102;1706095059514742095;6
92;82;12020;0;331;2BLKPTOL;1;0;219;1707914901310900224;6877992353729351147;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914901310900224;6877992353729351147;23;6;6;1;1706095059517658996;1706095059517661667;839729658;8;1880500949659360329;9682905440164352966;1838477770694135854;1014455416;-877714367;1706095059517670212;2
92;82;12020;0;331;2BLKPTOL;1;0;220;1707914901325993472;16878077274883292191;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707914901325993472;16878077274883292191;19;5;0;1;1706095059527576694;1706095059527579370;583228200;14;6378222987189295960;12258189286607934135;17450145269495906537;482962204;1117762934;1706095059527587976;6
92;82;12020;0;331;2BLKPTOL;1;0;351;1707914901588076288;14705850361731838283;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914901588076288;14705850361731838283;16;2;4;10;1706095059529227046;1706095059529229662;274114089;4;8236530388246381158;7718829529976122818;4147959901417643272;458507196;355349784;1706095059529238207;1
92;82;12020;0;331;2BLKPTOL;1;0;352;1707914901593766656;13870121643834594592;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;15737253087374332469;dI;tof6kmIROAfvkWLjZpYkX3liii7UCK8yfUeVHGhNggrriJKLr41MR12ZFKvGLxtSdMMZFU;iPI;108538112;0;2845375302;7;1707914901593766656;13870121643834594592;14;7;3;7;1706095059533135008;1706095059533137888;495012502;1;15096029233424972326;13202871307773064358;144494067890627643;1567367905;1168393604;1706095059533146554;4
92;82;12020;0;331;2BLKPTOL;1;0;353;1707914901595350272;2310390298558429150;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;1707914901595350272;2310390298558429150;23;3;1;4;1706095059534288425;1706095059534291103;685651177;14;10676473730620063759;7941931699210073904;12542243196667388993;-1399992264;-426968544;1706095059534299625;5
92;82;12020;0;331;2BLKPTOL;2;0;122;1707914901017178112;10542103157131575938;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914901017178112;10542103157131575938;22;8;1;3;1706095059472447053;1706095059472449700;869985226;10;9714746881189006234;9865675378756684440;5345644783092474069;292716628;-1507890188;1706095059472458194;1
92;82;12020;0;331;2BLKPTOL;2;0;123;1707914901035551232;4473397299084854843;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;1707914901035551232;4473397299084854843;21;4;4;17;1706095059475974864;1706095059475977538;487911392;14;8351994103450871563;7809252097622500749;14957956331225634022;770361091;-321473402;1706095059475985901;0
92;82;12020;0;331;2BLKPTOL;2;0;124;1707914901038753280;5158825601049127200;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914901038753280;5158825601049127200;8;4;4;5;1706095059476740717;1706095059476743449;190979236;7;6221866835499249603;7613150828196891771;11705027564904927995;1165241171;69898615;1706095059476752006;5
92;82;12020;0;331;2BLKPTOL;2;0;125;1707914901051492352;13619997179540012102;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914901051492352;13619997179540012102;15;1;1;20;1706095059479989721;1706095059479992505;897061568;5;11788081686734722722;3077210986605929405;10057881633415717800;-1791135408;-1029109912;1706095059480001233;6
92;82;12020;0;331;2BLKPTOL;2;0;126;1707914901067605504;6894135080589763756;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914901067605504;6894135080589763756;19;5;6;20;1706095059485204499;1706095059485207232;876746933;6;7758321244457298591;1256292056778816932;4278983076835670082;723239883;-2099949517;1706095059485215700;6
92;82;12020;0;331;2BLKPTOL;2;0;127;1707914901073979392;6890661514013053699;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914901073979392;6890661514013053699;1;1;7;20;1706095059487566488;1706095059487569142;958873221;11;9581326223818131861;7825279664941866129;8720078019585327196;-551070679;-1908130079;1706095059487577721;0
92;82;12020;0;331;2BLKPTOL;2;0;128;1707914901078744320;1763893758600773088;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914901078744320;1763893758600773088;16;5;7;14;1706095059489467762;1706095059489470524;588523366;4;13518185296486666429;9936168040889483585;5123732442990865253;1510558981;58962836;1706095059489479263;4
92;82;12020;0;331;2BLKPTOL;2;0;129;1707914901097722368;18368994631494177113;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914901097722368;18368994631494177113;21;7;1;15;1706095059497140683;1706095059497143403;359830187;7;10975411690861326881;9767971177716567160;8994168839051487370;-1355119110;-653929987;1706095059497152055;5
92;82;12020;0;331;2BLKPTOL;2;0;130;1707914901098512384;4470493434442705593;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;1707914901098512384;4470493434442705593;7;8;5;24;1706095059497522113;1706095059497524957;393921509;15;7966448121118689634;2092837728088165026;11700104131283782662;1072486651;-1586088417;1706095059497533716;4
