msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;sequenceTime;bookInTime;symbolIndex;eMM;totalAffectedOrders;eventId
59;49;12253;0;331;2BLKFORD;0;0;11;1707914880074840064;13508834202918439627;K2CDW2BLKFORD;BGEM;DSS_CDW_test;7;7;7;7457226585439693564;CH;QGI5Y6pkFWMccJJVlj6Yw9gznQeG5Matv5ui3czHBA97PfKfNWEFNvqAGul4xs2gUgkH5Y;1vt;1016068115;1;2089963836;7;1707914880074840064;13508834202918439627;1706095069211620927;1706095069211623659;179939061;7;-1573079078;9814385250141675396
59;49;12253;0;331;2BLKFORD;0;0;12;1707914880088901376;7708623707545089345;K2CDW2BLKFORD;XMOT;DSS_CDW_test;7;7;7;15519337400172948934;pk;sjdofWx8791fgLKmy1zBPas5DWlMb8hhcHwGNL0LJL8dG3QRmeiKsGr5viI6OROHPMYygn;mFh;103756350;1;2167108551;7;1707914880088901376;7708623707545089345;1706095069216059178;1706095069216061789;704352555;14;-882935136;10565782687460891701
59;49;12253;0;331;2BLKFORD;0;0;13;1707914880101374464;4241822684703571730;K2CDW2BLKFORD;MTAA;DSS_CDW_test;7;7;7;18425908593694622649;hb;tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft;0Qv;3114588180;0;2620991329;7;1707914880101374464;4241822684703571730;1706095069220489612;1706095069220492224;942403957;4;1117486328;7994918175835316664
59;49;12253;0;331;2BLKFORD;0;0;14;1707914880103716608;5567691046184711982;K2CDW2BLKFORD;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914880103716608;5567691046184711982;1706095069221371048;1706095069221373728;687820829;7;1860555243;5228908005070956312
59;49;12253;0;331;2BLKFORD;0;0;15;1707914880113123072;6806921110230738877;K2CDW2BLKFORD;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;1707914880113123072;6806921110230738877;1706095069225079319;1706095069225081984;236162361;10;-880109753;6372536076592085478
59;49;12253;0;331;2BLKFORD;0;0;16;1707914880116235008;6304405794157094688;K2CDW2BLKFORD;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;1707914880116235008;6304405794157094688;1706095069226387080;1706095069226389895;762062763;14;-1568109343;6276907070092085280
59;49;12253;0;331;2BLKFORD;0;0;19;1707914880132718592;11590526762152048004;K2CDW2BLKFORD;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914880132718592;11590526762152048004;1706095069233601443;1706095069233604329;453799485;4;-1406111133;17441110404614817463
59;49;12253;0;331;2BLKFORD;0;0;20;1707914880133499904;13950361585265567786;K2CDW2BLKFORD;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914880133499904;13950361585265567786;1706095069233954062;1706095069233956714;225699642;10;-74497059;2530912503038634575
59;49;12253;0;331;2BLKFORD;0;0;21;1707914880152179968;1174407832970065263;K2CDW2BLKFORD;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914880152179968;1174407832970065263;1706095069243193813;1706095069243196453;576024396;9;324782593;13300638730530107584
59;49;12253;0;331;2BLKFORD;1;0;1;1707914880001771008;7209294443966552075;K2CDW2BLKFORD;EXGM;DSS_CDW_test;7;7;7;12369365502866502262;yp;Bif62lLmaxmwv5WSDVLqX1246SlTdVDRbRl4rFJi0pEe6wLFagE8My6OsbFa5j5vjUAqie;jEL;4083509881;0;2262818496;7;1707914880001771008;7209294443966552075;1706095069197827181;1706095069197830276;365314678;6;168402428;10190152929976316902
59;49;12253;0;331;2BLKFORD;1;0;2;1707914880020819712;10059462785166005153;K2CDW2BLKFORD;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914880020819712;10059462785166005153;1706095069199939707;1706095069199942305;213949604;2;-1375810982;14543876193208270431
59;49;12253;0;331;2BLKFORD;1;0;3;1707914880026303744;17205758221992608537;K2CDW2BLKFORD;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914880026303744;17205758221992608537;1706095069200746295;1706095069200749049;315339150;99;165453736;15054092578345457968
59;49;12253;0;331;2BLKFORD;1;0;4;1707914880038854400;10263678032793211545;K2CDW2BLKFORD;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914880038854400;10263678032793211545;1706095069202875908;1706095069202878711;876746933;10;1717763899;18293827156490035844
59;49;12253;0;331;2BLKFORD;1;0;5;1707914880064676864;15442297083595045350;K2CDW2BLKFORD;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914880064676864;15442297083595045350;1706095069208775108;1706095069208777836;526725252;6;1752980367;10741063470990693769
59;49;12253;0;331;2BLKFORD;1;0;6;1707914880073273088;5292186880776452205;K2CDW2BLKFORD;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;1707914880073273088;5292186880776452205;1706095069211165637;1706095069211168253;662272845;1;-170894687;11483832993656158286
59;49;12253;0;331;2BLKFORD;1;0;7;1707914880077181184;9873270006762594594;K2CDW2BLKFORD;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914880077181184;9873270006762594594;1706095069212322086;1706095069212324819;274114089;10;415496817;4297347733459049638
59;49;12253;0;331;2BLKFORD;1;0;8;1707914880077964032;7554640593948115149;K2CDW2BLKFORD;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914880077964032;7554640593948115149;1706095069212557403;1706095069212560046;897061568;9;-1919079521;6902793683767932468
59;49;12253;0;331;2BLKFORD;1;0;9;1707914880081884416;12546955903913775445;K2CDW2BLKFORD;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;1707914880081884416;12546955903913775445;1706095069213769924;1706095069213772624;768715101;14;2127823261;3406148851800914103
59;49;12253;0;331;2BLKFORD;1;0;10;1707914880084224512;108640218434160095;K2CDW2BLKFORD;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914880084224512;108640218434160095;1706095069214516173;1706095069214518853;955146857;9;12750129;329112921999395902
59;49;12253;0;331;2BLKFORD;1;0;11;1707914880089670400;18368990580438393035;K2CDW2BLKFORD;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914880089670400;18368990580438393035;1706095069216322750;1706095069216325341;971929135;14;-1697858257;17041613157999799384
59;49;12253;0;331;2BLKFORD;1;0;12;1707914880092017408;7420500024545368988;K2CDW2BLKFORD;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914880092017408;7420500024545368988;1706095069217130414;1706095069217132920;841345320;2;-1191758648;5181521631338805761
59;49;12253;0;331;2BLKFORD;1;0;13;1707914880102934784;13959287948481034895;K2CDW2BLKFORD;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914880102934784;13959287948481034895;1706095069221076802;1706095069221079444;142043921;7;1299326357;10753539678363955969
59;49;12253;0;331;2BLKFORD;1;0;14;1707914880118566144;2198463128584858036;K2CDW2BLKFORD;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914880118566144;2198463128584858036;1706095069227373117;1706095069227375982;897061568;1;-374398981;10801280245720721497
59;49;12253;0;331;2BLKFORD;1;0;15;1707914880121708544;9659750469566904323;K2CDW2BLKFORD;XMOT;DSS_CDW_test;7;7;7;3983510484137490242;dc;IOK56pu3c95aJY8hh1x3CghAlofEmRvbKRTBp8l2F825ckvWjAQqp8lqDPQ3m0SoxVIuEX;gSS;2337822234;0;121355362;7;1707914880121708544;9659750469566904323;1706095069228711826;1706095069228714562;870348840;9;2087777157;599696437364488809
59;49;12253;0;331;2BLKFORD;1;0;18;1707914880134280448;5008214631744563631;K2CDW2BLKFORD;EXGM;DSS_CDW_test;7;7;7;7926209950832736966;7k;0jK2c6P4DrRkdYDx7coRvIFgfZtpGfo0DH97Pvs7sSmijPLwc17hsh6k149ffOW1gHpdiw;Pk0;3469556622;1;223330446;7;1707914880134280448;5008214631744563631;1706095069234315886;1706095069234318504;361376530;9;1851971122;10002833307499823665
59;49;12253;0;331;2BLKFORD;1;0;19;1707914880146728192;2700268748212604976;K2CDW2BLKFORD;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;1707914880146728192;2700268748212604976;1706095069240395156;1706095069240397993;14113038;6;-457402904;17900609165828179433
59;49;12253;0;331;2BLKFORD;2;0;2;1707914880015337728;12711841277658541914;K2CDW2BLKFORD;EXGM;DSS_CDW_test;7;7;7;8695965697730502662;dW;YOhJY9QsMyy7kB0oDnWSP4wzHU6mY2lBGgr5xNESnl0A58iBpZmbFbk23YtnKFzQYZGuON;RgQ;574056598;0;1464455073;7;1707914880015337728;12711841277658541914;1706095069199221980;1706095069199224649;659932215;10;-1121351989;11518863653280390228
59;49;12253;0;331;2BLKFORD;2;0;3;1707914880032580096;10028877297287550956;K2CDW2BLKFORD;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914880032580096;10028877297287550956;1706095069201754841;1706095069201757423;840406118;6;205952615;17103400238632506541
59;49;12253;0;331;2BLKFORD;2;0;4;1707914880045117440;893929040840359824;K2CDW2BLKFORD;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914880045117440;893929040840359824;1706095069204114476;1706095069204117123;137559582;7;-344525940;6901158322329838743
59;49;12253;0;331;2BLKFORD;2;0;5;1707914880047465728;15039416395306173370;K2CDW2BLKFORD;XMOT;DSS_CDW_test;7;7;7;3412129210960478891;Ir;uQDhWr0he18VTiciaLkmDuPHH2E2IQmlJpF2Utw22SswUcBp3kkHayOL4rVgZuIehcbuGJ;GLc;2818742835;1;4061968911;7;1707914880047465728;15039416395306173370;1706095069204607550;1706095069204610192;225511348;14;-621011902;15865610516192856680
59;49;12253;0;331;2BLKFORD;2;0;6;1707914880059224320;15635652643455454109;K2CDW2BLKFORD;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;1707914880059224320;15635652643455454109;1706095069207362806;1706095069207365442;743125215;14;1987869593;11565671227722424680
59;49;12253;0;331;2BLKFORD;2;0;7;1707914880063898368;7127195420910652294;K2CDW2BLKFORD;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;1707914880063898368;7127195420910652294;1706095069208567173;1706095069208569772;372840;15;-547843772;18335041097331747694
59;49;12253;0;331;2BLKFORD;2;0;8;1707914880071712512;9066109426913874375;K2CDW2BLKFORD;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;1707914880071712512;9066109426913874375;1706095069210715602;1706095069210718403;896742034;15;167567110;17007085221757513858
59;49;12253;0;331;2BLKFORD;2;0;9;1707914880079530496;10914236232873555624;K2CDW2BLKFORD;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;1707914880079530496;10914236232873555624;1706095069213039018;1706095069213041804;255231752;15;1590801866;17392136269279043365
59;49;12253;0;331;2BLKFORD;2;0;10;1707914880080316672;5513350787429312140;K2CDW2BLKFORD;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914880080316672;5513350787429312140;1706095069213280663;1706095069213283312;586880250;11;791198737;17973045723483423423
59;49;12253;0;331;2BLKFORD;2;0;11;1707914880093572096;8196333855380176205;K2CDW2BLKFORD;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914880093572096;8196333855380176205;1706095069217671710;1706095069217674494;453799485;2;-312905969;3959492289163566579
59;49;12253;0;331;2BLKFORD;2;0;12;1707914880095135744;12804912153656468946;K2CDW2BLKFORD;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;1707914880095135744;12804912153656468946;1706095069218221952;1706095069218224693;53738436;5;853195738;6445226275798501151
59;49;12253;0;331;2BLKFORD;2;0;13;1707914880098253056;6928144086783838064;K2CDW2BLKFORD;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707914880098253056;6928144086783838064;1706095069219342978;1706095069219345640;356770038;10;1195978095;12400088766115564667
59;49;12253;0;331;2BLKFORD;2;0;14;1707914880105271040;17641240131323952870;K2CDW2BLKFORD;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914880105271040;17641240131323952870;1706095069221971790;1706095069221974490;179555593;2;1897422643;4209149355890275870
59;49;12253;0;331;2BLKFORD;2;0;15;1707914880110001920;256200703611831483;K2CDW2BLKFORD;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;1707914880110001920;256200703611831483;1706095069223820345;1706095069223823055;164996825;14;-668818894;2992233436112225899
59;49;12253;0;331;2BLKFORD;2;0;16;1707914880122486016;5961134878725985373;K2CDW2BLKFORD;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914880122486016;5961134878725985373;1706095069229051228;1706095069229053846;971929135;8;-1395779727;17797217564648386894
59;49;12253;0;331;2BLKFORD;2;0;17;1707914880126456832;6451398999714249096;K2CDW2BLKFORD;ETFP;DSS_CDW_test;7;7;7;7543779628463121226;Zv;oM9u2Gv4glWUDnxXjh73s9ROn7SFSFNDw5qgLKxrfyrz13xxSseTVmkqa6NNywvKXHdXoW;3pd;1144034105;1;3453138748;7;1707914880126456832;6451398999714249096;1706095069230771753;1706095069230774468;752014678;1;-1049441494;12364242445787405761
59;49;12253;0;331;2BLKFORD;2;0;18;1707914880140501504;5702317382250084089;K2CDW2BLKFORD;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914880140501504;5702317382250084089;1706095069237294108;1706095069237296900;946518645;8;1987401960;13778321431529249787
59;49;12253;0;331;2BLKFORD;2;0;19;1707914880145953024;8851057555342557365;K2CDW2BLKFORD;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914880145953024;8851057555342557365;1706095069240001628;1706095069240004419;198522762;9;-286573016;8469655903842598119
59;49;12253;0;331;2BLKFORD;2;0;20;1707914880151403520;7811154895140224054;K2CDW2BLKFORD;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914880151403520;7811154895140224054;1706095069242786837;1706095069242789670;782873053;17;-1058426407;6647522931755893607
59;49;12253;0;331;2BLKFORD;3;0;1;1707914880006641408;928682085791564665;K2CDW2BLKFORD;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914880006641408;928682085791564665;1706095069198269361;1706095069198272064;190979236;8;-2071542142;7029000618161706626
59;49;12253;0;331;2BLKFORD;3;0;2;1707914880010607616;14073862527814457725;K2CDW2BLKFORD;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914880010607616;14073862527814457725;1706095069198676529;1706095069198679190;48267691;2;140958797;1181856596442620862
59;49;12253;0;331;2BLKFORD;3;0;3;1707914880028661760;7750468373785502758;K2CDW2BLKFORD;MTAH;DSS_CDW_test;7;7;7;1106572295755281863;Wx;OBWGTFZNP8754AX2g66SWnSLqmoUgvUiVRQ3ERhYyGh1SWIvgntgmVEC41pktYPjGgws3n;te1;2553492281;0;11358153;7;1707914880028661760;7750468373785502758;1706095069201111101;1706095069201113687;509093810;4;817623771;6221661152580616524
59;49;12253;0;331;2BLKFORD;3;0;4;1707914880045902592;1182736431043485482;K2CDW2BLKFORD;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914880045902592;1182736431043485482;1706095069204276671;1706095069204279397;407371549;4;-2128230312;16060941884378255003
