msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;bookIn;bookOUTTime;clientOrderID;eMM;eventId;firmID;oEGINFromMember;oEGOUTTimeToME;orderID;symbolIndex;breachedCollarPrice;collarRejType;rejectedMessage;errorCode;sequenceTime;orderQualifiers;executionWithinFirmShortCode;clientIdentificationShortCode;miFIDIndicators;oESessionID;orderSide;timeInForce;MSC_eventClientIDShortCode_1;MSC_eventExecWFirmShortCode_1;SCDM_eventShortCodeType_1;SCDM_eventShortCodeType_2;SCDM_shortCodeRole_1;SCDM_shortCodeRole_2;SCDM_shortCodeRoleQualifier_1;SCDM_shortCodeRoleQualifier_2
154;126;12010;0;331;2BLKPTOL;1;0;374;1707914901628677120;457041871897082981;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914901628677120;457041871897082981;19;1706095058139912259;1706095058139914908;-4358542804614815024;9;11837486289664870449;5sqMOODh;1706095058139920857;1706095058139923638;1171293979445439957;587677045;-2837600444409921145;2;241;61343;1706095058139933158;6;-1651930214;-1024164301;4;10954763712801184790;2;7;-1044627903;-145412543;2;1;122;1;24;24
154;126;12010;0;331;2BLKPTOL;1;0;375;1707914901640196864;12656960885982030550;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707914901640196864;12656960885982030550;12;1706095058142515649;1706095058142518308;4979048807124909077;14;17618076674808673144;rqVxZBl5;1706095058142524516;1706095058142527126;8984582305682739577;840387731;7060976565858313843;2;250;63701;1706095058142536619;1;-1321345030;-2073466956;0;3161683672258119415;3;6;424972330;1108964726;1;2;3;3;22;24
154;126;12010;0;331;2BLKPTOL;1;0;376;1707914901679305984;11624644381924505059;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1707914901679305984;11624644381924505059;19;1706095058152168060;1706095058152170501;-8359656709380466592;7;3937020247571120612;UOQl3Y4C;1706095058152176644;1706095058152179220;16683558961797468082;345150432;3747015118091070392;1;163;6843;1706095058152188880;4;1163497391;-1907864346;0;14098165137334330172;2;7;1761642134;1766261107;1;2;12;26;24;23
154;126;12010;0;331;2BLKPTOL;1;0;377;1707914901681606144;10708906142650165383;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914901681606144;10708906142650165383;10;1706095058152778534;1706095058152781077;5588670001456588162;6;9115523505746280497;5bH9WiP1;1706095058152787265;1706095058152789917;14222182167587199347;993224417;160506671922712968;1;126;32948;1706095058152799538;1;1428487549;1184039561;2;14881330997949699451;3;7;-1991325128;1815514777;2;1;3;12;22;22
154;126;12010;0;331;2BLKPTOL;1;0;378;1707914901688522496;10212331487534057311;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914901688522496;10212331487534057311;6;1706095058154627663;1706095058154630226;-312442942842182245;9;12946123575017827862;FeSQwWKg;1706095058154636403;1706095058154639046;6396777086899549696;168342053;2111648827474184112;1;207;56451;1706095058154648615;6;1833706266;245255641;5;13193679517998514644;1;7;-1523254862;-171378522;2;1;12;26;24;24
154;126;12010;0;331;2BLKPTOL;1;0;415;1707914901709310464;118410209283801460;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914901709310464;118410209283801460;23;1706095058160347809;1706095058160350302;2097678058987610115;9;11834720813737608769;uYiksGeE;1706095058160356476;1706095058160359100;3765494977098670560;27066957;5115566639582774031;2;128;4640;1706095058160368550;5;618639244;1953779318;3;13979938415070778646;2;1;1520444741;2093505626;2;2;1;26;24;24
154;126;12010;0;331;2BLKPTOL;1;0;416;1707914901725414400;5388375806539427453;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;1707914901725414400;5388375806539427453;11;1706095058164981316;1706095058164983750;2086382732770343435;6;17085802146234126413;kmzHmG7v;1706095058164990131;1706095058164992729;2808425140898341070;179056924;-5368382671642661173;2;83;30281;1706095058165002375;5;1634331242;-1007596783;5;2681388611955161346;2;10;642367069;1936686396;1;2;122;12;24;22
154;126;12010;0;331;2BLKPTOL;1;0;417;1707914901789769984;9332329310784157548;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914901789769984;9332329310784157548;17;1706095058185515334;1706095058185517730;-3551186653163036543;2;3633766179719030566;9atysA3m;1706095058185523942;1706095058185526554;3070474323655311908;782873053;99612691356270363;2;98;39450;1706095058185536293;3;-1689260586;286528726;4;17805419346861223501;3;2;1268171134;-924914740;1;1;122;3;23;23
154;126;12010;0;331;2BLKPTOL;1;0;444;1707914901817384704;2679240995162960128;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707914901817384704;2679240995162960128;22;1706095058195200021;1706095058195202430;5651156776710879651;5;11291073962186209111;sQuUoFfF;1706095058195208629;1706095058195211213;5479270314493229733;105108297;-6807637037928024002;2;222;29923;1706095058195220776;1;5462358;1310587914;5;248537190662605364;1;0;-340605545;1982794327;1;2;1;17;22;22
154;126;12010;0;331;2BLKPTOL;1;0;445;1707914901895563520;1834121980516073690;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914901895563520;1834121980516073690;21;1706095058225738578;1706095058225741240;-6724559643349226746;15;14140208873335507137;kT7lISji;1706095058225747431;1706095058225750136;12291102295069939228;687820829;2165056056412812936;2;71;51378;1706095058225760116;1;665046451;-1063722602;5;1010533267731615870;3;1;1025270595;290836291;1;2;26;122;24;22
154;126;12010;0;331;2BLKPTOL;2;0;198;1707914901073498624;1387837268802057476;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914901073498624;1387837268802057476;14;1706095058118505788;1706095058118508332;4123928814375367598;9;7961147501996276368;W4Qp1KiI;1706095058118514564;1706095058118517171;10570280385001312249;193650200;-8534511893851217;1;9;41366;1706095058118526660;0;-2099391818;-1180799417;1;14288234975476670575;3;3;892113994;-2044771954;1;1;122;17;24;22
154;126;12010;0;331;2BLKPTOL;2;0;199;1707914901090375168;3370321766648062126;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914901090375168;3370321766648062126;22;1706095058120790077;1706095058120792544;7003104577549341068;4;18302260087930583658;lU0rf5D0;1706095058120798803;1706095058120801454;7543763115667002029;841345320;6863180698249307060;2;105;22740;1706095058120810975;4;1881171788;499665574;0;6849525224047657172;2;2;1885882541;1911655213;2;2;122;1;22;24
154;126;12010;0;331;2BLKPTOL;2;0;328;1707914901304601344;13950860074312025847;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914901304601344;13950860074312025847;11;1706095058127135412;1706095058127137879;1431071516137553161;8;5496787358946623046;JjCC1Toi;1706095058127143989;1706095058127146608;12599221301150733829;193650200;-8917963854819961688;2;235;60163;1706095058127156053;2;-1280946606;-1290094824;5;8058123707369729051;2;3;277401730;-922934881;2;1;122;3;22;24
