msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eventID;bookIN;bookOUTTime;clientOrderID;darkExecutionInstruction;eMM;endClient;firmID;firmIDPublication;oESessionID;oEGINFromMember;oEGOUTTimeToME;orderID;orderQty;orderSide;rFQStatus;symbolIndex;minOrderQty;sequenceTime;accountType;NMSC_originalClientIDShortCode_1;NMSC_originalExecWFirmShortCode_1;NMSC_originalInvestDecisWFirmShortCode_1;NMSC_originalNonExecBrokerShortCode_1;SCDNM_originalShortCodeType_1;SCDNM_originalShortCodeType_2;SCDNM_originalShortCodeType_3;SCDNM_originalShortCodeType_4;SCDNM_shortCodeRole_1;SCDNM_shortCodeRole_2;SCDNM_shortCodeRole_3;SCDNM_shortCodeRole_4;SCDNM_shortCodeRoleQualifier_1;SCDNM_shortCodeRoleQualifier_2;SCDNM_shortCodeRoleQualifier_3;SCDNM_shortCodeRoleQualifier_4
175;133;12022;0;331;2BLKPTOL;0;0;1103;1707914901638672896;4800412731348715289;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;1707914901638672896;4800412731348715289;13463523818463760656;1706095059784577981;1706095059784580497;-7532620965771922997;4;4;fbB3Gk1ncEG;HO061r0Q;154;1578312746871640411;1706095059784591385;1706095059784594116;3814261192106604625;9451662660265380543;1;0;955011091;2009254297813464494;1706095059784606652;9;342622076;1128435121;-242615269;-23477499;1;1;3;3;1;122;17;17;23;24;24;22
175;133;12022;0;331;2BLKPTOL;0;0;1104;1707914901652495104;10087456011894296677;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;1707914901652495104;10087456011894296677;11428096727079615667;1706095059789246077;1706095059789248571;5971741175895441535;1;14;HBjg5Qq9gfc;udW018QZ;121;8336958378234244083;1706095059789259739;1706095059789262611;15804693980626491425;12296120166899374197;3;1;812571727;9365259464634987893;1706095059789275253;6;1461935477;-712999654;1390662593;1086801765;3;1;4;4;17;17;26;26;22;24;22;22
175;133;12022;0;331;2BLKPTOL;0;0;1105;1707914901670942976;16119652196929055301;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;10043855042185970472;TG;wFtbwzQkklh8EiLbpdaVkPuFWUdtNZtdIQc3KApWQMgLxHqXQbBJ4QHCT2wmPYUNSGy7k8;Qqu;670568094;0;1886547054;7;1707914901670942976;16119652196929055301;5424767632942527091;1706095059795618461;1706095059795621112;-7202866836044494247;1;14;qd3yQeeQYVy;5hfiINWz;180;3498429227592295719;1706095059795632003;1706095059795634855;9496997165895022600;3914725169113652142;2;3;586141911;4783200385428109069;1706095059795647639;8;-513026527;835830007;-93303270;-852428835;3;1;3;4;12;26;1;1;22;23;23;23
175;133;12022;0;331;2BLKPTOL;0;0;1106;1707914901684733184;16309798360773390528;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;15219404500678569998;yU;pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW;xNJ;2649737116;0;3640176814;7;1707914901684733184;16309798360773390528;3690840570428176237;1706095059800684203;1706095059800686805;-5496000755501379136;1;6;xgj4xx9n4SW;DAO8rUZH;37;16037950246482463593;1706095059800704385;1706095059800707194;4510357141895328240;12232439726036992662;1;1;411542454;109307327173121429;1706095059800719992;7;611870166;190189062;1640298197;-2085615030;3;4;3;2;12;3;3;1;22;23;24;24
175;133;12022;0;331;2BLKPTOL;0;0;1390;1707914901714714880;5016771706363446537;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914901714714880;5016771706363446537;16122665119340197740;1706095059812118866;1706095059812121472;-2804589366587707534;3;14;YxgP7W4bTOi;LGJdktKD;109;17971718342420137352;1706095059812132557;1706095059812135382;18270854384734439624;942102182285712977;1;2;75493707;8678266555445286321;1706095059812148567;9;-1861339068;-1623878667;-980936648;1599004586;3;3;4;1;17;1;1;122;24;23;24;22
175;133;12022;0;331;2BLKPTOL;0;0;1391;1707914901723950336;15901810089400255946;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914901723950336;15901810089400255946;1366206546084360182;1706095059815724228;1706095059815726676;5204321966411036163;2;11;sXuAM6rKoPy;josWNFTE;67;13730689479088834847;1706095059815737542;1706095059815740292;6918932302266522278;15963197480827089766;1;2;782873053;13594040466524544277;1706095059815752779;10;-1748401836;2091473494;-22064210;665873187;1;1;1;4;12;12;12;3;24;24;23;23
175;133;12022;0;331;2BLKPTOL;0;0;1392;1707914901746969344;9876225907686819858;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914901746969344;9876225907686819858;1380307271406796219;1706095059825057997;1706095059825060591;3738221180172751430;3;5;qkOCVdQB96g;cpz5K8Tl;19;13057947148415193673;1706095059825071393;1706095059825074218;5097149049987825100;12253149314549314404;3;1;27066957;294908872493035915;1706095059825087162;14;157939685;-777458751;-714328292;1850865576;4;4;2;4;122;26;1;12;24;22;24;22
175;133;12022;0;331;2BLKPTOL;0;0;1393;1707914901776853504;17419593798375174249;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914901776853504;17419593798375174249;17857611361558825611;1706095059837819140;1706095059837821625;7953243820963121196;4;11;DGpFR4Ie7BD;uOncKbt9;12;15295559808873650336;1706095059837832569;1706095059837835368;798101505029384986;1674156565973734963;2;0;519103305;8407948694129841972;1706095059837847846;11;-1355924375;1119806022;-384475104;-737646956;2;3;1;1;17;1;17;1;23;23;23;24
175;133;12022;0;331;2BLKPTOL;0;0;1394;1707914901792928000;4531227572067452347;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707914901792928000;4531227572067452347;6111863314619151669;1706095059845030180;1706095059845032679;4760983431942474090;2;4;yY5vQXlS5i1;12hYTsTN;106;14161450416697645180;1706095059845043703;1706095059845046415;15876636771145620944;3044798886423711294;3;0;225974287;3775586926844535141;1706095059845058828;6;1993891016;-1746571598;1739538457;1343874496;2;3;2;1;26;26;12;17;24;22;24;22
175;133;12022;0;331;2BLKPTOL;0;0;1395;1707914901804414976;9154608900758206234;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707914901804414976;9154608900758206234;2789077048891165115;1706095059850294629;1706095059850297028;-9221772766601495239;3;14;JwzeSolhAPE;erM3OlHK;153;4741409538046982728;1706095059850307955;1706095059850310807;7450566458087882099;10343040579805636669;2;1;850417414;1834793943609643839;1706095059850323329;2;119657945;-505055535;1618203662;-893971520;1;4;3;3;26;122;3;26;22;23;24;23
175;133;12022;0;331;2BLKPTOL;0;0;1396;1707914901813613312;4714713305557289991;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4683628498442344368;9v;JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR;pHf;3137226570;0;405583517;7;1707914901813613312;4714713305557289991;15952735250404671778;1706095059854596301;1706095059854598750;1521384558703480866;0;10;bsOphN2oHak;SAzn9uz5;102;15335812576902468791;1706095059854609609;1706095059854612317;15238648509545645850;553431505608450526;1;3;922513693;10862507618201271412;1706095059854624608;13;1094384626;1623640347;81957467;310225207;3;1;1;4;17;3;3;12;22;23;23;22
175;133;12022;0;331;2BLKPTOL;0;0;1673;1707914901827419136;15163174334985642759;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;1707914901827419136;15163174334985642759;1087775060881151838;1706095059861216517;1706095059861218905;-3504340097040110614;1;9;eBY0etABFKy;K1MYCPdD;215;3029481646458853104;1706095059861229744;1706095059861232436;16906856506032384993;18009909360906545197;3;3;762062763;14513039182569111057;1706095059861245061;1;-1935208390;-1704628480;-209152788;-1370485897;2;3;3;1;26;17;3;26;22;23;24;24
175;133;12022;0;331;2BLKPTOL;0;0;1674;1707914901838930176;5704837334428468743;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;1707914901838930176;5704837334428468743;16326449641809172111;1706095059866763624;1706095059866766138;1732022005760907712;1;15;aHywlZu969l;OKNn92aA;96;15772851907791569851;1706095059866777214;1706095059866780151;14642131645298233461;3627835580565082929;1;0;564169381;15882762223977041872;1706095059866792770;13;-1275712;-1776215023;-830690672;110477699;4;2;3;4;12;26;17;1;23;24;22;23
175;133;12022;0;331;2BLKPTOL;0;0;1675;1707914901861982976;3181970538179898656;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914901861982976;3181970538179898656;10764936926104251110;1706095059878172043;1706095059878174438;-3986110656902297462;3;5;jwo3BkXoN6I;jDNabuzz;162;13169628056618215131;1706095059878185104;1706095059878187905;11239242667442687181;9014196218965542865;1;2;213949604;16412820462442158648;1706095059878200401;9;-933976322;839345120;363113794;1734248860;4;1;3;4;26;1;3;1;24;23;23;22
175;133;12022;0;331;2BLKPTOL;0;0;1676;1707914901882680320;15559960289612787571;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;404485177659377737;Rc;wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN;Wn9;1910389133;0;3823951554;7;1707914901882680320;15559960289612787571;18008022477783947993;1706095059888458949;1706095059888461370;-5554822882735032810;1;17;ySDcUj9Wkcg;rpnfmGvM;63;9099512717112567039;1706095059888471856;1706095059888474586;18165401019619978936;6672228946237784240;2;1;610827639;12397752313092104697;1706095059888486963;12;1152525693;719597000;-698549080;212206729;3;1;1;1;17;3;122;3;22;22;22;23
175;133;12022;0;331;2BLKPTOL;0;0;1677;1707914901894166272;9195971284551797898;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914901894166272;9195971284551797898;6810139934793730684;1706095059894136321;1706095059894138782;108798429681729157;2;1;V8JcrhRP3NY;XN4EcAVU;11;1945662156405651138;1706095059894149898;1706095059894152637;17390489939763019692;7684541158923242444;3;0;221113253;3447921023851514684;1706095059894165435;2;814995096;-84090399;36822361;1612741808;2;1;4;4;26;17;1;122;23;23;22;24
175;133;12022;0;331;2BLKPTOL;1;0;207;1707914901095856640;7372427277115430645;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707914901095856640;7372427277115430645;8174296131052847376;1706095059752978415;1706095059752980804;1683546171080547506;2;1;wPcOGUHp31V;z8bIOJJZ;91;18162360815742893782;1706095059752991600;1706095059752994419;7358382709860097207;3020766821989449758;2;1;502919184;16078622626575502217;1706095059753006646;7;-1334414860;1881645016;-315291700;-37570417;1;1;4;3;17;1;122;26;23;23;24;22
175;133;12022;0;331;2BLKPTOL;1;0;321;1707914901301394176;7001633492648670097;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;1707914901301394176;7001633492648670097;4991894314032589351;1706095059760742181;1706095059760744824;-6048645273747721196;0;2;9cXCg0tuF0g;RBDTbKcP;0;2604971101948432615;1706095059760755729;1706095059760758502;8267783231497860637;15856687642176488123;2;1;648090412;7640969351271635079;1706095059760771221;9;1308928666;-1553764171;-828941433;-1961830460;1;2;4;4;3;3;122;26;22;23;22;22
175;133;12022;0;331;2BLKPTOL;1;0;322;1707914901308326912;5528424215848787036;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;1707914901308326912;5528424215848787036;12537964259384204595;1706095059762612742;1706095059762615281;5203679000319230406;2;17;lUEZDXKps6H;foriOUtB;163;13103517757910449550;1706095059762625827;1706095059762628738;4595484854954167713;9912245340833711149;2;3;682402479;14569488202333184846;1706095059762641666;10;-1358397269;97886755;-734718068;-14213032;3;3;3;4;17;3;12;122;22;22;23;23
175;133;12022;0;331;2BLKPTOL;1;0;323;1707914901312933888;14773470149660849841;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9073334914057698938;CL;PEKvkSXcY12iiGe6VqvyFNSV5RkYLcy3V9h8GM5HGE2KhkOqP6T6vBcN2PKHBZFuoNSee9;caX;1203790480;0;1032103264;7;1707914901312933888;14773470149660849841;16728951743708433723;1706095059763898772;1706095059763901213;8519466884879235426;4;8;plebVET3ZsQ;eSWzgk8N;26;17756844698382511691;1706095059763911979;1706095059763914720;12730301890647447299;10782296232843637211;3;0;614218173;4219519203200510533;1706095059763927653;5;-888860362;-1818288988;1338213815;-885599886;1;3;3;2;12;26;122;122;23;24;24;24
175;133;12022;0;331;2BLKPTOL;1;0;324;1707914901322152960;13337843964015142803;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;1707914901322152960;13337843964015142803;13101636022922608206;1706095059766498590;1706095059766501060;459841436077269673;4;4;oNSCbdkbs66;LkMAH2TI;168;17713454068175424218;1706095059766511967;1706095059766514812;6246751302252272426;3276949535825952223;1;2;812571727;3549884572416726956;1706095059766527585;8;8639537;1440617926;868015211;-971641501;4;2;1;2;17;26;26;12;22;23;23;23
175;133;12022;0;331;2BLKPTOL;1;0;393;1707914901647880448;15134255220420524931;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;1707914901647880448;15134255220420524931;11851620976308820342;1706095059787672202;1706095059787674679;9145099003880736537;0;4;5ksejnUBzNj;IPYkZulx;153;13358107563762370613;1706095059787685457;1706095059787688168;10742791593746719747;8382244019035669001;1;0;955011091;16817927868101010970;1706095059787705738;5;-1316471426;1159938115;796114441;1592221623;2;4;2;4;122;122;26;17;23;22;23;24
175;133;12022;0;331;2BLKPTOL;1;0;394;1707914901650187264;18009586320434244141;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;1707914901650187264;18009586320434244141;6340715469101529168;1706095059788467967;1706095059788470534;4873697117863279019;1;7;wlBhLaf8HlA;oWFmHvol;84;3013560652621816870;1706095059788482039;1706095059788484887;11332605807739834152;17883952293493081135;1;3;149423575;6974968590092536585;1706095059788497872;5;1352176503;1314996802;-201379899;1532304328;2;3;3;4;17;122;1;12;23;23;23;23
175;133;12022;0;331;2BLKPTOL;1;0;395;1707914901664035328;4049075796057330506;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;13336993056537659059;mh;7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH;Nj2;1365604021;0;2978421877;7;1707914901664035328;4049075796057330506;14647405319700366568;1706095059793195136;1706095059793197800;1716312505547282101;1;14;dska6QkDa79;5oqEDpu3;77;18115447651785902372;1706095059793208901;1706095059793211767;9877947628828753042;2874339043813345329;3;1;352622121;16866027863026363595;1706095059793224680;8;-1592443064;-818841259;-1189687980;609730736;2;2;4;2;12;122;26;3;22;24;22;23
