msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;oESessionID;firmID;messageSendingTime;clientOrderID;declarationID;symbolIndex;eMM;mICofSecondaryListing;operationType;preMatchingType;waiverIndicator
62;52;541;0;331;TCSALLOU;0;0;10;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;3078132571121621583;wC3X3sxZ;1706095049481818836;8671390742543902682;10562602108678572625;571771961;7;VTSE;5;6;2
62;52;541;0;331;TCSALLOU;0;0;11;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;13547781275062511499;ZHWhbnXF;1706095049481908485;-451428762718842670;6467529740203525791;75493707;11;47eV;1;6;4
62;52;541;0;331;TCSALLOU;0;0;12;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;9661346440068098041;jxab1bCv;1706095049481996672;-8022611933018609963;7819763190159288161;921949621;99;mp8d;5;5;1
62;52;541;0;331;TCSALLOU;0;0;13;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;12934223049522354937;ubNl67my;1706095049482089208;-6087066132904876265;1372169709566014322;282931915;10;c72t;4;5;7
62;52;541;0;331;TCSALLOU;0;0;14;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;11414662859070606452;e7tuuKpq;1706095049482180356;4494344958565679326;13064814465579010118;213087042;10;AIxS;1;1;0
62;52;541;0;331;TCSALLOU;0;0;15;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;136383756536745750;sr;bxQ8UbVBAzlauZemwRNH1soWxK57ilCETFdxqehnQLBPoRC0jLYZ8xhwcoZJFbdBltectG;MV2;860359950;0;4513943;7;10997735543876459830;cfikOT3Q;1706095049482274100;2190985583784471055;12945557247341546809;678028550;1;3Yse;6;1;5
62;52;541;0;331;TCSALLOU;0;0;16;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;3983510484137490242;dc;IOK56pu3c95aJY8hh1x3CghAlofEmRvbKRTBp8l2F825ckvWjAQqp8lqDPQ3m0SoxVIuEX;gSS;2337822234;0;121355362;7;8483827275074703958;NrzCjp2P;1706095049482367204;-850664131242936913;15643114052263132138;870348840;9;tM5F;4;4;7
62;52;541;0;331;TCSALLOU;0;0;17;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;15870838569435904952;pi;6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W;21q;580210742;1;4013051584;7;1711456234932613237;r2i0MsJD;1706095049482463636;298388293917679389;15688343510529688395;958128478;9;aguf;6;4;1
62;52;541;0;331;TCSALLOU;0;0;18;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;8681958702058749057;fUUtQ72q;1706095049482559226;-8208810282567293440;9538865551100482450;906768783;99;IRRH;6;4;0
62;52;541;0;331;TCSALLOU;0;0;19;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;3593049847060416436;x1l0lhzp;1706095049482658941;-2151266498238338158;1993803343227688066;132552347;17;32FG;1;2;3
62;52;541;0;331;TCSALLOU;0;0;20;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;4577852383813554172;O3Nxlm01;1706095049482769593;-187833654552538947;6536212350558823485;468243658;11;LxW2;6;5;4
62;52;541;0;331;TCSALLOU;0;0;21;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;15814477704280685371;s8avWUMP;1706095049482872529;3442636591252122582;1949743947535845195;681310362;5;wXza;5;5;6
62;52;541;0;331;TCSALLOU;0;0;22;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;12845310442889880961;U4aEzt4A;1706095049482974947;5683419113414051237;16635648132283949654;273371376;2;qvLw;7;4;2
62;52;541;0;331;TCSALLOU;0;0;23;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;18147922614218928090;rz5fauLH;1706095049483080161;-1584569990463769861;7786641820895751614;306138594;7;SzQu;6;5;3
62;52;541;0;331;TCSALLOU;0;0;24;;;K2CDWTCSALLOU;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;14657354035278664961;iRVnJm0v;1706095049483185548;6477417736976773537;752187233079225796;768903345;99;qCbK;4;1;0
62;52;541;0;331;TCSALLOU;0;0;25;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;5459137889948000665;DZDKAkkw;1706095049483293228;7480344197559298454;364800707482395198;941734235;9;lFCr;5;6;1
62;52;541;0;331;TCSALLOU;0;0;26;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1963750835587813187;eihZMkmV;1706095049483400350;-8108226351180537532;667658905396517900;784339346;99;a1Pj;4;3;7
62;52;541;0;331;TCSALLOU;0;0;27;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;17297681096116606830;AaK7aumN;1706095049483511201;5084460882309200845;5664852442193517598;876746933;99;SY5i;4;2;5
62;52;541;0;331;TCSALLOU;0;0;28;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;9847802974925454940;vrWGK4J5;1706095049483621259;-7403404495840611873;9301265938498458912;317605844;7;D0AV;6;6;3
62;52;541;0;331;TCSALLOU;0;0;29;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;15737253087374332469;dI;tof6kmIROAfvkWLjZpYkX3liii7UCK8yfUeVHGhNggrriJKLr41MR12ZFKvGLxtSdMMZFU;iPI;108538112;0;2845375302;7;17396016503871625441;V4qLMN7L;1706095049483737832;-7452070684400995343;7124870702098209174;495012502;2;aIVn;5;6;0
62;52;541;0;331;TCSALLOU;0;0;30;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;232131338653677330;NtRSxZ6e;1706095049483850731;6098210869325515422;5728534535953339429;32654720;11;HVGv;4;2;7
62;52;541;0;331;TCSALLOU;0;0;31;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;6824219354881590054;2IK4W8Wj;1706095049483967093;-8081474050756863606;11020614401367360923;906768783;2;MlfW;1;6;2
62;52;541;0;331;TCSALLOU;0;0;32;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;1323854212775701313;0o;562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69;jLI;1364211919;0;1396619064;7;1918200080548468665;S5ws5yDP;1706095049484082784;5345446091240228179;11167554218768431403;154123499;8;gbxN;1;6;1
62;52;541;0;331;TCSALLOU;0;0;33;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;8517352716903268873;3jJN5PDa;1706095049484202769;-5528186637998728701;5644180812545634270;485081213;7;Z138;6;2;3
62;52;541;0;331;TCSALLOU;0;0;34;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;2717021003556715908;Bl;a6i5NmEUr9X9wZ9uWT2OfE5BKbjJ8zaEYcvuOsM8HjCrST57ySjDQvHcwLDjGSFQFoMp48;1AE;2023598337;1;3554670256;7;11472065018835965524;RZATPAEE;1706095049484321414;-7751230130564379624;11501170723467645073;657517808;10;mLjU;7;6;7
62;52;541;0;331;TCSALLOU;0;0;35;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;18434969971280146714;7CL4q8Iw;1706095049484443202;-3719137416557488956;11644343340697244755;255231752;2;ITl6;6;3;6
62;52;541;0;331;TCSALLOU;0;0;36;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;8493798117335052630;VLXVIaHo;1706095049484564044;6820412933987463236;6825052694973876721;767156925;17;BdXv;1;2;5
62;52;541;0;331;TCSALLOU;0;0;37;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;2325378656338065535;itTpZsmB;1706095049484690056;6963744761552339567;14512245525728856862;733634346;5;JyVT;7;2;7
62;52;541;0;331;TCSALLOU;0;0;38;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;18425908593694622649;hb;tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft;0Qv;3114588180;0;2620991329;7;9031939891958044529;nm4F85SH;1706095049484819092;5302805760695960525;5268518042787514076;942403957;99;MRJg;4;6;3
62;52;541;0;331;TCSALLOU;0;0;39;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;8734545836738962134;kCfha5u9;1706095049484946490;-7189166939793129506;5321125880098223487;24832667;8;Z8SU;1;4;5
62;52;541;0;331;TCSALLOU;0;0;40;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;4834411409593799837;CdLLqiwo;1706095049485074356;858560743066402703;8630518106044502186;896742034;4;2Nic;1;4;4
62;52;541;0;331;TCSALLOU;0;0;41;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;7317218860167811473;kp8vdntk;1706095049485204855;3066719252902966311;5850013668958510853;958972949;8;Gpex;5;6;3
62;52;541;0;331;TCSALLOU;0;0;42;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;5621277871242210371;ZD1cTZxt;1706095049485334438;8187810302345150047;5679701163896033200;418045634;6;ZJkn;6;2;2
62;52;541;0;331;TCSALLOU;0;0;43;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;15701049716662297217;nWXTncoT;1706095049485467090;2722193500627262981;1825215616515160058;773384389;6;Byb0;1;3;3
62;52;541;0;331;TCSALLOU;0;0;44;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;15767718168136524332;NJXgrQz8;1706095049485599933;2580904763702080726;6055800718427792108;135619081;15;fTDm;5;6;6
62;52;541;0;331;TCSALLOU;0;0;45;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;5030147588386140465;CyBFcPUE;1706095049485746099;-6537620842424886318;237764933849202793;636453490;4;VnC6;4;6;1
62;52;541;0;331;TCSALLOU;0;0;46;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;10420890321279608836;L4;BolzvsKg8RTfdvJD0QOoE42erjyXtu9Cuydilbxtx2GxQX4DCirIoB7UkbgedcEx6x1cyu;7HO;4044296391;1;4041271779;7;13745879043652048230;wh5jI1vI;1706095049485883797;-5570625675311004288;4756065903192567810;773240909;14;JU7W;1;2;0
62;52;541;0;331;TCSALLOU;0;0;47;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;15893297362341561956;Z3q8bNhB;1706095049486024517;4272146922877901386;13140737455617362280;179555593;99;Dtnj;5;4;5
62;52;541;0;331;TCSALLOU;0;0;48;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;12369365502866502262;yp;Bif62lLmaxmwv5WSDVLqX1246SlTdVDRbRl4rFJi0pEe6wLFagE8My6OsbFa5j5vjUAqie;jEL;4083509881;0;2262818496;7;11722354032894647744;ATuRvjhU;1706095049486164402;3582943340318360635;16241281225290777748;365314678;8;afCO;4;5;0
62;52;541;0;331;TCSALLOU;0;0;49;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;6066339128215036929;wc6mR4xl;1706095049486306991;3263971230719536206;4913962915486795484;193650200;9;MAGE;7;6;6
62;52;541;0;331;TCSALLOU;0;0;50;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;11817905410091196370;qlpR5sX9;1706095049486449680;-6660693635607684207;3453547925115245508;587677045;1;uY7N;1;2;1
62;52;541;0;331;TCSALLOU;0;0;51;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;15698982304009637208;jCoV32Ip;1706095049486594657;2631850357895775677;1568992398904515279;971929135;17;d7bQ;5;5;1
62;52;541;0;331;TCSALLOU;0;0;52;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;4825314671588913848;n51f5kKX;1706095049486742110;2700239299608965281;10838486436172450196;782873053;9;zRRd;6;1;3
62;52;541;0;331;TCSALLOU;0;0;53;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;2864216930367635044;lo;67CogyjJh5BIwZmPmCruYc6aWCJ0zPxHvLqKAg6cSQfazQp2TRoJIhaIsRVuvXt2tqGnrE;7U4;1653924567;0;2095074526;7;16708965784858830535;1myUxgBl;1706095049486891196;-9128754701218856217;10772432740550492112;235516096;2;77Gy;4;6;0
62;52;541;0;331;TCSALLOU;0;0;54;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;4240751814665294979;odQVi1q6;1706095049487037920;7033725560534603678;6750754016018194248;45567501;7;TAOb;5;6;0
62;52;541;0;331;TCSALLOU;0;0;55;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;16556588692899627896;RDcIh4ei;1706095049487186356;-1530316626361777080;655664139440721069;41437899;2;lnBQ;6;6;1
62;52;541;0;331;TCSALLOU;0;0;56;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;10043855042185970472;TG;wFtbwzQkklh8EiLbpdaVkPuFWUdtNZtdIQc3KApWQMgLxHqXQbBJ4QHCT2wmPYUNSGy7k8;Qqu;670568094;0;1886547054;7;3341569412670767470;v0HAUjcB;1706095049487335708;4159066269201722601;13115121188825403188;586141911;7;bW2M;6;4;2
62;52;541;0;331;TCSALLOU;0;0;57;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;2886381959181246349;azIgNskL;1706095049487487152;6490502620183906168;14829407743537786546;733634346;11;BatA;1;1;0
62;52;541;0;331;TCSALLOU;0;0;58;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;9492285185756773401;dq7wa2Td;1706095049487642743;-5537587515778709768;17766549435404627107;129588308;14;IbTd;7;1;0
62;52;541;0;331;TCSALLOU;0;0;59;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;;hq;8jVfieJXJpV1K8NUtdBXWEs1xlRq9p3m7X7CNb0Sx3MU2u75rIJiJrlslOwJM7EQU5y8tU;R5d;4294967293;253;;7;8122493739137141074;sxL5kXV7;1706095049487800737;1315456904885739142;15621857411886907457;304152982;99;d6FR;5;1;0
62;52;541;0;331;TCSALLOU;0;0;60;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;11657588593751194103;euKCa9Lp;1706095049487959275;-6641080893307079710;4942644549593335288;586880250;4;kNgt;4;6;3
