msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;postTradeActionIndicator;eventId;eMM;symbolIndex;iSIN;mIC;tradingCurrency;settlementCurrency;settlementPeriod;settlementDate;settlementSystem;endValidityDate;lastTradedPx;priceDecimals;lastShares;quantityDecimals;tradeQualifier;tradeTime;crossOrderIndicator;guaranteeIndicator;exchangeRate;exchangeRateNbDecimals;tradeUniqueIdentifier;marketIdentifier;tradeEndValidityDate;tradeType;messagePriceNotation;temporaryTradedPx;finalTradedPx;tradingSession;TCOS_orderID_1;TCOS_orderSide_1;TCOS_firmID_1;TCOS_bookIn_1;TCOS_tradeQualifier_1;TCOS_accountCode_1;TCOS_tradingCapacity_1;TCOS_clientOrderID_1;TCOS_freeText_1;TCOS_clearingFirmID_1;TCOS_clientID_1;TCOS_accountNumber_1;TCOS_technicalOrigin_1;TCOS_openClose_1;TCOS_clearingInstruction_1;TCOS_originalClientIDShortCode_1;TCOS_originalExecWFirmShortCode_1;TCOS_originalInvestDecisWFirmShortCode_1;TCOS_originalNonExecBrokerShortCode_1;TCOS_cCPID_1;TCOS_longClientID_1;TCOS_cCPBicID_1
412;138;12234;0;331;PTBCPTRD;0;0;5;1707915014011779328;12330558711335872631;K2CDWPTBCPTRD;XMOT;DSS_CDW_test;7;7;7;9515101337159919625;Lq;kH7nIyLs9HS9idv5TyE8O2O3MM3Fv943nqIC2BQr86B8tH6Sx2wCn9ZDOsImz9o1oj43P6;U0S;1353536500;1;2729531948;7;1707915014011779328;12330558711335872631;3;9182441650907086349;15;47741981;JnkywCwGpYB3;XMOT;rgu;QbW;115;5916;12;20240124;702414336;7;4962;7;6;1706095069940847147;173;8;1;7;rz83uNwsdtCKkKrI;EMO;50921;25;107;-1806786824216295568;2090590081356814102;;867845225224334674;2;pmUxUgM8;1706095069941038737;1;5;2;4741548587432690913;AHjVQVtxNWbCnfu1yl;s5VALcGw;PUfz2X13;C6Pfjt8EeYWh;3;1;4009;-1222288936;-1302190007;381519312;-1606104113;7;1qsj9cPRzRuztaj1;xuqOd6WQJ08
412;138;12234;0;331;PTBCPTRD;0;0;6;1707915014013424384;1266377101951087648;K2CDWPTBCPTRD;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707915014013424384;1266377101951087648;5;5499963502895076236;14;515238894;nDrktPtHkBWl;SEDX;gHO;VTj;202;4088;11;20240124;768225344;7;4990;7;3;1706095069941303154;142;2;1;7;lzv90u0i9r5ihczl;SD2;47559;6;70;-1218603200218156703;-2547795482790080180;;7844228546560206524;3;qnwJvxEG;1706095069941359709;0;2;2;-2112970578473666819;WQ7I3EJOoumEfacKrs;gNgKZ65i;30IcMWdE;DOGRhb1BhUGI;4;0;4010;-500370467;-312851656;-108271155;-1637188504;1;LVsgIojqJPbx6txw;jftAB68t8HL
412;138;12234;0;331;PTBCPTRD;0;0;6;1707915014013424384;1266377101951087648;K2CDWPTBCPTRD;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707915014013424384;1266377101951087648;5;5499963502895076236;14;515238894;nDrktPtHkBWl;SEDX;gHO;VTj;202;4088;11;20240124;768225344;7;4990;7;3;1706095069941303154;142;2;1;7;lzv90u0i9r5ihczl;SD2;47559;6;70;-1218603200218156703;-2547795482790080180;;15648130588009378343;1;dmjp9Q5R;1706095069941485540;2;15;1;384256762433548065;oUcjrFmiUKqncB5Mgh;PATA7hks;Ca8mskpv;MKR5QrbkWzDj;1;6;10;-1230916099;-1108654929;-1467733147;-656718879;9;LHgApK3KPfYSDUDO;xDcKgpsgWGJ
412;138;12234;0;331;PTBCPTRD;0;0;7;1707915014015058176;8457531510959081405;K2CDWPTBCPTRD;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707915014015058176;8457531510959081405;1;4390671408084560518;8;502919184;y6ZUCsuofqcW;MTAA;vd7;NLp;249;61050;11;20240124;319399270;7;1846;7;2;1706095069941754049;97;0;1;7;lTIMUxf8VOtX7xCC;MB2;40093;39;82;-6757887312908470757;-3109500195014373077;;1334988602667200961;3;8OLZDspa;1706095069941811584;0;9;1;-9174051822254079975;YTfK2t9vs1DGHQ2BBg;b5FJ3eZe;rTqQebKj;7wjLjjHMqHsN;4;2;0;-171129370;708452472;-201005957;71336533;2;wbWLVHOj9PdbpXeO;3FGwlR4bLdR
412;138;12234;0;331;PTBCPTRD;0;0;7;1707915014015058176;8457531510959081405;K2CDWPTBCPTRD;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707915014015058176;8457531510959081405;1;4390671408084560518;8;502919184;y6ZUCsuofqcW;MTAA;vd7;NLp;249;61050;11;20240124;319399270;7;1846;7;2;1706095069941754049;97;0;1;7;lTIMUxf8VOtX7xCC;MB2;40093;39;82;-6757887312908470757;-3109500195014373077;;12535005022600585975;2;HRJhJCAg;1706095069941945076;3;13;2;9220090801934146192;jG7Ma1deyKaiIWbJio;X3sNBY5U;40LTlU0T;dXGy7slpBNzL;1;1;10;900241184;-1840204626;355914710;1931136205;7;LZbYBU1D2QoJnMP5;MGgKS3rQRNI
412;138;12234;0;331;PTBCPTRD;0;0;8;1707915014016680192;6921948749315489414;K2CDWPTBCPTRD;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707915014016680192;6921948749315489414;5;8713378660345501160;9;125257059;ejRufNsGF9NZ;EXGM;Lk7;ukk;12;4077;60;20240124;182060085;7;1603;7;7;1706095069942220212;115;0;1;7;GpWsNYlz3gxpxu0i;MA1;47132;40;135;6634113811204279123;-1040870941740005959;;12288458944859229690;1;FVV0wHPU;1706095069942277478;1;2;3;1214801273796564449;hvuNfwPY0uiNIg83wZ;2G5rPGu1;uZuPX45p;LFPwKmScl9qJ;4;5;8;1016366541;557072336;-148569143;1591766659;5;gpcvyC7vDTP3x8mh;mHuWuFn2cpx
412;138;12234;0;331;PTBCPTRD;0;0;8;1707915014016680192;6921948749315489414;K2CDWPTBCPTRD;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707915014016680192;6921948749315489414;5;8713378660345501160;9;125257059;ejRufNsGF9NZ;EXGM;Lk7;ukk;12;4077;60;20240124;182060085;7;1603;7;7;1706095069942220212;115;0;1;7;GpWsNYlz3gxpxu0i;MA1;47132;40;135;6634113811204279123;-1040870941740005959;;5687455757469724194;3;m7d228HN;1706095069942403785;1;6;1;4384393189391117110;VfZXWD9GNqEYv0Ygru;IoRhoRKA;Cl4ivMxf;nE7QeAifMtwz;1;4;4009;-2140218174;560875335;773518010;-1134566148;8;5CQNgXmS6AKzNaKQ;MZuC2YBuAEK
412;138;12234;0;331;PTBCPTRD;0;0;9;1707915014018305536;8926194404796381794;K2CDWPTBCPTRD;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;1707915014018305536;8926194404796381794;3;9249232123460567410;99;882027164;yBN07m02gY5G;EXGM;vSN;4AC;27;3391;10;20240124;124078477;7;4493;7;1;1706095069942677838;16;1;1;7;x5Xw5fPjwwOxDpjh;MA3;45780;41;131;-4121557197012943794;-3403357585895007385;;9255515369567231750;2;BT1YrIkU;1706095069942740271;1;8;1;7702850238846875034;F5Po6oMfONBZiaIlGv;x2aR9rCm;OyHa6QOv;IYntzii8AnvS;1;5;4010;-894473230;1261040874;414826450;445611475;3;8npt6zBvYrSZZYPt;85mHvcFdKdZ
412;138;12234;0;331;PTBCPTRD;0;0;9;1707915014018305536;8926194404796381794;K2CDWPTBCPTRD;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;1707915014018305536;8926194404796381794;3;9249232123460567410;99;882027164;yBN07m02gY5G;EXGM;vSN;4AC;27;3391;10;20240124;124078477;7;4493;7;1;1706095069942677838;16;1;1;7;x5Xw5fPjwwOxDpjh;MA3;45780;41;131;-4121557197012943794;-3403357585895007385;;11683335204538088001;1;BukQ1spe;1706095069942869090;4;11;3;-8169886022735552105;uj5DbEBlkrz4sIV9qs;wSNfuxaD;ud1TXv0V;VdedVXjgzbDj;1;8;10;2098245766;-67189028;1923889581;-1919090830;8;OTnVbgYE4WOGlcsZ;tcLxXE3Ziw1
412;138;12234;0;331;PTBCPTRD;0;0;10;1707915014019929856;14417421950748849540;K2CDWPTBCPTRD;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707915014019929856;14417421950748849540;4;8152865534336378415;4;75493707;RSy9o9GOGg8t;MTAA;FwX;OKZ;188;19206;11;20240124;845520283;7;4220;7;0;1706095069943153951;210;0;1;7;0aHvtSqyNMduSpKG;MB2;63818;50;188;-1219224207472835469;-3597745899087348612;;12539347474607802645;3;6eHO9Spl;1706095069943211390;7;1;2;4402896628627634062;gj06r3b7scuWESpvqK;vH8BcfLV;FOPAt7Zv;e4xRTYHXDpxi;5;8;8;1894994460;627945741;1933233209;-801859427;8;ZBPOoxRM6YGhDG9b;NCgRZeGRnoP
412;138;12234;0;331;PTBCPTRD;0;0;10;1707915014019929856;14417421950748849540;K2CDWPTBCPTRD;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707915014019929856;14417421950748849540;4;8152865534336378415;4;75493707;RSy9o9GOGg8t;MTAA;FwX;OKZ;188;19206;11;20240124;845520283;7;4220;7;0;1706095069943153951;210;0;1;7;0aHvtSqyNMduSpKG;MB2;63818;50;188;-1219224207472835469;-3597745899087348612;;12406514351596678300;3;IfSFDXUd;1706095069943338446;5;7;1;-93160363286853969;IEnLOnSegH2BhoQPPR;tuHHEgZb;TAxgze4S;zGxjkCqUCKgS;2;7;4010;-2035701307;1435001713;-1124069495;65708122;1;f6ZagIP7IQLLf92L;YeHXB9unhSG
412;138;12234;0;331;PTBCPTRD;0;0;11;1707915014021545472;7377726098914424047;K2CDWPTBCPTRD;ETFP;DSS_CDW_test;7;7;7;15870838569435904952;pi;6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W;21q;580210742;1;4013051584;7;1707915014021545472;7377726098914424047;4;598245744594062626;17;958128478;I2Kxd20bq7AJ;ETFP;lhT;LnV;248;32858;10;20240124;909413529;7;4529;7;5;1706095069943624747;45;0;1;7;ihkG5PnxIcqbTXOq;ETC;9759;30;145;9065191593918839605;1616094329032190;;13661088794358410994;1;7581YvbB;1706095069943682751;0;10;2;3412702646897546710;lory6YQ0wh1NQk7bax;fQAev8hB;d1pIrIIY;AYIweFSQr7vw;3;4;4010;-631308051;1763117098;174874125;487834532;2;l84dttA1eM48fDep;cmsCVcwSPB7
412;138;12234;0;331;PTBCPTRD;0;0;11;1707915014021545472;7377726098914424047;K2CDWPTBCPTRD;ETFP;DSS_CDW_test;7;7;7;15870838569435904952;pi;6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W;21q;580210742;1;4013051584;7;1707915014021545472;7377726098914424047;4;598245744594062626;17;958128478;I2Kxd20bq7AJ;ETFP;lhT;LnV;248;32858;10;20240124;909413529;7;4529;7;5;1706095069943624747;45;0;1;7;ihkG5PnxIcqbTXOq;ETC;9759;30;145;9065191593918839605;1616094329032190;;5830171247564238912;1;HgI97owt;1706095069943825542;5;10;2;-567604927789758981;dcJp7whIVkYUp5T3UU;swelvm6c;X5BAgJ86;KGicii6Wej84;2;0;0;-253245154;-835722494;-2098206338;-817807625;7;tl99pjnQMkIxre3u;ej9DGqPHXHh
412;138;12234;0;331;PTBCPTRD;0;0;12;1707915014023154688;17872593129979279195;K2CDWPTBCPTRD;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707915014023154688;17872593129979279195;3;1131149472898979511;2;317605844;6yvEboLmPLMC;EXGM;b9Q;Ws8;196;8703;11;20240124;982454722;7;622;7;1;1706095069944125451;214;2;1;7;RvjAzTxzaAtdS9et;MA3;52142;37;108;-1887417220413471050;2042053173937886873;;17376066458108790412;2;WxhctDnX;1706095069944183492;7;2;3;-4673464980311821706;JPn90T5Sj7MJHxWjkT;4JLyl8d6;RW9Mrl33;dNOQnhEHc81P;1;5;0;1006354787;330996473;-332081873;1375858264;2;5wWqAIVUNvgkenwr;GjC6pu7jTAO
412;138;12234;0;331;PTBCPTRD;0;0;12;1707915014023154688;17872593129979279195;K2CDWPTBCPTRD;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707915014023154688;17872593129979279195;3;1131149472898979511;2;317605844;6yvEboLmPLMC;EXGM;b9Q;Ws8;196;8703;11;20240124;982454722;7;622;7;1;1706095069944125451;214;2;1;7;RvjAzTxzaAtdS9et;MA3;52142;37;108;-1887417220413471050;2042053173937886873;;13673006886820579662;2;bmr5Pnmr;1706095069944308950;5;13;1;-4078813552783765963;19jTaXXIUFTcO6JEt1;r4yblLSC;XmSAz3m1;v9I680jYK3xw;2;7;10;536884997;-1657750688;-257416686;941272867;5;n28w4sexhyPvS38V;e23nIe4KY3D
412;138;12234;0;331;PTBCPTRD;0;0;13;1707915014024789248;1198823200670841126;K2CDWPTBCPTRD;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707915014024789248;1198823200670841126;1;3848489049386113139;1;571771961;wtgXv47gO5mh;SEDX;68K;ymY;94;30699;10;20240124;643330557;7;3603;7;6;1706095069944606355;189;8;1;7;budT2kNpGJfyabC6;SDc;8940;5;189;-3028206139435736697;-2740877049724951284;;16341475046235914484;1;8RDLnyhL;1706095069944665642;2;11;2;1727441575975246141;54XGctoG7CDUo45Xwm;DDWJ27nH;EDrfVMio;LMMwoKzFHqYq;1;8;4008;600051702;640250680;82945005;-1305964071;2;ItBBdNtp5rY1Evmk;J2PyGk02hx3
