msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;marketPlace;marketPlaceLabel;operatingMIC;batchID
94;84;12223;0;331;MTXCREFD;0;;2061;1707914737016422656;4288201177724005982;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737016422656;4288201177724005982;jJc;W1Pb8zWXmBQFIY0piuxbWXfjir8chRvLyh9uZlIrzSdfm3W1STJaLSbiwrnt;KVfT;1
94;84;12223;0;331;MTXCREFD;0;;2062;1707914737017200896;14736980264896628631;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737017200896;14736980264896628631;wLz;4bs4fiWI65bjVHe7mydyIqy5Pr69ZkOGFyW5Vw1QguXO5UbVGM6tCunuLsaz;Amcq;1
94;84;12223;0;331;MTXCREFD;0;;2063;1707914737017988608;13760331991319935091;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737017988608;13760331991319935091;04l;wzwYu1989RIUkAgZiuWx7R6xxHNrl74O2DrcO0MwxXjiWs8kS505eymetW9J;gSsb;1
94;84;12223;0;331;MTXCREFD;0;;2064;1707914737018768128;17199418355514762723;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737018768128;17199418355514762723;OAS;tEJ7aID0dRmLnWtTOV30PnllPs0vYkMYxnwIY8xBngQNNPYucdJOIhTqPITT;RVam;1
94;84;12223;0;331;MTXCREFD;0;;2065;1707914737019547136;1961215658707509156;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737019547136;1961215658707509156;RKD;SmyHwXVEYvykS4IwsfS78lwMUppWzXsOXW82vn5aG1F6mw8AbEfFayUcWezF;WDnG;1
94;84;12223;0;331;MTXCREFD;0;;2066;1707914737020319488;16482766023723220717;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737020319488;16482766023723220717;OVb;9MC0BSSU99BUbfCGP0I9OcJzVHdYIYWirubBkHEovWbcpYuNUFcFzJxyQa2X;ffEo;1
94;84;12223;0;331;MTXCREFD;0;;2067;1707914737021094400;13529926898717521259;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737021094400;13529926898717521259;nMw;2Fnntxxn2kjWeRKxz8j2DoVOTutjyunMZXsfhXYzSPJWnLp4HNJpay49mMoo;OJvT;1
94;84;12223;0;331;MTXCREFD;0;;2068;1707914737021859840;11393885712120242609;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737021859840;11393885712120242609;Mxn;9SbJzt3DiagTdcCNy4dWrQuiyjZoS1UP3Fna3JTaUcJ8v44AQR0BwK3k4bLk;ACAX;1
94;84;12223;0;331;MTXCREFD;0;;2069;1707914737022639360;6988571296746884594;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737022639360;6988571296746884594;Pki;kQyU4x3SRqt3GJI6YGnd8I11Ao9O4ewhw4P5Tz2QuRqX9h6vaqWQc2Z7apwn;SXnP;1
94;84;12223;0;331;MTXCREFD;0;;2070;1707914737023410432;1886060365332310482;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737023410432;1886060365332310482;bpg;xV737VrSRlDRRGrnEQjPjSpedPAscU5SqrzgktvzRI2VcuusxPENjQb4myUO;brsy;1
94;84;12223;0;331;MTXCREFD;0;;2071;1707914737024193280;11702155720734222490;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737024193280;11702155720734222490;RsS;8ofL9pirMe9mRIlzVMsYhcBSSSRjC9QXnvbwXrGSU4oDmVTMsK53HxtPv53C;AePE;1
94;84;12223;0;331;MTXCREFD;0;;2072;1707914737024964352;6473440412898517430;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737024964352;6473440412898517430;olU;9Gw16wu0P0nHTts0UhanxQlmqL2XiuhH9XNausdinNqEv8rWndQGPXebxYFE;Bwx2;1
94;84;12223;0;331;MTXCREFD;0;;2073;1707914737025736960;15528420786252197156;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737025736960;15528420786252197156;1OD;2mlv97s9mTUlrJfisGdMiOrmRQs9kFFQW13SoceEfPtRxkdSHEXDsU7kk8y0;Ibt9;1
94;84;12223;0;331;MTXCREFD;0;;2074;1707914737026509824;10240175151851992113;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737026509824;10240175151851992113;O9j;PuXAn1NDWR2mpSoKal2xOQG5MmS1oVNd13ypXc0uJChcExsYRmTW7RGS0j8i;XEr3;1
94;84;12223;0;331;MTXCREFD;0;;2075;1707914737027301888;8791214246173452647;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737027301888;8791214246173452647;AmR;wEIEZA0rKaCFVtCW00fxhQ7t98wDPm96LvfCq3dqgqqaMufVyhIGb8poMzJj;QGbH;1
94;84;12223;0;331;MTXCREFD;0;;2076;1707914737028077312;6365467232016867382;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737028077312;6365467232016867382;cJx;pEOH6wPn4K76r45DYU6FR5ihMGVLi7IzXiJTnZHNN6plGYJsljQ0x79qz5Ge;QVC9;1
94;84;12223;0;331;MTXCREFD;0;;2077;1707914737028864768;3153621161310353150;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737028864768;3153621161310353150;1a3;xJht70OCm8Dv5s3VwIxo7uYoMuHC1CNGlzuwTGy9Z9y3rzQv8Usn20mSdca7;ngNY;1
94;84;12223;0;331;MTXCREFD;0;;2078;1707914737029643520;4728386766830829478;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737029643520;4728386766830829478;7Et;BXJ01pgPe9bJsf13QIk3lmutCj78dnskOhYtGdEuF38AaSStRsSuL369IXOl;I5Y0;1
94;84;12223;0;331;MTXCREFD;0;;2079;1707914737030419712;14067800494748109713;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737030419712;14067800494748109713;QHW;7tsOwPJoHi6FawQTikpCDFPHI49dglSd5iHhWgnY3sMWt61lUeWmmdY8kgzP;siiD;1
94;84;12223;0;331;MTXCREFD;0;;2080;1707914737031190528;15297800301817133543;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737031190528;15297800301817133543;oCI;nimCjndz5kZblIsscgkFaeCJlMpRw5nyDRQNhcsoMYy2NU0R5NJdzpmfxgiY;59ma;1
94;84;12223;0;331;MTXCREFD;0;;2081;1707914737031972608;462548875968636503;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737031972608;462548875968636503;lBE;nW0091s1Cre12PxZziqGaVMAJxkx24tx7DcvbtedGgPvmla7Paum9dtPzRM1;cgWe;1
94;84;12223;0;331;MTXCREFD;0;;2082;1707914737032753664;9833493137948153624;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737032753664;9833493137948153624;byB;U7Gom6TztC4DM7HOXNv42xSkeWR1OakFSjrMU95nBBqpfaxEWOqtF3pCXm0l;RxKb;1
94;84;12223;0;331;MTXCREFD;0;;2083;1707914737033531136;14097537675140024358;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737033531136;14097537675140024358;ur9;RUdITM7XVLDlzCBL9r9K8IIfioOdFY94WANlBroctkL8wLt2lpLG609oZBYI;dRkl;1
94;84;12223;0;331;MTXCREFD;0;;2084;1707914737034300928;11794356268006977336;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737034300928;11794356268006977336;ZJH;BKNuGKpVcNNGfOXjKE9iJQdVoyxdeu4f5zd1lP5y211lekLxY6OncL7Zexn8;oaBT;1
94;84;12223;0;331;MTXCREFD;0;;2085;1707914737035082240;16148589784562341782;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737035082240;16148589784562341782;1IQ;3ot9rNoOHMlQ5x4uZqqzgooWwtQh4YuBwQyK9nh5rCmbnt62hd5DN4kkWepT;ywWf;1
94;84;12223;0;331;MTXCREFD;0;;2086;1707914737035854080;15379235998064203632;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737035854080;15379235998064203632;3Zf;E2EByNuu3zHXXTB2w3XmhTyqyKeJE6s31d11mDonTE2xCSRwCQskNEbyyt92;yaG3;1
94;84;12223;0;331;MTXCREFD;0;;2087;1707914737036632576;16764204433279594797;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737036632576;16764204433279594797;qR2;C0GfCFPDieIiTPIdheJvhfsmEsvep5TN75up4S7IUxKQ4Gvfcb2PAxl5GFu8;6YYm;1
94;84;12223;0;331;MTXCREFD;0;;2088;1707914737037398784;17063609070149976240;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737037398784;17063609070149976240;zRJ;ZvzMHkWy753p39y8bR3bmUt8CK39re8wHmsQN2Nkr78CjeXCRuk0Ox5bmiQR;XZar;1
94;84;12223;0;331;MTXCREFD;0;;2089;1707914737038184960;11252180395494843942;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737038184960;11252180395494843942;YgB;fhpc2g3n6mAIS5GttvGnVuLmUmqj2fO8DcsRvoNghoSnCZvQB0oLA6XiDEsg;bCct;1
94;84;12223;0;331;MTXCREFD;0;;2090;1707914737038957312;6791600123647513107;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737038957312;6791600123647513107;ztz;zuictnPbuvNoZ3v7iu2j7uudViEaJhQeQviEOCYIKktjMxxCsu6NUccNeAST;nTKX;1
94;84;12223;0;331;MTXCREFD;0;;2091;1707914737039738368;2696763557966291421;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737039738368;2696763557966291421;YlV;wTZVUqoPXV4IrzMOscRrNZzP3CwcjGfgka5OcGuLAOaoDSoeXMOTCwuifTQN;hi0s;1
94;84;12223;0;331;MTXCREFD;0;;2092;1707914737040502272;15063225862849785112;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737040502272;15063225862849785112;xGg;v7EGSkCCNtqnJFpVFXDNDpbczNtvEXVsjphqFdnNA2LCpaVrKgdDc74n7H3R;tzc1;1
94;84;12223;0;331;MTXCREFD;0;;2093;1707914737041285888;3603543113974396724;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737041285888;3603543113974396724;0Rn;LCbrIlCswttGxfEEqWlt3r0S8ZivckjD93v1avnaLlWEmvYdN9zEA4KmarAO;6stm;1
94;84;12223;0;331;MTXCREFD;0;;2094;1707914737042061568;16861131726917304207;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737042061568;16861131726917304207;eeL;iaw3ufX7TOIo43NN8T4M5NvoBW5DxkGn6WOqqV5ZQ4ktpwkayFVyoHMSl9hh;G4XH;1
94;84;12223;0;331;MTXCREFD;0;;2095;1707914737042845696;2889366994582600100;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737042845696;2889366994582600100;HGb;ApVsVq2A3HhOcVCIdanwG4UDdgf75tUGq5rLhnl0n0Efromjn3QVtnywA2DF;PwHt;1
94;84;12223;0;331;MTXCREFD;0;;2096;1707914737043616000;13116611417009487363;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737043616000;13116611417009487363;pRU;thAJUwiwlgHtB1ZiqcTTY0n5BQ1MpQXMI4rhfsGOZVS2nleVuB5L7PdI1U0P;WJWp;1
94;84;12223;0;331;MTXCREFD;0;;2097;1707914737044394240;10447083100731806074;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737044394240;10447083100731806074;bl4;HmFNuHiR93TPp2tbDgqbPdxaOqsJsXnaqxoDzlQSn66y3Q2Kk1m0iwvov5VX;Pz2r;1
94;84;12223;0;331;MTXCREFD;0;;2098;1707914737045163008;10309869262108542871;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737045163008;10309869262108542871;N6G;oMog7FxqwWBHXuoP9BSyDYpGponWN9fhG8JEvpsNoYVQpFigdgjMPRnqB5Rj;BGU8;1
94;84;12223;0;331;MTXCREFD;0;;2099;1707914737045940992;15722186292835949589;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737045940992;15722186292835949589;O7R;IwikgYdRGPXa0qPMdhUXV3spRJAtlsrWN9JDv1xxmYQ3FF41GKLNJpRLEiN3;8kWk;1
94;84;12223;0;331;MTXCREFD;0;;2100;1707914737046703616;4767504925500974106;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737046703616;4767504925500974106;8yT;Kcb5UpVvTPd91pCDSAQgXD9y7tFwuxTnvbyjrKISw6DKlp0OPuOZHVaHaIiy;oWAy;1
94;84;12223;0;331;MTXCREFD;0;;2101;1707914737047480064;3290451780189472923;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737047480064;3290451780189472923;SIq;XEtTluu1klh2TRGHWwDEtd04iCURjPWsna9aDcc52KUlaCsz2FC70XJohBBT;fDIf;1
94;84;12223;0;331;MTXCREFD;0;;2102;1707914737048244736;7018468289388392381;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737048244736;7018468289388392381;nyK;xtTLdCISNsI2sDCpwE7meQvuZFh7FvTWNYPbYjd5JFmSVkgQIdavsj8OVwyS;KivG;1
94;84;12223;0;331;MTXCREFD;0;;2103;1707914737049017600;9225079204657276180;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737049017600;9225079204657276180;CGK;5uDeCpW9mo5PdUwVp6dcq1rM0hccLut8Dq7rRl7cI6wXqoEJIgb8rR7YU2Zk;RHic;1
94;84;12223;0;331;MTXCREFD;0;;2104;1707914737049779968;12898847017275096293;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737049779968;12898847017275096293;WMX;pgO5ZNfD0swHkSRugo01EU4lBSOD9DIaBEV1NJRP0TXrMV5ymUcuncJkAMtu;sLJ1;1
94;84;12223;0;331;MTXCREFD;0;;2105;1707914737050550016;18286154266079203102;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737050550016;18286154266079203102;Yyf;NK0MGLrqUxHaWVyiHKvlH1u2LgpnfD2nsmABViEPX5f2N0C3sqHjOw63EbTF;PxAt;1
94;84;12223;0;331;MTXCREFD;0;;2106;1707914737051316992;5338736274797039314;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737051316992;5338736274797039314;gRX;2o3bhD07ukV7HNx6pjruNJoLnzEek2RzLsI1HkGwwHgBbFbsGmTNhrPpFcS0;4qTg;1
94;84;12223;0;331;MTXCREFD;0;;2107;1707914737052162048;11622319265435731907;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737052162048;11622319265435731907;ab3;Ck96SxbWzaFe0qLTTVzevmSyguvB1SwRalJNMM8c5jwfR5iIXtnkxCEko9cb;soyj;1
94;84;12223;0;331;MTXCREFD;0;;2108;1707914737052943616;7002995832816028024;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737052943616;7002995832816028024;lm9;fQI6TimhcDIFtXfaEhPGBQkJz1IrqHC5Sel5Moo22yJkWmkx6nRBmTvRRHmP;vDs9;1
94;84;12223;0;331;MTXCREFD;0;;2109;1707914737053723136;11702231600145215985;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737053723136;11702231600145215985;AcR;EwXffOXHfTi38iY6WCtG7aXOsnfSnrYWkkKOsSKKxTuZsDiMMFYdiBG4XDIr;q6Ai;1
94;84;12223;0;331;MTXCREFD;0;;2110;1707914737054487808;1443526286061487978;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737054487808;1443526286061487978;Hks;UWKdf62BVMM6cU1zxaqaDgITiWJsiLzZRmTv2pxNZBq25WHYLWw8GaLimRcz;mU5u;1
94;84;12223;0;331;MTXCREFD;0;;2111;1707914737055258880;16981721859760401031;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737055258880;16981721859760401031;H8W;OVjp6cCVCedrTAX7nOzA5LGI1MOlytGwsU6jyzKGnSSEEISQfJNRcMlk0pgG;zoid;1
94;84;12223;0;331;MTXCREFD;0;;2112;1707914737056027136;15902221373460325388;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737056027136;15902221373460325388;Dqc;vcY2q1uZTagDxc9R2ulNusZmv2StV2YoBXe5i7KkBkC1Ow477QpJxE56FcaF;Q2ID;1
94;84;12223;0;331;MTXCREFD;0;;2113;1707914737056812800;16559032639834008191;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737056812800;16559032639834008191;zwY;Y2a0qsGamA8712veB8OTXTKs5lftzlEvSoVkPRm2wY6yYBbxrqwC4KQLx8y0;FJNK;1
94;84;12223;0;331;MTXCREFD;0;;2114;1707914737057578496;18439146874895448656;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737057578496;18439146874895448656;y4Z;iIgEFbpZpLl51WNDrcPiBOTHRp4ASbzyoxoABjc2JRocslRyEQX3xWRxQGuy;oHv2;1
94;84;12223;0;331;MTXCREFD;0;;2115;1707914737058363648;1085227411568138728;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737058363648;1085227411568138728;aKh;d4kHyMmAWqjUYCY99hRopfoneqLgxsweuORVvJwNeJouDnVduKGljFelYb6C;etnX;1
94;84;12223;0;331;MTXCREFD;0;;2116;1707914737059137280;1789660719286464320;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737059137280;1789660719286464320;YnW;xXfSWBikMQv9W8p0Ee5ghAilsiW8qoTLYbDdRiUKPhnMqynqOtlqklw5HHZs;tfTH;1
94;84;12223;0;331;MTXCREFD;0;;2117;1707914737059926784;5122200326093222973;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737059926784;5122200326093222973;qQz;guu55imQNfbG23UORtx0Z797vcpFvx9AurOzzxDnCOdQT7xmDYcO14pCkxUN;s3eh;1
94;84;12223;0;331;MTXCREFD;0;;2118;1707914737060691968;2174514184701212847;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737060691968;2174514184701212847;eTl;xZGIpNLm9Y1ct10HDSrUJZLKC5JEYGpJoB7xRjoBFYfN8Wkr94GYfeK5RJU6;pqqG;1
94;84;12223;0;331;MTXCREFD;0;;2119;1707914737061472256;6269477695468063611;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737061472256;6269477695468063611;Y4a;2czSLFRIiBtCQHJG56GKsnWkOMCGHZNHHI1Vt1LRlklZEymEp4HB52WWW85B;lmqN;1
94;84;12223;0;331;MTXCREFD;0;;2120;1707914737062247680;5487095713390884630;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737062247680;5487095713390884630;J7J;RwE0HX0cN6yoGHidWFDM3TX7QzEiQHNcHaH7jLPdsw2HiFEbDcizQbjOVc9Q;wl6G;1
94;84;12223;0;331;MTXCREFD;0;;2121;1707914737063024384;12570662397125584009;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737063024384;12570662397125584009;Eft;fYtvPogeeokbHsPHPONm2SONb04XltG4ISKdx4cr9cu7jMjiuWIsofz6adsz;MGz9;1
94;84;12223;0;331;MTXCREFD;0;;2122;1707914737063794944;14386770787455541363;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737063794944;14386770787455541363;e2L;uPdsPpvo0o2NxLVgxtHN385KIEwKSAdBR6OCmNN7E38ax49MC7OL3NEp0Uxy;SUNt;1
94;84;12223;0;331;MTXCREFD;0;;2123;1707914737064566272;4866641496401346427;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737064566272;4866641496401346427;9rW;Ze7m8BUJpqblYBDOkupOvFHtYdBxVlBCl8SELSKcYn4vwNjgvnd9sdUW7glm;VpS1;1
94;84;12223;0;331;MTXCREFD;0;;2124;1707914737065338624;5892211019944652158;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737065338624;5892211019944652158;DGm;9RthYehxoIt2M7mjm7zWAXwhRX9CAzzmDiIKf15qW87f5ENci3ovnz51nhU8;tJyO;1
94;84;12223;0;331;MTXCREFD;0;;2125;1707914737066123776;342459312081838615;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737066123776;342459312081838615;66G;q9XOmZyhhJNPqhbS0CqZ3JRk7vNPlofzzuU7ZIL3uQ9Tr3n1Y5CYB8oIV4Ni;2oZc;1
94;84;12223;0;331;MTXCREFD;0;;2126;1707914737066902016;13934931789682984977;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737066902016;13934931789682984977;38Y;ITsQhPc8wlfjsjqAlvWFvizgx22yxc9ekYBXmfiusPWeCeOJFK73AM20dcD5;lWcu;1
94;84;12223;0;331;MTXCREFD;0;;2127;1707914737067676928;17212363688531876238;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737067676928;17212363688531876238;mpm;0ZBJ6HmIU0sasfLfbmDLUgXQVYh3IOBHwJDQJ300s0DkE364OOSy5smbjy3W;YQAP;1
94;84;12223;0;331;MTXCREFD;0;;2128;1707914737068448000;15392261505262741655;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737068448000;15392261505262741655;7IH;EslDBgzj4cgFeYZQk7fc9d29R4fc79fhrLe4qb7aIudUzO0n2apbxZ3F8N3o;Knbn;1
94;84;12223;0;331;MTXCREFD;0;;2129;1707914737069222912;315158680318455580;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737069222912;315158680318455580;ELS;OHt97aut4NOiheM422nKUIWEM3mol0qoBzw5giweZ8MYasxOI0gkia396iB7;FrLp;1
94;84;12223;0;331;MTXCREFD;0;;2130;1707914737069986304;6694704112415822311;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737069986304;6694704112415822311;II7;314r0pXEqQIsyBUBWI6qdSH88ljnwWeAas51hDmXEPog48zw3Fp1nJR1Ros4;h0rP;1
94;84;12223;0;331;MTXCREFD;0;;2131;1707914737070761728;18346365822018248895;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737070761728;18346365822018248895;AR6;LCzjfBhMC5gaOn9A2Tt0iRlf4676DKCvdQeKCh7duslmiZJiKSbNlRKT4ZoV;BqAT;1
94;84;12223;0;331;MTXCREFD;0;;2132;1707914737071527680;6143211172076072607;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737071527680;6143211172076072607;Gfj;wMumA1skSDprTpq9eAkRSUgMtuwQF1YHTK2bXijz3kTm1D2r9MD7fqA6bL2w;vRNL;1
94;84;12223;0;331;MTXCREFD;0;;2133;1707914737072302848;11460440598053017228;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737072302848;11460440598053017228;QQE;NLYbtuPbCaFmKpX7h9CU2fgzWtxygNDcMm2axEwjsJKrRVO7tLRKIZnGqNCI;kXMU;1
94;84;12223;0;331;MTXCREFD;0;;2134;1707914737073075712;2323167634291384144;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737073075712;2323167634291384144;7vn;es8IRhLDDsDZSweYSJxWTWwnzEmRbBRA6IkaHNuArBQLnv8HUoYH2NwRX1uZ;U7Oj;1
