msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;milestoneType;applicationID;mIC
32;22;12070;0;331;2BLKFORD;8;0;121;1707915035007708160;975327997145469058;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707915035007708160;975327997145469058;2;70;jYB
32;22;12070;0;331;2BLKFORD;9;0;0;1707914876012179456;3980338007439926393;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707914876012179456;3980338007439926393;1;70;bI2
32;22;12070;0;331;2BLKFORD;9;0;135;1707915035008487680;15874972812345276423;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707915035008487680;15874972812345276423;2;70;B6J
32;22;12070;0;331;2BLKFORD;10;0;0;1707914876012957184;17771707891150847906;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707914876012957184;17771707891150847906;1;70;6Gw
32;22;12070;0;331;2BLKFORD;10;0;1;1707915035009295872;2817853567303441759;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707915035009295872;2817853567303441759;2;70;pSq
32;22;12070;0;331;2BLKFORD;11;0;0;1707914876013761536;3468294576793720099;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707914876013761536;3468294576793720099;1;70;zIc
32;22;12070;0;331;2BLKFORD;11;0;1;1707915035010076928;16587658168778923908;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707915035010076928;16587658168778923908;2;70;Wz6
32;22;12070;0;331;2BLKFORD;12;0;0;1707914876014534400;1125774457790618150;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707914876014534400;1125774457790618150;1;70;vBL
32;22;12070;0;331;2BLKFORD;12;0;1;1707915035010880000;10209808097149066862;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707915035010880000;10209808097149066862;2;70;N7q
32;22;12070;0;331;2BLKFORD;13;0;0;1707914876015313152;14288683517215013519;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707914876015313152;14288683517215013519;1;70;6No
32;22;12070;0;331;2BLKFORD;13;0;1;1707915035011665664;9102151721363530706;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707915035011665664;9102151721363530706;2;70;oZz
32;22;12070;0;331;2BLKFORD;14;0;0;1707914876016092416;5833845213737396292;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707914876016092416;5833845213737396292;1;70;YwF
32;22;12070;0;331;2BLKFORD;14;0;1;1707915035012458752;14765494878761662393;K2CDW2BLKFORD;-;;;;;;;;;;;;;1707915035012458752;14765494878761662393;2;70;5mZ
32;22;12070;0;331;2BLKFTRD;0;0;0;1707914876003728896;2657617201184679443;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876003728896;2657617201184679443;1;70;tsD
32;22;12070;0;331;2BLKFTRD;0;0;991;1707915035000645376;16998761662977799243;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035000645376;16998761662977799243;2;70;Oa6
32;22;12070;0;331;2BLKFTRD;1;0;0;1707914876004808448;9944463861851545462;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876004808448;9944463861851545462;1;70;tTR
32;22;12070;0;331;2BLKFTRD;1;0;1;1707915035001923328;4832862512890798714;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035001923328;4832862512890798714;2;70;zEu
32;22;12070;0;331;2BLKFTRD;2;0;0;1707914876005618944;18390811411099274833;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876005618944;18390811411099274833;1;70;4ln
32;22;12070;0;331;2BLKFTRD;2;0;1;1707915035002783488;13854387791748036504;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035002783488;13854387791748036504;2;70;RNg
32;22;12070;0;331;2BLKFTRD;3;0;0;1707914876006528000;8212887748765685336;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876006528000;8212887748765685336;1;70;cMw
32;22;12070;0;331;2BLKFTRD;3;0;1;1707915035003580928;1984117068683473568;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035003580928;1984117068683473568;2;70;jdh
32;22;12070;0;331;2BLKFTRD;4;0;0;1707914876007323136;10981118722877920873;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876007323136;10981118722877920873;1;70;odj
32;22;12070;0;331;2BLKFTRD;4;0;1;1707915035004402688;1860976218948856397;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035004402688;1860976218948856397;2;70;cGd
32;22;12070;0;331;2BLKFTRD;5;0;0;1707914876008124416;18295853534517771429;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876008124416;18295853534517771429;1;70;6DX
32;22;12070;0;331;2BLKFTRD;5;0;1;1707915035005196288;14960590822874704921;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035005196288;14960590822874704921;2;70;uot
32;22;12070;0;331;2BLKFTRD;6;0;0;1707914876008904960;5452267172299879757;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876008904960;5452267172299879757;1;70;dUI
32;22;12070;0;331;2BLKFTRD;6;0;1;1707915035005994752;12542710395158422723;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035005994752;12542710395158422723;2;70;XVp
32;22;12070;0;331;2BLKFTRD;7;0;0;1707914876009686784;15462957742131024624;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876009686784;15462957742131024624;1;70;nk9
32;22;12070;0;331;2BLKFTRD;7;0;1;1707915035006794752;10738382927152152177;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035006794752;10738382927152152177;2;70;BtX
32;22;12070;0;331;2BLKFTRD;8;0;0;1707914876010481920;591090195168040400;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876010481920;591090195168040400;1;70;s2Q
32;22;12070;0;331;2BLKFTRD;8;0;1;1707915035007607552;12183271700081227820;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035007607552;12183271700081227820;2;70;B3G
32;22;12070;0;331;2BLKFTRD;9;0;0;1707914876011262208;17493947113192956434;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876011262208;17493947113192956434;1;70;EaH
32;22;12070;0;331;2BLKFTRD;9;0;1;1707915035008389120;9932152560171769940;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035008389120;9932152560171769940;2;70;skT
32;22;12070;0;331;2BLKFTRD;10;0;0;1707914876012036864;18420895540240706710;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876012036864;18420895540240706710;1;70;bo3
32;22;12070;0;331;2BLKFTRD;10;0;1;1707915035009185536;8034951376502162843;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035009185536;8034951376502162843;2;70;zwJ
32;22;12070;0;331;2BLKFTRD;11;0;0;1707914876012825088;869395749758026754;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876012825088;869395749758026754;1;70;iu6
32;22;12070;0;331;2BLKFTRD;11;0;1;1707915035009971200;15477989425681276817;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035009971200;15477989425681276817;2;70;Qcv
32;22;12070;0;331;2BLKFTRD;12;0;0;1707914876013617408;13728188000189075490;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876013617408;13728188000189075490;1;70;533
32;22;12070;0;331;2BLKFTRD;12;0;1;1707915035010777856;16230576912824413923;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035010777856;16230576912824413923;2;70;jau
32;22;12070;0;331;2BLKFTRD;13;0;0;1707914876014404864;8464887978923758317;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876014404864;8464887978923758317;1;70;1Ip
32;22;12070;0;331;2BLKFTRD;13;0;1;1707915035011562496;15424229886602126817;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035011562496;15424229886602126817;2;70;4m7
32;22;12070;0;331;2BLKFTRD;14;0;0;1707914876015193088;11461358183245141923;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707914876015193088;11461358183245141923;1;70;Kee
32;22;12070;0;331;2BLKFTRD;14;0;1;1707915035012361984;17623789807870814609;K2CDW2BLKFTRD;-;;;;;;;;;;;;;1707915035012361984;17623789807870814609;2;70;0dV
32;22;12070;0;331;2BLKPTOL;0;0;0;1707914876000815360;13130094757574983576;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876000815360;13130094757574983576;1;70;PP4
32;22;12070;0;331;2BLKPTOL;0;0;3628;1707915035003788288;3887760399455657270;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035003788288;3887760399455657270;2;70;1le
32;22;12070;0;331;2BLKPTOL;1;0;0;1707914876002261760;11611498341054784298;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876002261760;11611498341054784298;1;70;x9e
32;22;12070;0;331;2BLKPTOL;1;0;677;1707915035004843264;14994105960034892676;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035004843264;14994105960034892676;2;70;O5d
32;22;12070;0;331;2BLKPTOL;2;0;0;1707914876003100160;7695154975770322815;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876003100160;7695154975770322815;1;70;JDN
32;22;12070;0;331;2BLKPTOL;2;0;653;1707915035005670912;4991603857809032081;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035005670912;4991603857809032081;2;70;2HI
32;22;12070;0;331;2BLKPTOL;3;0;0;1707914876003908864;16369232480782465078;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876003908864;16369232480782465078;1;70;nQu
32;22;12070;0;331;2BLKPTOL;3;0;641;1707915035006467328;12229138449622354075;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035006467328;12229138449622354075;2;70;TZE
32;22;12070;0;331;2BLKPTOL;4;0;0;1707914876004709376;5865803837687810931;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876004709376;5865803837687810931;1;70;ME9
32;22;12070;0;331;2BLKPTOL;4;0;602;1707915035007276544;11929483506339218259;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035007276544;11929483506339218259;2;70;ITq
32;22;12070;0;331;2BLKPTOL;5;0;0;1707914876005498112;676120230408785;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876005498112;676120230408785;1;70;Ntb
32;22;12070;0;331;2BLKPTOL;5;0;639;1707915035008067328;7459444216273674890;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035008067328;7459444216273674890;2;70;RO7
32;22;12070;0;331;2BLKPTOL;6;0;0;1707914876006280192;8033580375971137991;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876006280192;8033580375971137991;1;70;hS7
32;22;12070;0;331;2BLKPTOL;6;0;670;1707915035008861952;18283444987941340341;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035008861952;18283444987941340341;2;70;qyU
32;22;12070;0;331;2BLKPTOL;7;0;0;1707914876007064576;12542720753990452664;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876007064576;12542720753990452664;1;70;ptx
32;22;12070;0;331;2BLKPTOL;7;0;612;1707915035009658368;14489057097922864845;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035009658368;14489057097922864845;2;70;Q4P
32;22;12070;0;331;2BLKPTOL;8;0;0;1707914876007863040;13310584545030042733;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876007863040;13310584545030042733;1;70;CDB
32;22;12070;0;331;2BLKPTOL;8;0;598;1707915035010456576;15741022613931227184;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035010456576;15741022613931227184;2;70;hI6
32;22;12070;0;331;2BLKPTOL;9;0;0;1707914876008645120;7463990933928133569;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876008645120;7463990933928133569;1;70;UBQ
32;22;12070;0;331;2BLKPTOL;9;0;614;1707915035011246080;3080841712727711003;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035011246080;3080841712727711003;2;70;s7Q
32;22;12070;0;331;2BLKPTOL;10;0;0;1707914876009446144;1807409419682946739;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876009446144;1807409419682946739;1;70;JrA
32;22;12070;0;331;2BLKPTOL;10;0;1;1707915035012030208;15359641264696005471;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035012030208;15359641264696005471;2;70;n1w
32;22;12070;0;331;2BLKPTOL;11;0;0;1707914876010234880;44820793007778501;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876010234880;44820793007778501;1;70;RYg
32;22;12070;0;331;2BLKPTOL;11;0;1;1707915035012804096;18041348171936410644;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035012804096;18041348171936410644;2;70;ZRJ
32;22;12070;0;331;2BLKPTOL;12;0;0;1707914876011015168;7561995917661700409;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876011015168;7561995917661700409;1;70;tfw
32;22;12070;0;331;2BLKPTOL;12;0;1;1707915035013578240;16522441149069895614;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035013578240;16522441149069895614;2;70;P9N
32;22;12070;0;331;2BLKPTOL;13;0;0;1707914876011799808;7600179599192383119;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876011799808;7600179599192383119;1;70;hs2
32;22;12070;0;331;2BLKPTOL;13;0;1;1707915035014356224;14116957591590569605;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035014356224;14116957591590569605;2;70;xM4
32;22;12070;0;331;2BLKPTOL;14;0;0;1707914876012593664;5078514571084126006;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707914876012593664;5078514571084126006;1;70;2X1
32;22;12070;0;331;2BLKPTOL;14;0;1;1707915035015138304;7224846275668712947;K2CDW2BLKPTOL;-;;;;;;;;;;;;;1707915035015138304;7224846275668712947;2;70;xul
32;22;12070;0;331;2EQUFORD;0;0;0;1707914876004578048;15655586274241904690;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876004578048;15655586274241904690;1;70;v0Z
32;22;12070;0;331;2EQUFORD;0;0;1;1707915035001417984;9975088893761846271;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035001417984;9975088893761846271;2;70;Ck7
32;22;12070;0;331;2EQUFORD;1;0;0;1707914876005660672;4820583632794886372;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876005660672;4820583632794886372;1;70;72j
32;22;12070;0;331;2EQUFORD;1;0;1;1707915035002712320;17204834445997360938;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035002712320;17204834445997360938;2;70;bdm
32;22;12070;0;331;2EQUFORD;2;0;0;1707914876006554880;6026025384090785977;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876006554880;6026025384090785977;1;70;nX3
32;22;12070;0;331;2EQUFORD;2;0;1;1707915035003561984;2044053599646713925;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035003561984;2044053599646713925;2;70;yHb
32;22;12070;0;331;2EQUFORD;3;0;0;1707914876007390464;4431356326171352473;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876007390464;4431356326171352473;1;70;DoE
32;22;12070;0;331;2EQUFORD;3;0;1;1707915035004369664;17446037744819601937;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035004369664;17446037744819601937;2;70;3ZW
32;22;12070;0;331;2EQUFORD;4;0;0;1707914876008206080;1796967662621376499;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876008206080;1796967662621376499;1;70;Gb3
32;22;12070;0;331;2EQUFORD;4;0;1;1707915035005188096;8812106844230149814;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035005188096;8812106844230149814;2;70;bjO
32;22;12070;0;331;2EQUFORD;5;0;0;1707914876008995840;12568451174288324624;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876008995840;12568451174288324624;1;70;Cqc
32;22;12070;0;331;2EQUFORD;5;0;1;1707915035005978112;9618632198613078577;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035005978112;9618632198613078577;2;70;QXL
32;22;12070;0;331;2EQUFORD;6;0;0;1707914876009774336;4688469631491752494;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876009774336;4688469631491752494;1;70;Ucc
32;22;12070;0;331;2EQUFORD;6;0;1;1707915035006817280;14440916269921217647;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035006817280;14440916269921217647;2;70;gCf
32;22;12070;0;331;2EQUFORD;7;0;0;1707914876010556160;18070947674844143842;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876010556160;18070947674844143842;1;70;LEx
32;22;12070;0;331;2EQUFORD;7;0;1;1707915035007603200;5261042692713849567;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035007603200;5261042692713849567;2;70;tHp
32;22;12070;0;331;2EQUFORD;8;0;0;1707914876011340288;17991022094049833798;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876011340288;17991022094049833798;1;70;o1y
32;22;12070;0;331;2EQUFORD;8;0;1;1707915035008412672;21458037167593515;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035008412672;21458037167593515;2;70;snE
32;22;12070;0;331;2EQUFORD;9;0;0;1707914876012120320;3541328801746312091;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876012120320;3541328801746312091;1;70;MQo
32;22;12070;0;331;2EQUFORD;9;0;1;1707915035009196288;16694545527727355914;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035009196288;16694545527727355914;2;70;dF5
32;22;12070;0;331;2EQUFORD;10;0;0;1707914876012899584;8922780798094183305;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876012899584;8922780798094183305;1;70;Gla
32;22;12070;0;331;2EQUFORD;10;0;1;1707915035009990144;12796246671134445944;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035009990144;12796246671134445944;2;70;mZA
32;22;12070;0;331;2EQUFORD;11;0;0;1707914876013678848;655937741663295021;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876013678848;655937741663295021;1;70;FEN
32;22;12070;0;331;2EQUFORD;11;0;1;1707915035010764288;12733679338110578098;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035010764288;12733679338110578098;2;70;5Re
32;22;12070;0;331;2EQUFORD;12;0;0;1707914876014459648;7039157049909250653;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876014459648;7039157049909250653;1;70;4bX
32;22;12070;0;331;2EQUFORD;12;0;1;1707915035011569664;1352941062434632138;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035011569664;1352941062434632138;2;70;b53
32;22;12070;0;331;2EQUFORD;13;0;0;1707914876015245312;2890339484412308041;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876015245312;2890339484412308041;1;70;d6f
32;22;12070;0;331;2EQUFORD;13;0;1;1707915035012356352;13617481377951465114;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035012356352;13617481377951465114;2;70;3Bk
32;22;12070;0;331;2EQUFORD;14;0;0;1707914876016030464;5233783652370038519;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876016030464;5233783652370038519;1;70;GWn
32;22;12070;0;331;2EQUFORD;14;0;1;1707915035013152000;6244093929006366762;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035013152000;6244093929006366762;2;70;M7R
32;22;12070;0;331;2EQUFORD;15;0;0;1707914876016803328;12310030850919667714;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876016803328;12310030850919667714;1;70;Dr6
32;22;12070;0;331;2EQUFORD;15;0;1;1707915035013925632;14071121127347584202;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035013925632;14071121127347584202;2;70;AVR
32;22;12070;0;331;2EQUFORD;16;0;0;1707914876017582336;6665126515191081098;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876017582336;6665126515191081098;1;70;o6w
32;22;12070;0;331;2EQUFORD;16;0;1;1707915035014716928;3368993484859911598;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035014716928;3368993484859911598;2;70;F2a
32;22;12070;0;331;2EQUFORD;17;0;0;1707914876018360832;6302210516423206354;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876018360832;6302210516423206354;1;70;3ua
32;22;12070;0;331;2EQUFORD;17;0;1;1707915035015490048;6138748005502161883;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035015490048;6138748005502161883;2;70;vLw
32;22;12070;0;331;2EQUFORD;18;0;0;1707914876019142144;13849590208835353137;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876019142144;13849590208835353137;1;70;nt4
32;22;12070;0;331;2EQUFORD;18;0;1;1707915035016283904;1754357874783083843;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035016283904;1754357874783083843;2;70;tpe
32;22;12070;0;331;2EQUFORD;19;0;0;1707914876019926528;9551883253666740131;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876019926528;9551883253666740131;1;70;cMo
32;22;12070;0;331;2EQUFORD;19;0;1;1707915035017061888;1765667115532734860;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035017061888;1765667115532734860;2;70;f5n
32;22;12070;0;331;2EQUFORD;20;0;0;1707914876020708352;7173522144541910122;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876020708352;7173522144541910122;1;70;qZ5
32;22;12070;0;331;2EQUFORD;20;0;1;1707915035017860096;15372151900391148960;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035017860096;15372151900391148960;2;70;pn0
32;22;12070;0;331;2EQUFORD;21;0;0;1707914876021503232;9117806952123879950;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876021503232;9117806952123879950;1;70;4tZ
32;22;12070;0;331;2EQUFORD;21;0;1;1707915035018636032;17751346180714088575;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035018636032;17751346180714088575;2;70;pdb
32;22;12070;0;331;2EQUFORD;22;0;0;1707914876022276096;4664939942553027156;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876022276096;4664939942553027156;1;70;m1n
32;22;12070;0;331;2EQUFORD;22;0;1;1707915035019428096;16959461234940178682;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035019428096;16959461234940178682;2;70;ael
32;22;12070;0;331;2EQUFORD;23;0;0;1707914876023053056;4208535683005013741;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876023053056;4208535683005013741;1;70;JvF
32;22;12070;0;331;2EQUFORD;23;0;1;1707915035020201472;13687998535777923329;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035020201472;13687998535777923329;2;70;Fi8
32;22;12070;0;331;2EQUFORD;24;0;0;1707914876023828992;4188605087742181606;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876023828992;4188605087742181606;1;70;D78
32;22;12070;0;331;2EQUFORD;24;0;1;1707915035020995072;12685318974850964459;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035020995072;12685318974850964459;2;70;YZw
32;22;12070;0;331;2EQUFORD;25;0;0;1707914876024607232;18204208183316948503;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876024607232;18204208183316948503;1;70;MvA
32;22;12070;0;331;2EQUFORD;25;0;1;1707915035021776640;9835521929828778864;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035021776640;9835521929828778864;2;70;UVt
