msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;oESessionID;firmID;messageSendingTime;clientOrderID;symbolIndex;eMM;mICofSecondaryListing;operationType;errorCode;rejectedMessage;rejectedMessageID
57;47;546;0;331;TCSALLOU;0;0;624;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;11447792755414268219;PRTLd1Wx;1706095049708434244;6255466886286234678;24832667;7;vtDp;4;42077;128;47983
57;47;546;0;331;TCSALLOU;0;0;625;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;2525566155168246537;X9IzFTSc;1706095049708509079;-1154408612044098084;293632506;2;37jM;1;58394;50;31712
57;47;546;0;331;TCSALLOU;0;0;626;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;3751741292774664685;ayG8G3MA;1706095049708585835;-1386923751503764638;783519657;17;fuAR;7;63460;43;44387
57;47;546;0;331;TCSALLOU;0;0;627;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;6005453945029586057;cwkJNm9R;1706095049708663076;8892091122730360343;682402479;9;iCZ5;4;64860;108;40628
57;47;546;0;331;TCSALLOU;0;0;628;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;17505994469432697064;1081mE2D;1706095049708748256;2076451022896194937;583228200;6;Dpm6;6;26350;102;33459
57;47;546;0;331;TCSALLOU;0;0;629;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;5821314811811244311;N3jdfD8L;1706095049708827473;9033916001933515156;356770038;17;ux6B;6;13526;67;53821
57;47;546;0;331;TCSALLOU;0;0;630;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;7638278884002909965;DPezI8tw;1706095049708908449;-3605377547327758173;273371376;8;6r5k;5;56889;145;31801
57;47;546;0;331;TCSALLOU;0;0;631;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;3046721547273699909;LTE53k4K;1706095049708989731;825480451601857121;453799485;6;HEQr;6;20500;76;31389
57;47;546;0;331;TCSALLOU;0;0;632;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;2424277794139585654;6qebYNdp;1706095049709074117;2679467206567051065;681310362;9;Cz1y;5;2521;168;14705
57;47;546;0;331;TCSALLOU;0;0;633;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1199509783081678700;whhMfkbC;1706095049709158261;3563005585221700075;225699642;99;QUNA;6;11708;9;55444
57;47;546;0;331;TCSALLOU;0;0;634;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;12369365502866502262;yp;Bif62lLmaxmwv5WSDVLqX1246SlTdVDRbRl4rFJi0pEe6wLFagE8My6OsbFa5j5vjUAqie;jEL;4083509881;0;2262818496;7;7366207113328029905;9sgl1XmI;1706095049709244246;-1452805415905694117;365314678;14;1jGz;6;8719;3;37888
57;47;546;0;331;TCSALLOU;0;0;635;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;2402518584668879450;oGyE4njF;1706095049709331142;1638384203626959585;25531303;5;M6P3;6;62212;217;18572
57;47;546;0;331;TCSALLOU;0;0;636;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;5498225484201319008;ZRgvAfIX;1706095049709420305;-2075336923576443640;356770038;8;Vfcc;4;34096;33;49724
57;47;546;0;331;TCSALLOU;0;0;637;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;2783946669380047195;Oa;mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s;73x;3274536388;1;1881204819;7;17486752613738230669;5GJQRHzG;1706095049709511639;-935311197599479596;338352934;1;ruvw;6;15099;207;16462
57;47;546;0;331;TCSALLOU;0;0;638;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;11214469527078785917;6R;lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE;fLc;3922324778;1;2984614128;7;2465581337775378876;T5lub6XA;1706095049709605434;-5045887290297279198;641399268;4;70P9;4;50818;99;52308
57;47;546;0;331;TCSALLOU;0;0;639;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;1106572295755281863;Wx;OBWGTFZNP8754AX2g66SWnSLqmoUgvUiVRQ3ERhYyGh1SWIvgntgmVEC41pktYPjGgws3n;te1;2553492281;0;11358153;7;11194103198782447435;8vVbfrBX;1706095049709701836;2923553880799029907;509093810;11;5qp9;1;9143;47;42525
57;47;546;0;331;TCSALLOU;0;0;640;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;5586555596149700276;8H4ckHhS;1706095049709799512;-5773597765716517596;993224417;99;ekRd;7;49170;30;36273
57;47;546;0;331;TCSALLOU;0;0;641;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;11332454204113018250;dFPPTS1Z;1706095049709896155;-770523878866318445;407371549;5;9BfV;4;34372;244;21
57;47;546;0;331;TCSALLOU;0;0;642;;;K2CDWTCSALLOU;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;11956876963535767657;TF4W99UA;1706095049709994763;-3830843592367102133;315339150;9;q68I;7;28939;118;45477
57;47;546;0;331;TCSALLOU;0;0;643;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;5693245482403353925;f0gnkTeU;1706095049710093805;-2453819801935070358;645935213;2;FwWl;5;53876;123;29690
57;47;546;0;331;TCSALLOU;0;0;644;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;11122987316869357574;qQtc9DZ6;1706095049710198477;990774736293227107;267525860;8;Lu7e;6;52262;188;15574
57;47;546;0;331;TCSALLOU;0;0;645;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;8880643648855069851;ULempBrD;1706095049710299489;-1688759796875396018;366139516;15;RZXu;7;54517;199;57719
57;47;546;0;331;TCSALLOU;0;0;646;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;4272779252120928718;EZIuIVcF;1706095049710401283;5575787455016576486;587677045;4;O270;1;26965;200;48636
57;47;546;0;331;TCSALLOU;0;0;647;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;4246110747919188863;efDr7CL8;1706095049710504816;6855639557168811026;393921509;10;HXKK;4;62196;39;3462
57;47;546;0;331;TCSALLOU;0;0;648;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;11152444188307439185;ZPi78M1B;1706095049710609735;-3476671167538453892;778983872;7;en2i;5;34007;71;774
57;47;546;0;331;TCSALLOU;0;0;649;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;17038630954790900019;BG;wufBdvc2f0ap17FPYPHfdelr7IaY0UqqHeN1EpCDmNABkYZ450Rbol7F1IVPvNdS7yEP8F;DXt;2810650698;0;3380190096;7;646583200556222886;WIi1s4Gj;1706095049710729588;-8611586947494237012;577265363;99;dTDw;5;46280;14;15355
57;47;546;0;331;TCSALLOU;0;0;650;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;5825477365447811885;23;6o0deIcAzGwYeAPtwJ0SD2Zlmd23R3Xw2T4U0oxzJsyTWk6u73ebgOeFjvXXsfi1koA5oy;cA4;2793246266;1;3358185533;7;17836889721343129211;Ko4v7WDD;1706095049710841198;7794127382278604503;77516395;8;1Rfq;5;24081;180;44392
57;47;546;0;331;TCSALLOU;0;0;651;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;6472361394158421120;hwmNlY0i;1706095049710951379;4520581688116938834;618823017;8;UonJ;6;49967;111;33670
57;47;546;0;331;TCSALLOU;0;0;652;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;15742915420635069428;M9uqvMhq;1706095049711064202;-2626579264016178412;221113253;17;Enm8;5;16144;205;10123
57;47;546;0;331;TCSALLOU;0;0;653;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;14761009529419667952;aD;mojCgy7BXlXPGI63DNU3a0uABAYLomA80ZrKAEd5S7V9LfwSPUjVPNA1xFA3ivzUQ4M9Wl;oqS;3649434989;1;2752062206;7;16564970519306765299;ZOMJ1k2F;1706095049711176203;-4558312282481655957;911386486;6;TfMr;4;8059;15;17792
57;47;546;0;331;TCSALLOU;0;0;654;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;4403052311478408602;ZJ;HR0owOlnfPpmCv5A5GnTBNqsBLe02c6ZYsy2F9GRoCwO78CZL9btXNrGjLHPLTuNkB0Q3A;4bF;4187754424;0;2043547757;7;8736675422082052383;noT1hqy0;1706095049711290884;-2024438370169949223;357076211;4;aHdx;5;27970;165;40926
57;47;546;0;331;TCSALLOU;0;0;655;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;5720535577681147897;ZJ;MLRxcRoTyAjj4iUUGfZQi5Se182yhXLZ0JbJzrQOwSWZYI8NwVpnbp8yLuVUOKFh2Vw13p;dsy;2996878951;1;4176256316;7;3001761042608781089;JUDSLSNG;1706095049711405371;-7542209268351510213;873184920;14;12FA;7;58311;60;40269
57;47;546;0;331;TCSALLOU;0;0;656;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;11674482794902017012;5fW95mWC;1706095049711524134;4428985720806026409;338709066;17;yx61;6;47701;36;60466
57;47;546;0;331;TCSALLOU;0;0;657;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;11511670735128227535;op;Zvgh0HbknVhKNb5TpOLJ4fK0Np3zqNFTeIcnnmSJ9q7v14MbHCK1cTRaJ7BQzvZErou4oY;mAM;3853572414;0;1850639244;7;937822441614107195;v1ed8E5L;1706095049711642974;-2787596143428690022;37149125;17;Mq2I;4;26380;175;38939
57;47;546;0;331;TCSALLOU;0;0;658;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;17106163314545354603;wTxsG9tc;1706095049711772276;-1988227327026223603;687820829;4;ef3p;5;57995;37;37001
57;47;546;0;331;TCSALLOU;0;0;659;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;44956015518759300;pU;Xnia6wK8dJH66zsgcL0jaORXJM0YfKcacdS9mBlrKtiUSMZsQkyTdzcBTXsTQjhD36tmos;7kk;2113077151;1;3084259250;7;11903630838580618129;NNbsI61f;1706095049711894040;856716722725255297;786357755;6;F2ru;4;21204;21;50664
57;47;546;0;331;TCSALLOU;0;0;660;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;17664603872498808320;Kfu8yjxJ;1706095049712016576;-4418786798740120207;225699642;2;0e4B;4;49363;26;39579
57;47;546;0;331;TCSALLOU;0;0;661;;;K2CDWTCSALLOU;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;13777474143730088420;Mkr6n9sd;1706095049712138876;5151792141218035451;762062763;2;Wa3J;6;25832;133;64783
57;47;546;0;331;TCSALLOU;0;0;662;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;12231663240044124879;sRSdcdNk;1706095049712264310;-3794846681765883483;198284442;7;tfIK;4;27646;171;34402
57;47;546;0;331;TCSALLOU;0;0;663;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;8608480177233787394;0W;Tptinu2sxPn8jOBRKYzEq2HFOQ9t0lLE3HBMvYwsRuvekmfSW3KDhCYIHBXCkjFG3o0z7Y;ZyQ;3985526438;1;1377745811;7;16787577743462628083;JEfJxMGr;1706095049712390235;-2245981633308874488;646191940;15;zAoh;4;9385;200;49112
57;47;546;0;331;TCSALLOU;0;0;664;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;2747794012786548291;O1;N6sWonQgg8dwJraFkkov3Sh2XNFZvRpKliCeH7Iz2ZTnM2PGqeecv88RTIXtM6oUeH0avs;Fb3;3866550079;1;953821923;7;5705854654807688061;mOWJd7eH;1706095049712525196;-1081329483528874856;830866530;99;OHBb;7;6348;39;35472
57;47;546;0;331;TCSALLOU;0;0;665;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;2287523803044005273;TTXvnvZI;1706095049712654550;-4542813918392202688;315863755;8;ZpXL;5;38813;36;39380
57;47;546;0;331;TCSALLOU;0;0;666;;;K2CDWTCSALLOU;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;3686675143353976210;P2WyqQi7;1706095049712788119;-5602641628503948053;880078379;2;Bfm0;6;18186;65;46783
57;47;546;0;331;TCSALLOU;0;0;667;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;4571020441035198751;HULXxRuv;1706095049712920640;-8518454186451208193;955011091;14;v0bx;5;22363;103;35323
57;47;546;0;331;TCSALLOU;0;0;668;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;13083183960160375005;sx0uwlqz;1706095049713053930;3822642520719164317;636453490;15;ueTL;6;28084;8;15631
57;47;546;0;331;TCSALLOU;0;0;669;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;187834697604060857;l9EQZ2jT;1706095049713189257;-1427224448068725618;315863755;99;fv4y;1;12563;178;48839
57;47;546;0;331;TCSALLOU;0;0;670;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;2450752115064367358;DRKd4W1m;1706095049713325548;4535319333127774366;32654720;1;DXcn;6;12237;236;1824
57;47;546;0;331;TCSALLOU;0;0;671;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;3871136976767915508;no;OajY2qlWR2HM4F0bMOfPfMkm7mnoIvYqUq1qJAluBmPejFZhD5FXJZ98GN3eDGRjBzL2Vb;uK9;599176339;0;1991586982;7;17239295985584843927;7vRbmGkC;1706095049713463339;1417166675212007743;911319188;99;G3ar;7;18593;19;10488
57;47;546;0;331;TCSALLOU;0;0;672;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;3345529035648899561;lOaVDxbI;1706095049713602080;3114180422407675397;137559582;5;W6Sm;6;27365;22;8611
57;47;546;0;331;TCSALLOU;0;0;673;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;9515101337159919625;Lq;kH7nIyLs9HS9idv5TyE8O2O3MM3Fv943nqIC2BQr86B8tH6Sx2wCn9ZDOsImz9o1oj43P6;U0S;1353536500;1;2729531948;7;17712639980309578951;c7NCSxPR;1706095049713745452;-812733451784114011;47741981;11;ccna;6;52350;95;24823
57;47;546;0;331;TCSALLOU;0;0;674;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;1635047818227518764;yYm9ABXN;1706095049713887003;-8561284555159158517;685651177;10;QZ7A;6;11077;8;28978
57;47;546;0;331;TCSALLOU;0;0;675;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;3613535212221543334;XooOfcZ9;1706095049714029054;-6893741260209990707;457170075;14;wq1A;4;46603;73;58129
