msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eventID;bookIN;bookOUTTime;tradeTime;publicationTime;executionID;symbolIndex;eMM;sequenceTime;tradeUniqueIdentifier
99;89;12023;0;331;2BLKPTOL;0;0;752;1707914901292123648;11250944211735649809;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1323854212775701313;0o;562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69;jLI;1364211919;0;1396619064;7;1707914901292123648;11250944211735649809;9592121584108849013;1706095059935591276;1706095059935593253;1706095059935595208;1706095059935597787;980792268;154123499;99;1706095059935606961;WEhrykmle0iFAeIi
99;89;12023;0;331;2BLKPTOL;0;0;753;1707914901300951552;10401049680178741875;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;11511670735128227535;op;Zvgh0HbknVhKNb5TpOLJ4fK0Np3zqNFTeIcnnmSJ9q7v14MbHCK1cTRaJ7BQzvZErou4oY;mAM;3853572414;0;1850639244;7;1707914901300951552;10401049680178741875;3075348374155621056;1706095059941404967;1706095059941407100;1706095059941409110;1706095059941411786;2289040842;37149125;10;1706095059941420930;EOSbZv29NacOthM7
99;89;12023;0;331;2BLKPTOL;0;0;754;1707914901321525504;15420454769524048531;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707914901321525504;15420454769524048531;16700082238794169665;1706095059956633611;1706095059956635766;1706095059956637857;1706095059956640697;805724125;587146478;99;1706095059956650048;7mvloXCPdn96jdIC
99;89;12023;0;331;2BLKPTOL;0;0;755;1707914901323091712;3936398587004135730;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;1707914901323091712;3936398587004135730;14687651574762899982;1706095059957899746;1706095059957901768;1706095059957903661;1706095059957906323;2661431521;778983872;10;1706095059957915313;KrxqI5TbtCl8rtm8
99;89;12023;0;331;2BLKPTOL;0;0;1083;1707914901591336192;9337789255832414390;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16917003236363965301;Qk;jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4;nlk;235036440;1;1142496033;7;1707914901591336192;9337789255832414390;6524769756838179825;1706095059965033178;1706095059965035254;1706095059965037248;1706095059965039892;36259516;136283212;7;1706095059965049171;V84V9CWrz5SHz44M
99;89;12023;0;331;2BLKPTOL;0;0;1084;1707914901593738752;778583235487206240;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914901593738752;778583235487206240;14885250341987495275;1706095059967048430;1706095059967050577;1706095059967052617;1706095059967055366;1856486132;142043921;9;1706095059967064691;inzHrOog7SCIF9dc
99;89;12023;0;331;2BLKPTOL;1;0;132;1707914901007423488;11739612661960661922;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;11949289693168082599;Gd;SoqQi4Toj76nQz3snTUKak7FT2ieQtMajLsHbuuYrwbDBPXbSEstNIP1aFznKb7E74K3mX;aak;2828450737;1;4144898225;7;1707914901007423488;11739612661960661922;15127170991877733850;1706095059895633499;1706095059895635634;1706095059895637736;1706095059895640411;311335259;407985055;7;1706095059895649637;czoIJzLmrIxd5044
99;89;12023;0;331;2BLKPTOL;1;0;133;1707914901020164096;15906184830927186359;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707914901020164096;15906184830927186359;17521189921090685111;1706095059897407929;1706095059897410027;1706095059897412041;1706095059897414649;971063271;120173096;14;1706095059897424054;LSYtW7Y5rW6qBtvO
99;89;12023;0;331;2BLKPTOL;1;0;134;1707914901025690112;14461076219847785343;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914901025690112;14461076219847785343;14418639413858278348;1706095059898430130;1706095059898432144;1706095059898434147;1706095059898436734;3904835963;710897910;10;1706095059898445777;Qokx5OgXpd9nrXoe
99;89;12023;0;331;2BLKPTOL;1;0;135;1707914901031259136;2086266959497880032;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707914901031259136;2086266959497880032;13051141751869285747;1706095059899602666;1706095059899604640;1706095059899606578;1706095059899609087;1465137700;571771961;1;1706095059899617902;rUQVI16GylUHHQ9R
99;89;12023;0;331;2BLKPTOL;1;0;136;1707914901037354752;17047300713553494930;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;1707914901037354752;17047300713553494930;11602829128137545964;1706095059900930625;1706095059900932836;1706095059900934966;1706095059900937604;2433159392;812571727;9;1706095059900946854;mqftsEEeJOmOFy1c
99;89;12023;0;331;2BLKPTOL;1;0;137;1707914901038935040;12428057425955906567;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;1707914901038935040;12428057425955906567;9578841512491229495;1706095059901336019;1706095059901338028;1706095059901339961;1706095059901342504;1987365932;880524655;10;1706095059901351334;nN8u3I2gL6EFj24y
99;89;12023;0;331;2BLKPTOL;1;0;138;1707914901040521216;16815236502363327836;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914901040521216;16815236502363327836;17503885541870252986;1706095059901756400;1706095059901758454;1706095059901760436;1706095059901762941;1374929628;45567501;11;1706095059901771920;ONecQcP5g35IL41D
99;89;12023;0;331;2BLKPTOL;1;0;139;1707914901046919424;9235624980384570976;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;1707914901046919424;9235624980384570976;16253614738182332944;1706095059903553837;1706095059903555986;1706095059903558028;1706095059903560695;4202753018;762062763;99;1706095059903569858;00d2aKBPQjOZfH0x
99;89;12023;0;331;2BLKPTOL;1;0;140;1707914901064214784;11460451471741526844;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707914901064214784;11460451471741526844;14868226270158424530;1706095059909235139;1706095059909237362;1706095059909239406;1706095059909242120;11196397;243374731;4;1706095059909251532;mBZjKWSm4h3biuqI
99;89;12023;0;331;2BLKPTOL;1;0;141;1707914901073679104;4413139136205133092;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;3412129210960478891;Ir;uQDhWr0he18VTiciaLkmDuPHH2E2IQmlJpF2Utw22SswUcBp3kkHayOL4rVgZuIehcbuGJ;GLc;2818742835;1;4061968911;7;1707914901073679104;4413139136205133092;10937730161399959282;1706095059913098915;1706095059913101113;1706095059913103239;1706095059913105913;3317236621;225511348;10;1706095059913115224;D4oVAvZLsTHNyLLZ
99;89;12023;0;331;2BLKPTOL;1;0;142;1707914901076031488;14765897681905182751;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;1707914901076031488;14765897681905182751;14812130724962963328;1706095059914138746;1706095059914140909;1706095059914142973;1706095059914145676;3784339652;880524655;14;1706095059914155110;ufWFgwS0qTUPAFDY
99;89;12023;0;331;2BLKPTOL;1;0;143;1707914901087053568;3545332775176261543;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;1707914901087053568;3545332775176261543;12957492401246625468;1706095059919349701;1706095059919351688;1706095059919353578;1706095059919356090;1217561033;273371376;4;1706095059919364998;avgjJEpTVvucZA4N
99;89;12023;0;331;2BLKPTOL;1;0;144;1707914901092233216;1015514059856246397;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;1707914901092233216;1015514059856246397;16816744993757096124;1706095059921359145;1706095059921361276;1706095059921363346;1706095059921365984;3132116232;854171136;2;1706095059921375134;7n61GPC24Pol7Rzh
99;89;12023;0;331;2BLKPTOL;1;0;145;1707914901094640640;17486668096870102857;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9607954405898040147;M0;jBvQLfCUaDTDRXO4nr0UuFYqDGnNvjcmsoxwNrf4sMSpOkPfRkA5FixoCGLynGRKvmTgwQ;65k;1518471675;0;3902323836;7;1707914901094640640;17486668096870102857;17010592029454946272;1706095059922601232;1706095059922603293;1706095059922605336;1706095059922607885;4205668824;912775729;6;1706095059922617031;5KbF12MBJ850szZN
99;89;12023;0;331;2BLKPTOL;1;0;146;1707914901096220672;2609801551078537043;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;1707914901096220672;2609801551078537043;14028011955594542777;1706095059923446517;1706095059923448699;1706095059923450818;1706095059923453574;13464409;650176422;2;1706095059923462996;DsVxgMeS0TQ0zzZo
99;89;12023;0;331;2BLKPTOL;1;0;300;1707914901284209664;16055521284293773538;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707914901284209664;16055521284293773538;7087170210231838520;1706095059930670122;1706095059930672175;1706095059930674213;1706095059930676864;202523950;845948744;2;1706095059930686072;Zq09f9Vi57TExVZW
99;89;12023;0;331;2BLKPTOL;1;0;301;1707914901292945152;8221399854466523518;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;1707914901292945152;8221399854466523518;6824796472627189237;1706095059936102201;1706095059936104338;1706095059936106443;1706095059936109221;737004906;273258314;1;1706095059936118529;K1CGVGAN1JV6zSTU
99;89;12023;0;331;2BLKPTOL;1;0;302;1707914901296159488;14156963660242303133;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914901296159488;14156963660242303133;3581150348151813627;1706095059938173700;1706095059938175761;1706095059938177701;1706095059938180355;2082142065;592228969;17;1706095059938189369;u7EYKbnrMfvyxqG6
99;89;12023;0;331;2BLKPTOL;1;0;303;1707914901308108800;4577527742047232200;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914901308108800;4577527742047232200;14348513204968058326;1706095059946453491;1706095059946455533;1706095059946457481;1706095059946460062;2983194063;213949604;17;1706095059946469049;5kN8HdgQGtCfxgI5
99;89;12023;0;331;2BLKPTOL;1;0;304;1707914901312847360;6184148197678105275;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;1707914901312847360;6184148197678105275;5493718433116045420;1706095059949938578;1706095059949940677;1706095059949942658;1706095059949945224;358610915;457170075;99;1706095059949954071;rLdxHQVC7WAVgmz7
99;89;12023;0;331;2BLKPTOL;1;0;305;1707914901316016384;1911919820485927274;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;10043855042185970472;TG;wFtbwzQkklh8EiLbpdaVkPuFWUdtNZtdIQc3KApWQMgLxHqXQbBJ4QHCT2wmPYUNSGy7k8;Qqu;670568094;0;1886547054;7;1707914901316016384;1911919820485927274;4889125881206333769;1706095059952325171;1706095059952327232;1706095059952329198;1706095059952331728;2731273800;586141911;15;1706095059952340485;oGXvW7FxNTSqti64
99;89;12023;0;331;2BLKPTOL;1;0;306;1707914901316809728;1881079381809859825;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1323854212775701313;0o;562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69;jLI;1364211919;0;1396619064;7;1707914901316809728;1881079381809859825;3616582203509211876;1706095059952930740;1706095059952932897;1706095059952934994;1706095059952937749;1156632059;154123499;7;1706095059952947071;t8pPGja4Cdp8e7C7
99;89;12023;0;331;2BLKPTOL;1;0;307;1707914901317582336;2166440896223344758;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914901317582336;2166440896223344758;6150826426614602193;1706095059953541099;1706095059953543206;1706095059953545306;1706095059953547908;3471957853;840406118;5;1706095059953557011;FTcznTULrfG4GHVa
99;89;12023;0;331;2BLKPTOL;1;0;357;1707914901588905216;12019136457561938209;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914901588905216;12019136457561938209;14428288587776519695;1706095059963042269;1706095059963044303;1706095059963046344;1706095059963048981;1373793014;274114089;7;1706095059963058088;lpFOpfEXF48hpsjs
99;89;12023;0;331;2BLKPTOL;1;0;358;1707914901597657344;8966471779473693151;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707914901597657344;8966471779473693151;5368710080522389156;1706095059970478874;1706095059970480958;1706095059970482999;1706095059970485819;3475031250;356770038;1;1706095059970495232;D7JTXadBzq13Fwuh
99;89;12023;0;331;2BLKPTOL;2;0;136;1707914901011407616;12028019134785824585;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914901011407616;12028019134785824585;2090072609687236148;1706095059896099424;1706095059896101519;1706095059896103453;1706095059896106063;2372756001;966477508;10;1706095059896115600;rIxNtBLnZInU7a1o
