msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;countryLabel;countryCode2;countryCode3;batchID
132;122;12215;0;331;MTXCREFD;0;;458;1707914665014249984;12993098469986037144;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665014249984;12993098469986037144;fJvZIKK3Xs2TlodJ3YzPOYvL1dUU6rjV9tRasOY65YNPY071jzta5gGm9sYlYWf4AcB9yEos1emGEyHq1A5UuSHdFYbQrgabkuoj;oB;7FT;1
132;122;12215;0;331;MTXCREFD;0;;459;1707914665015028736;13326336328622739682;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665015028736;13326336328622739682;KJfq5HFw82c0m9VS1OlHIOMMfb5DDnM6fF0yLNxm9rPS5risvsqJMcLXpi8IZea0aES4UAlfhjvf2WMrfDoJU4eSF3XoIqVbhZ9l;WS;gg7;1
132;122;12215;0;331;MTXCREFD;0;;460;1707914665015821312;11417663026138714423;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665015821312;11417663026138714423;GfZc8tYVC9Xjt1nPBbI6Lp5NExld3ODpKpzoc6HjO1kqNuRM0KDFttiMv5SklDE2MLHoM2bne6S0zjWJRGNHFi4W7X0zwzkRqqbZ;Md;BAx;1
132;122;12215;0;331;MTXCREFD;0;;461;1707914665016599040;8708978242647384210;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665016599040;8708978242647384210;dd4SkLWv0hwrCPaOJbYfyF30JJkZQnI6X9KMoyui6Mg8GdO29ndCseLObmWygqnKeHo5yygY6wzbRo3xWHLPVEGV07L1rWLOCJnv;kk;9BP;1
132;122;12215;0;331;MTXCREFD;0;;462;1707914665017377536;33015451476092384;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665017377536;33015451476092384;mVNtAvCTKFpsjWMwv5uNflN42MUF2VjbhJYlRqjmvovvFfKr5MKS4QkPZsSiZDNAXTMuzQ3Hls5opfx5iyYDV9GMLNXyQJXkXjmZ;W9;zCV;1
132;122;12215;0;331;MTXCREFD;0;;463;1707914665018161152;2607577050306545653;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665018161152;2607577050306545653;cFGnEWXFXIz1ZTrPyE9YDEukWbgfOPbVjmaLknWcnV7G0wxHGMCpJH8z9bq7hVaIni04BzgHBCa9QFNmJwci8fX3qvWopojuacGz;2H;qCi;1
132;122;12215;0;331;MTXCREFD;0;;464;1707914665018937088;3283304194462228822;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665018937088;3283304194462228822;tYF9Go9QgztN7RVuDhnlWRTZImdWRnJemE6eM64UOKFTJBR77oGWwmpL78bfGZq3e6pHWb4l7uw4KFQtuaUUdwujWJuLUETzKJxd;Ny;d2H;1
132;122;12215;0;331;MTXCREFD;0;;465;1707914665019718656;645475028663651721;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665019718656;645475028663651721;zVxddPdziIixbmFQ05gVc22Zqtyd7zDJ5T8pHEnantujJesXH7eNdRBtVfToZ9DqmALQwkCKjVQ728DiRtoSsCU97joEXzXXVw8l;XD;FRb;1
132;122;12215;0;331;MTXCREFD;0;;466;1707914665020495360;2407676616284694699;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665020495360;2407676616284694699;QIGHRBVs5U1Dh5oRRiYlp0rtk4NkxriiUsJArCzXk9vmArijBnpeELmCcWWktI77Bkdt2Y5H4EaPzNYsVzysNaPmXjOLzqj6iTxh;IY;v9P;1
132;122;12215;0;331;MTXCREFD;0;;467;1707914665021274880;5907454125844113292;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665021274880;5907454125844113292;1QgsmExozMSvYap1N0rrX3VRW5SKkSA5F8Zl9RHpsbJwKPvjB0YSAFTAHXKIxvskOJGXBZ2MZ01zisdnLpje6TKeyv5EVpEWPugn;da;uGT;1
132;122;12215;0;331;MTXCREFD;0;;468;1707914665022053888;11624801614342193505;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665022053888;11624801614342193505;Vp1O81sYGPiTuevAopf6Q0lpXK6qdLscAAYROeaDm9xfP3uVycS51sGvv7cbaDEm6DO8TiIPIpZBeuJKj5xCSJeEJhfEncBI5Oaw;qD;8UE;1
132;122;12215;0;331;MTXCREFD;0;;469;1707914665022828288;9395050165018185088;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665022828288;9395050165018185088;TK3GsJuNz7rhpqVc7XUDLvr31I8Q2qgSbAhX4mn44rBpaNadDzKSQ2HHQVallnTnm3X0S8aIrACY77B3WNCGS7drxdSXgH1BTDf8;Rn;8kp;1
132;122;12215;0;331;MTXCREFD;0;;470;1707914665023598592;4009765722025293943;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665023598592;4009765722025293943;3LyjulxsZRDraVgzVkEFqcehO80g4FdP3HiOewDUKMmg6uTsoECB4bRg1pKgZJm518GL6xmayCGN25UaReKpiBux9bU1e1oowBKd;1y;7oZ;1
132;122;12215;0;331;MTXCREFD;0;;471;1707914665024370944;12468118962487715581;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665024370944;12468118962487715581;QAjzL6J3sstew31MCbObQy42cKjqV0stQaqV8ngopVqKt4Vtua42IAnsUbqMBFSlrITeupA8sMXQNyKxfKuGsNbbvpBPRvtJo0Fb;Xj;4Ne;1
132;122;12215;0;331;MTXCREFD;0;;472;1707914665025143808;13682285539284088422;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665025143808;13682285539284088422;4A0VKVjJj9UrElTNU9lb0SHmie15Rmft85jng6CgAzhe9QYWvjrHpCJhlKObqyiA62F1AEgS6W9XgyJD5VWCIfC48j0TYvK4CSYD;ZI;Mtw;1
132;122;12215;0;331;MTXCREFD;0;;473;1707914665025919488;2364360034108514243;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665025919488;2364360034108514243;zwyCfJR7FVAK5aJO1Y8NAaEutptX9BJF03FZe6m5je4vn5eXuZEZ4K0taWsUH6D0uIsmUPnATTBSruajctLyBi69OCSOpdfVp4eW;4G;QCk;1
132;122;12215;0;331;MTXCREFD;0;;474;1707914665026698240;11502956378977196781;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665026698240;11502956378977196781;mEaOEd3Z8hrOB4tm9Bmm3xEJ1SjcTXEFAm8RaEGQ1J2dGVsWPQaYvRU0XLuS7ONUQtQlNl8xHascYGEsJjppjMHW1qNrz8uwnP1Q;UL;wXP;1
132;122;12215;0;331;MTXCREFD;0;;475;1707914665027470848;1008297583442459178;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665027470848;1008297583442459178;bhiI75hc1rATR6Lum3wwqYaS1UVIy7bYCZumGPoNkTA1DvczwJa4Pnw7VkUaYljvSjdMPHxF4ZTp4RIFs8SgfYLwkSFgicZ6t8zs;wX;1hK;1
132;122;12215;0;331;MTXCREFD;0;;476;1707914665028247040;2286664037827249723;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665028247040;2286664037827249723;kgcAYnhDTKJ1td5ylKKpNnA8WqQJPNw28HGr2oy90JjXyaJ2foxqQGnzr0hcQp1jEnOM6DrM8eoNqElsK68BBJURJXELOlHuhMRi;o6;WuF;1
132;122;12215;0;331;MTXCREFD;0;;477;1707914665029027584;12452485516380903713;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665029027584;12452485516380903713;BzWa5PYE6SzE5q5xjjxSmBXHV0yakYaRAvFsgSuaUCWaigu74yKLyO6xOsolaROy7KlX0UduxRlwgacccJ9vK71fxoFB7xrtdlGI;hZ;zvG;1
132;122;12215;0;331;MTXCREFD;0;;478;1707914665029797120;12878449232072750014;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665029797120;12878449232072750014;cIZ3FvdsKzuoYJqUpIuVZ1rGWIwZFtkApBCOKpzMeSbtccoGXfLSvd4sfJUc6fbW1tO2Pw6mvOR8tQkoNQfXFo7NTkNii6MmytSD;rw;giZ;1
132;122;12215;0;331;MTXCREFD;0;;479;1707914665030566400;6780347165648605241;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665030566400;6780347165648605241;eSw1dZPgcUP2TnIcLpCHY23TUGc0jJbD81Yablb14Wujm3LVk4sxiA5WaF8b3QaWqxNZygfQyKprZWMwGlOKqddHUTgzzL9UnAAC;Pt;qCk;1
132;122;12215;0;331;MTXCREFD;0;;480;1707914665031342080;1878203857076295058;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665031342080;1878203857076295058;35SPLxsiBiNyt83LZaj3ozGR3DMx5w0DYRLeH5FpLeOfdY8ctfcqCwzjMyZ0Jq1ENAVnxO8jm7NmMjLYJcgJt6Yfp9qBEVqd6zyC;r3;LCG;1
132;122;12215;0;331;MTXCREFD;0;;481;1707914665032115968;17969373560241729757;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665032115968;17969373560241729757;SglDb2zxDUYzsmzXYlS5wRKGfBmXWW6v1RpxgzVxD8TVwAmKdB39wKhoubMrGvI7TvCR4F2Sgm4sRwU5VS1bCQcfTe4aeKtUzsKF;qn;Wjp;1
132;122;12215;0;331;MTXCREFD;0;;482;1707914665032890880;1259372443249840504;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665032890880;1259372443249840504;xQ2jKmAXGp84F2dq8ITOL51YZSwbPLjdOV5x1nHQ77pGdLGI9hK0mjzTQipMj6nJnKgNxWrMQfPKWM5WksoMUDbobLhhxt1dR628;75;wjR;1
132;122;12215;0;331;MTXCREFD;0;;483;1707914665033667072;6781794885599367351;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665033667072;6781794885599367351;In0xIBzx4Xc83v81owFdWvuioQDMsZVop9KxJdZeQboBWpeQy8Lde7eGqKjPc5xfwb7wn1KgHiuuV6Uwj6hHkbfNAds9e4ayp1y6;MV;pdu;1
132;122;12215;0;331;MTXCREFD;0;;484;1707914665034432256;16884420756196449448;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665034432256;16884420756196449448;AeHGJhB1dBbgCBBLjH4ilSC9PoCmnSX3JHOGNUWRpgOEBXWLkviuA689aDFKunsF5LpakKWUsVOj3lpQ8lSeffql0KOw8l4n7VUx;ux;lRG;1
132;122;12215;0;331;MTXCREFD;0;;485;1707914665035206400;11885659051634980086;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665035206400;11885659051634980086;3lNu1nN5CN3ubhrZszxQCa63Z7a5bBpLOFHV5EoWfsVSREaprltQncqx4TyZ7493czSYYGm49U9STLd6KF0TqjrDpr8YpwV4PCqf;pP;lf3;1
132;122;12215;0;331;MTXCREFD;0;;486;1707914665035982592;8414236660873270016;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665035982592;8414236660873270016;kOSarSPBkh1Z1JWVdmtDL60WqjzyBt7OUOzwSus4b5kIHTcLvpDk0svfbYnhoxxbNbeNkVXDXJ9sZzO0yICocVDV38VGnVnLvwoC;QT;hkj;1
132;122;12215;0;331;MTXCREFD;0;;487;1707914665036760320;12279896761885076910;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665036760320;12279896761885076910;PGnXi6470gEI2isCi8tlSvIz9JtXyBwG80jRzURsBIFe1Hm7uLLwDvzLBbObdyUayaLT3hdKtUPxinZvw5sTXrnmUMceTKASTXZX;y8;nk2;1
132;122;12215;0;331;MTXCREFD;0;;488;1707914665037531648;11755380434062337831;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665037531648;11755380434062337831;Qrn74G3UZbpdtfy7La7ghrl837b4HemXJ1QEzZVcGEA3uzp99QKbT5lO1S62gydq2b6eYqWZyXSq57jeAUPVanNl7R7JQfcfy6zJ;Y9;B3a;1
132;122;12215;0;331;MTXCREFD;0;;489;1707914665038299392;6636162883082581142;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665038299392;6636162883082581142;DaQ6mRfRhVuOkb2R12e2RfiGO2gCx5dvpBdqaLYTMqrCnbBMNGiI42QyMOI24FDvWROgoNnIjxc1ePFxR6sp9kmNf31b3rQ04yMp;gf;DSx;1
132;122;12215;0;331;MTXCREFD;0;;490;1707914665039074048;15279421019104813524;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665039074048;15279421019104813524;fMR6etyKCHeAfrUCuLDtiwbd2O0sVASsVdndVhaE1gSnqNkeR5hLH18WzR3ANP9oCIh8KTKPt1a8n8ChvL3tBPTyANDulOLQgS06;iv;X5F;1
132;122;12215;0;331;MTXCREFD;0;;491;1707914665039846656;500888967073006979;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665039846656;500888967073006979;l3vZvzzwkQpbPJgHdlY7YlpDGTv65X049SvBWmY38xylaFL5erzXI1k4I5V4JNcng7E6sjTaKyPBde6NcS8PuxTUgY0vpH4ykgP2;dt;406;1
132;122;12215;0;331;MTXCREFD;0;;492;1707914665040610560;2180111601497876890;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665040610560;2180111601497876890;cDMMpTsKWIWHTFMmaSsI2grhRSEba2g8itshiASFfHwoZpqO2fkfaOBUEN1mrtfSZmw6tqOUt6WyqTRk3NqXblpEWvploxFYY3Dw;jr;508;1
132;122;12215;0;331;MTXCREFD;0;;493;1707914665041382400;5987977002740249964;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665041382400;5987977002740249964;t4WeAsgU4wqJp4w6fAW12kO2XhUQeA91DzQMyiJkjtOwWwrVv1kD0h4MDlSx8L2F09PB7nr1hSNyiGHFWH57OfOoXuCfwN3nyJ6M;eG;jm0;1
132;122;12215;0;331;MTXCREFD;0;;494;1707914665042151168;4549138295136988171;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665042151168;4549138295136988171;C0TCTJjQjQP75neswXKbrljKsXFDosQ0gHTJ1jT36fzmD47BWupY9VW3gmwPH2cHakJlA9Jf90KBkh5ya6QuBIF7uepxzvwc0r9S;LJ;tg4;1
132;122;12215;0;331;MTXCREFD;0;;495;1707914665042934016;14052045794626372026;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665042934016;14052045794626372026;V687xUVoT9W7Uu2MOcFUP4uqyFTgYRKroy3s32UG5f7sUkQPfTCHjyvBufiASBbu9D968SVLLkQGCUhrf2ztbOCROdsvKQpPazqV;U8;Frr;1
132;122;12215;0;331;MTXCREFD;0;;496;1707914665043709440;2152409418445706705;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665043709440;2152409418445706705;8JK9hToCD2w4ReBYqpWkmJZud14Xk0qgWIl29l70p6ZfbAktXYBrz7VjCaTu0eqa9HaDDuHyoLZCl9uCAvZKVgXkCpDjDErLzCGZ;En;f4U;1
132;122;12215;0;331;MTXCREFD;0;;497;1707914665044478464;5746780401618030518;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665044478464;5746780401618030518;5lPdJJEQrYiz0e9hlvcQzfcMJQOthI93XhrBX1Pl75S6TNWcA7MVZjNlHRKOcqFWSaBn6vqSNNunKbiqTjQGtyvTxGHvmE4tpngT;p1;XDM;1
132;122;12215;0;331;MTXCREFD;0;;498;1707914665045250816;12571803807982447206;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665045250816;12571803807982447206;r1KSLzq76JjufPOnpdayIevADOXBWAluymNDBT8KbImjplqwpnHHWcFOAvCasZD1ydgoIjR3XVkuJTRBiAL5ohhZRCMzfu6f4l1a;9F;Jde;1
132;122;12215;0;331;MTXCREFD;0;;499;1707914665046027008;12310208159291841726;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665046027008;12310208159291841726;GVqOkAl2jb5rE6GCOej4UHXzSdYVyzuFYbqYjTyTJuhxN1WJk5DjhI2AIUb5MY9Kxln7mZilxKtD3MlzJ0D3BYXOAVodlcmFFJsK;9h;ZFR;1
132;122;12215;0;331;MTXCREFD;0;;500;1707914665046801408;1437910041004379079;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665046801408;1437910041004379079;Esrf3Xucgr8tQ0WIql7SjG9dyX7IeVNS9tSGMDEOxJYC4tfQGyCZZZfMrvemBmwDEUQtogxtErqiCNi7SQGgPYGplRg8anjhKnzM;n6;S31;1
132;122;12215;0;331;MTXCREFD;0;;501;1707914665047578368;13613703245070862094;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665047578368;13613703245070862094;UjwqyMD83W7tkI0SunGfMv9blEiYdKtWaPyJ6GgfOFofUZQUTITmXjZNYJJgekBh5Ok30Pj8zOhNsdwI6596ZQug9NPFVYB1khIe;WZ;vLF;1
132;122;12215;0;331;MTXCREFD;0;;502;1707914665048359936;18220352052018941015;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665048359936;18220352052018941015;hPbSByy9BwydXn7NwZfrfhWYKom69MHQTpjPZg5zrgQJw3liN2oubikiTidmJnoZiP4zwOBLi9yexYeT3uGZqQo4y7gDzBJwc4b9;Wa;quA;1
132;122;12215;0;331;MTXCREFD;0;;503;1707914665049137920;16308825475256413488;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665049137920;16308825475256413488;CRt2YkkhANnC72GSpDieeT29mHL8oGFap3fQT4ldbOXRPUitoJ7pCK4TJSj7cH94kt9943G4WWpDCqPALTmIgzlGRgqPOXme78Yy;zs;1Za;1
132;122;12215;0;331;MTXCREFD;0;;504;1707914665049914112;15862516650914762664;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665049914112;15862516650914762664;rcIKzSczVx3riqEjOyUkfEC4Wd0LS8O7HASIw2gwX1pVZ5ECKUnz2CXtTDB9rO2p4zByTic5GcKAXWdzXKW9aN2GGHDtcRUS80Fp;nR;mii;1
132;122;12215;0;331;MTXCREFD;0;;505;1707914665050698496;12806902829229623618;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665050698496;12806902829229623618;FgYlHyQzazgOV688f42HOB7O8Zj3bEcapo0NhKXUrHN2Z2kbUvqfSQD8jOrc7BX2ktRtZyARR5OgQ4CtgOFFM6y4rD2ZkMg5gccp;OB;NcR;1
132;122;12215;0;331;MTXCREFD;0;;506;1707914665051475712;1621788402785065863;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665051475712;1621788402785065863;h1pjULxZZXRd4qZh3n1MB78xmRS5LFzmCtoFC4GShL6yJ9bAMuN3XxP8KDPr5ZGwIAdlqkKhs7cQYMEBuHtV1ShvoaZIwdK3VDsO;ie;Uhq;1
132;122;12215;0;331;MTXCREFD;0;;507;1707914665052258048;6635563644651237639;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665052258048;6635563644651237639;p2dGMlvgz4JKNeu1R5yFClQJKVJvfjnyuVzWtknvRJY8Heq7MZJWJG2Lz1r1nP6GKp0KhqLFac0nDMp8ULT3bmibRmXLjenI5Puj;1Y;E4s;1
132;122;12215;0;331;MTXCREFD;0;;508;1707914665053040640;8438469980029626709;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665053040640;8438469980029626709;SA1XYyJPqVoeaUVeT3CsChbHdix7oUMn3zoPEruQbhQ8IMPE2jVh0mw5HWgNt2v4492ODsE2c53MjItSKVfMPfNOLsV4arAyRlvm;As;ByU;1
132;122;12215;0;331;MTXCREFD;0;;509;1707914665053816064;9569522734523007920;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665053816064;9569522734523007920;JzxDhDHmjWfTXRLDbI4YwUxWcKgOaVEBZgYbP74n3uyBZStmObEZRZvsZvE6OjMbNtdKYTd0TlpljX1yoI1VWAwk2UzTuuq7L23R;X3;LCb;1
132;122;12215;0;331;MTXCREFD;0;;510;1707914665054583296;16564735166985541001;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665054583296;16564735166985541001;uB6PpaiTK0WYP10JfADYd3EIZ4geR8vB9alGdQSKGxStuW2jPK82ZOyXRwqo9hx32LnXuq5zUYQtWRim69BO8BUrjOCXnRyR67ad;9R;G39;1
132;122;12215;0;331;MTXCREFD;0;;511;1707914665055359744;12630051209749964662;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665055359744;12630051209749964662;XYRjFsevm4clrIEfM7VDVVyZGncRrW5OpHnWKJivgYN7EFKnIySjWylyQpllpOO6jNFhaD2dBwTRjqIR6dX8HmZoHuLwdCx0Tfls;6w;0XB;1
132;122;12215;0;331;MTXCREFD;0;;512;1707914665056127744;12467346611526811961;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665056127744;12467346611526811961;HH27ReOgCxMRiFvLEuE9sKP3GQY3PH2H8E7nnIXsXLFD5xVfHYIX0v43vBXRhyehGiu2ou2llB5dnkUGTKBiNiEhazFoJNMppIPE;3J;9E8;1
132;122;12215;0;331;MTXCREFD;0;;513;1707914665056905472;10742939998747704154;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665056905472;10742939998747704154;sXeigUHEjoltTsoL4I2LoZBF1OGs5WCYartVjT3Z4qKHRsMDujtHaT0JKtVjfUulhZIH6DLgMLMCSbZKpQR9YrAV2lKe7Sfewvir;al;tXP;1
132;122;12215;0;331;MTXCREFD;0;;514;1707914665057682432;8955324649564100854;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665057682432;8955324649564100854;ftp3nbZJSDaQfczkPqeCWeqKVsh5nK9pp8z6q2lh9RcTynHPBSUu7QarC15EObCcq61BDEpfYpXkO8858WiyKRcVsO3iGSWlW5Ef;JJ;9CC;1
132;122;12215;0;331;MTXCREFD;0;;515;1707914665058457600;4257367195060518274;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665058457600;4257367195060518274;LNogfNceUXy7o02BIYKDrgpDio03d2RABfnF4460rdOLpQIYhxNAiFSUZSVK858dNPRc8jnMdTr1sfATmU9Eklzf4WfuTq1Yu0E9;nO;cQY;1
132;122;12215;0;331;MTXCREFD;0;;516;1707914665059230464;13760822633161819095;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665059230464;13760822633161819095;kBRSYqdYP84JvNSAk2iRvwkDEUt1Syuw6tGC0DaEdqXssKTqKCGiu6Y7lVl6QF6EQSvxzIaBhZODFXf0gZBWxiuoyzHUuy5C8qNK;wR;jpD;1
132;122;12215;0;331;MTXCREFD;0;;517;1707914665060006656;6308978289370379738;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665060006656;6308978289370379738;1LlRBQpGZ5w6liCPdR1ynzwLrBqmNWNtLKBg3yV3tqHzAT1JGYyTZZmSLwAS7akpIHLguHTGHzD93zFPygbZJDsiJqvDLS0OEakh;Fy;qsa;1
