msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;marketingProductNameID;marketingProductNameLabel;productSubtypeEnglishLabel;instrumentTypeID;instrumentTypeLabel;instrumentSubtypeID;instrumentSubtypeLabel;aCEPIType;aCEPIClass;callPutIndicator;bullBearIndicator
253;243;12249;0;331;MTXCREFD;0;;3658;1707914804011689472;16427590940580030964;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804011689472;16427590940580030964;1;701097778;FbmAY6NV80rDYR4POilgEdcKTB3ISvZnGyfFrGy7;qAzHgBNUnHsYnWyDdLwVIkACcUnI6FPeYYqb5OfUIFCiZOJmsuEHmChyhvO6JBAJsOGxEB;2867942457;Q16MKPz3eLzRpJvRLV400NN5V4uBDJMDkx23nXZ89h7XYHnjaC;3875710454;7JBE1oAcaokslDeE3wvBR1M9FxFqI486BH6tUAtDeBfJGodPeb;4;1;57;38
253;243;12249;0;331;MTXCREFD;0;;3659;1707914804012478720;17753724037848650027;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804012478720;17753724037848650027;1;3171599419;9HnaPhJkbD8TT4G5DKGhq3nwCnbq2FZLnOahRqaZ;Cisf0mzHJbxVkeYJ7qzrAKE53iXiCt6AxMs8iI2B00LAICSkMN15CkNdXntYXhyA7oY56S;1138300599;58L8bSys57G6ZtMJKnMZa2IngXuADBVHqRLiL3W82fZqx5oJ0c;1253453214;Mzu8ixwoh0fvubZ3wvHCervAPzhQdz4nON1aGTbbHmQlhkMYHc;15;3;182;90
253;243;12249;0;331;MTXCREFD;0;;3660;1707914804013265920;14010608558706305682;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804013265920;14010608558706305682;1;2499987035;cCVVuuXVJZF4eJK8RQHV9zehUY7j5MvLi8CvFyS0;AF0nlZYmtEcYyC2mc1cUWokD5QpDoezwTls0c1lDIwflMTZUFfPeDVCJlYYHh1RmyGhyO8;2492592963;i0CJNoeXmfKkMcgHki67Jhkf31h5NlQWXVN7vnHrkTQYaRlsUM;4210986213;VqcDnC4A3nEqA5BsY8JJsdr56UgL9UKUUKp14oFgyp6DyNTX8l;16;4;144;235
253;243;12249;0;331;MTXCREFD;0;;3661;1707914804014057472;6853791117386784147;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804014057472;6853791117386784147;1;2748862463;CS7Ff7yFtQGgA99Ll04HBCQ8hO1gEGyOTSlfgIYG;5UhjjoV2KZJtAGKWQHR6RebCDvflIVtnYHfomIj1MGIof8eR8ut9xiUcMeko1TBmJPpWG6;3009339970;DQZI2TEIoJx1CdJ5f5qf1Ryh4P6b5qK6SEfzKgq7xLQ9IZVrak;2208879011;6MeFCbOWfyIALPxxi2jdXz3mKOESO5K0gxIu0SPMmZqkavfCpc;12;2;65;89
253;243;12249;0;331;MTXCREFD;0;;3662;1707914804014846464;12204693432085686752;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804014846464;12204693432085686752;1;819488669;qI9JUOIxrkQ2XZdr7HnWcJM1itUP4812TmgHQcVr;xcfCV94lfpmirjLHqjrSWnE7JMThLnf5suamXVfi464s7GqRtH3MA3NhqU3XaVNg30S0CX;2914067192;bzLSm2D6zLmFEAEzY0mKtK0O7AwjPLRl0V6UZjDNyd4vnxPm1t;2202351377;aMhiIyonU37MOMiPcgHzuOxhWHbzfwp0m57Bq0YoPatkvDmjJ9;17;4;26;66
253;243;12249;0;331;MTXCREFD;0;;3663;1707914804015628288;13710563077133236289;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804015628288;13710563077133236289;1;712180944;2II0RvCDzsxs4h5HoqcxnvfxKpnF0QHHlJgej64q;k1BXsswgZ7HfMrKwjhuSEiMnIwE7mg6iaZyFCqOVrEtOL9EpqWutdbvqzQMDFquJWSmpbR;4066665399;hZjnj3aHUfBl741LArg8XOkAi97qSKQtBEzB1jFFXoyHC7aAd3;1861918072;NrdwTGjJKnP2MxKYMA0tP4LQEk9hihbS5wOiGHKocm1gTxJh63;6;3;87;17
253;243;12249;0;331;MTXCREFD;0;;3664;1707914804016410368;3902199486355222832;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804016410368;3902199486355222832;1;136935529;hQvQw6AHouhtFdVUz3Ook6rWVQ9cDO4zrio5PD0Q;64r4i91UJC2YluNFtfw3tewOGrjBDzCA8HaidLePEoQQK3Kw3czVCdSUdluyCpqO1iAZPi;98368586;h11xEa96Hcu1uapmfSZLpmCI2PJ9iZJaykNZ0YwBIdyzN2Bv5Y;2987210156;ABwafKPxvDN9G4z7EjNz4Ql4GlU8uOSDl5kf4Sbaq8Xg4lUNAl;1;2;79;191
253;243;12249;0;331;MTXCREFD;0;;3665;1707914804017200640;12533580190886601477;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804017200640;12533580190886601477;1;2869640337;SsKOAZCWW0n53s5buNSnLoAH2czXvP6Dcb3aMBVs;jsNuWWwRZV9vRVbbQnrL9lPsUdqIxILAcUPVwYpuTTlnOZtNDbIte7hge1RwnlM3UaGelZ;1737033447;kfFykZ7ORQ7BAjreE3UIOZX90Es477wJOjrKJ5eT4gCWR8EpIO;3754333074;RH3tIIRrEONV79ov0xHSv9BE3o8mmlP5N20iWIVNMKYK1ddf3Z;10;2;153;250
253;243;12249;0;331;MTXCREFD;0;;3666;1707914804017992960;10647679155248361748;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804017992960;10647679155248361748;1;2781822884;i5xxYCG1GQ1RF0znrEl2rs3zOdt2BYR2r7QVLU9b;6PwQjMdT0fBkz8zbRHknFfMrClLoLVdUIQYV7yuyFUFTWCh4YT1VJD7DEk31t8HKVXV1PY;3844778304;30zaoj2fA5BpZytKICfl2F0ShUA9T1K51DRibrjM51tcCcXeNP;332680528;j2HYczkgF4WMq61VZkgxz7wQJoyEHP48fl8wtq4bKxg6ihsvHV;3;5;78;63
253;243;12249;0;331;MTXCREFD;0;;3667;1707914804018788352;11558484381901484707;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804018788352;11558484381901484707;1;2582169124;l4pHsmrYMXgZvxDZRrY8Tgq8JGjXm1Pe38sax6gk;rhxzYxGJBqMx33Tx4YENuBTlOOqy5u7FG8yUlcliEnpWqVS06Spu54IK6Ml60UKFQYmqpB;3742576981;kNQlssgV6bwvqeeibVuD2mHZ4vgaiYijCuEP6uqIGzWkEEGrAN;2253787720;Ty0t5k2xFzC9g69ZjkpMuSckCbwMhKdBQMf7lJWEzU7ftPqZEG;2;3;186;90
253;243;12249;0;331;MTXCREFD;0;;3668;1707914804019562752;3236726237693021452;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804019562752;3236726237693021452;1;2715394093;y7156luYuwAPaFVXQAQCWtMO5ktq6IYoMs5CkPSn;nRr053ygbTQLhPw4mZUIgak8knFSUCBAuHQv0YTm6MnGOFwHBTlccsbkRkQMZe2TrN2u7v;3561575590;UWJr6NtyDx7p6gS6awPgE0Z9F6QFyJQPiae7sodaJt2CQTSsWh;2552702265;TIVNfEgq86BPY6rfABJaKCVi9YfkoRZBToUo54ZzFUzMET3Zew;9;4;145;58
253;243;12249;0;331;MTXCREFD;0;;3669;1707914804020344832;12642620863053851251;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804020344832;12642620863053851251;1;3451987513;KWnSjHGDpJ9RVZZ5ujUR98ZiwEejqGGKOOKEBjBx;rm6lWso9yAUoatmNKbN9ZRxkMH6NJrANMANycOgjSZdCQXyHwMh2dhBOWsziXj31I9R48v;636726176;ud3uhWavRQdYYnwONW2EICF0R4XCNiHMZNA8L2Xd8qx2pKX9XV;2114014694;cnwn8wZAsgSlM6d8HDs46ak0njS4OmTmPMvlsR8ISkIJArGPMk;13;4;129;191
253;243;12249;0;331;MTXCREFD;0;;3670;1707914804021122560;5920161736571774448;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804021122560;5920161736571774448;1;2311145989;MOAVfyqO9GReRDO1AFIT2sbBl8Vt7v7xvwjFuRYC;89afFVqqHz5blXkQRI8Q8PTQG4dPwa6hSxIpiiGfC3sgR4e0ZOyN1AcUN2IWakpMyVTSbw;3205869737;kLaVylXkoBAjcWZCQ2VuW6yB4lYs02lXAu2j10sCZTfty1CFOB;1542163850;s7mj9cbBL7PeMkryQvLnsKyb7Np2RQeFSSOzIVLasP1P2f6Dpt;19;3;226;225
253;243;12249;0;331;MTXCREFD;0;;3671;1707914804021903104;16033287554952138225;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804021903104;16033287554952138225;1;4165432955;I14B9wb3I6Ae8p3hLisfh1o8cVqARrgE8IFgAIu5;N6Dgb28drUyCSbZZhBhhyTAYBQbnz26wl1deYTskzGGjWLYqV4DyMyuJfBm5FXyGvep5Gy;407441873;GEhZ0IH1fq1JjBAibW7qxSxmjfJvVk0sEYqFqKOsJcsWJ6B7Dy;580845802;HKho5CxrtYNfe21WEa2bvVAhpcrwLLmQaoKWo55Sfb5vSe4vEj;17;1;60;115
253;243;12249;0;331;MTXCREFD;0;;3672;1707914804022675200;17379245121380011108;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804022675200;17379245121380011108;1;294046420;fUmf4SOhKpzsSIuo6scVJmUM7itidZ3UTXBXYWkB;FFbwiGyzpdvnHFAB6fFlnoMGUhtMadhVcwHjcQEZM2UgrqMFUb3lCQAqBkIZ56O9q6YdQZ;4289967302;wBl2RqbW6yiMraf3siA1YhjHI9ONUdpEglgzbHTLT9RxYEUp8G;4246228796;f4Tm7QgHkrSViSrQaHsn7vLipZHo1SMJV9C5S8XETDyJlEqcsK;7;2;103;66
253;243;12249;0;331;MTXCREFD;0;;3673;1707914804023464192;8525360160301210890;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804023464192;8525360160301210890;1;486779413;ARILGyrOkUsInSff9N4GgEd3ny9bz2oJMJ8RXpnH;MBEqKpSa5M9fGT7Qh79tpr9uYYGBpPYSVe9xRxvKbVYKLIFSTRaZFCY1lnxtfogOLkR0iT;3042020900;aMy6gJpXWY81kAmn7UBb67KX8wnVkRzSS10yvjRnbCQOFqVSeW;510613926;z8nAfuwRSfgurl9QcKrSw2RieC9axtzEPPTKS3peOm3KMonEo3;4;1;57;168
253;243;12249;0;331;MTXCREFD;0;;3674;1707914804024247296;11793848104625159068;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804024247296;11793848104625159068;1;2110801014;djQi5Z1SnZy0LQa7Z7IWbt2T642jZrTSOWk6Kgwy;UVITcS3VjwBbTUSqC9FNp79t0M0SfXq27rvHY7RlY3U07aSbUspGAaQVo1qoeJnH30ACxg;3045074475;XSZVz5oTzpKcQsiiCbQ1z6zE4aFcALEhSmPICLxrNtDmtapR65;2557833030;ZhvGKluB97Lx911lCBQMvefq4sy96MGC90TrNKVwKBW6quGHGL;12;4;45;28
253;243;12249;0;331;MTXCREFD;0;;3675;1707914804025032960;18380524564473717423;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804025032960;18380524564473717423;1;2700028781;BN1NiEuM0957PMFl9Pwue3u4caOkwCRiz4edBvHE;MJywmBQyjMmYwiFylGdJrpHOpg19jLcxjshWtfRK6CUgvABUn3pvgOUaCq9zI6lZ567IG2;2146182187;Qod2XMqFrru5zCVxMbVZ2OEmp0gseUDsgqvtJPxAy0uoNKuCFM;2897417733;teB7nwYn0FKZqdn3xFT2JQgNJx8M5SxcMniAekyMueB2C8mTlq;14;1;28;13
253;243;12249;0;331;MTXCREFD;0;;3676;1707914804025813760;7999766078478354966;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804025813760;7999766078478354966;1;1451184051;qXefibf75sWHEg99ZXUqw0DDSvp6QwrTVqKsITGq;uy8z59xFzIXvFeQmPZeZgGqycueg3OinTxBukX5CF7wTOnfCJUnVOpmRDbkinuGVBXf5FU;3563610692;CDmH44CC8sxPWyBymdWbBP50TJvGoaCu5l5DmvFbm0sSUATDjj;2747854876;rb1DAqvAryM181KwBV4vqX0qUnL8TzYJwA793L34p3XVdPllLG;3;3;225;182
253;243;12249;0;331;MTXCREFD;0;;3677;1707914804026599424;11651294990501067822;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804026599424;11651294990501067822;1;1097471827;RXrGpJKkS2fNMmnAe1CzJ9U5XEqz6EuYecdo1IkD;q6U6VxwTUvZbOdacmDWTtS0kyzxuLmuhrwp3mAkzSNUSW6Jwol5hr2neqfXx4YRKaj4hRd;1984552984;uxMm8eNiDLH2VlGVQ1bVIbXikVGGWhHzCMrtcwcpUuyON4HTGm;3910062148;5F5oZt86UGFGO5JkN5nx6kSI2pZAGmiKRkAksQETm543AyDaqP;3;3;136;163
253;243;12249;0;331;MTXCREFD;0;;3678;1707914804027380736;17806027562822388453;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804027380736;17806027562822388453;1;633905016;gSjdxkyZQ8hdZutANFVWRSUoEiuhe8u54wuxpat3;nwrUTcpXIfSZHMVR9EgEEcjbicz7AsqeD2gVXolElhe2AJmeOPWDR9nm4nzdFluLpYJ9US;3889281099;qSgALbZWlPEg5Bbd1od26XiQLB1NfbDyg9eBYKHU7pzwxebQlN;87265;uM0yk9GvWkWQecqTMrY4uJQwiemSVRO9oQeSfeHywmrjpAFwba;8;1;165;46
253;243;12249;0;331;MTXCREFD;0;;3679;1707914804028170496;16285870633939844440;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804028170496;16285870633939844440;1;474849716;Ms06BNm4BEmDC4O20wAOgHZ9Qupj8kUZE3Sdycow;1LRN5qEA7xa7DZBoGQVI44j780Oz5GGUINjvDYdW0FFuhnblbnOsgj8WIUmSIEfn0NcVDs;2797110279;HMIsVMDEf7fQFWpLL1SoqvI8PxE4fnYUvHTOSuADBkDd3CjipW;2762224953;bSrE1BPtILN9tS0h0LSmvuOVWQaO5tMPShDVk0slQ7zI0Db3Dz;15;1;201;117
253;243;12249;0;331;MTXCREFD;0;;3680;1707914804028965632;4279049685012746012;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804028965632;4279049685012746012;1;1185556013;xKnVubs7laWmfyFIkSo8md9YiwToAOFUJca683jX;Vz7bYxWuEzQMftgOkYiXslRLgcvk6cRALMByshMuav4oFCvjApLktG4ZXKdaHov7SHFwlM;2552434736;8hKI1s24h11dGHZIytBvBV5ZJ6M3tNKooJo5ju8hzHaXM4MBam;3979936733;zwOG1Jd6JpcuR6ecwuDtaJ9IXyXadGMNHfU7nMzjgQI4ZnY6dW;18;2;176;52
253;243;12249;0;331;MTXCREFD;0;;3681;1707914804029745664;9759405942675890742;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804029745664;9759405942675890742;1;658151167;KD1qTTj5rn78soXR385qZlHiIuK0c64gloxCkjVP;SMxTkj5qEhMuvSws6y9QukBkXToWzS6bcZcHNc7LRTTh8ohTgutPCUA0Hl1abNvlPCqKTF;2384457444;BCWALcdtrDvxQUCE5wKhwCaPf91pb0AtbBJK3dXocNUkUOOVSv;2837391678;i9wxBZyUCgYhuXbmgmoW10ePJiwNiBiV7Q787xFhaY2gRoN2pY;14;4;174;216
253;243;12249;0;331;MTXCREFD;0;;3682;1707914804030525952;7776416311755811404;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804030525952;7776416311755811404;1;1526892289;X5ykw63DkKeNrLkcbnolv4PhltCHFzh8pmtglToI;8kF1jScpYICjydIatEmDfZQyekGYlYdGwK9qPOGqbmLP3za8beWOI3Z61ux5hMJP7YvopX;1674677572;D4D6sw3L614sIPkPqX32CFslyEy2CAo9BvdeNiO7af0PDKeFKF;2248540845;5Vkhb1Fgz5p2znyEDrYyVF6C2QqTOZ5eVswJz626ywZDkfGDpD;8;5;137;123
253;243;12249;0;331;MTXCREFD;0;;3683;1707914804031312896;14993896197983412293;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804031312896;14993896197983412293;1;2984607588;RyJMt5sSWWxO3OgK22LKd1VmL3Pz8QtQc3OFREVp;wl9BtgFcCcqTzp2U4BbQuxaYjLVUCtiICCZOilWQlP9bCaUySqEbBuSILsBMj7QeVhve9u;1753814831;yjjgF4PRNZCf6tLCn9bUJ6afQVjGrSsOb8db8KTdQsuaGkxywF;2941790510;tKs20Ci67LGCYwDMfl1FHjbRpgBfA0X0p5QDLULHagl15w1K5W;18;4;75;55
253;243;12249;0;331;MTXCREFD;0;;3684;1707914804032099840;14495660586773831214;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804032099840;14495660586773831214;1;62417626;8EprN6gAHfN2zMRrHFjZMkfKJXT7Mc64FRAFJVgq;CHUZAKYiEceZDqteqYKfbRe6bgvgSue3t68Yp6eJw3Z3YtelifDsoKHLOki64HFBvas7N0;3100099549;R3pp04UuLSDVuBPNf6RmfcbjvrpMemX1AlJ8SGs7K3A8qH6sLB;3924165780;Mhyj72vjfxJ4y8Fr5vjHqBwZTKOZXc1mWPn92hYE3ErlMd9H14;3;1;34;29
253;243;12249;0;331;MTXCREFD;0;;3685;1707914804032882176;18011478263509894440;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804032882176;18011478263509894440;1;1357367543;UZfBpRfoP7gtPsrGEdg1MucDH9zXQegAq0gSbkqC;0u1n3BDq8T2fBiBozUNrma44Ipl25griFb4TrrJUCQIK0cQhpC99sKR1byA2QBjvyXURoN;2098484999;nXLsYx6y9Rer82bb1Xu6Fmw2Cs5zMTI6dmo2tFL95Np8Skzi9c;1313802555;AFVMejbyOAoUBHoZUKGGcAzf7qCRFY1JExYChoQnyli6l4C3ZO;19;5;21;
253;243;12249;0;331;MTXCREFD;0;;3686;1707914804033648640;8042315468382009411;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804033648640;8042315468382009411;1;475090937;X4Ke6F7p1cyL1Cy6lf1PxEgyhWzlXU1mtKxWtvV2;i6hP1rpIP380fClAzigkcwNzyagornCMuBM2t7kaF1WUjbkooXDrOLpEOXBdohiCR7digN;4193941211;IzwJKXCUPFOjpQMKYH14t2vbAYa7EyHLH5x48YmqacPTq8CdEa;1985632571;Arbq1eLINbDiqO4XYP3RCB9C6Hw5NiBtsckOVQSa0NkHBTjq7R;11;4;37;92
253;243;12249;0;331;MTXCREFD;0;;3687;1707914804034426624;857172017976644889;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804034426624;857172017976644889;1;1241951824;63zPGUen0ohtedOBbEUfM69kmpuaGpKDlW27u1R9;xTJj6eDaoxZILWhy2Vrc98nFlLIvqz0ibwNJI9VfUA7Vu3qWp4HCNJpXW0JFXMxMwqdyZN;3336721710;Agv6xrbiNwN6fDjX3wuVzHzdUhM7TIWgRaQsTTAWICUoCAZeWu;267464253;8qwJ19p3mBXEInEfp8IzQT3QW8LRQ1QbOd1SFOj2dE1FxH5DiE;16;3;115;38
253;243;12249;0;331;MTXCREFD;0;;3688;1707914804035214080;18062939119167266277;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804035214080;18062939119167266277;1;1494419135;naEF5BHtWDrwHFp84tuwMz5IdM0k2Hvfz2nKYyTa;2AeFI43KiyElV4KumMwP0Gr06itAi0BO93UoSaVvQ7vhi8K9taM7wdHuJUja6j8JBnvqvb;1236463578;TxTEqBgxOWwOGYsrh3LtYZfEWDk8n8OUyI6T1z7QMJetKuRh5m;3598685718;55IvqjWxIcl6bSH12BdXIHcE3S63dZBX40s8YcsPxTw3qTtnzD;6;1;181;9
253;243;12249;0;331;MTXCREFD;0;;3689;1707914804036036608;3956487291194188077;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914804036036608;3956487291194188077;1;2435496236;QZhbN5ZVbOmFZf55uY791CAyWim3JGVT9Dsj6Uye;g7X1jbO7JSzEuXv5u9QPX7Uj3E2uLI32zZREaYAR0obCLwXhD0MbHBMrk45MnoKsOJtAmB;1234693849;rsWlzaUntvKEF4stIbixu4hUcCS7VYxDNjzHB1SmxRDfj9vYje;1191445258;AiLJHEh9iDk0cETQZrJGK6T8ZQhO6tiJwkEMi21n2jVyohrCiz;7;4;158;243
