msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;iSINCode;reutersRICCode;pseudoCode;cFICode;underlyingID;underlyingMnemonic;underlyingName;underlyingTypeName;underlyingSubtypeName;underlyingCountryCode;underlyingIssuerLEICode;underlyingBenchmarkArea;depositaryReceiptISINCode;parentInstrumentID;underlyingCurrency;bloombergTickerCode;underlyingIndexTerm;underlyingMICCode
502;492;12251;0;331;MTXCREFD;0;;4058;1707914822010787840;9525874666530868971;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822010787840;9525874666530868971;1;actkIKXYoDUF;qRjGj9TjvnTRBxKTixnj1Lxi;gRgkROPEd1tp1355YsbsJcw3jknVO1bYtjd57OKd;o0hJGS;17180536136383208208;8sVv74;POUpv713OULULNHfjF3g9Ukuk04HuqvcRgKh2Tf69DGjwGvuCvuBEUbXP7IFSZqefIvXhWPjQUXrSFoILchWpY4PZARZQv0sKPCYjQ;RTcdOanoA0QVHANE1aGk7LnIhWCIwpXEUNmeEKRT;xTOFs1TGoGfr769mqG5bisu52xnKEFLlqNVMhCpkdWDUidsiJPXgdhrgjq4JkupnG8KvQV;xGk;rSC9oeqGNRlsuRxV5RqU;Aqweo5krbbjrzHOOx4r42aZAXDcXIKnI7dKZqLXflgfvFj2PrQIJSzey3hU7FqsqcGx5xlkzvljE3ijon2kcCr0LeOd2vJbcFqNM;Fow41eG7teNI;10802077908450843213;c7g;DutIysDEcKNMD;VcdHinUb;
502;492;12251;0;331;MTXCREFD;0;;4059;1707914822011580928;10250963216993264029;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822011580928;10250963216993264029;1;VfvuB2F9vq65;DdlezDSTKNX7BvCOVr0EMeGU;3eIBhqJouTf6prvS6foNKXIOEAsISTPyx1AbgAqu;JfpxQD;3127541032472050428;jyzApt;6ItOSP4pK2N9f79kqjDAAUW5BphnYGeLNHmeYSAytPejqMGjSGtVBdBwkMcGbaVTNqwLCaJQgvkREcQMa05cs6XcuXvpPHGLf6uKHh;5kof4tBeMqRXLsikf54AjpVKI9VXTpqCpqgXWPd2;x7IO1Yg0vEZ7DZHjVQUG4KvR5RoawwckmA9DYVg7nGGj3qLVswZ2SwnsRn1ceA50CcTERw;P3c;edR71W1zhO5pn7zV3i37;aO6HJyac6XEbtNR6PRb4BJqkuOSIJ9rpW74PaqCVTOhFkWEW1Mo3sBkzrI64pWSX0KospegMWChKDuUREaHPLo4muQo83TsAcp1G;fvsrv0owsy2j;4960768748608477929;cVj;GOvrmROITgVWJ;ocPxpm5M;
502;492;12251;0;331;MTXCREFD;0;;4060;1707914822012377856;7747193849752306185;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822012377856;7747193849752306185;1;QZ8XVJWrV4UC;P9l8FcoDF4Kp1y6FULaBekpX;GBANyQm0TgdelUemHLwv8qJDG1j1wzUVkctCxHhq;uUUNvj;16408338214449830548;EEyR46;aEvcqGgak6pPx0yKKj1iNo0G2NmWFkp2lYuNNEJs2No5i7GFlCQA6mlKWGURpRCKyhRefQcCdZCOU7zofVZyYxIiznUVfpzjnVBVmU;mjsqT8wC12JT0pAtwx75tqqhGkd4tZt5mfxoJiRy;MzxexNCY1y40ovbosduo0v5rrGVrcMXVB9slnbZyaybM6jpD1Q8RqySLZFLJB4htcN2c2K;UHs;60F3YJnmenMln6JMkO8b;78l6OUvJRrLIAqDA7LJBMAkI5T6rO1WY8nyzVswGulPe6LsEUN6Ufn5yVFqpIszTv99NdFTdkHgPjhACn5eIphC71QiMLdHJE3ja;2g74NW9v4bRl;17124863351689202327;RNe;GbIyOx04ZwZ5f;9oJ4JkRk;
502;492;12251;0;331;MTXCREFD;0;;4061;1707914822013177088;10606921496311775199;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822013177088;10606921496311775199;1;4ayKuB6tGcSj;weu3mCtstHmYikLaI0OaC2Wm;0YasMBTIxxeWA52cjiIAKfWZqKMiFycrUQISS4Ht;wozYle;1135761633127089095;8gfZq4;UhxR8y6vojxMKOMZHGk6kUcqmBZskBlvQM0u2YDFjDpJoKu2Xn2OUZT2Aat1rteDXuv32wkq2UjKtkPlnLsuPyIyCSRI3pRNLymaQW;sl0kVkvtdhOQMdRe7f0awj5xAxjbN406Sv4OD4AG;wWb2smeo6ExQ4LpMAXVL5kgSKZhObu23FOB0nmK0FOV8La2uBPqiMM38ozNMGCPRtEBwdF;3Lx;vwxhhH3bW4CvcZvOlFev;EylTsjSadz5G4TaXV71paaX1X2pyGTNVxaqBEvkjoSYs5532PRSeW7m5xlSji1FAxkCCTF1FrLn71KlaW9HQxznnxjEDeJKMKz6a;j79jToImDQow;14722956712253264627;khg;8562IoyHlnfK7;bRJeIqdh;
502;492;12251;0;331;MTXCREFD;0;;4062;1707914822013978112;5192238922890430938;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822013978112;5192238922890430938;1;gT7k6KtDuwuf;VO1lMp8mJd5CAWioPeKFdtba;jiJ7OutyjCjitg53NO7GZN7pERrdml0wn2TVjjPP;pMrKOx;6793560202497951328;rt4w7u;nLUJyuoeAJB7QY8pf0DCCZFZP9A9AfxMU5s08jq8Q64VyoneOHRib4WZFs7WI3nrustDyewNkTLk17EzpMdZa19oiLORqsUQ5exxYd;9Z7cWMqmP958bUCUgfTz9qDS2vUzvug59Ww2p9kv;27wXQWlxCIi8mhmyAPfSXLagJGICElC4aV7N4wapO23t3Gd74RIGirrAFatM10kzJRe49g;zhn;nyDL6nYiaiZdVDgLmMD1;Kfcl9ydyE3yJpYG3GS2iYMgq6tjruT5Ersaagsvc6OCmFviYIysKFLYXVexwoCLN1BuXBs2Qd9HqEy7XASOX52ODZD9qNhM5ICSl;kccacufPmHKl;14374692521713499386;PMI;XT1895vVlG0pX;SI4FcmMR;
502;492;12251;0;331;MTXCREFD;0;;4063;1707914822014779648;17477732613992107166;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822014779648;17477732613992107166;1;q8GntqG5tI7C;ApiEQBk5Tpz45i9MofuBfNJ8;YNFvEfwbAbaL09UqUgZnqXjnbjGlTE5pqPQbtsqH;O6qi3N;543877651023828838;a9MDW1;KOrmkN6vnBCJDQdvo3DV6kWahf6MJmHui1tOVkQ2Ol9i7Yoll0LNfrnnYGHzGVwBOwu4bx0EhjjreNYN9eCZPne5IS04VhL5vVCRpQ;xvUSLarBAAbFBIB7UVL5uIY7Kp8BuieZFkHrC4KR;qK5sV7kEzZZSEDVhnMORqCoeICm9mfB0iqEIZY6h5RkMxUgdZXOf0g36Q8A4N1mPP41JVx;uAs;iskEUpXYXih71jR8rOXJ;uOlDQH1hAY0i0xPfrgAPrcVQGro2XKN9r8JY9dPE5Xc4VtfZEkYWq94jQPXoLEmzyvA9XO2LYhpAf1hKtSSbyWsOab6KgwRe5dcF;rVEl0JVHC4X7;5909521673487229181;noK;ujX8BB4x0JT5W;lUPyYiZC;
502;492;12251;0;331;MTXCREFD;0;;4064;1707914822015563520;3852245208292381392;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822015563520;3852245208292381392;1;C7jqE6JLT5ZD;YYJGm49DSgjhcp7ofoBBOB6p;DIlTDuMwZEe51gGQ9PWlQOfm5SAjESNuQ0t5bjGJ;xEKggT;585188696125215163;KHjChZ;VnxzQL66JBd21pyNXiCI3gdbFsQYQqJXYUatOwBSjZDkZZwqYtfOdgghFBwXRtaSfgJwHm1WnwtcuKfsQCZkz9JK2ej565SUWyFJae;qJFdbq2W3PkpwEjBvc4KifywttXxZYAVmXwTRVQk;oZwJrBGSAAMUJelfXwXjFFJUnCKHPxuwRPudhXR4dpUnARFdwsGrr1ghZnd20S36dfruN6;YGC;nC0Y0L7ZqjJa6Ttk0aNk;hvjvC8OhN5X8X53iWnWbEt6htbDYvkVj0QWkzqvBObTebOY9yhO7EwQYILcF2WHHHkn5Nkh9XNCSrwmxIzBCAALcUNShbjRlKqP2;Hh1yOFQH7fIx;18238599745159007190;0WZ;tCjACpYBSOiyD;AF7oMp5C;
502;492;12251;0;331;MTXCREFD;0;;4065;1707914822016358400;18344859713212272903;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822016358400;18344859713212272903;1;escKIlCHhuhp;jE8vGHf3pR3gg65Zu4ZFWhDd;kgunyQRMGM1MF3pwv2BSGqTRn9KWJCfa6uRbhU04;WNNEe6;10256720705990840187;xNYzmN;iWufGkDPQj5YGYoN2yI90LF3ud2O0261TicZPp5I1kCmjfwhNFJ9AQHbM0zU1QihIeLbgfzpC9LcyVG9DIGmHLfUcjkMvE1Fhe52Fn;V88JBBOPyiMYECH1KHRGag5kBugRxHgtydnMZk1d;A1H7SvWqK3H9zSq7kGwCJkBZVqFdkG30oytnRYnH3LVTrWprieDEBRHxyxY6UtcpGMEgxU;iEt;NtoksvS2FXUYMLTKlXas;dswmRiadvKe5PSyR7dRCAP5fJSQtHoQgZoUsnOSlgDzi2a5WgRvPaDep8ss1wlpLqhTE7h0M53HJS4BiBPVlkh9xExecMKgSa3s5;ayfm80NFP3la;12059825952534031912;c2G;wIAU9Q2YO610x;QARCGQcr;
502;492;12251;0;331;MTXCREFD;0;;4066;1707914822017155840;10461091689710260266;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822017155840;10461091689710260266;1;1iD9l6AFwm11;1vP8g6WNR9Py3KwCk6wBSi3k;Dw502d5qZ110CAxJkk5qtH5PhtE9UKBaGmvUj9hg;54NVph;6785587848042150075;hhaeLY;PPVKwIO5siOJHpVpPNuGieBYXRa4uZoveTnpKyLpuk9ucqRkDhASdd1sLns4lG48UEsyiZrTAMeoPymFBelGZm0h9usVLoLHN7DETI;Kn8z5o87T877auLB2aTzyzVghibni0Wy1HBGJLpl;EcpkwuZFnL0PSl3RlmM4pVmEqnr8oDur3u1NWfMHYlz830mWPqFcjIYhiiO4mKbGK7A6xK;lhX;wn116Rd0wcP6vbVCMZLl;OYRtL8qsMHzzsekYQ6MUUMlauJRteUy4gbjN5oA7fChCOIP6ssRuhSNMzbT9vVg4svCJmZkEYBsFtNWrR6smRXERmq7mRGz52Fxt;AaYlOJi1De7V;16834003214379568116;Nr4;r3dN3r9PPTDj9;AF3qcR9w;
502;492;12251;0;331;MTXCREFD;0;;4067;1707914822017949184;16141611726885826149;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822017949184;16141611726885826149;1;qk0GRXvQ2bYi;eFruItLg9z5lK88XzpkVSYDH;LjjGWr4zgp8nA81Bu0MotDG5lM2ZPky7Nn8KMNzE;45WMwa;6692110483480489187;PpyfyK;8Dj5fi96oNhUX35FmzUCyuXnGmocbApHl5xcR2nKGVNx6cpcB0BBbOpiTuvROXZ0vBS1mFBw8K9kvwckv7AFCpg145ZeHdWh8sxv9N;SuwFPzBVXSUnhpuOEbvontUI2wu4lYq6pYZmb1Wu;TYcwdTFcUjagEobcq762iCnISwU4H5WJzN3GpBxX8rJREr2Qfp3pCudeLTZiQMXxI8ZsVi;Dcy;25CIUNqpph6c4cb2CtwM;dK4oGH7yHLdKJRLmYSYu2SSMBlXM6z4nBXmHeqNV55MPu9TVQV2ItUltcyE43HbDcts4LSshnoUPkKtlKrwSpkm3tsTql9c8hRba;11GGtECKpuAm;7365420400205153605;phg;RPhgoxCjS9iUp;sTpzWPMa;
502;492;12251;0;331;MTXCREFD;0;;4068;1707914822018742016;3714802639655307040;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822018742016;3714802639655307040;1;DcMPN5Y7IbMT;7AyuWQGHibNNqyKUBSCOzAbW;AIJweY40veKWbQG12qebRcVEd0TUZlLsLBwCOGT0;b61lw4;2100716195190564394;V7Jaub;l8GnLNPI6BEIf8KEf221EGf3nSOAUmiaZiAw70RYplfuzch5mxanHEtJ6miDf516cKTZa6cvz0vq86GJZQi1HeNSzl8Noyw3PCqvnH;6J6DIEvOQ0xE3DmzejC1DRa60ZGINzkkmaGTAuGe;228YQsPs3CXZHqBsjlMAyPguOfwNs34xQQOGZVrPckO5kIaoMgnI6Q1nAB0l9PjCSWKuqS;d8G;1llrEOMDSC9X79Dpo0d9;yn7ltLlvHzHBejk5SoHPKDofeQ2jnVUgXfYlWeX4sCCKLaPKVWbOCV117ckR3KoiEFeCqqslsYTQPB1gdQJCOUtPk8RDBO4uQppt;hTVS6pRBslz1;12654334666642278911;EHS;zLg0VrzdylDIP;1brMjd38;
502;492;12251;0;331;MTXCREFD;0;;4069;1707914822019532288;5953344986477865097;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822019532288;5953344986477865097;1;2vnKz2mNv2YT;cbwyNMU1Sidv2IJHgYVNqm7w;qwv5tG37IUpSnOxOOUXF6pyq5r0JHExaVrQLop92;k0PCGH;18061576545750025609;lpawR5;au1Mgy3QwptrOWwqZxd7I1gJRyjK18guwV1vZsCyVXqXRfU93rGn7NmBPVk271OFTqvspWt83vccd5ZvnNRdc8I4lJ6tXRlmxe59FR;afQibRrzzlMBD5aEUM6DipCbFazLrO0pimORdiMc;VnnHG3WBQiEmTSeLUlMXgzGQ0IpsmggVNlnC8qO8IUhDIhD5tZqyEicINx71IwpEZUOaxy;KoP;j2vAlvOcz8QqCQakStJU;nW53ETHSdTjC5NEpTZB6DgBS2FQN490I3lbOjmzE6Sf6QTgjqKDsUcGW1l8nE72ROCJC39byCiEXgccYXoCmeWbY5Cyhv7z5mH5P;jS6nQN6npCLg;6576907197166554923;Cs7;xZAo83EdV88c5;Dm1X7fEq;
502;492;12251;0;331;MTXCREFD;0;;4070;1707914822020323584;6580917647575845081;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822020323584;6580917647575845081;1;zIGJuJVvFEXM;KP7AsBG5oHur7IKEGaehG5wz;8z1V3ioJDsF9IMt6cSPXiS89t0p8XOP9YLx0E9wT;w0RNML;17226989140044017029;oypgKK;5SMPwX1yKPwptXNmmatFIwyCmNCYGFTuE8PhzdNctJ0kcFrDptvFQVuqSNeKdDRtk441xblKhLnTpr06LvjzZPDVYwCCluLwi2hJyZ;e6unlJR6lcSjO92XnHrmmIxpblfTXlwfL0vzbOI0;AeZQMctlRhpN6Fn59b3wOlTR4tFTdYcnbJCEeyjMST0sFGJl1QqLJtMRci0LILCtjfNSs4;eLm;UaoE1xFAT9uf1KjOO6ex;spRLSTavRhcM3HzVOPNCyJ9wo6hOmIHUBiw7pfXPtRjj40OToc69boDzx9jlNeCzNq3wTUyA3J3PiCi4kHCTv3PiECfFYzSEU42H;oZEo6hp9GiLB;11191650014583133170;0Xg;j7bqSgch4fXTm;8QOSEbfA;
