msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;bookIn;clientOrderID;eMM;eventId;firmID;orderID;originalClientOrderID;symbolIndex;oESessionID;sequenceTime;orderQualifiers;MSC_eventClientIDShortCode_1;MSC_eventExecWFirmShortCode_1
107;87;12015;0;331;2BLKPTOL;1;0;404;1707914901690587392;10793560183414492082;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;1707914901690587392;10793560183414492082;14;1706095058502134960;1351013615059016539;14;4835725127699856559;b3X8Mmag;1925436860761150992;8187015784189765792;742696025;4074363535267468730;1706095058502144235;3;-1775830054;2050463041
107;87;12015;0;331;2BLKPTOL;1;0;405;1707914901698292224;15512423486587234429;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914901698292224;15512423486587234429;10;1706095058504106104;889893803396908971;99;1051439424926747603;Yizfgd9H;9183403946187450625;-4894927220894030100;168342053;15584457843780269124;1706095058504115485;3;-40514946;-1989154015
107;87;12015;0;331;2BLKPTOL;1;0;406;1707914901699812608;15137184579249990709;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;1707914901699812608;15137184579249990709;12;1706095058504502082;-2052869998890661059;6;16665922258236500644;vHbB5Flb;13840504694021006762;1955618128659395404;397856163;9754651815602164116;1706095058504511605;2;-524054843;1561740626
107;87;12015;0;331;2BLKPTOL;1;0;407;1707914901708964864;15232651936957176956;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914901708964864;15232651936957176956;5;1706095058506938360;-6253976457153076417;6;15320902826490785314;CiStmhnQ;13947187146223860698;-4241689426288854355;135619081;8354864832002646888;1706095058506947618;4;-1298150735;381808889
107;87;12015;0;331;2BLKPTOL;1;0;408;1707914901715060736;7377207218028111006;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;1707914901715060736;7377207218028111006;15;1706095058508604965;1129446733205904077;15;496780070286907385;y78gQfYw;17885230587562353339;-7454878747085360161;773384389;10029736880336045248;1706095058508614384;0;-512087376;388646053
107;87;12015;0;331;2BLKPTOL;1;0;409;1707914901733360128;18213724888804748526;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914901733360128;18213724888804748526;4;1706095058513801237;6559275864992605132;6;375269359200748862;gEeuu6z0;9686523004067606716;-3609210610145434794;843359534;2145957402085879939;1706095058513810554;5;675098833;376338343
107;87;12015;0;331;2BLKPTOL;2;0;62;1707914901013495808;12456552986196877948;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914901013495808;12456552986196877948;5;1706095058464886200;-4590608235641514910;14;17208483816451033436;D9dDJ6K5;12783271093180203164;6488239759557473105;142043921;14982920934769529770;1706095058464895352;0;-1669580508;-966062266
107;87;12015;0;331;2BLKPTOL;2;0;63;1707914901015043840;7623264206744891086;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914901015043840;7623264206744891086;1;1706095058464974159;4443502286339441676;5;11890313687146901920;GZPa1ExO;7519695152474390918;4630055075175956653;27066957;15726335378844646627;1706095058464983039;5;717860183;1431942357
107;87;12015;0;331;2BLKPTOL;2;0;64;1707914901024369408;15609357109099067618;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1707914901024369408;15609357109099067618;2;1706095058465534177;-441723422083091216;8;2349125043161451099;j7mCIXKC;9995076020940179532;-7891424520341334286;345150432;6361139034614689656;1706095058465543835;4;-613989570;-16578647
107;87;12015;0;331;2BLKPTOL;2;0;65;1707914901038763520;11051872169253381363;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;8608480177233787394;0W;Tptinu2sxPn8jOBRKYzEq2HFOQ9t0lLE3HBMvYwsRuvekmfSW3KDhCYIHBXCkjFG3o0z7Y;ZyQ;3985526438;1;1377745811;7;1707914901038763520;11051872169253381363;17;1706095058466513467;-2696409129258832526;9;5822030530940848576;B8IIWjdU;12554470521987859815;-1393771383837764868;646191940;2475468635679083345;1706095058466522556;3;-845324438;1540859203
107;87;12015;0;331;2BLKPTOL;2;0;66;1707914901081983488;16387430905586155219;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914901081983488;16387430905586155219;18;1706095058470528247;-6952238456838610390;6;7809628749162365596;sHaY7sqG;2175587605716404025;3466954381270147006;468243658;17881294056974930251;1706095058470537478;0;181936682;1044331891
107;87;12015;0;331;2BLKPTOL;2;0;248;1707914901278296064;2507788032128296312;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;1707914901278296064;2507788032128296312;12;1706095058472922133;-8308995171175742896;99;3266714817538437655;4CgHU5on;2236002833428855041;-1012474260574835945;968476971;7148155485431636508;1706095058472931359;0;1846909556;-1684041037
107;87;12015;0;331;2BLKPTOL;2;0;249;1707914901310626304;8509622751201300803;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914901310626304;8509622751201300803;18;1706095058477442126;1693354260200466363;15;969294015572536126;x9RIaRUM;12773351570969316170;6183511652277930792;281877941;4945146272355706071;1706095058477451233;0;-1357906192;-2072200550
107;87;12015;0;331;2BLKPTOL;2;0;250;1707914901315238400;10753560880172266217;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;;yR;wzHVfmb0YtvdhVLVlBUbaKCRsIegwDV1R9UNs2iAoBIudXyrqNXLqFX8voc6wsHd0b4lgY;3rR;;251;0;7;1707914901315238400;10753560880172266217;17;1706095058478154568;4945513787710141919;14;5762543480301629615;uv1Xru2Q;12521397125332580775;4577256291983789146;189474699;3019324595019145503;1706095058478163877;5;278753933;1223209115
107;87;12015;0;331;2BLKPTOL;2;0;251;1707914901319800832;11040728198026904012;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;1707914901319800832;11040728198026904012;7;1706095058478888009;407154585160971809;2;11520276085134576416;SLhIiYoK;10857573110464716217;4380217007294445449;743125215;11480423639107209733;1706095058478897462;1;-837465584;595542033
107;87;12015;0;331;2BLKPTOL;2;0;252;1707914901321321728;9797449152378549043;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;10420890321279608836;L4;BolzvsKg8RTfdvJD0QOoE42erjyXtu9Cuydilbxtx2GxQX4DCirIoB7UkbgedcEx6x1cyu;7HO;4044296391;1;4041271779;7;1707914901321321728;9797449152378549043;9;1706095058479134468;-3993126733088286757;15;9207073114881899501;Vxkaog9m;6256108951495124165;1093024492292808929;773240909;5484619824492978317;1706095058479143634;1;1608912659;-1110221097
107;87;12015;0;331;2BLKPTOL;2;0;371;1707914901604970752;13288067614761975290;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;1707914901604970752;13288067614761975290;4;1706095058483393333;4018822934936601094;8;15828979555471646717;q7GfvvTY;8094285899446336852;2286168217061315721;703220993;7310346384425813554;1706095058483402680;0;2126083568;1656208344
