msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eMM;eventId;eventTime;priceType;symbolIndex;price;quantity;imbalanceQty;imbalanceQtySide;priceDate;sequenceTime
89;79;12003;0;331;2BLKPTOL;0;0;18;1707914901030603520;8837960146652205905;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;1707914901030603520;8837960146652205905;6;936392549922372366;1706095052392927709;7;780255171;117;67;16977187362589959710;1;355;1706095052392943353
89;79;12003;0;331;2BLKPTOL;0;0;19;1707914901032722176;8841868988092096150;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914901032722176;8841868988092096150;8;18304171601736422317;1706095052393042884;7;586880250;340;422;1233381302836308778;0;39;1706095052393058427
89;79;12003;0;331;2BLKPTOL;0;0;20;1707914901034337024;17082089764577967672;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;1707914901034337024;17082089764577967672;99;11333079758973473157;1706095052393160197;7;857233523;106;202;6782282046026097047;2;290;1706095052393176028
89;79;12003;0;331;2BLKPTOL;0;0;21;1707914901035959552;2658484870618316721;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;1707914901035959552;2658484870618316721;14;2132227926379118493;1706095052393279413;2;968476971;463;426;6168511063124100336;1;347;1706095052393295300
89;79;12003;0;331;2BLKPTOL;0;0;22;1707914901037618688;314083557801816266;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;6005986335603308262;xw;8e0lDJ9LvwX7B6W7vcX8XVN04LE3qrizC9VuGLuGv9aFWtNUHHXxvGcn43osdlVeI28jcD;4IT;3521509732;0;1964750142;7;1707914901037618688;314083557801816266;5;4210295303860428647;1706095052393399935;6;919853333;62;178;12442247360945535259;1;218;1706095052393415514
89;79;12003;0;331;2BLKPTOL;0;0;23;1707914901039240960;18035132192625380847;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;9515101337159919625;Lq;kH7nIyLs9HS9idv5TyE8O2O3MM3Fv943nqIC2BQr86B8tH6Sx2wCn9ZDOsImz9o1oj43P6;U0S;1353536500;1;2729531948;7;1707914901039240960;18035132192625380847;11;11501966168457343903;1706095052393521153;4;47741981;33;125;5148832903605027128;1;395;1706095052393536648
89;79;12003;0;331;2BLKPTOL;0;0;24;1707914901040868352;2294636937736004964;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707914901040868352;2294636937736004964;1;12650202509810859536;1706095052393645752;2;125257059;388;135;15355616217783258511;1;224;1706095052393661472
89;79;12003;0;331;2BLKPTOL;0;0;25;1707914901042516224;15871313392122462614;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707914901042516224;15871313392122462614;11;11419808802887805144;1706095052393775244;2;330454191;101;249;4954553762066880644;0;65;1706095052393791083
89;79;12003;0;331;2BLKPTOL;0;0;26;1707914901044147712;15304145817154842827;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914901044147712;15304145817154842827;1;12551121621739307643;1706095052393904640;6;221113253;92;37;6932496869892341507;0;369;1706095052393920204
89;79;12003;0;331;2BLKPTOL;0;0;27;1707914901045778432;11408866162630791545;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914901045778432;11408866162630791545;17;8759705393896552704;1706095052394033565;6;27066957;131;117;16704867408180542550;2;489;1706095052394049359
89;79;12003;0;331;2BLKPTOL;0;0;28;1707914901047435264;2560475609812849017;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1707914901047435264;2560475609812849017;6;2574308853011167219;1706095052394166442;7;608805387;149;328;3641624534849871190;2;444;1706095052394182185
89;79;12003;0;331;2BLKPTOL;0;0;29;1707914901049093888;17815784802861738350;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4640402740626867509;ip;TO96hkuUkDICr2jjAYWIfrWOXmdSiGesV7DAK8LapQei2GowH06EGxbUpgzAmJ6n1NREUD;Cei;1113971318;0;339277556;7;1707914901049093888;17815784802861738350;5;6559701708140394133;1706095052394302074;7;162618251;209;129;12990486276884833808;1;377;1706095052394317847
89;79;12003;0;331;2BLKPTOL;0;0;30;1707914901051414528;10854676141936631668;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;404485177659377737;Rc;wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN;Wn9;1910389133;0;3823951554;7;1707914901051414528;10854676141936631668;17;1130695274462476847;1706095052394439709;4;610827639;121;106;5997593462760347740;2;14;1706095052394455663
89;79;12003;0;331;2BLKPTOL;0;0;31;1707914901053075456;17326515830300633127;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707914901053075456;17326515830300633127;2;13738333987300329979;1706095052394578286;7;850417414;155;307;14021939743140449911;0;304;1706095052394594105
89;79;12003;0;331;2BLKPTOL;0;0;32;1707914901054712064;15450355189787519186;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914901054712064;15450355189787519186;10;2871475037640708099;1706095052394722184;6;840406118;90;423;12241043579531537418;2;94;1706095052394737744
89;79;12003;0;331;2BLKPTOL;0;0;33;1707914901056346112;17626054095531807149;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901056346112;17626054095531807149;17;14300231354160532143;1706095052394866416;6;315863755;361;405;2996896040364934305;1;203;1706095052394881812
89;79;12003;0;331;2BLKPTOL;0;0;34;1707914901057998080;13091638339029804678;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;8695965697730502662;dW;YOhJY9QsMyy7kB0oDnWSP4wzHU6mY2lBGgr5xNESnl0A58iBpZmbFbk23YtnKFzQYZGuON;RgQ;574056598;0;1464455073;7;1707914901057998080;13091638339029804678;7;13972593050291618378;1706095052395012344;2;659932215;151;234;223446718949985221;0;389;1706095052395027924
89;79;12003;0;331;2BLKPTOL;0;0;35;1707914901059627520;3521329810396378937;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;1707914901059627520;3521329810396378937;15;4349820578357362151;1706095052395160288;7;53738436;312;291;4014741440805318692;2;130;1706095052395175591
89;79;12003;0;331;2BLKPTOL;0;0;36;1707914901061287680;3064350071575914022;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707914901061287680;3064350071575914022;7;8862111494201007273;1706095052395309539;2;56973008;234;285;872877698886208022;2;398;1706095052395324849
89;79;12003;0;331;2BLKPTOL;0;0;37;1707914901062933248;11798050803041964300;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;1707914901062933248;11798050803041964300;11;10893192097234299635;1706095052395461540;7;326226168;466;100;9690351849714364029;1;429;1706095052395477020
89;79;12003;0;331;2BLKPTOL;0;0;38;1707914901064558592;9323643322159401704;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;1707914901064558592;9323643322159401704;8;11495235387423995155;1706095052395615073;7;146079271;213;33;10828984588782865724;2;269;1706095052395630438
89;79;12003;0;331;2BLKPTOL;0;0;39;1707914901066209024;13396407682504158519;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914901066209024;13396407682504158519;6;5738981037312177674;1706095052395773512;4;579919728;425;394;4143970082758257011;0;85;1706095052395788783
89;79;12003;0;331;2BLKPTOL;0;0;40;1707914901067851520;10524114811083296241;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914901067851520;10524114811083296241;8;16019536179425127290;1706095052395931569;2;767156925;225;105;15101879826193827117;1;267;1706095052395946819
89;79;12003;0;331;2BLKPTOL;0;0;41;1707914901069475328;16707665998051333358;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;1707914901069475328;16707665998051333358;5;10798454943787640572;1706095052396093273;4;742696025;174;385;1035463974513828813;0;499;1706095052396109128
89;79;12003;0;331;2BLKPTOL;0;0;42;1707914901071115264;6468327111838701508;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9073334914057698938;CL;PEKvkSXcY12iiGe6VqvyFNSV5RkYLcy3V9h8GM5HGE2KhkOqP6T6vBcN2PKHBZFuoNSee9;caX;1203790480;0;1032103264;7;1707914901071115264;6468327111838701508;15;14474350487803261352;1706095052396253232;4;614218173;144;19;1909864220764995753;0;290;1706095052396268898
89;79;12003;0;331;2BLKPTOL;0;0;43;1707914901072312576;3666656967281283736;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;1707914901072312576;3666656967281283736;11;10250881063099538503;1706095052396414933;2;653494834;48;99;8569303656808654216;2;259;1706095052396430829
89;79;12003;0;331;2BLKPTOL;0;0;44;1707914901073151232;5501059852895865315;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15023251686796296357;af;eI1j6ELUrT9kUUqko3URXItVqSEo6Zig5PEzGLKxVPKm7tcBz3CK82IPaD1K2k5ZCBK50T;0PJ;3631577752;0;3559875488;7;1707914901073151232;5501059852895865315;15;14843154793551023563;1706095052396583204;2;361807266;297;274;1549780932205429600;0;335;1706095052396598804
89;79;12003;0;331;2BLKPTOL;0;0;45;1707914901073964032;11467253097803015478;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1707914901073964032;11467253097803015478;99;6809920503349594570;1706095052396754838;6;315494969;63;131;8042610152298190547;0;442;1706095052396770756
89;79;12003;0;331;2BLKPTOL;0;0;46;1707914901074772736;4887662798884654350;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914901074772736;4887662798884654350;2;8557060457809875396;1706095052396931172;7;624214946;466;178;17745857245199198257;2;185;1706095052396946900
89;79;12003;0;331;2BLKPTOL;0;0;47;1707914901075601664;3287182716530101780;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;2783946669380047195;Oa;mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s;73x;3274536388;1;1881204819;7;1707914901075601664;3287182716530101780;7;15451350066510328979;1706095052397107403;4;338352934;266;63;2339176148292193234;2;495;1706095052397123033
89;79;12003;0;331;2BLKPTOL;0;0;48;1707914901076404480;11578373292379626244;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;1707914901076404480;11578373292379626244;7;5712394058742248218;1706095052397283254;2;844959358;18;78;16511076230012712849;1;110;1706095052397298704
89;79;12003;0;331;2BLKPTOL;0;0;49;1707914901077213184;16414923044248604966;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707914901077213184;16414923044248604966;1;16572754193465740136;1706095052397461387;4;765519849;191;266;4002550758524969276;0;162;1706095052397476846
89;79;12003;0;331;2BLKPTOL;0;0;50;1707914901078007552;740356731495019079;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;1707914901078007552;740356731495019079;99;17989979835758856446;1706095052397640561;7;844959358;25;429;6675279555601107285;0;198;1706095052397656113
89;79;12003;0;331;2BLKPTOL;0;0;51;1707914901078799104;16528235846310228469;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707914901078799104;16528235846310228469;11;14319191574883370747;1706095052397825914;7;317605844;140;69;11623884284175435546;1;115;1706095052397841375
89;79;12003;0;331;2BLKPTOL;0;0;52;1707914901079614464;10388708965274289773;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;3983510484137490242;dc;IOK56pu3c95aJY8hh1x3CghAlofEmRvbKRTBp8l2F825ckvWjAQqp8lqDPQ3m0SoxVIuEX;gSS;2337822234;0;121355362;7;1707914901079614464;10388708965274289773;15;11568004971120226890;1706095052398011289;2;870348840;157;95;2816390483757504914;1;460;1706095052398026778
89;79;12003;0;331;2BLKPTOL;0;0;53;1707914901080438528;1563757857747716217;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707914901080438528;1563757857747716217;8;5779477314932564131;1706095052398197469;7;32654720;186;389;16459644385314689745;1;461;1706095052398212739
89;79;12003;0;331;2BLKPTOL;0;0;54;1707914901081252864;5026236433945656222;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;2277666122434755719;go;tgHguhWjlI3ctcpoGBi9vCdfz9si5nOb2YHEKUBXC68diYarQac6jHoKe6NAMNrAbQ4hk3;vHh;209292385;1;506800696;7;1707914901081252864;5026236433945656222;1;2960870590202253015;1706095052398388104;2;671031343;253;378;18352611579936025827;2;10;1706095052398403401
89;79;12003;0;331;2BLKPTOL;0;0;55;1707914901082078464;16501685256090405776;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;1707914901082078464;16501685256090405776;7;15793301935120235512;1706095052398579692;6;282931915;243;448;13778644737947315933;0;323;1706095052398594818
