msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;dayOff;calendarValueType;calendarValue
80;70;12254;0;331;MTXCREFD;0;;4472;1707914840022841856;7297650076042515600;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840022841856;7297650076042515600;1;50701;2;xLaDsllUiis3ox1iGrVV4kH6HXnwUwCOy7eODTK8gtsjOViFow
80;70;12254;0;331;MTXCREFD;0;;4473;1707914840023617280;7792050503561347355;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840023617280;7792050503561347355;1;3675;4;eX41HI1IYtQtFPNCMSqH2YZQroPJWoOEaVtjvT7WYqzDJmQZCH
80;70;12254;0;331;MTXCREFD;0;;4474;1707914840024387584;1407055534101394789;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840024387584;1407055534101394789;1;20802;2;cucaO55K4G0iflHpKL1WttX13zJEvfx9exGlkjdow3lBx401dO
80;70;12254;0;331;MTXCREFD;0;;4475;1707914840025169920;10780454729225433641;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840025169920;10780454729225433641;1;40882;3;NUXPuxxJPTJdOxCVYhbEEZvkLRlcurLkqOIofBnMpbxFDb9jeS
80;70;12254;0;331;MTXCREFD;0;;4476;1707914840025950976;11780805023778926833;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840025950976;11780805023778926833;1;60249;4;Pi9tPWDfXxP2Dl2tuUhrvMAFcLkbUf9culAsIJiTtTCp4qItvK
80;70;12254;0;331;MTXCREFD;0;;4477;1707914840026728960;16020557578273993897;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840026728960;16020557578273993897;1;15620;2;jV7ZF6VyGTACy2AYU98qiy2NHSLzsPd3VJON5kjdz4g7Qz8M4u
80;70;12254;0;331;MTXCREFD;0;;4478;1707914840027505664;15981115587702035717;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840027505664;15981115587702035717;1;38662;1;goWMmVs0A6vp9tYWz5vgNXfkMBpPXN7sFeLiVPqeoyMerEoKXF
80;70;12254;0;331;MTXCREFD;0;;4479;1707914840028290816;13021822833904975690;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840028290816;13021822833904975690;1;61305;1;QIhQ4w02KmbWK9j3yO9bEmLjuVkhd0X0QjvNpFteaQQcmkjeT7
80;70;12254;0;331;MTXCREFD;0;;4480;1707914840029064960;13011268204290136959;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840029064960;13011268204290136959;1;24222;4;ucS6rYYtAHjcBMxfF9dC28TlbqvEkrH3bp5wLpz5TACp2wR0bZ
80;70;12254;0;331;MTXCREFD;0;;4481;1707914840029845504;3893298005974826122;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840029845504;3893298005974826122;1;49077;4;51JWy0RAkUCDpURCwWS0XUcIfNBjNkK7GxLRb4hAEZw7JDFCUH
80;70;12254;0;331;MTXCREFD;0;;4482;1707914840030616064;16980792298954243335;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840030616064;16980792298954243335;1;10385;1;ha8cH7eBF6YH3OF6DvPAxTRRpsQgxAR6JPWctSlGTtKykgTHBf
80;70;12254;0;331;MTXCREFD;0;;4483;1707914840031398144;5407294567828262311;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840031398144;5407294567828262311;1;37368;3;oiTaxM6DblzXeqTUz9kOkSEs8DTyVeyRwzfmsC2oGNpDUjQqT1
80;70;12254;0;331;MTXCREFD;0;;4484;1707914840032182528;15188377427274844649;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840032182528;15188377427274844649;1;115;2;kaOF6laqF1VysvnbR1ZdrZifmd0nsi4yOjNfpeu2nUHgQPf6aH
80;70;12254;0;331;MTXCREFD;0;;4485;1707914840032963584;12289030985960610718;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840032963584;12289030985960610718;1;28773;3;So5I4MtP8fW7FlyIIrsExHkT0H7HZe6wYJ6CA0jBMQVE1innM4
80;70;12254;0;331;MTXCREFD;0;;4486;1707914840033740544;6949466750951914090;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840033740544;6949466750951914090;1;59559;3;eatcSr56qAkmEHVStT17EllYy846mQAxD3qdDEVKzDmFf4rqqg
80;70;12254;0;331;MTXCREFD;0;;4487;1707914840034517760;13995733917521707604;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840034517760;13995733917521707604;1;25174;3;lqsfwwWraRfAKJ8WDDimBSZRumCjdXKmMGSOVpxgA6eZEVIJYY
80;70;12254;0;331;MTXCREFD;0;;4488;1707914840035298560;12928865272537973725;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840035298560;12928865272537973725;1;691;2;g7CIsr5QXv2D6F9rM3FaDa2ZxyrbYo2eXN7JXUS92bc2XSMaj2
80;70;12254;0;331;MTXCREFD;0;;4489;1707914840036071936;12315722617471972109;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840036071936;12315722617471972109;1;32764;3;azVBeUOYX6DucS76cCulMhvdAXRgPsxkMwJ7qOjJij2jgDJOvH
80;70;12254;0;331;MTXCREFD;0;;4490;1707914840036854784;514818783949332826;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840036854784;514818783949332826;1;64162;3;F7koGgp1ZMpaNAwY7NW3x1hU9Nqh1ZAjHtEa5VBxU6ZP8Gd8Nn
80;70;12254;0;331;MTXCREFD;0;;4491;1707914840037632768;13120430671823307346;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840037632768;13120430671823307346;1;36717;1;tEVdGT2zQnDOxQvIChjwZgMn8O5YE7lAhKpY4IcbMmCCJBhRRT
80;70;12254;0;331;MTXCREFD;0;;4492;1707914840038411008;1196456543603868113;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840038411008;1196456543603868113;1;6016;2;sBhhUKOuGozAFvDsPe7erdMZYHktG9pknBRcjVJcuf9ucoBzlo
80;70;12254;0;331;MTXCREFD;0;;4493;1707914840039197952;1236654922015716645;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840039197952;1236654922015716645;1;42079;3;2B4U4gOrKwsZSWGuxs19ftEH7jtqCO84N5w1j0aySZdgp8GLHq
80;70;12254;0;331;MTXCREFD;0;;4494;1707914840039975168;14395688741683773170;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840039975168;14395688741683773170;1;13936;3;TeIcnQyUivz1p8sNXYIHMdMn3YlOKRjZJlJAWXHQ3SWNQA5hA6
80;70;12254;0;331;MTXCREFD;0;;4495;1707914840040761600;16576430953930971774;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840040761600;16576430953930971774;1;55141;1;uqUNsRJWprTVgZL3deQDcBUapgGzpCeaXJCyDTEotmRiL9UXK8
80;70;12254;0;331;MTXCREFD;0;;4496;1707914840041531904;7449502027122348542;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840041531904;7449502027122348542;1;30292;4;55AMPyFONaJzb1kmlfOUQgRBn0dnO1EIXaZQZlTS3t4wkm1pOs
80;70;12254;0;331;MTXCREFD;0;;4497;1707914840042306048;1317587715633061690;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840042306048;1317587715633061690;1;6830;4;kO7T3SB3nqoV5DEvXrKfwr6Zk6tLZrxIzcrSNMjt0rm6Rxbw3h
80;70;12254;0;331;MTXCREFD;0;;4498;1707914840043082496;10361002978377762586;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840043082496;10361002978377762586;1;50328;3;GsN8Mh6LFSHVYWZMbGWUmq0bfipEkBPWJ8wOtAaDGya3Rc35LF
80;70;12254;0;331;MTXCREFD;0;;4499;1707914840043878912;8879412989667044450;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840043878912;8879412989667044450;1;30663;3;vuQShORyKm27nSUOvlOHaAEjQxMqpqCKCXuorw0tBxiuS3JR8T
80;70;12254;0;331;MTXCREFD;0;;4500;1707914840044646912;4011051415600514986;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840044646912;4011051415600514986;1;18808;1;xcwpVgyIWTHeaLDbcqwXR67LaIB6C9BNFraJrrsvJYQKiryKtr
80;70;12254;0;331;MTXCREFD;0;;4501;1707914840045424640;16813619005417185529;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840045424640;16813619005417185529;1;65157;2;VZxyGuOnBH8f44QFEFCGar01G6S0HXWTkk4yXm47V1f3aldF1O
80;70;12254;0;331;MTXCREFD;0;;4502;1707914840046208512;9049127492851557859;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840046208512;9049127492851557859;1;46959;3;w9ASjtto6iMe5jWIEAn92byJaGnSYmlJBngFaXtJ3N3ExwZv9H
80;70;12254;0;331;MTXCREFD;0;;4503;1707914840046992128;16628487483535498433;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840046992128;16628487483535498433;1;27889;1;pWwF99isPDU2i6UjnQbpoQgmPQp4A7mNE5behbQUHmKScDtTJm
80;70;12254;0;331;MTXCREFD;0;;4504;1707914840047761408;11501504129812774120;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840047761408;11501504129812774120;1;11343;4;oqA3shSnJ0EP0FOYLj8eIF3XhtaHzgWkYq1mdtvAo209HAj1Gp
80;70;12254;0;331;MTXCREFD;0;;4505;1707914840048528640;16476851644341871127;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840048528640;16476851644341871127;1;59787;4;6TWH7RGbgpIZSNGKMxonTE5AhZyN0vHISNT3Dl1O17fuiTADsC
80;70;12254;0;331;MTXCREFD;0;;4506;1707914840049299968;14924164893516313594;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840049299968;14924164893516313594;1;44825;2;Y7UU7wskk5nyZbAns3BUElttyOxmgu77UZt72PBH0cD8wcT3Ue
80;70;12254;0;331;MTXCREFD;0;;4507;1707914840050091264;48241023367022065;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840050091264;48241023367022065;1;30780;2;C6SdUH25YcUz6esA6JoiakgovHU1Im1BXkldJTkzhPzuIiPt7R
80;70;12254;0;331;MTXCREFD;0;;4508;1707914840050869504;7228329137666922492;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840050869504;7228329137666922492;1;18633;1;GKUHnfZ5HpoFPMrClcFkyJo8PphFT8eh2Adpo2PRVULAKkOGos
80;70;12254;0;331;MTXCREFD;0;;4509;1707914840051651584;12636459457525138186;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840051651584;12636459457525138186;1;10388;4;8Zt0sJvAZmDuOlRQAxCpa0DoTqOZ3KWXo9WWPpj8SPXQZ00APL
80;70;12254;0;331;MTXCREFD;0;;4510;1707914840052427008;14591566995351463614;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840052427008;14591566995351463614;1;782;1;BrSoidSt77hUv7cyfTLxxgWLTwLdc9Rkk90BLaRFPIjMWzkcSJ
80;70;12254;0;331;MTXCREFD;0;;4511;1707914840053207808;12402632139160448143;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840053207808;12402632139160448143;1;56525;1;vGWpHeAIHX155YfIGGH7GFFDTUo4ZEXWgAYCOHz3OJhxoDnRYC
80;70;12254;0;331;MTXCREFD;0;;4512;1707914840053985792;3289283724450434829;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840053985792;3289283724450434829;1;48347;2;xlaqOQmHhMHI1XExONTZn7s61W2QQdtoVxG0KqR31tlZXLKVuG
80;70;12254;0;331;MTXCREFD;0;;4513;1707914840054763520;11578280293377330473;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840054763520;11578280293377330473;1;40007;3;F0QMpGibJVqqEHKRntiOl07u7DePtmkoOm49KunuRGjEKNDds2
80;70;12254;0;331;MTXCREFD;0;;4514;1707914840055532800;8609674513216811347;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840055532800;8609674513216811347;1;33445;3;4Am8EjzkEPRZD73xNOmjE5pv3nqoNEUunx4jVyXWD3TvYZdnhj
80;70;12254;0;331;MTXCREFD;0;;4515;1707914840056326912;1155764689173932349;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840056326912;1155764689173932349;1;28783;1;5pFeg32uLiRkfuQ0HFGxLGxauym7K82n7GczGRuO4FCzhe0uKX
80;70;12254;0;331;MTXCREFD;0;;4516;1707914840057104896;2803467070221721561;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840057104896;2803467070221721561;1;23840;1;LbDSVoijvjhKzatn6qfM970sw6TY1F5M68xw8JtGrjOFW1mqDT
80;70;12254;0;331;MTXCREFD;0;;4517;1707914840057884416;18377040532253231007;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840057884416;18377040532253231007;1;23779;2;bq3fOuZjVilETe7lX1B0CBxXLhINJ3vS0msoPDC8hKyKMf1iho
80;70;12254;0;331;MTXCREFD;0;;4518;1707914840058663424;1636377749585501780;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840058663424;1636377749585501780;1;22374;3;QVlnDi1bhVJFAZTgMVFUFjGctAqFzZZfySsFbjidxYxX0cckAk
80;70;12254;0;331;MTXCREFD;0;;4519;1707914840059449600;3334738097635333872;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840059449600;3334738097635333872;1;20044;1;eaSfkUDj9T2bvgHT5OmUM2JWERUwreEqb8DGcyY6uYjgKihx4F
80;70;12254;0;331;MTXCREFD;0;;4520;1707914840060226560;6576156079237684377;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840060226560;6576156079237684377;1;28484;2;6Ar4SlRAOJmnTf7ezrZJJkJ6gQmLc9EMwdpIo8NELgZe1UxKuL
80;70;12254;0;331;MTXCREFD;0;;4521;1707914840061002240;3623504707214383586;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840061002240;3623504707214383586;1;28494;2;2O07VLuE90jNU1ea5TkaOIBP2ZPLNBST60gNCWuvxKfGEYaiwd
80;70;12254;0;331;MTXCREFD;0;;4522;1707914840061773824;15000229401501309845;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840061773824;15000229401501309845;1;30240;4;86P8t69AlTdLG9Ttdu3sCyddPe2fEIVhPKoFXfjL5GJuFpjq6L
80;70;12254;0;331;MTXCREFD;0;;4523;1707914840062562304;9211281611501620618;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840062562304;9211281611501620618;1;33639;3;zsj5Q1mAdKyrzLVSTozXpa1fm6m9sXSTmRnSUcSh6XYwBItjV9
80;70;12254;0;331;MTXCREFD;0;;4524;1707914840063347200;3812302337190968886;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840063347200;3812302337190968886;1;44669;4;v0w54wv4cm4dugxdboOguA0jyKFhBYpuIQW1HBb4wwdR6zjCdZ
80;70;12254;0;331;MTXCREFD;0;;4525;1707914840064125440;2166255785687647050;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840064125440;2166255785687647050;1;50998;1;UIutxVP6tixhP6Ze79iuBeuyA15i0JPHFzCNhjgSxCUyk6WOJS
80;70;12254;0;331;MTXCREFD;0;;4526;1707914840064898816;13822135811650060838;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840064898816;13822135811650060838;1;56291;4;OrhCRaes9MlAGZvw81AlNBpBs6a2LqjKKDRwTvxAm8fJavxbxf
80;70;12254;0;331;MTXCREFD;0;;4527;1707914840065678080;14143647535355724291;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840065678080;14143647535355724291;1;64024;2;2JWIqxMLZh9r65rtcISMe8wxfSAwJYEueXJ7JL2PZiTTMSGsJK
80;70;12254;0;331;MTXCREFD;0;;4528;1707914840066458880;939334838165970362;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840066458880;939334838165970362;1;5888;1;EUd1AbBtJcdI2lHaIIQgNGAK0kS2iwCodGcgFUt7D0uJPph6GL
80;70;12254;0;331;MTXCREFD;0;;4529;1707914840067242240;10518712543030253363;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840067242240;10518712543030253363;1;14855;3;NbmafmqWV1nRTTM8eiX9PysATUhD5eTeIy56Krv23QqjI1Ukxz
80;70;12254;0;331;MTXCREFD;0;;4530;1707914840068027648;1169974365829712228;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840068027648;1169974365829712228;1;24682;2;c7SSb4Cl6ZqXwpttkd3pvv2asCZv9AU9r7fcAF28osUtdqyzG7
80;70;12254;0;331;MTXCREFD;0;;4531;1707914840068815872;7626662461963003411;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840068815872;7626662461963003411;1;39698;4;xjt3uhbeJbvvnje84f10bRfYMcDELSQ79KXGOORMnCThU6BpmY
80;70;12254;0;331;MTXCREFD;0;;4532;1707914840069587712;2103952394878402384;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840069587712;2103952394878402384;1;50311;3;CknHR25aew1q16f4NmvDtcApNeQ8qyVNIDdBCDP1rvo6oC9bWr
80;70;12254;0;331;MTXCREFD;0;;4533;1707914840070366464;102462493584285485;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840070366464;102462493584285485;1;61076;1;rg9ad0va948ZYm2uqffQYfJbt91I1NW45a30wlzMOj5U3rYWYC
80;70;12254;0;331;MTXCREFD;0;;4534;1707914840071141888;6734757341533252425;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840071141888;6734757341533252425;1;8465;4;uvsuVyvf6z5qeGMLQe8M2PsxdC00fHDBTg3iMejRiCrKQkC0Ho
80;70;12254;0;331;MTXCREFD;0;;4535;1707914840071933952;4387929770033864960;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840071933952;4387929770033864960;1;21655;3;xczzM9t5MvIywjfjQ09waPlKu2DmWiKLba3QUwM2n4Cjk6C9I3
80;70;12254;0;331;MTXCREFD;0;;4536;1707914840072708352;18374532682864062266;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840072708352;18374532682864062266;1;41754;3;p4HFkBpKHISLcjY6JUyVOkPLlTcPqYbkq0MP44hogihaQGFp9s
80;70;12254;0;331;MTXCREFD;0;;4537;1707914840073485056;5632418322675165919;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840073485056;5632418322675165919;1;60026;3;lQAzcCF50pOusJW9wJnxs4iAp2DogpaUJEQ59MSFrgGbFkvAz6
80;70;12254;0;331;MTXCREFD;0;;4538;1707914840074259456;9121700047702867287;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840074259456;9121700047702867287;1;14061;4;BWXT16tNfAOy2eTbpckXkCVqXu7oEGuqlNQ4CpWXplbXj2lqCs
80;70;12254;0;331;MTXCREFD;0;;4539;1707914840075042048;11767747067367189080;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840075042048;11767747067367189080;1;35528;2;cqLUuaSxhd8i5tHnvY858LnmuiJ2MFJYxLWDccyc9tlZK1SETX
80;70;12254;0;331;MTXCREFD;0;;4540;1707914840075814400;5366407910494758392;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840075814400;5366407910494758392;1;54021;2;b5LfcoXuSBOIPSJwp93hcTlnftqiO4RKNhnSjSldN0kUkNg6wy
80;70;12254;0;331;MTXCREFD;0;;4541;1707914840076592640;17643514137878088934;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840076592640;17643514137878088934;1;8796;1;HhFgXRgrhLgLLIMv2cmLKtOLZS7URbDKcHB9TwgkfCJJczBXq5
80;70;12254;0;331;MTXCREFD;0;;4542;1707914840077366528;4136585006450902933;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914840077366528;4136585006450902933;1;30113;3;gwgBbo9QTr98C4JUf7A6gm1JhU8w6Rd6sPsx1Zcq0wsEmSSPtT
