msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;participantTypeID;name;participantTypeQualifiers;batchID
79;69;12219;0;331;MTXCREFD;0;;1258;1707914701011113728;9797776247641709957;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701011113728;9797776247641709957;10;UnS8kdTINDAUQAQLo7itH9ukZDXbWERvjmIaAQKJ79F7zlOEuV;1;1
79;69;12219;0;331;MTXCREFD;0;;1259;1707914701011895040;8601854317427390686;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701011895040;8601854317427390686;7;jl5nLPYagxo06SKbslbp1EQlfYGmhusxxUZFiM7SXFsmRItE0L;1;1
79;69;12219;0;331;MTXCREFD;0;;1260;1707914701012669184;507339151605684535;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701012669184;507339151605684535;6;btcZYvlVL4LTzi9tFdktP3ZZW1oH8C1miCr8nfN1Rcbxsy7iUK;0;1
79;69;12219;0;331;MTXCREFD;0;;1261;1707914701013458176;10103398540137097073;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701013458176;10103398540137097073;6;gOYh6Oxo4e5B4g3kpIMmfeDYvr4uvXNIRYYhyHsznSrEudCcmz;1;1
79;69;12219;0;331;MTXCREFD;0;;1262;1707914701014238464;6381794901359045591;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701014238464;6381794901359045591;5;uSezkhT1nMBLcmZZJCw8mZ7g4yZLpngKP8jVZBNO0MsgycIhoc;1;1
79;69;12219;0;331;MTXCREFD;0;;1263;1707914701015019776;11804115994384722759;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701015019776;11804115994384722759;3;ANVEXtaUEdnsbyVkQKP4OwsmKCyuKApreBdYVeeuh0OZ0zOALT;0;1
79;69;12219;0;331;MTXCREFD;0;;1264;1707914701015800320;9957411133537573447;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701015800320;9957411133537573447;12;iTIifRppYmKOHV4M4pA6dYPKJzIcB9CgDPGlYvaVrJamIesLO1;1;1
79;69;12219;0;331;MTXCREFD;0;;1265;1707914701016583168;13521947943542463545;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701016583168;13521947943542463545;7;pSz2pS7gQXDD5VZvmjEyVAxxjrKai7NfE5FOiN9g2iofMvyrXI;0;1
79;69;12219;0;331;MTXCREFD;0;;1266;1707914701017363200;10979698226660847594;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701017363200;10979698226660847594;3;2NHdGsck2gJmvFa4oDDtTiB6CQsHL4eT9gYHCgV0AxiFsw5YCU;1;1
79;69;12219;0;331;MTXCREFD;0;;1267;1707914701018156032;8312469225759756799;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701018156032;8312469225759756799;11;a8MSRtUa1qIvn1MYkzHT6pQyfjdl0Q2aTth2k4zumQrYaCsPDj;1;1
79;69;12219;0;331;MTXCREFD;0;;1268;1707914701018938368;3335569365186517184;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701018938368;3335569365186517184;5;eB7muRDxBwkTHnZ76dpCItu0PwWRYBe49BcT7deU1V9AoBMrWZ;1;1
79;69;12219;0;331;MTXCREFD;0;;1269;1707914701019731968;11897352758671414697;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701019731968;11897352758671414697;5;gsCkufY4NOpPwfO51cCDP6RwsEVLynVD2K6YCYeJdgZf18eCqh;0;1
79;69;12219;0;331;MTXCREFD;0;;1270;1707914701020511744;7622281977265011579;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701020511744;7622281977265011579;7;eJDPu2Xo3o1NfgtwnJReMpwqMCFSYoioY835CaydOI8GYuDP06;1;1
79;69;12219;0;331;MTXCREFD;0;;1271;1707914701021291264;6725741580107489727;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701021291264;6725741580107489727;1;9liAOxhEt1MAIyBCI1wS4ddtc2Oi4QZAUE43KDuQOCGKxd7l3A;0;1
79;69;12219;0;331;MTXCREFD;0;;1272;1707914701022076928;9147850813899803601;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701022076928;9147850813899803601;3;3fZurYJURnBXd5uvmFH7WBeXQd6LAdSFAwUfIHCJ25xFYWfTlP;1;1
79;69;12219;0;331;MTXCREFD;0;;1273;1707914701022858752;15309043539540946490;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701022858752;15309043539540946490;4;0O4x5byYWnYYi6NuiNur7IUdi6ZdpUbGpPRXAdTLrQRMvkkMAm;0;1
79;69;12219;0;331;MTXCREFD;0;;1274;1707914701023639552;15418502542288825536;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701023639552;15418502542288825536;11;sysXr0fBnVtKHBd7nRRB9RSZYMW1IgS2Kb0iugiwIGIz4k6STF;1;1
79;69;12219;0;331;MTXCREFD;0;;1275;1707914701024421888;12478762593935852504;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701024421888;12478762593935852504;7;rFzETh6Z5joPStPXjU4f1PPM8azmlr1IVqEYeDau7FhTS00E3V;0;1
79;69;12219;0;331;MTXCREFD;0;;1276;1707914701025206272;3038107638073157427;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701025206272;3038107638073157427;4;b4IumyI5cF79vzRtn3LE0WaqB2GEj98F7Jh76kwgZKHaWtDGa7;0;1
79;69;12219;0;331;MTXCREFD;0;;1277;1707914701025991424;18128165909489985316;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701025991424;18128165909489985316;11;LTJxJyKXQNSpK1stpwtf43fJougoA3URdx40CfgUolH5apTv6g;0;1
79;69;12219;0;331;MTXCREFD;0;;1278;1707914701026769408;9335310542788525682;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701026769408;9335310542788525682;3;OrrXxzQ1SK7Ji8m20fynEaKroftia0rVmYQSWEr7K7Z698NfNo;0;1
79;69;12219;0;331;MTXCREFD;0;;1279;1707914701027550464;4316745684006981955;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701027550464;4316745684006981955;1;btX3vE5RrQ1WlL8OYcUEC5rPc2BQ4oL8JowcxUSlwS3sAO95k5;0;1
79;69;12219;0;331;MTXCREFD;0;;1280;1707914701028327680;15903836218792421346;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701028327680;15903836218792421346;1;8iAo9v7O0pcyHWV1cusuTYSU4pyaBr1pky0SF90x201wcBUTYR;1;1
79;69;12219;0;331;MTXCREFD;0;;1281;1707914701029115904;3864263638839754047;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701029115904;3864263638839754047;3;y5ZlwjJkdn9C1MwBOk5ZzxV4ic8i5ROHSdoUSWWF6A7HGZCSPI;0;1
79;69;12219;0;331;MTXCREFD;0;;1282;1707914701029892352;10915831167139369427;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701029892352;10915831167139369427;9;lhGh7ZfX3sonEP5Y8zXb4r8DinOl3NhHaFfuzNPczy6iCufeCV;1;1
79;69;12219;0;331;MTXCREFD;0;;1283;1707914701030672384;5472110137021694931;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701030672384;5472110137021694931;3;zsFtTbDgYcCkaW3r7D1lk2d8C0Y9zoWtHLQKEopYdPD604KFRK;0;1
79;69;12219;0;331;MTXCREFD;0;;1284;1707914701031448832;2272729339300334485;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701031448832;2272729339300334485;3;GbrUGICv6wGNYSZkjIntijp64EVWRi4aQVn04DDB4yq4SlP27T;0;1
79;69;12219;0;331;MTXCREFD;0;;1285;1707914701032229376;1840633472371575420;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701032229376;1840633472371575420;4;8h8DOuvGICjNFN7UpHSdyQiwgtsqjm1OA6mX3s9Y1Av77PucLp;1;1
79;69;12219;0;331;MTXCREFD;0;;1286;1707914701033008128;13924544755078682990;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701033008128;13924544755078682990;10;tNlHXtcmZRt9V3XmL2TOc7Pc2LbU208xmBOM525XP8rpP9V5mu;0;1
79;69;12219;0;331;MTXCREFD;0;;1287;1707914701033809408;5732731317545328361;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701033809408;5732731317545328361;10;fyYaH6pCmdXetbIIzpYKQQ3jRRm8mf5h1HAuEaSsDA1GZi92W8;0;1
79;69;12219;0;331;MTXCREFD;0;;1288;1707914701034587136;15147101383264349275;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701034587136;15147101383264349275;10;sSTwXVtBiJg8nf2P7yVdgr6G09Gn35TA9XpdEHC7rWvg1oHBNl;1;1
79;69;12219;0;331;MTXCREFD;0;;1289;1707914701035363584;6389568803510658560;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701035363584;6389568803510658560;12;mvJ7ZeP8vcTxy1vwwSZqhA8k5u5PMAugJifmvRM1bHRGOvJbZQ;0;1
79;69;12219;0;331;MTXCREFD;0;;1290;1707914701036140800;7424842817712783449;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701036140800;7424842817712783449;3;tYD4FTxgJMART1f6ifPEyMgqEcVd5CZPa3qRUu7mLLRywQ0dHo;0;1
79;69;12219;0;331;MTXCREFD;0;;1291;1707914701036927744;6584119584041218146;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701036927744;6584119584041218146;12;CrgHo90QToYYyFnQGy1HBArdHPcfuw5SA633nEGJFKnzuSntgA;0;1
79;69;12219;0;331;MTXCREFD;0;;1292;1707914701037705216;8912215632915372178;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701037705216;8912215632915372178;2;1Ia7n3Ohrmboo4vBfSrVoYgPKNJLD375llyS5wiS8UdTEG7QMU;1;1
79;69;12219;0;331;MTXCREFD;0;;1293;1707914701038495488;10572777251230718758;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701038495488;10572777251230718758;4;a638QZ1Jbaqy2N9B148l5SfdcNAISRkjLJJNgjQgdbyCKlsD8D;0;1
79;69;12219;0;331;MTXCREFD;0;;1294;1707914701039275008;13762526124926781864;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701039275008;13762526124926781864;2;jJFEP5gLT2AdvMSFi9MUNXOeQofDIRssbhBEuhaP0juVY60tO1;0;1
79;69;12219;0;331;MTXCREFD;0;;1295;1707914701040051712;16551132210425317097;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701040051712;16551132210425317097;3;3r2eVVqNpeizJknwOQ7tGFDqNBoJOsMLf0zpIG2l7DwKMatOme;1;1
79;69;12219;0;331;MTXCREFD;0;;1296;1707914701040829696;903191113039510306;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701040829696;903191113039510306;10;3g5Q3LsC9Iqpv6okEMVteocHzR54Behcns3PPmMB6wtdFft3Wr;0;1
79;69;12219;0;331;MTXCREFD;0;;1297;1707914701041612800;14751137382246839050;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701041612800;14751137382246839050;3;l2cSMjpGLFNBkXdmgGt33sDvCPQrINaEzniyLSS0Frf2qLHcDR;1;1
79;69;12219;0;331;MTXCREFD;0;;1298;1707914701042386688;4087316624749855256;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701042386688;4087316624749855256;5;Ri9vBLEROsdLyeJhdmVm90bfV0lT1Sk9aHoRhaD1MXTVEPXqBx;1;1
79;69;12219;0;331;MTXCREFD;0;;1299;1707914701043168768;3246501034138759313;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701043168768;3246501034138759313;4;lytMA9IPLVPwhaA0Fw0WOd1yi8PZoI866euvQcS6GxjwlB3MUb;0;1
79;69;12219;0;331;MTXCREFD;0;;1300;1707914701043946240;765384858895340507;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701043946240;765384858895340507;5;LmszU8tqBgc7pmMy6LRZAw6JAyLlg201FUl3jeknoQjYsxn0Sv;1;1
79;69;12219;0;331;MTXCREFD;0;;1301;1707914701044726016;14810666607695994332;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701044726016;14810666607695994332;3;MWQEhU5AICsyR60Z9dCVX8mGWEWRhOmnAElWWdJh6no14HdwKn;0;1
79;69;12219;0;331;MTXCREFD;0;;1302;1707914701045497088;416088472183513684;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701045497088;416088472183513684;12;wtpsHjNq8oj4KCHyxdbilUvZAZyooZD7O5dyE9gaCaD8gXn0nf;0;1
79;69;12219;0;331;MTXCREFD;0;;1303;1707914701046279168;5958449623942152330;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701046279168;5958449623942152330;4;LUtbdZFr0iDtsoiOYG8xWqNOlWPkOP4x3PqHefjHYzfbQXUll4;1;1
79;69;12219;0;331;MTXCREFD;0;;1304;1707914701047060480;14004167078442348290;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701047060480;14004167078442348290;4;S4K4QUsTcv4qIkhgVchdeBAxdAYkjQyC92APEThvFaqrpX1o4j;1;1
79;69;12219;0;331;MTXCREFD;0;;1305;1707914701047834880;10805827816999257587;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701047834880;10805827816999257587;9;Gq9DTrMqOoCjXsM9l0dWEzCdkhruc6twi66OacvHktrvmAFnF5;1;1
79;69;12219;0;331;MTXCREFD;0;;1306;1707914701048602624;17777206870050831401;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701048602624;17777206870050831401;10;phHGIxNs84dkOtiAPiCgsJj0y5tOANPLRUuhNzV2gQvEUCeOdQ;0;1
79;69;12219;0;331;MTXCREFD;0;;1307;1707914701049388032;15169407721945602304;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701049388032;15169407721945602304;7;CxAH78xt4WNgCNhkUTCuBnSC6wwtUw8FmPf5Ws26sAcnmS5JyE;1;1
79;69;12219;0;331;MTXCREFD;0;;1308;1707914701050165760;1381899296772277767;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701050165760;1381899296772277767;6;cj4kfCqPL1xWGXp7dEEHJiNdLTuBmFPprCQlf1K63RENTyTrfL;1;1
79;69;12219;0;331;MTXCREFD;0;;1309;1707914701050951168;13316341060154759822;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701050951168;13316341060154759822;5;KxpeeSidis3hIPNBJ1EvA8ePHnHe55lJQA9VYKdj5uEfAF7Q1x;0;1
79;69;12219;0;331;MTXCREFD;0;;1310;1707914701051730432;2956645548531979679;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701051730432;2956645548531979679;2;iMS7GgavwRCyiCBK3xXz6VSGlSZo3yhUDbQn0N8GsWmwzmljFn;1;1
79;69;12219;0;331;MTXCREFD;0;;1311;1707914701052509696;7963499267756533465;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701052509696;7963499267756533465;2;bx82YroZZV75QNEcQ7qwgGgb5daFJcCl2z7PGPrIvUfI8JYBif;0;1
79;69;12219;0;331;MTXCREFD;0;;1312;1707914701053286400;6203949374605455204;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701053286400;6203949374605455204;3;n2nhODII9rgD6iEHQgrbetCkunmbJobVUMokKBFv5kWODaXDb6;0;1
79;69;12219;0;331;MTXCREFD;0;;1313;1707914701054065408;8114271223298226372;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701054065408;8114271223298226372;2;3KVxqJjoiEzlnAqaYHQiPsDP91DUJRttFt2ZE18xNUqanrdzIa;1;1
79;69;12219;0;331;MTXCREFD;0;;1314;1707914701054849024;18329937357687825808;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701054849024;18329937357687825808;9;t4Al0q7nH2djlLGOa8oXcGzdddFymT2F28baywPekjfht7YQnN;0;1
79;69;12219;0;331;MTXCREFD;0;;1315;1707914701055625472;10881400320722694641;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701055625472;10881400320722694641;11;9ihUN65x4iY1mHII87azuL6SlXn4Oc5rCRai0VzufYAPxR4nMZ;1;1
79;69;12219;0;331;MTXCREFD;0;;1316;1707914701056395264;8696457637567815298;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701056395264;8696457637567815298;5;bsDRM9VpnxSojdmWlHIZ0UKS5qwAr4YOas7w6Dtn8MBG0fWVDa;0;1
79;69;12219;0;331;MTXCREFD;0;;1317;1707914701057176320;6128362147021717653;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701057176320;6128362147021717653;11;tVgZAR2rfVMbGaGkCvV8DRY1MIpwxn0B525sEAk4VtTXPbMLCY;0;1
79;69;12219;0;331;MTXCREFD;0;;1318;1707914701057961728;15795757660799590051;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701057961728;15795757660799590051;10;OTxz6atYLdpIBgdLvc3T34yhbG1edAaxsBQBndgSdgDGEmswdW;1;1
79;69;12219;0;331;MTXCREFD;0;;1319;1707914701058745344;1744572319795105126;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701058745344;1744572319795105126;11;zMFlmuzKxNfSwdj1QC6cfqXme5nr4S6JdlXXDpeDRL6tgZHjL3;1;1
79;69;12219;0;331;MTXCREFD;0;;1320;1707914701059515904;15265893137062308741;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701059515904;15265893137062308741;3;I24bWJIsUdjRFAwp1eiDQEtdI6rVNtzYM3FDrLuaTXA9OCRLTA;1;1
79;69;12219;0;331;MTXCREFD;0;;1321;1707914701060293888;17432757258527671705;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701060293888;17432757258527671705;12;yVz1wU2P8d32U4npl8CY6WQvtSS0PFEvBe4GsNR5YtklE4MzRJ;0;1
79;69;12219;0;331;MTXCREFD;0;;1322;1707914701061070080;11018420222893794420;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701061070080;11018420222893794420;6;ineE4J1hxVRb9K8h4WG8wQ3xcZ4HFo6rO8JIdL7iSlrMI5erPA;1;1
79;69;12219;0;331;MTXCREFD;0;;1323;1707914701061844992;9077353183185174852;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701061844992;9077353183185174852;10;KohBH46DRHdFImIdHFNXwTwSTWJXD37WLhXokk3ID62hvZrW9f;1;1
79;69;12219;0;331;MTXCREFD;0;;1324;1707914701062627840;15408893465012802938;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701062627840;15408893465012802938;11;xFr410HFGIAXTxUJTLLjjCPtMirwfsZi8oYmx7QLxo8443w8ie;1;1
79;69;12219;0;331;MTXCREFD;0;;1325;1707914701063412992;2982255331599526299;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701063412992;2982255331599526299;10;oGL5xcUQIFQUohh2fhvD0CQX3MVAwagcOeZv8W43Vqe6yJdTS5;0;1
79;69;12219;0;331;MTXCREFD;0;;1326;1707914701064198400;16873613321077935461;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701064198400;16873613321077935461;9;bHrNoOeXWHFJkQYFDy3r7vPSQlUwFbw2S0uw54BgfTy5gCcgCq;0;1
79;69;12219;0;331;MTXCREFD;0;;1327;1707914701064980736;12687758846921632205;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701064980736;12687758846921632205;3;0rR08b8vjdZhvJavge0dCIFEcWbg8sRWk0SErSuB5XvhjSVyhx;1;1
79;69;12219;0;331;MTXCREFD;0;;1328;1707914701065767424;1603545974731884876;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701065767424;1603545974731884876;1;OUmEoLKMaVpIkW2IOTwAX9E78NYbkfIEMnlPHGkHLh7dXeHPSW;0;1
79;69;12219;0;331;MTXCREFD;0;;1329;1707914701066541056;9759436824224145962;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701066541056;9759436824224145962;10;xCHyk1fhgk5YUayRL6hBRNGjmmFmINBZVrPTqIPphY2v6euTsO;1;1
79;69;12219;0;331;MTXCREFD;0;;1330;1707914701067320832;13421711743622402757;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701067320832;13421711743622402757;6;7x5KTy7D4ou3LUKI4sRPa68mcnrczm2vnOcYiEplkuR6iGtH6K;0;1
79;69;12219;0;331;MTXCREFD;0;;1331;1707914701068105728;5416097881862980687;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701068105728;5416097881862980687;5;rxotDQkd8OO1TfJEwqESoi8w3I8NVHFgbz4SHh1L1mq30HmOK7;1;1
79;69;12219;0;331;MTXCREFD;0;;1332;1707914701068886784;450010474206340772;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701068886784;450010474206340772;6;ULYptuz3K2Ri0xjWCDRZ368RRFdCOD6I7aK2LijS9ono19coRa;0;1
79;69;12219;0;331;MTXCREFD;0;;1333;1707914701069672192;2674369173114311403;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701069672192;2674369173114311403;3;X7o5aH4sZzikctFRtW14I27PdqTK7Ly4BUg0QFtJCeuSNwtJqX;1;1
79;69;12219;0;331;MTXCREFD;0;;1334;1707914701070448128;6099759090544757392;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701070448128;6099759090544757392;4;4mWXZTuheslJ5aLYScN3tlKemtO7SrsfgM8SVEYT8x2PtfIkHg;1;1
79;69;12219;0;331;MTXCREFD;0;;1335;1707914701071227648;9273667948214128714;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701071227648;9273667948214128714;3;YA28FvIBRargKJuB7W6XdaJn34jv3MPFdcF7x4uC2OPKWkVvRY;0;1
79;69;12219;0;331;MTXCREFD;0;;1336;1707914701071998720;14720728368784036917;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701071998720;14720728368784036917;9;FalLC4Hnz6T6m2fU01oSDug4brRFfq2Kd2zcCaekXAZy17Kvl7;0;1
79;69;12219;0;331;MTXCREFD;0;;1337;1707914701072778240;11956725502445715602;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701072778240;11956725502445715602;4;1n60oPbWlnReDplPzZ1ph3R7tw8fJUK4fK9YSckTcKVNgdxLGf;0;1
79;69;12219;0;331;MTXCREFD;0;;1338;1707914701073553408;10469931674521846736;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701073553408;10469931674521846736;12;f73j8xiDCLUSotyZYxSAJkBVcPxiIcfh6AleMiqzouKyzOaNzi;1;1
79;69;12219;0;331;MTXCREFD;0;;1339;1707914701074340352;4270794088839887975;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701074340352;4270794088839887975;4;NHma9TSg9et08WO04rSHAQKTqALAsaRVVpLY1HoKVvY7DhDrnH;1;1
79;69;12219;0;331;MTXCREFD;0;;1340;1707914701075120128;9539624866479829332;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701075120128;9539624866479829332;5;V6q1JUBvTWD2ntcDsHCbL21NAiPGkgDf0Y5RzCajTQtwiq6MFG;1;1
79;69;12219;0;331;MTXCREFD;0;;1341;1707914701075900928;5148774319875229481;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701075900928;5148774319875229481;6;5OaepfLP2xLnzIuiRSt22l0rfju1ogXY8678OpahdYITFxAVf3;0;1
79;69;12219;0;331;MTXCREFD;0;;1342;1707914701076679936;17108812420971625659;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701076679936;17108812420971625659;1;Z6XrFF3G3WEZ8T0Uo9ndZSuSGsbQYGb3ruqGSlTHUutXKysf4b;1;1
79;69;12219;0;331;MTXCREFD;0;;1343;1707914701077454592;3729958225070962808;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914701077454592;3729958225070962808;10;7XkNAoc8BaeJ3DqGi71hoi8KbfBso3RqVhMvZpt0A9TeFKtLSz;0;1
