msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;symbolIndex;instrumentID;optiqSegment;CDS_couponStartAccrualDate_1;CDS_couponDate_1;CDS_exDate_1;CDS_paymentDate_1;CDS_recordDate_1;CDS_couponValue_1;CDS_periodicRate_1;CDS_annualRate_1;CDS_couponCapValue_1;CDS_couponFloorValue_1;CDS_observationDate_1;CDS_structuredProductCouponQualifier_1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;7796;36452;64137;301;631;12170276388254407085;3593679871;2971357265;8823614464669921255;3923195989881196069;37435;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;35051;56701;59446;26702;11414;5186761241299210677;1417062648;193863939;8124571572039885391;1973091881944081368;29211;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;38072;7793;45791;11226;9076;13971866544763812840;3325890706;1577151258;9293232815572526394;2301450162368643244;60332;0
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;56742;10694;23030;8984;33719;14245530704803030610;199462103;1604471445;7297055045930816800;7669708963460716203;10509;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;29236;60580;27134;47628;2389;1756151782712580794;2839784802;1947766962;471118299972839276;13723960659900098702;45137;0
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;50205;46954;25819;829;28191;8774062884631917669;617158822;1991311549;12578471938571820913;2766741772771854893;45308;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;27276;46644;26043;21287;60361;15796653922282992566;3524011696;3588348291;17247360071663413356;8490264562427270446;9708;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;54272;48571;52212;45136;29719;14947910445695466567;1212456472;3443291924;12695551298712091822;1008559183967400213;9167;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;47442;64604;3909;48675;62804;8956402098340442752;2895236013;2713099379;414262067092292828;14755098468201402638;62658;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;1872;16892;14786;28458;30550;4093699517451861175;2450269535;3397728413;7958961334851777552;14941318283884194139;17417;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;12032;64252;55229;42715;44369;15493596735840356022;2911024989;3291658982;5020480664098673690;16397220374632801325;13619;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;6958;38924;20761;3974;54922;1392925002918642644;2395487525;735601091;12064737004166340694;16631510111720889964;40226;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;4319;17616;4678;53045;24673;16508856832191360537;159172170;2287443684;10967280751301999095;10921323591071057999;16274;0
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;2229;50619;34090;40489;41451;5445566705106408456;2538150154;1666749863;15224946047522453677;8808213646823041981;9605;0
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;49803;47229;2680;16790;47542;1998397077981450058;2521954342;74126735;7823686179885252311;10309512147838214909;54125;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;45424;58209;28372;40965;16582;9447941053507214278;753115550;4294761498;524932361787857456;8488433983143510239;46510;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;19715;28558;51945;18191;56677;2798359018336464133;2953120439;2773152900;580008465973217471;8926138195427141606;58536;0
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;1748;16643;50652;39086;57377;7123319307172229024;1993661599;133867690;10359335148630819838;14591288156218044460;21841;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;3266;47284;38261;18986;52346;6084643268929968998;3296052803;4232253281;5743722471696447337;10914799182819889856;29258;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;33531;48638;34735;34899;63645;2027630214230610368;2891701716;2411832257;11593871917984445099;4902796783988963536;52276;0
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;46128;32251;38591;29167;1186;14032339138097532337;3802126284;1639216208;13000750527363801325;967871533283891525;38737;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;32584;45935;32352;43263;58068;10698911123606241186;712753403;755646816;2663827100687790658;17774555323642102255;11725;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;29545;20244;24878;5672;20607;15066922567634392166;3993560623;4213580645;8768152309348796462;14275247048349125334;63812;0
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;3548;29892;63;11405;6068;2457454797141567909;2421327273;2674992619;2797459200513181757;1349097084362146533;24825;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;45942;41377;15452;9444;3708;10162255598886002350;3022909179;2485697619;10083569075355851616;18307264722377944445;21930;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;19056;12864;52217;33835;5013;5006004552799990686;784038582;673970085;4829533718187309814;5584768390386242198;36810;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;31905;6661;39333;8392;2475;3465096444960072817;972467965;310728416;6948515618425549312;14900094204126452222;31565;0
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;1123;36970;6194;40997;63116;12900352513769387921;4096693059;922653422;13497556195316461536;12719888931362279189;19694;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;64342;40593;63820;63790;14373;6515191657349870587;3884984273;4015234640;13025023331217704051;4036658888955767857;63892;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;2539;44008;22881;48225;16883;4007566890591012004;521326818;1468842142;7487058364280844192;12924463709762373434;33807;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;57554;4124;37426;40868;54748;7324898610092070764;3516183051;900506686;2102950618570447516;7424005361625662435;63121;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;62626;37101;15243;43373;24586;14803480872382033078;79999958;332533587;9133006721626548672;11187207039508614125;64303;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;24927;5921;48622;15153;47481;9110891801247159902;2723103512;395561904;2696476254591117060;12791319497839390900;50323;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;21234;60681;45416;3472;17289;7217174912641371672;3052016241;2098077363;17743231736184675293;15081055749982641065;14205;0
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;42813;55094;60876;22631;35654;3293208133467370555;2079682474;2517313297;11309026541588443652;4219536692521575786;11076;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;65315;43771;45907;59900;52419;17582187133476811877;365367095;2711994063;11566051073017906629;16004751262433569730;36737;0
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;42554;25037;23181;45226;36664;11405983446831411831;546022329;889302264;15093201271058965310;3050365665982771417;45451;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;37590;27582;31883;12984;26887;13412869596584846610;7978809;271146151;302976770280533965;10184630527966313537;15667;2
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;37515;40113;21670;11505;38172;7482388837472195710;1301180528;3766837539;14006657322426017399;1221241535140914258;61601;1
11472;30;12256;0;331;MTXCREFD;0;;4848;1707914858006417664;12371467203033216727;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914858006417664;12371467203033216727;1;710897910;11954404011739921556;15;44734;42959;45010;30959;59404;17214370484466269196;2689727992;2136404779;6573615431863586563;14373933786419751503;15443;2
