msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;participantAttributeDefType;participantAttributeDefID;participantAttributeDefName;participantAttributeDefDescrip;batchID
336;326;12218;0;331;MTXCREFD;0;;1058;1707914692011900160;8740973312744688074;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692011900160;8740973312744688074;2;9360079179220970811;p40Jz6dLQGdjD9nyFiIXn3GAaIczKVJv1YvtOIj9A3loUMvpJucbUjGOQvifME5fd9vyCtQ9pfKeWcQVe1PpNlWB2EIAxFo8oi8i;BdPBr1OTt4jeF3KSxJbxyK5vBwH3O1r1zkafHGjV5Rj5sLA9OXSkCIBQojUQeVoNcW9TlFUfQd4CqAFyuRFft78qnZRpqOIZkBWlxX0ozTNdGph8fB5vS7LeUvgzyqRIsUy54doYn1l2Wb8plHKvzk9Ur7pAdtVTSND2nBCXUHNMj6dQIgOH2z6gVBTPBcwjozoC3v2H;1
336;326;12218;0;331;MTXCREFD;0;;1059;1707914692012680704;11291251891378350680;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692012680704;11291251891378350680;3;11694897569013343415;rjVq5XvSu6aCcoC2Nv4C4SklfimDtb6JfsZ4IjwEoiRpU9fE5i8SmiGKZVEQWAb6gRTrsug3qv3hRfO3xzS9MTO9JZAiIukVKIFS;d7zd6PtiLRndBuMFoqY0U30GnO9iAEONBLDk50CpLZ4Ir4Wl4dNrN5aKkBeAa9RBrJGnw6bTXtSGES1qpnet1LtLMQHsMGLs5Jp47LHPnOEDrVeNIf5bMpigSZgAWHOHxfvTD9PXT7dgWTHzAdpWkOovYhp42RVkq72hVFAAOXzem82PdV7myK1tJ0stj8Z24FsO6XOQ;1
336;326;12218;0;331;MTXCREFD;0;;1060;1707914692013455360;17344982063564322309;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692013455360;17344982063564322309;2;12028911648915556806;r3dzU9HiZtcO5Z0FSTGbSc3KcesT57gCpy8R8oPnS30clUQ2Etnjdem0VAdMXv2MjMNakDIHFooeHg6Mzb4XdeiHORDr2Pi3dU8u;oYY3epsfZnSydx4DEJKqsj4lZGgSdA8KG33kh45RtcxCY9IKBrAfoNDhhAKceVSHKqxV2lYtlvfhsHCUmOnv3A0q5Z3HmtEqcmBL5v0lfSISlEmPpykTc9HX0rR52Aq0LVkpnYgUNAqpF0NP4rVznynxPvH1xoJWQ5G8hoMZKTjWWLYhinZlCfhWbreDDlWMTTp825CM;1
336;326;12218;0;331;MTXCREFD;0;;1061;1707914692014237952;10663819719258076495;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692014237952;10663819719258076495;1;8793232005878031824;1ECl5u1pL1hQEDEvdOA0vSLF0FmCJbQknWv73F2Y9tDDS7P0091IUI3WIt5YeOCusEq61KXt3cRsTpzQbFI0rw31YGbXXfwtf9lg;LnsiwMfWMIthMVTMWC9Jp1IxRGg0fZrTwETrzTzFyssoQkKqjQiQRemkzyuEgjFXk6y1hqEfAe5cGo34eWUCQ5AnJ2Kd9ZM2DX77B2GoYEtpYrXIY6i56jDbm4uMM9w4SKVGj7P3vzv15ScmotGvw8vwG5xcOKqGP04CVFMVrvTAsn9QLRY7cD3XYC4rdcRvqjANcLmR;1
336;326;12218;0;331;MTXCREFD;0;;1062;1707914692015024384;12159879955782065112;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692015024384;12159879955782065112;2;8031718545272965247;ZL0dHqrwsi7eIqiusFa8mg0KKAT1PLmboFvJNu32lfIS16k5IvOw0ndmBDJ6M760Pd15KWFFNNBl9nfs5XA7w605KkAH5a9qVdbc;H6XWLpffbaZFaGFqSbA78UNsdmuBdvtZZXHlIBHh1r6gUC2xJZWjm9ewtffvMCx5KKVtgzRZ8zysFQY59lnTY1SwUSQaWOp8LI3eQUJ54UuBQzWjff7GwY950x7poRNDjW9TIsYwQ0WU71uEY4VfUwJ7d0Ve3tFKt7GvVpqZFvMgGXWXQ0NEWV47jD5ZSfxMXdt0WcO2;1
336;326;12218;0;331;MTXCREFD;0;;1063;1707914692015801600;18143757563912419337;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692015801600;18143757563912419337;1;4141292706667993696;Ugurh0mVZdXtkBunDZw1mDs8C1miG9U2NfFV7sVEStmT9Vjb07UUhyT022D5VYFsxEKvWxJXVTTl6g9TjEpNiXyjrFvdi5KEWsvy;Do4Bgw1fwPT2xJ5yNW6iMsvdtUPsRkYUIA6OiXdfB34u3uxJSvZiog4l6iQo4gzW6P54oZAipiULwKyWStXCD3GOA54JF8ZKVpGsS3o6SaJtOlKWhjMXWBOF40rwiNZ2EnwbkBmwpJDezgnOaEMPLC0Y8rgUhBgHkRa87gdhEtkl6DQFDrv5asiPFxyKdIMBUUT3aYSs;1
336;326;12218;0;331;MTXCREFD;0;;1064;1707914692016581888;13473955630773722841;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692016581888;13473955630773722841;1;9895901289197347474;ocwqtKFnkJwbtW4c1anJFjFCysXvSklnPjU8XpBnnBj9ziO7Y7B3oyXHq7koHFHuDsL06YZeM0WxVJ0zmKtImzYLQBfm0Pj0hlP9;aJ5qV0fAnNQc1MM5T09TjKDgYN1NibyOGebxpmkBlQXfjgd0VKlia3ueaCz2XB58fbBeXlXkmMKxWDt997kId2tizBtIBohqx6pr9DC360fpgPraRiT1ziV8hctGnoKUkb3MZlqMFTrFWjMk7Ad5PnKrck6oCNRGPZvBzxVfmXjMc3FTxLo3ZmE5Wtz15GltriFNmEnI;1
336;326;12218;0;331;MTXCREFD;0;;1065;1707914692017360640;11316954562952055811;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692017360640;11316954562952055811;3;15638642845420437379;8gTYX2YREE6BKH9P4L1MiI6omgNmY9lMUIH6FqKYEnpgx68Ibl5nXMCoEHsbl132Nvi5kZLs70taRTcyJ4ejOGG1OCO6dE7lw5ru;3ATn4UCHwuJgRG78N3pRK5VipJEF7aKWnsfMbmX8OH9jwPnjcAI199XlHWXT5pHibv0F8jLDvqZq0GzuYqLJupvWMnsjTDlerlEoGF98iGETXWd4IQWp6fKiJ8bgezGKP5Hq1E3YbdXJ7s1Zn0JexP3cTXi0X4oUMSrEOkkuGMDuEtMNzysUEKvHaSoshfmHw7rsa4Om;1
336;326;12218;0;331;MTXCREFD;0;;1066;1707914692018133248;13020344587554187396;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692018133248;13020344587554187396;3;4879872859871732253;rjlVdpaHtR8MebUMddFxKrMlMUOlFIlKXU079SgPrMmko0tC6INdgfKCE1Cb7SojOsRQ3ey5jpnwM4TcZkRtuZ7AP0OPIzo5QHx5;Rtg64qtc98kLDUG0va0xnv1bMbz4P8cyhs7tFYZG0NgCZ8iw9f7nG4yLsvms4hz54jCaNSqY6eii4THLrashOiT2VZ3hOn28bycIzJZTJI0at7DwvksKFsE6CpRJH4oucF2i4zD2yEr08DUOq3X3qE5rMqNhJhjDAw5XVJ5H8upSKoa5VMr03canJK7ULKYWw4QTI4xr;1
336;326;12218;0;331;MTXCREFD;0;;1067;1707914692018919680;4726202571647738433;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692018919680;4726202571647738433;1;1979535605216974277;rfGWlP5RUaOLbLpjfNybdTNCgXV37jwKn8vpvRtgsQkf3iek7SVDK2tVGnuwMTe95tm4zV7F84t29ZkhiKhHRhkVHxyD4Ziy3WE6;wYBYWBm4TaG6TKoKyXFrUzH2k0a9x33IqF7RGCK5DVz2hEtddId3Y0QDZhmYCrcZ2Uq2X1F88gueoMRD3hRlgZ83zwLuowi6H3yoSZRKWWbRKTXW2I4qENdgsPDty56BJbGEKeiONPZl6o4iFT54taRlkIovXNaeKnTJj5RMrC6IEf8d7xmPReuzdGRpU27tCEN0qysm;1
336;326;12218;0;331;MTXCREFD;0;;1068;1707914692019697664;1739896262512311469;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692019697664;1739896262512311469;1;7918628590244775244;qj7brKZXHHxemAo2aWQslTlnkPyNEwiQhEehBBw0B2EJPd8uqJA8g9npw1B66HIIerBUZJ9CMWu75WFQm1n3uhbTS6C1dduqKPM3;Yats0OhoLJZKbP09nG6XYZnMFn211qpUp8rBFfZbCZyrm9tWzjbFGNe8YoY8GlLR6fRp2BlFTCNcUq0wKSqwx9JJFYn3WKt7Ms3NmFZ61Zgh0WYvd89XwrjNmxzaZJ4rMhsNjqxC5OSIoUk4LpiqIBwkRl8J5JYOyvVgl2xyigmuM2z5c7e2eTdk4r1uRLQHQPSssvOZ;1
336;326;12218;0;331;MTXCREFD;0;;1069;1707914692020468224;4818171850278322057;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692020468224;4818171850278322057;1;7837882444871383350;99StAedYI2MvSov9ZFPpvab5NRv7PGERE0ThZYM11BhHGlTPQNA3CReLTPUJPlsKrkFPa5ddQroNxz4rAG4AdTch2BsjnVRVya7U;JcpK5qiKQItF83Xrs6C7G3GBRKsRYmu272YRfLjRgyzs3917XExbVBeeBK7dHlbp2FlqnO8JbsqmnRIPhCMyPHrxWLkJJIGhuFxIMvuadZB0rMrwgL5Z9xUgeW3Suv64f74LlF5vl4uhLZQkGJFuIQPkrtub15dHYwAwujuXjPqYkRb9dB7ETfFVFIaEyT4XdI2W4Z9k;1
336;326;12218;0;331;MTXCREFD;0;;1070;1707914692021240832;4642860261454225656;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692021240832;4642860261454225656;2;107242111946448679;7koT0GbhHDIYUWH3audUgW7fljv8TkH9C5Pz6XBeyA7IrKMSEdteRp7IIsyS10HX5vT127NxAsI5W2HDXTuJ4I9v5Lfw18EByvCR;4fcKzawl83uoG17vZd4bLMamQNj9yrKgMUx6KqQN1XCtvF1Q306t0nPrCVBpRTsQBqb4RDSjwimC8SXPRrfB9clBMAceKHddUbqV7XwbojnJB9TSHraeJJbciFHIaDFASpGedZ42mz0LumuTUgwzDzXmrhqzKzCXf2Pss2p9SKtgVU4YunZAmkH8NwDHaN5xzYG7f7bq;1
336;326;12218;0;331;MTXCREFD;0;;1071;1707914692022019328;15411917448365470352;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692022019328;15411917448365470352;3;13000162666555479712;84fYfSyjVav5cNjeWo330K46dYfrVo6VSxWQ4b7lMzlW7KdoEv4V8RhjdMRkxiZ0gAdu5bUHqPQgc2EBifBImaLWWIHs7PsJr4w2;abA7TCd3NGoRn0tuNExM12zJmDVS4ResqbUJbTyulxEkGfOB8F2o0MprsR7eTK32fQZTjn3oO7Y9Qm01LV6Wd8h94wNML8DYvQ6Gigi2FMwxio7YrtF0PndhCgbLCdkNir69h95pUnM6ubELIvsUIAWZY8DuvD1uBnvjxRQdvI2U80UtpJNmrEmhb4pp1UuNQMnjQYEh;1
336;326;12218;0;331;MTXCREFD;0;;1072;1707914692022793728;15012043576598422220;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692022793728;15012043576598422220;3;3788172096319866013;x9eNiBcKGM6RMfQYqFLvbP2nRGGtP9JSOHB0Ruxgq93U29wBM5mVMHb727kckKkdHoIeC0fKtDWvLRP1wCNVFVPzs1nbBP2GcnsU;ZMATlezxzoosnuEFUyCepRymlFSreQgO0Yjj0wVq3YUGvaLPIQLVXNFWsVxFAhZKBFUNBAcajf5vyfN4R3Fdh2XU6BkI73QgvqXuxDC2vx8vSLtt1yVe7tSJJxTM0hi0tWsSvlrp3l2WaE0jvOeZhrVIHMNqtrAfJLRXGulK13Fn1j53nHCuwJYjttpMpRmJwC7YhHsY;1
336;326;12218;0;331;MTXCREFD;0;;1073;1707914692023571968;810664179887773343;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692023571968;810664179887773343;3;3960713179410909759;IgJRzVsEX9bgpctrbGCvVLIsoOnI9nMcVHcIsv6jcld9mdlRltYCWYpJ5JiMJQ48d8faz6kegL3HOtGnHPqcjtIvpVxcih7h4COj;ZF6nMFcwuGGr2E22rObT3DaU12UDVsFVatj4Zw5xuq9s2G2OqNvgxdhHsavHDWD5tUtX9t0nmow0NHUQtHgzUKPIH2GWsDtV20gXKajX7RLOyPBkBeMGB1X8P6eQY8I9qAQfayQROi3cJzuoc2UC03SyukC1TCXIVahHW5QnY9Kvj0J3ROy0G7bSHSvkgFr1D9g3SB1H;1
336;326;12218;0;331;MTXCREFD;0;;1074;1707914692024353280;16620139078663516936;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692024353280;16620139078663516936;1;13890386791141251671;x8kdnYF2Nv2pwEz5o1lI64j35rexzkdKg3aJWntxonDVTyu7ZJXYsHPg0Pbc7yTt4rRUjzytaUVlGvws8Mfc2Ygf6qDQHSoTE74B;CNbTwtq2m2jOuodq8NuwsBycMu7jW4rcjJjZnifA0MpyfKCNdDuJz3zeTGLaeXcZJUv41lBiUDDg4W1Fq4UQFLOaYSZlgwpISapTWbi9GqCYm4rXWbOwjbpoVvlyd12sPSabCNAe5vzY2Wg7KowDvl9SCzBXr7UOMNqRVI0422Qg0bCwA4I0fNzehov5o4eXQszU6LEs;1
336;326;12218;0;331;MTXCREFD;0;;1075;1707914692025132544;220512445537904012;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692025132544;220512445537904012;2;2927651478396233512;VXaj910zmutEZScUQfHffKGYMYxsPioIFwMKKq4jq2Q565wxVI7jFaaswF4BA1TukgatnK83ekgSWMiVXu1Urw0CEI8ujIF32AsM;hRycn7gStb1adRKiH3DZOiyHP7C314FksOSnpahEbQMTzjNKE2Lif8BD1Gj1dyHIwrkYKMKqjF4guIqEntEmhAcQ3cX7emiihz03uPx3uwpJMAY2I9ctUj8Ov1L8Py3EFBpYYoIgmPURNaaXU3YEoP4NEQ8oq8vEit6cCVEeDTW2uxk1ezA6kxD233iXDv2bgFaNyf0u;1
336;326;12218;0;331;MTXCREFD;0;;1076;1707914692025908992;11584215837600424043;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692025908992;11584215837600424043;1;12079272496414239713;TCLsKyhYO04h3XA29crtqT9WW2VvNxTfJ6LAEDEmfrO26tHmm8zHG6z0VEbwFAfo4826i1Q6hTiZU1UKKjNIXwrkTzAJW1ZMJKUv;H7ZQFKbYcK6wmoG5wTmnqWGVTGdl9QO7oWokuKQ6IyGaNNkhnvlO8j3OPSDhyboF0lyqSvYkcwOJKxpxhApC9ijvjKX64iQdS7DfGHHfWN19q8zwPt3sf2rtNE7hsjRauvh2ERuhHa0qa5moKtNGo7oC6pCFUs445BPfp4pRSeveKMbpOPoReoWHUrr4BtzHOVkNnnod;1
336;326;12218;0;331;MTXCREFD;0;;1077;1707914692026687232;4443736892581514161;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692026687232;4443736892581514161;3;16567785729401513724;ags8bSStnLaxtE4OSd885hRYEwS9FQTAkX1Pimlj3sYlwwCKWf2Xso0DxscdpuNG991iaNLszxbK6AHa5MH3ifs2vMObaUqEwNOA;8BjtDikPRiOQ9h4WDez8wk85CQ6gySv2OpohO6BiGJ8boQ1Miq0k5acRESBkKnhEd2HXnaZFYcNS4QdlSLmuWTRXgsASGkz27QGQec1c7Ym6gnZEI8ko7YtbCDGmLam8sPi49FhiV6qRIkBeAnrouVnpKZZGVwGTeWFMKPhGVJjGD9yjsISp2HIu3zdd539TsxwM7Xc4;1
336;326;12218;0;331;MTXCREFD;0;;1078;1707914692027471360;9403344624696022937;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692027471360;9403344624696022937;1;9295536891663414074;HtZJIXErggqfzSrex5Virqeq2sIUmnG9JWM2I1lOtkWFBLJ2X7vDilVlQCnPxFHP7fcURcnOKeLIDxnis7BQ9CDkYTF8ceBEwbTn;n3Z38AdcS49XazdHsL2PwCnN3Tm1Q2EEQQllsGcYQMjVmZeHEZ2M3kF0Xo5Hq1YaD9P5bwk3LhqYTvV46Id0p6UzxDOCZSobjW8sU8t85gN1R31O0aw6s6QlNNQModAZWOFB2bMhDihhYE1ozGPux0vV4tsTSjgGK0PgQkvSiLlyzlii7kfClhga8Kt2PDBgoNdhtNTN;1
336;326;12218;0;331;MTXCREFD;0;;1079;1707914692028293376;17729320377826560892;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692028293376;17729320377826560892;1;9092813562795099267;deOVaqK6XY4dq4cMi5bikb3iD5HDopyZLZ18vMb5Beg7TXMCfh1pNL8d7FX0vvuES7nWBO9VqAlYWeZcgiAIbp1CvYxmhHzBORcO;cQDucun8bCKjQmlXmeUtVYpWXJD90rM7jYFTVYTccpk86YhexzxlJwaOF2bUE8Pzqj9GzctQk9kkLIdgSzdFTy23uWjN5CBArWyrzBCGbVRKH9heMIbKHGYtvjbT6m8cI9c75A4z2M4TLeRp4dlYyLAzyfTbLrRtwnogR83c6pgzwP767ElyOkO2AfujGuJYeQNIL9v5;1
336;326;12218;0;331;MTXCREFD;0;;1080;1707914692029074944;8082751460869263713;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692029074944;8082751460869263713;1;8229353208552492163;H9rYhzkBrN0LY9q2up1Wc7K6yISAVz8W9qYwO5HucGLHZJkTlR5rQAVLEY0EvKTdDOd6dQPu2UorLkl8MnqJ9TwcWxQWiP8HV205;dzQxwVeIPA3s452cBysd7SLWx50xXD9elGgNaIWBP4eAGpFMWUKxbpOIeEA0exR91HZkvjyr7CMkksUKYpEmIoNRDegikhgwAr02ELGNXDM83PEor0woL9BZw5b7SJWh0z0ikLDlf7JXM3yXU9heyrzc3UJoLAxso9nE7UDeTN9AdKFfcbXYR6hRh4JaWSI38Shl0VNw;1
336;326;12218;0;331;MTXCREFD;0;;1081;1707914692029847552;5807947567986057863;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692029847552;5807947567986057863;1;13015809486768413394;NfMGZZavlNwgcd4SIxMn7jW2JzUbIAOXp4c2CvcqRoS8smqEGvj21anVAKihgelxk2XQLiQWlLP2xDLE6OWW8wxM4apfJYTnT5vn;LsgSUuFxBsDbv3Ef2MF4R0Qv38i1VqCUEMaxFo574mdy7dBDGaqjjjI5B8PQWOIuFYKkrjj3FPZfnRbSkPfp2wKt1jEYmJ1dqaAsnijLkIF1HmsniTZYHlEp9EOvtm1zjnagl1PXOQu8uyag9MNgbPybnifVyQlvgvfH6gZ89pcJ9BDBlxm7uW7KDxKluzUzxNDU0Dpv;1
