msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;instrumentGroupCode;tradingGroupName;optiqSegment;defaultCCPID;closingPriceType;nbofBestBidsandBestOffers;vWAPPeriod;cCPClearingType;patternType
200;83;12233;0;331;MTXCREFD;0;;3469;1707914795114480384;14448259430705511793;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795114480384;14448259430705511793;1;VQ;btFUXNHAi1H3pPIg98Dch0sKl5nLaXiK7WIczOFtRktFuPkLZp;13;7;72;31;3729676980794754978;1;0
200;83;12233;0;331;MTXCREFD;0;;3470;1707914795117551872;5337705842093548823;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795117551872;5337705842093548823;1;Xj;cBuxSB5AviM2NcW2AHpczpFFzWyCBtbo53eAnYgGb7kQWRjIBb;11;7;38;237;2756349110975449724;3;0
200;83;12233;0;331;MTXCREFD;0;;3471;1707914795120612096;8464493035581769115;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795120612096;8464493035581769115;1;OW;LSYoeKeDX5wGd1pPogb07K3HAcTkLMQwH7IbDE1cYfyXXymprb;9;9;32;230;3445175831009340057;1;3
200;83;12233;0;331;MTXCREFD;0;;3472;1707914795123674624;16609084636461403958;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795123674624;16609084636461403958;1;Hz;RWqp7mdAJW8UQpHTrPQSIVSTq83ef8YZtL0Dio7z0JjrQE5fdF;9;7;195;175;4436513489687665720;0;3
200;83;12233;0;331;MTXCREFD;0;;3473;1707914795126737152;5264737050017629385;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795126737152;5264737050017629385;1;A1;zLWE7FD85xZASt4XAsLW3cv0HYapPUQ8lbjgQ341qBauhlZRqY;7;6;12;149;3549621606047723790;0;1
200;83;12233;0;331;MTXCREFD;0;;3474;1707914795129787648;1869325677275017038;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795129787648;1869325677275017038;1;DZ;vITxTCkQoLbOxERRPCBfRoAz6m7ctDC2IRo2Up23Ys0I50HVj8;13;9;32;31;13278560781257489569;2;0
200;83;12233;0;331;MTXCREFD;0;;3475;1707914795132842752;3798046348483274954;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795132842752;3798046348483274954;1;s2;lm2P2CYQEPXfHhNAjoWFY3bHMUWuqKkMTvPxfBSQL4n5YM37Pl;25;2;203;238;10670318781561527847;3;2
200;83;12233;0;331;MTXCREFD;0;;3476;1707914795135929088;17582038619642686641;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795135929088;17582038619642686641;1;hw;eG5BA164szyjpQP3OFeyvyKdkrzrW4sBlpWyQKLoEUQSuYkp8G;10;8;53;233;13281168247115123617;2;1
200;83;12233;0;331;MTXCREFD;0;;3477;1707914795139002368;16739495730921982779;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795139002368;16739495730921982779;1;fU;uW0GJ5NZFkxS3014dZbYQzwb8RF5rsuM1hGR0yohTNOnSXpTUK;11;9;5;78;4482292868715121303;2;0
200;83;12233;0;331;MTXCREFD;0;;3478;1707914795142078976;15997030321960011410;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795142078976;15997030321960011410;1;O0;lrX6rMGL3ZQi0aYFXQuEbDNiOuQyOoNQgwQpUg8zujuZ24pb32;7;5;55;7;8697215002773416061;1;0
200;83;12233;0;331;MTXCREFD;0;;3479;1707914795145156864;8078654767401148477;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795145156864;8078654767401148477;1;Ju;IpprdPGcXOfpFeAmeoLHqapGpaVltdHoe9miLIrhodXitt1dny;12;5;75;251;6463046014793538277;0;2
200;83;12233;0;331;MTXCREFD;0;;3480;1707914795148222976;6409692571393872286;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795148222976;6409692571393872286;1;lN;s5aySPpssV3q3P86MctiCCj4pboB7TPC1aav5uJRsfGsFhJFqA;10;5;186;198;17208626907759322817;0;3
200;83;12233;0;331;MTXCREFD;0;;3481;1707914795151276288;15276283263181488559;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795151276288;15276283263181488559;1;os;PMdIbYY3d5HUGFGEaP6rQtuuLNpEBps2BKTmsfGcrAmR4aOJ3W;16;2;216;188;811410041745835420;2;0
200;83;12233;0;331;MTXCREFD;0;;3482;1707914795154341376;7768918675932182228;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795154341376;7768918675932182228;1;t5;aAaHmtOniAveWj1Vwdjf4ifE4ms0vkB8OUpTtPifUQ1Rb6rLmN;15;2;212;82;18372995331121048863;0;0
200;83;12233;0;331;MTXCREFD;0;;3483;1707914795157398784;11145310301029660870;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795157398784;11145310301029660870;1;ou;0HU45pybSTlG9Kdlvn3q6zhbzKvygTlqgqhyRiRxGSFReHwMDz;14;1;164;48;5663745695513196349;3;2
200;83;12233;0;331;MTXCREFD;0;;3484;1707914795160455936;7216245343654536924;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795160455936;7216245343654536924;1;F1;eFkrr9lerecrPDIskhagKhLOPo6PTSNWjUqXzKRXB79ub62FOO;25;5;123;4;13249418522204047476;0;2
200;83;12233;0;331;MTXCREFD;0;;3485;1707914795163524352;12385957448574842418;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795163524352;12385957448574842418;1;uZ;2cOjXugapQt55APptE6nBMN1QcteqlKG0WPQwVZaAPyGOGJEwf;5;7;228;82;17714899317160344998;3;2
200;83;12233;0;331;MTXCREFD;0;;3486;1707914795166589952;14096057882255619346;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795166589952;14096057882255619346;1;TE;BVKfvGUhje4Il4V5Ede74UgHggLeV3tR60H5iR47EcRl6f8j41;6;0;205;69;11677731634301987856;1;1
200;83;12233;0;331;MTXCREFD;0;;3487;1707914795169650944;8780872695485872900;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795169650944;8780872695485872900;1;cb;FoY5ozdGmJtffhS5Wviv82g4CDyyJxnLnbW28vBX5XolGe94TR;1;8;133;151;17389676979862678158;2;0
200;83;12233;0;331;MTXCREFD;0;;3488;1707914795172731136;11541919577148972418;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795172731136;11541919577148972418;1;Gp;AIgIy65PPBdTJZBlDPbs4lKluhPV0nhw9dkvPbt9YoULLBx0z8;13;0;45;52;10579293008430897352;0;3
200;83;12233;0;331;MTXCREFD;0;;3489;1707914795175797760;14100255731077408590;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795175797760;14100255731077408590;1;VM;ylOk5BF9PrnQaOG2d1N8qh7StivGrlmFOtovmm8eIlHXEeq0pv;6;6;48;194;12930907545217141945;2;1
200;83;12233;0;331;MTXCREFD;0;;3490;1707914795178870016;15373451937290798399;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795178870016;15373451937290798399;1;zB;5Nh0ss6LvWuq0JeTgxOae9Ja05IrTBTgdQzQ5Wx00bvM6Upk0Y;2;8;167;108;14290696484023084084;1;0
200;83;12233;0;331;MTXCREFD;0;;3491;1707914795181936896;5585574797186708285;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795181936896;5585574797186708285;1;gi;6CltwfI7E0PN4aHrKGoaqGu78QNVYagw24O3UF8L2RkuXwhWIx;9;7;81;0;12030744109465630520;1;1
200;83;12233;0;331;MTXCREFD;0;;3492;1707914795185001472;460451883358233354;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795185001472;460451883358233354;1;f5;dDNnwZpe3BHFFF0VgiPSoRjKQ3Mtqv6cYHMkALQnXYT9d83usl;2;9;244;163;7066825155181171279;1;2
200;83;12233;0;331;MTXCREFD;0;;3493;1707914795188071680;13534699095613965476;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795188071680;13534699095613965476;1;09;bD0jvnuOxHjczMTEi60EoKtVKUwE4TKyvoW8DU3cfNgT84HS12;15;3;226;99;744814752026532568;2;0
200;83;12233;0;331;MTXCREFD;0;;3494;1707914795191144448;17493915128085810084;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795191144448;17493915128085810084;1;q3;MD5ENtdHIxwoZjWMD1F2m2YsLt4ytzMuTCXOwpm6Z0FLpgdNZW;9;3;41;174;13348477999272701196;3;2
200;83;12233;0;331;MTXCREFD;0;;3495;1707914795194224128;2412411636041087975;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795194224128;2412411636041087975;1;Dr;awte3QQgLXIUHtmFpiSF1oUcA4nrCxLPZudsNUx65aJnmErrhN;13;8;189;52;6173524922187769859;0;3
200;83;12233;0;331;MTXCREFD;0;;3496;1707914795197289728;16536690574544774366;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795197289728;16536690574544774366;1;AE;RNrqYMrVbRYHRa0hOUfzCprb68v4I0rjc0NkSrGD5fnSoTOWDU;2;5;196;97;6607389931457920536;0;1
200;83;12233;0;331;MTXCREFD;0;;3497;1707914795200361728;17253054124263370686;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795200361728;17253054124263370686;1;DW;yTivkI2EHJrD003DMgIcsj4mx1XayUf6BiojR1196ggku48lJo;10;1;186;53;12686203484174792080;0;1
200;83;12233;0;331;MTXCREFD;0;;3498;1707914795203427840;17661815079577360799;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795203427840;17661815079577360799;1;th;6klyy9EYoxXu1DOCckOQrBEt6rdBUeLqFWz2x58Ee6noN9fVyw;7;2;235;163;17795503831151329317;0;1
200;83;12233;0;331;MTXCREFD;0;;3499;1707914795206497280;7467532886161297559;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795206497280;7467532886161297559;1;hE;nKnC1yz74PZmZWlVHwJw0OKq3tjNnctzsT5oX05Fly2Fwvw8BW;4;6;122;114;1964964784478094284;3;1
200;83;12233;0;331;MTXCREFD;0;;3500;1707914795209582848;5453864519302370524;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795209582848;5453864519302370524;1;do;RzFEiprQZAYKU9V5A7UUf4uC76S7c1POMCmbeKcgJA0lTeXOuH;9;0;98;146;18413778658047279457;1;2
200;83;12233;0;331;MTXCREFD;0;;3501;1707914795212652800;15341178252997917383;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795212652800;15341178252997917383;1;ph;AXVaGGRKA3I3wfxwQnt8Ib2oiHv7QNrYux8afQIywwzwA7asJO;4;1;96;44;8103265368524384127;2;1
200;83;12233;0;331;MTXCREFD;0;;3502;1707914795215723008;898147316062688157;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795215723008;898147316062688157;1;J8;mRhhYRGHm5SaNqtsheozWblvHtoShnEhvBznhWOgZltBLFOqHx;15;6;141;88;14510268779293712461;2;0
200;83;12233;0;331;MTXCREFD;0;;3503;1707914795218806528;1002634538549937034;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795218806528;1002634538549937034;1;8k;ZgxTlZeYGRR5JFa7DD4ryS5ic8zVBJSbxqGzKIQXnqqJPxFcoh;2;3;147;125;3127771279282997387;0;0
200;83;12233;0;331;MTXCREFD;0;;3504;1707914795221862400;5180489878516831603;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795221862400;5180489878516831603;1;0L;uKH7qYznwSqu2LHveZXT0AVwbc4ze3J1BLJdERBW39mCQSgnFd;14;8;129;252;4814582316141996468;2;0
200;83;12233;0;331;MTXCREFD;0;;3505;1707914795224930048;11729737429406319682;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795224930048;11729737429406319682;1;ov;OVfZqUYgPl4TR70oGOXvQB36hjltwPLLo5yrpp70pakop22H8Y;11;5;38;77;280530819179508752;1;3
200;83;12233;0;331;MTXCREFD;0;;3506;1707914795227990016;4964378511310299965;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795227990016;4964378511310299965;1;vX;yXLYIPfYLg9v0EoDHq0dgbG9Zge0AxArlZS2e4XdXtbhXF63vS;1;6;227;87;7886689076090752206;0;2
200;83;12233;0;331;MTXCREFD;0;;3507;1707914795231064832;6544067627089520177;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795231064832;6544067627089520177;1;wi;0lKAyeWr37zLqI3jCgUBs41DbePvpcI4rb0mYfRmzAXh60hY9j;3;9;46;145;6598685708002466291;1;0
200;83;12233;0;331;MTXCREFD;0;;3508;1707914795234130944;17805849031120875139;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795234130944;17805849031120875139;1;Zo;v0Ucx9NOexDXCeEjS95gruUNSyuouAgOWSiJFfs2H8NODZIAPt;3;1;68;28;10079371154293535527;2;0
200;83;12233;0;331;MTXCREFD;0;;3509;1707914795237205760;918032473026824982;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795237205760;918032473026824982;1;xU;Rsj2Bk2LaGPRMGL8wuLeCfVVjJVAk1tKENotqMxyUirOho6h5r;6;7;104;155;4824520495230948538;1;2
200;83;12233;0;331;MTXCREFD;0;;3510;1707914795240273408;1126134289566364405;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795240273408;1126134289566364405;1;RZ;BhoKPKx4PYC7XIKlplAokgOBcgER4742uOOdrLV8Minyt02WyC;7;3;221;22;14456003379989676040;3;2
200;83;12233;0;331;MTXCREFD;0;;3511;1707914795243342336;8384974946259276730;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795243342336;8384974946259276730;1;5P;Ek72T2JI4urxatKkV0Q2aMzYjM8LcM5GwZmmhZJNZusZOc4MTQ;9;7;121;253;2461645662635229054;1;2
200;83;12233;0;331;MTXCREFD;0;;3512;1707914795246425856;13653353403781537709;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795246425856;13653353403781537709;1;3h;g7NVfVB0Z8VpTcFmHlh2fvPSVPBlFxJ88JZCxHb6azLB53lFFa;8;9;5;41;4716396184291774491;0;2
200;83;12233;0;331;MTXCREFD;0;;3513;1707914795249493248;17850447707230443437;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795249493248;17850447707230443437;1;50;Yl3RmMSzEltGDwomeVAAhYs8CuvJV3tzajNR4Buumyd7KkGzUu;7;9;238;59;6085999176833940461;0;0
200;83;12233;0;331;MTXCREFD;0;;3514;1707914795252569856;6989556120638995675;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795252569856;6989556120638995675;1;UB;9MXOO8TcAvQElgXZQeQ8fbBVXnAV8hsS5P56m4z5LhCfV5OkAX;10;2;70;159;1958919822640814317;2;2
200;83;12233;0;331;MTXCREFD;0;;3515;1707914795255635200;16710602839185067701;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795255635200;16710602839185067701;1;s4;HKHH2fz7ItKAq8sZoEQDKc78QWTytP30SlfHB1Q1uN3T6udByo;3;3;121;124;2440845739125368614;0;0
200;83;12233;0;331;MTXCREFD;0;;3516;1707914795258698752;8424376452002309378;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795258698752;8424376452002309378;1;Jx;hlyOGDYIqN2mIDjrQogJoV9gXYlFkomvT1zKQmhuCzBmyma0Wh;10;9;69;17;15119758412324587413;2;2
200;83;12233;0;331;MTXCREFD;0;;3517;1707914795261760256;1166608649975102227;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795261760256;1166608649975102227;1;gu;EzbIX0cHgjxIw9XzZihodhxblf4csuVtiWBdDGugZo50VODAGV;12;9;220;101;12427392524391412379;1;0
200;83;12233;0;331;MTXCREFD;0;;3518;1707914795264823296;16055296630622291951;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795264823296;16055296630622291951;1;z9;x6lm9LH6Oj6RVptE4IsZCitx2V640vUT1lVrayQCwUjGXmPB4E;15;8;112;35;14501804835935915173;1;1
200;83;12233;0;331;MTXCREFD;0;;3519;1707914795267896832;8521363117780192078;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795267896832;8521363117780192078;1;eh;TqoxM3ehfb42yXdLd7ARq7UamzQKK6WOa74fkAuATUyAmrVSib;4;8;62;195;13880330348916485848;2;3
200;83;12233;0;331;MTXCREFD;0;;3520;1707914795270959616;17835786892819098192;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795270959616;17835786892819098192;1;Gx;11bfWSUlDphLUONDtk895KsaaSDVS830mCZRHWDCaVcZrQRpFX;11;6;14;65;18334625430134426182;1;2
200;83;12233;0;331;MTXCREFD;0;;3521;1707914795274018560;13766407717362765379;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795274018560;13766407717362765379;1;Fx;Dg8Bt8q6Q6kuof6fOnm4tEi1eJrcLc7Q8JDhpn4Mf4uPbkhdZt;8;5;115;178;2530911721752369953;1;2
200;83;12233;0;331;MTXCREFD;0;;3522;1707914795277093120;6616399844845434516;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795277093120;6616399844845434516;1;cB;fwILGqJwJUHqOJ4Zb2be0bGBQeGigNwUxn8rVoU3O71Z3fKDjv;15;1;39;116;2694580201053447414;0;3
200;83;12233;0;331;MTXCREFD;0;;3523;1707914795280185344;13105082814559439048;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795280185344;13105082814559439048;1;wX;KNg4PMDNePR7c9WKclXdhO9QXTWkCHeDNaGSMz2fh101P7FFMx;16;5;5;69;4520184020204221809;3;2
200;83;12233;0;331;MTXCREFD;0;;3524;1707914795283249408;5750074964480274416;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795283249408;5750074964480274416;1;nd;RROD0t6jIR36AF7lLDIAwHLHD91Pizurl0yt4wdzj8lttoGkbM;7;8;147;118;12663152748348979808;0;1
200;83;12233;0;331;MTXCREFD;0;;3525;1707914795286319104;12554231919331722150;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795286319104;12554231919331722150;1;bY;VmD3DftClVtOAdYt9drkX6Hp6RQ2dZvT6HQF3uTQFtKgrL3fe3;25;0;225;156;3169704537759794474;0;2
200;83;12233;0;331;MTXCREFD;0;;3526;1707914795289392896;13094040934605329930;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795289392896;13094040934605329930;1;w4;1FBlxLniCb3Qx90np4A4NRDJZujVjU6linoDgCBy7HmZCiFplO;3;7;54;10;8139392984094564668;0;2
200;83;12233;0;331;MTXCREFD;0;;3527;1707914795292471552;7682346733872296501;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795292471552;7682346733872296501;1;FH;ZO4Yq0OtX7ddY1I1DBoORk2Wk8DohFHDrXaKllR2EDqvS5yzWu;8;6;150;232;795423279860772057;0;3
200;83;12233;0;331;MTXCREFD;0;;3528;1707914795295534336;15070618647387574486;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795295534336;15070618647387574486;1;uO;jQNhK5QkVw5FzEn2KjOrLKOMKCUsrd7WQolYBLWQYh9TCSdiBL;2;6;122;100;5234655552560016517;1;1
200;83;12233;0;331;MTXCREFD;0;;3529;1707914795298606080;6433074291788178387;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795298606080;6433074291788178387;1;tE;FKkBOmrLqquTsx3H4v45rtaD1AS2Ee8IVPKbn3rs2d3g1BmpRy;10;5;189;47;9866979627534230199;0;1
200;83;12233;0;331;MTXCREFD;0;;3530;1707914795301657088;13209668009202080525;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795301657088;13209668009202080525;1;fE;a4bVA7cvACbePvUcBXfiB3ZjO8NL9s7Eb3yl6qgwoWOZVlGbJj;11;6;35;169;3834011551640679433;2;1
