msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;marketMakerContractName;iSINCode;mIC;currency;symbolIndex;marketMaker;startValidityDate;endValidityDate;startTrackingTime;endTrackingTime;spreadExpressionType;spreadMaximumValue;spreadMaximumPercentage;volumeExpressionType;volumeMinimumLots;volumeMinimumAmount;tradingMode;mMRefreshDelay;snapshotDelay;warrantSegment;presenceTypeIndicator;marketMakerContractFamily;marketMakerFamilyName;role;percentageBBOPresenceTime;percentageBBOSetter;orderDurationofBBOSetterOrder;spreadMaximumValueDecimals;lPMonitoredPeriod;lPComparableSizeUnitExpression;lPSMCRelaxedObligationsIndicator;spreadMaximumID
280;270;12231;0;331;MTXCREFD;0;;3058;1707914777013541632;16255681639883078651;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914777013541632;16255681639883078651;1;M5FhMkm8BfpnVStyF4WZ;r5Nh1XbJ55Nk;X3es;ZBP;142043921;EP2qLeg8;20240124;20240124;071000;190000;4;100000000;14373945627887201790;1;13694774604730224176;5967860206139274782;1;-783470396;3982739023796593569;0;1;43Lj0oaVKqiM3kK;Rg2wXOxwFqqVkkCsj7BpmIiXccgpsd;lq3mhCf4A9uRsh8s9m95y9gFYxNlD0cwcMCN9Nl9vn6S7NxnuA;7119265102453154752;8886613914738789573;15705297368638574421;7;1;C;116;45459
280;270;12231;0;331;MTXCREFD;0;;3059;1707914777014367488;4544825735015133006;K2CDWMTXCREFD;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;1707914777014367488;4544825735015133006;1;0lHcL7Jske4oBNorW7Tb;VHwea60a84pB;YR59;wIT;697925876;MDG4SdMo;20240124;20240124;071000;190000;2;100000000;18026713284944876763;1;11458321131853961240;1314353530062426178;1;146055497;14563518875955267962;0;1;abicBo55r7DyBvI;aZqpY7cyrP9CiwtnUO5JeXXWdICLfW;swI8y2n4G11Gqwz89nKApiTtMe0x9amM18GqtjVrnuinTz87oK;3543826258427421843;9458941439827859789;4898661165320765380;7;3;C;186;64827
280;270;12231;0;331;MTXCREFD;0;;3060;1707914777015184640;12171717372591436553;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;14023083985803221550;Zn;cbM7jmfmSkhjoVAIY88F9wWuxeuQ4guNlDUrAWX1J5fXD39GlFbiuGfj7xQEkuXk1ZM71J;tYG;369584988;0;1209581377;7;1707914777015184640;12171717372591436553;1;nVDeDV4CpXoQh2wbSnA4;hzk5rAYITWci;BdXv;Iwd;923345875;e5lX1dsE;20240124;20240124;071000;190000;2;100000000;11003515357132655961;2;1650607859610960905;786400788045199981;1;740727244;9101660436113451119;1;2;2bMFAUz1AlQU05q;BgFFsNLinPaMw0CSqmh8WEFGLWHb3s;EC4cprah3Ue7z5ERQYK6HF57lWo1cRLatwk9olkCWqVJJ0Vzef;9418956340384737438;14683715954847597954;2912670905363631267;7;3;T;34;65445
280;270;12231;0;331;MTXCREFD;0;;3061;1707914777016011264;3175270637403922915;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;9073334914057698938;CL;PEKvkSXcY12iiGe6VqvyFNSV5RkYLcy3V9h8GM5HGE2KhkOqP6T6vBcN2PKHBZFuoNSee9;caX;1203790480;0;1032103264;7;1707914777016011264;3175270637403922915;1;BSG48bfGL8ONjEGjdq2H;hXedaZm7TdC1;GNmN;XCK;614218173;WPct53EO;20240124;20240124;071000;190000;3;100000000;6468607812620242226;0;1462301542627271815;10024083668317974192;1;1152722988;8984283580105563460;1;0;dhEBqsg7SZi1RwV;dgMjswixs9YNbIAu4mnjMTELvfPzXJ;OTEbAdVnZGLCGxwXljO1Rk8uPLhHOqXb8oRj8O9YynBqkAEDJP;6792313426971155816;191560375187923796;4466393635057623150;7;2;C;214;41706
280;270;12231;0;331;MTXCREFD;0;;3062;1707914777016845056;8092500721278897253;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;1707914777016845056;8092500721278897253;1;72LQg7lVodCdbrjtfzoX;1BYXYf1pwWgP;CJdC;lxc;338709066;ierVRQ0b;20240124;20240124;071000;190000;2;100000000;9666638494913945029;2;12153145506798222852;15959678273647694857;1;1694653750;18199567232983364243;0;2;vgqpjiOeHICFJMx;wukTH7F7i1YUi0wo4OiU9AfyAyunGK;Suy5L5da0Zc7TIzDnzEAxkFTjymcSTo0Nv4FBnm8T85pqig17B;16907801117256547891;9156820535364758172;4125402046339225374;7;1;T;103;54139
280;270;12231;0;331;MTXCREFD;0;;3063;1707914777017662976;445931974576553925;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;1707914777017662976;445931974576553925;1;nCvuR3zXmNSQD3wLllbL;skLMf3vEv6ql;lpGB;3rT;14113038;jTujV28C;20240124;20240124;071000;190000;2;100000000;1076281119704577226;2;5293984865897580779;10301051814283077319;0;-1637721212;16450373313780548877;2;2;THIPERkiBP51hED;jh9EsCVarOtxz8JHk4LsUl3G28oTsP;A1VrPbhF9BwizQCwjkASueDi9jidrpPkrAuxT6fkNnoKqH7BC3;8422917789835099321;6782622239796331959;189687241375283262;7;1;C;198;7232
280;270;12231;0;331;MTXCREFD;0;;3064;1707914777018476800;16523697586299058998;K2CDWMTXCREFD;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914777018476800;16523697586299058998;1;z6zIiAZdEjEYE0WXGODG;PGmxkjuWRrUf;3Pga;Hwd;897061568;vauBui40;20240124;20240124;071000;190000;4;100000000;4163580556214448702;0;4961685419908685456;11314939929956995190;3;-1128550125;12904860323520211927;2;0;mj40uIupm8EQM9a;TdGLQ5CYghUYq1R7LpStxyYqC5VEXr;C5agiJwwfEbyOsKjf8DMCYUQdU26MmsDMT0GukYimShUh9Fey4;16682363486669954190;4294203211779450855;4408902721000621521;7;2;T;218;53745
280;270;12231;0;331;MTXCREFD;0;;3065;1707914777019298560;13337091730222575734;K2CDWMTXCREFD;XMOT;DSS_CDW_test;7;7;7;13336993056537659059;mh;7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH;Nj2;1365604021;0;2978421877;7;1707914777019298560;13337091730222575734;1;IwFAD7UkDddgfizHr6oO;kviOAjwDfybs;IFaF;yXk;352622121;Kpuykhmo;20240124;20240124;071000;190000;4;100000000;8558721350833891501;2;9206894735749704853;8318502938565623739;0;-1047469180;5337964953867733085;2;1;8GqYSU0m9NNzsBr;6rAics1CXzmPccwRzBoy3cJutqiCW6;JL5MfnACu68F3cPCyQEqwVaP9r0oPCbuWZSnyWg26426VdowEl;14837803587996220994;2191407871807572449;13307979780995049280;7;3;T;72;31555
280;270;12231;0;331;MTXCREFD;0;;3066;1707914777020118784;15203923146554009543;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;1707914777020118784;15203923146554009543;1;ZoVhYGABk3d85l0zmURW;AqB3NGNvOxKK;0vuH;XxH;306138594;vZQl1Fbp;20240124;20240124;071000;190000;1;100000000;5540837507889158071;2;9084664419830544005;14645711740116170429;0;1948431119;15656152582835346844;0;1;OW3tFsbVg8LvTlf;Y7Y77ff0leUIkJxUMTxe9ZMmd7ab7m;ZQsO6xAws2bDBffli5uljvqfhAeyGNSYKyv5l9iqiWa0SauSRZ;11825680118583848316;5706588463787092594;5926423099145274470;7;3;C;131;12687
280;270;12231;0;331;MTXCREFD;0;;3067;1707914777020933888;15398661032731464853;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;1707914777020933888;15398661032731464853;1;51kuQV6kldG01qxJ80v9;4mCK7Pb9PZRb;vSaE;fic;955011091;ufMklvwJ;20240124;20240124;071000;190000;4;100000000;11015014882071915905;2;2573954476485649003;7323739457316571835;0;1636256747;17192093643595056645;2;0;8q2SEuGjDpHF4vZ;CMb70q75UwPga5CebTKnjnKmT5Ymeh;Px835nO3lRbdRzRxbVoSJ7234B4YW7YmyCjfxMsYzs91Co4GTO;8794465002905821837;1035346706483609780;7711310054611948786;7;1;T;178;33422
280;270;12231;0;331;MTXCREFD;0;;3068;1707914777021744896;2898761662487033002;K2CDWMTXCREFD;XMOT;DSS_CDW_test;7;7;7;6354086023392194540;51;hjgHaQ5weYEPHPRqR6Ml1Reflrl6U6q5QgoWX29ZZj2iu9oVd7dXRz0Uy8EhUTK6cjLcTX;mN2;2072881519;0;3204674649;7;1707914777021744896;2898761662487033002;1;wZnAMWSb7AQvAjcA7VVj;e40cklgXFPIE;4z1z;rHQ;630708295;VwHEstsd;20240124;20240124;071000;190000;4;100000000;16475021259730470033;1;12383846205584796280;3887246412693970788;1;-204083550;7607812052209948962;2;2;2lze7KOn5LiwiAl;inVdID4ge0OebLRFBLnwZs636LxkqF;HLHYdYbhQEZ7WLY4KHDr9zH2A5UvbhxWfcy816O1hGAljXSL17;8394338923023626580;3188827703793321817;12997025589607595636;7;2;C;99;49065
280;270;12231;0;331;MTXCREFD;0;;3069;1707914777022563840;14387192663114279014;K2CDWMTXCREFD;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914777022563840;14387192663114279014;1;vAd6jXAD16l5EKUa08Ei;EF6b058nuJ4V;cSfk;npb;906768783;VCtyfwDY;20240124;20240124;071000;190000;1;100000000;11654857799254371825;0;11955797428278914256;12620644150325440930;3;-481248259;13509962561604898905;2;2;scBZU8OfesU1MYo;3QFQGN4fVIXe036HnSa3OUp1I4STgq;aDYJhPTNWDRpftlRVjZaj6nKQu9VPzvZIYZTMm4XAY48uROePQ;10682370574329936119;6114271827974315368;4559492694668034198;7;3;T;158;17357
280;270;12231;0;331;MTXCREFD;0;;3070;1707914777023376640;14885706495003193502;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;11214469527078785917;6R;lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE;fLc;3922324778;1;2984614128;7;1707914777023376640;14885706495003193502;1;fdETF4mn7FzSuhv9IyFh;Ae5d7SqrNSY1;e0tb;RtM;641399268;aBEcIuzG;20240124;20240124;071000;190000;4;100000000;2476331419854612345;0;12431710004263164179;5694973587442314668;3;-1911660264;10654243935042258488;2;1;SVosPXoj5BcrBT2;ncgvXbmI2I8mJcUFMW6hshJk0gJLaE;Gi84ji6ShLvdhG4TG6KtVjzcshSlZS23yt6LEjOndcysznh9lp;2249733783896415464;15259756139555395600;2097179543768726440;7;3;C;28;17747
280;270;12231;0;331;MTXCREFD;0;;3071;1707914777024191488;12589012307026544229;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914777024191488;12589012307026544229;1;6e125YqIUPqK00r0Fdry;dfTE4lsjrBIH;6QDI;nLR;889615201;YJsD5yOd;20240124;20240124;071000;190000;4;100000000;13491167927926875591;1;1126073745439755043;17745261193571084972;3;1866181196;2695094156838316483;2;2;Vtv6gjREcqIMWoF;G3QHlcQhC2tmiwCs4KTqwUBrRUFJc3;WCHcAwF0VnHFzwzzLRjyk6DlIHEzq3n9WouWKZLbyz5u5VxSQc;17405948878938606916;15592771673272864711;9157948963899011721;7;2;T;191;16528
280;270;12231;0;331;MTXCREFD;0;;3072;1707914777025008128;9927354246934126289;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707914777025008128;9927354246934126289;1;rp1a6ymZInXQT8uFfguX;DoYwWqI4oyVp;d5gW;i2H;850417414;QJzmDCAr;20240124;20240124;071000;190000;0;100000000;14913412249045384474;0;6209402948680473246;12614895646810345434;1;308510713;10307574939258843729;0;0;TlK2a8gQ7GTFKvt;k90Vc8c7OALq5KBhbu5h2ytlLeOuaK;f5ShPAbLcyC8REGaOJTvD41uxlxIG2zlgJ6Z7NZaeADBriAOqn;13804258454685340687;14275362604656781155;7812362040662093893;7;1;T;216;31135
280;270;12231;0;331;MTXCREFD;0;;3073;1707914777025829888;12494724792478997705;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;1707914777025829888;12494724792478997705;1;552S6ilpJ9Wpz71dxQMc;b2CvlBzyqlwY;ONF8;WUH;682402479;qd12yKqH;20240124;20240124;071000;190000;2;100000000;17132472312160481411;2;3340105915189175458;5030426012535971292;3;659343320;31381812551613558;0;1;mu5s9jLN9s22Ix9;fYpCB6nhoti0OqTwJ5XHJr1R25obax;LAsSrUyX7MDYJ1DFZluilJLPQBZrytFdOxNNizjHsMGUakvbTK;7108714447234859337;6736678815424047571;16913118366840048509;7;3;T;219;26577
280;270;12231;0;331;MTXCREFD;0;;3074;1707914777026648064;11218001125783930943;K2CDWMTXCREFD;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707914777026648064;11218001125783930943;1;HolOPPVPTMiVNewk53e0;iQnTX2Cpryvt;YPSj;sJ7;32654720;Sf05eSao;20240124;20240124;071000;190000;1;100000000;17762121976585397017;1;6305442525412738851;14404055158127677931;2;160448354;13099916654271992056;1;2;wu9P4PKDBZSsRwL;Z53ZjwBb7FOBGgY9J75TrDZXDGsMO3;YMhYuPMrIUeLfZphyXaJOSk6Dja7oDClEoso4Jx7RREeKSHBbF;12007781412305324047;5721751312542293701;10679263279452858150;7;1;T;251;44524
280;270;12231;0;331;MTXCREFD;0;;3075;1707914777027478528;7852219336883505415;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;1707914777027478528;7852219336883505415;1;iHA8ftoYt80yFJIPwNXD;OoGGDGQZ0V7g;jOrl;y8w;146079271;iG0Lf1sJ;20240124;20240124;071000;190000;2;100000000;11338620051004421836;2;1775440444456719935;2281574168838782057;1;-1493337097;13913866141804790382;1;1;S2zr49WTuHH74Z7;ER7uSHePSyIV0jfSxqefEjjg0ILwRX;WDi3ZE6KcFeSevVu08WPV9mJzqXpmrmHT5eVXFCVFkjH7AJDAx;4803404857299355812;14738022741150277654;4039418899221594457;7;2;C;143;33214
280;270;12231;0;331;MTXCREFD;0;;3076;1707914777028310272;7915876103521158981;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914777028310272;7915876103521158981;1;P2fya4h4yR5yDwhXTSaz;yRrGvsyJT5np;fLXn;zXJ;213087042;VhZTrbaH;20240124;20240124;071000;190000;0;100000000;9030773358314885691;1;5282793599661171127;10253069539906463422;0;-402217763;5593932865376612356;0;0;iqkLpqwZXIt5Ipm;MbqcNHGDFeMC5P3GLO6lpEH9SYL2F9;XpU0apbL7fSrPScQKjM8GfJgRzGNvFpOf5HYDIN5oEIBqzFxTw;15184856977814062214;8387854122500899890;3496121324115211871;7;1;C;198;31671
