msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;sequenceTime;orderEventType;ackPhase;ackQualifiers;ackType;eventId;symbolIndex;eMM;orderID;bookINTime;orderPriority;orderType;orderPx;leavesQty
92;82;12077;0;331;2BLKPTOL;0;0;488;1707914901084055040;17558926794091381170;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;1707914901084055040;17558926794091381170;1706095060240724902;15;5;0;2;3828585729299538024;306138594;11;18234010507135073246;1706095060240747052;12398970640587740344;2;5216350371095077824;10827230225632784795
92;82;12077;0;331;2BLKPTOL;0;0;489;1707914901089489920;15523946886763588154;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;1707914901089489920;15523946886763588154;1706095060242522965;20;1;0;19;11883638872394736443;326226168;6;4735084145441079301;1706095060242544561;9195967549244532042;2;3487074094498321354;4531213786835654923
92;82;12077;0;331;2BLKPTOL;0;0;731;1707914901277776128;17116238843161106614;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;18446744073709551614;gH;YqkrtmeMPkRY4PsP7oGxllkcfoOfNvBVYMJCCCPPO0fMeLhHnNmt1zbZR8dtkcLPTHxLP2;612;4294967294;251;4294967294;7;1707914901277776128;17116238843161106614;1706095060247382921;10;8;3;14;9002897314220123880;687165927;15;3927870570117021909;1706095060247405192;3019501949926132461;8;-1209822166659282175;2452640441127602190
92;82;12077;0;331;2BLKPTOL;0;0;732;1707914901279405568;10530371173720341828;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914901279405568;10530371173720341828;1706095060248065821;4;1;6;6;1947313982901418436;213949604;15;3161790841828814138;1706095060248088233;14259565108518565721;8;301996432836164961;12542760348620773096
92;82;12077;0;331;2BLKPTOL;0;0;733;1707914901297092352;15625230248808657654;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;7001165310921257812;KK;KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I;wUC;602357629;1;1971263874;7;1707914901297092352;15625230248808657654;1706095060256141302;2;4;4;22;10402292009338320156;493822760;11;4380235850572699041;1706095060256163426;12435882613507611948;6;-4292529599262356623;17101081145377669109
92;82;12077;0;331;2BLKPTOL;0;0;734;1707914901300273152;14151117788628051388;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914901300273152;14151117788628051388;1706095060257716481;12;7;2;5;5333367063443914251;733634346;5;7547486578604830399;1706095060257737823;2839844976336463691;11;8814944952659470929;1129924613657953819
92;82;12077;0;331;2BLKPTOL;0;0;735;1707914901301069312;8587340247415904814;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914901301069312;8587340247415904814;1706095060258114602;8;6;6;12;5550785616579359940;843359534;10;10823511593502507362;1706095060258137071;12539027286821761716;8;-5868896360686493406;5307395907562899227
92;82;12077;0;331;2BLKPTOL;0;0;736;1707914901306652416;8129281663836349624;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;1707914901306652416;8129281663836349624;1706095060260942615;13;8;3;16;809034861292196504;697925876;6;1662921800549193964;1706095060260964654;5038042052600615809;5;7617501624250163365;12757368122508171549
92;82;12077;0;331;2BLKPTOL;0;0;737;1707914901324188928;12588281584448919069;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914901324188928;12588281584448919069;1706095060270556530;18;2;5;9;2022124003534617822;515238894;11;6541873393972182080;1706095060270577922;5588408515666796337;5;8112966546514035225;13970670583875399847
92;82;12077;0;331;2BLKPTOL;0;0;1077;1707914901588551680;12716772418678368681;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;1707914901588551680;12716772418678368681;1706095060273352073;13;7;0;0;16167861490530372552;25531303;14;16527128926422380612;1706095060273373319;6615674081987326055;10;8921054026027032213;11956437151664334945
92;82;12077;0;331;2BLKPTOL;0;0;1078;1707914901595042816;6168322706877816759;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;1707914901595042816;6168322706877816759;1706095060277212165;18;6;4;3;6732728153366525045;326226168;10;12069932844484841603;1706095060277234207;1794303732063757524;4;1762465049178923869;15698408532527779763
92;82;12077;0;331;2BLKPTOL;1;0;191;1707914901007963136;4011764661931796694;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914901007963136;4011764661931796694;1706095060222361550;4;8;4;22;11852851391621527877;897061568;10;3378551472761920318;1706095060222383904;6101742639916687465;1;2789466989979498572;13864682245210612491
92;82;12077;0;331;2BLKPTOL;1;0;192;1707914901021231104;11983993377913532521;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914901021231104;11983993377913532521;1706095060224249499;9;3;5;23;14068723598900405564;955146857;4;9036320715388863441;1706095060224272123;9791399523037642873;8;-7145967048504170522;7054458615979090525
92;82;12077;0;331;2BLKPTOL;1;0;193;1707914901023629824;8913671471774102366;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;1707914901023629824;8913671471774102366;1706095060224662701;21;4;4;7;367371315472588869;236162361;10;1583407155286600605;1706095060224684396;17060543607979163043;9;6564927739060590659;11510280039701322513
92;82;12077;0;331;2BLKPTOL;1;0;194;1707914901039621376;4448849666402569783;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707914901039621376;4448849666402569783;1706095060227700314;9;1;3;16;5007748577961000365;83351337;99;17592279211447972294;1706095060227722544;1251927519854260576;9;-1223703648447428997;13524356658849377274
92;82;12077;0;331;2BLKPTOL;1;0;195;1707914901041993216;1743271333065208419;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;1707914901041993216;1743271333065208419;1706095060228249696;10;6;6;19;11293665757124851356;53738436;99;7630814071001264204;1706095060228271945;1937607150684667414;2;-1745448345758010320;3250418748081791187
92;82;12077;0;331;2BLKPTOL;1;0;196;1707914901043578368;16615454150705060817;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;18425908593694622649;hb;tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft;0Qv;3114588180;0;2620991329;7;1707914901043578368;16615454150705060817;1706095060228623291;10;6;0;9;1551046057602525495;942403957;15;13289079507813574254;1706095060228644419;8992060325289729651;6;515099847027978854;3697791120132777903
92;82;12077;0;331;2BLKPTOL;1;0;197;1707914901047577856;13647842689021507064;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914901047577856;13647842689021507064;1706095060229597697;9;8;5;7;8331682294239462214;966477508;17;16343275661715537405;1706095060229619866;14846172796064929185;13;4695364505807304187;10792681440770573240
92;82;12077;0;331;2BLKPTOL;1;0;198;1707914901051505920;1346790394438052556;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1707914901051505920;1346790394438052556;1706095060230422361;17;7;4;7;5037327370571353857;608805387;10;1571123808844813100;1706095060230444045;5822436386389111476;6;5509580569794629324;3126143419151874412
92;82;12077;0;331;2BLKPTOL;1;0;199;1707914901057959168;10447711313780626444;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2864216930367635044;lo;67CogyjJh5BIwZmPmCruYc6aWCJ0zPxHvLqKAg6cSQfazQp2TRoJIhaIsRVuvXt2tqGnrE;7U4;1653924567;0;2095074526;7;1707914901057959168;10447711313780626444;1706095060232159184;5;5;0;9;7967819872004292554;235516096;99;14935132191238132516;1706095060232181102;16244807604430718835;3;-2718721161697709386;10469531680288189411
92;82;12077;0;331;2BLKPTOL;1;0;200;1707914901071420160;9094962607073697691;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;4302214173325118317;zE;ovH7yCj5z6Nu0HcDZwmWxxL8wAhlreNWutsmHlrjUt90r2zkG1NbJJvfUsNg1MD5PIvOkr;nN7;4174597307;0;3774155814;7;1707914901071420160;9094962607073697691;1706095060236296748;6;6;7;24;8987178355616430687;727509241;4;10702976149410846928;1706095060236318769;4087470638801037688;8;-7465560494305929330;3316616971793161022
92;82;12077;0;331;2BLKPTOL;1;0;201;1707914901075385344;11610711648337704700;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914901075385344;11610711648337704700;1706095060237624178;7;8;5;7;7598587833103191014;971929135;5;17275304113873471431;1706095060237645831;1276354216343283762;13;311850667226850829;18267083625716779693
92;82;12077;0;331;2BLKPTOL;1;0;202;1707914901088523008;17139021690318970962;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;1707914901088523008;17139021690318970962;1706095060242218928;8;7;1;1;2737325627402613338;618823017;15;10742225325919048394;1706095060242240913;2045358687136697323;12;-6738374015995716346;6635942357215419573
92;82;12077;0;331;2BLKPTOL;1;0;203;1707914901097476864;14318370422647506473;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914901097476864;14318370422647506473;1706095060245368650;21;7;0;4;7628993214250679538;366139516;14;13258598206610107868;1706095060245390756;503099521620442923;11;1055456128973118860;9566041715641300643
92;82;12077;0;331;2BLKPTOL;1;0;204;1707914901099056384;13674852232047353639;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914901099056384;13674852232047353639;1706095060246030936;5;1;6;11;5323531383220370633;897061568;5;3741340021003307625;1706095060246052932;2931152051870346496;11;-56526565123616556;1895859733430025330
92;82;12077;0;331;2BLKPTOL;1;0;283;1707914901281000192;11085697385527342601;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914901281000192;11085697385527342601;1706095060248757648;12;8;5;3;1355526539618078224;315339150;15;10135189465627314048;1706095060248779072;15042208706069711512;6;2491392784967973361;6922342637497070159
92;82;12077;0;331;2BLKPTOL;1;0;284;1707914901302654464;16757043784548433712;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914901302654464;16757043784548433712;1706095060258917428;18;8;0;18;8165555968409651030;966477508;17;5108180091168225147;1706095060258938917;10480213295069947483;1;-8361877100624382900;11617556638811861352
92;82;12077;0;331;2BLKPTOL;1;0;285;1707914901304240640;11581426686773090026;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;1707914901304240640;11581426686773090026;1706095060259722358;20;7;1;7;2609192198266666352;51267762;9;12552890288054238584;1706095060259744190;8121855087038046476;5;2077310362607764514;5371383694721274263
92;82;12077;0;331;2BLKPTOL;1;0;286;1707914901311440640;3028722373620035627;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;1707914901311440640;3028722373620035627;1706095060263463438;18;3;0;14;701448419598239467;697925876;99;10784529871974403553;1706095060263485162;10192557073447234790;9;6681807192366383897;104833115673284852
92;82;12077;0;331;2BLKPTOL;1;0;287;1707914901313863680;13399974738425696629;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;1707914901313863680;13399974738425696629;1706095060264751162;13;7;7;0;2552698866194590079;25531303;2;13002028042870025423;1706095060264773297;11568957419135121625;7;5382797673034684373;14164569552889049605
92;82;12077;0;331;2BLKPTOL;1;0;288;1707914901323398144;7436254256093265404;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;1707914901323398144;7436254256093265404;1706095060270098118;14;8;5;19;1582740563902501475;273371376;9;4072798074112751102;1706095060270120187;17953774628429987052;1;3850451392849849925;16890645838996788844
92;82;12077;0;331;2BLKPTOL;1;0;365;1707914901590991360;3860095412140195785;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707914901590991360;3860095412140195785;1706095060274785243;21;7;3;20;913347253933311472;765519849;1;5651475177419149844;1706095060274806910;6065446766658371895;4;-3306751381234943238;15555785951205175627
92;82;12077;0;331;2BLKPTOL;1;0;366;1707914901593435136;13718689439364674848;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6285816865364031132;2y;TPEZxpXKI1v9sUW3p0HY3Bi7lvTUR946SfJJDJzc1ibRYuZazdKbBDH82d7z10On5jG2KW;rq5;2751551070;1;516439559;7;1707914901593435136;13718689439364674848;1706095060276235401;23;6;6;10;3371811809762659353;449655990;7;3403581875672100220;1706095060276256851;7907436497052376003;1;-3164049646783749394;14368398423840508148
92;82;12077;0;331;2BLKPTOL;1;0;367;1707914901594236160;13358997950968775743;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;1707914901594236160;13358997950968775743;1706095060276723978;5;1;1;3;7705790827553261673;15674241;2;16916498428752103243;1706095060276746157;10250354580361308240;1;-7699059459097335061;5636483599156092873
92;82;12077;0;331;2BLKPTOL;1;0;368;1707914901596657664;1156887803567343735;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;749269245730578301;UH;qp6muFVBEzRSwQwrmudAg1D8bkYSMVYBjoGK1uDzKV201ZJWKi51lpzj00OGRYAwFZSqJe;6jJ;1236754072;0;4163892170;7;1707914901596657664;1156887803567343735;1706095060278304238;6;6;6;17;7512241242298172616;731342202;14;12625866034049853900;1706095060278330337;5186788014666841575;7;-957888253392389989;8875205997775432316
92;82;12077;0;331;2BLKPTOL;2;0;180;1707914901010740224;8039692152606976436;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;1707914901010740224;8039692152606976436;1706095060222671955;22;3;1;17;10656825373017048901;14113038;7;16366606281187830636;1706095060222697613;12996981715359559844;2;-4896716505335251946;8354252974728507577
92;82;12077;0;331;2BLKPTOL;2;0;181;1707914901014757888;3348953667922682178;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;1707914901014757888;3348953667922682178;1706095060223238019;2;7;6;18;7459172363094628225;742696025;15;11609722574405446827;1706095060223260390;18364740345950250661;6;3422039728343826702;10941696236985703573
92;82;12077;0;331;2BLKPTOL;2;0;182;1707914901018023424;3907996012859596338;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;4580367871792003646;Ej;SGWaFQSdDwcEEg6NqPAhfRgvpzUYhZxmKicUESMe4hU1n6ob1Krwew1sVjkJs3fisC9sRk;8YZ;3930911048;1;73427586;7;1707914901018023424;3907996012859596338;1706095060223728179;5;5;3;20;12806321779240959402;722112170;2;13364985773016716746;1706095060223749807;2727160353897205769;1;1500245646217182786;7725196868947930768
92;82;12077;0;331;2BLKPTOL;2;0;183;1707914901028401408;16893284199595706779;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707914901028401408;16893284199595706779;1706095060225539095;11;1;3;3;9448841137844360759;502919184;15;8314046620460102491;1706095060225560265;11459686719876596526;11;8692110916627808852;6843216268392030955
92;82;12077;0;331;2BLKPTOL;2;0;184;1707914901030044160;7243788076131465770;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2445560449030391989;Jl;Nf933GnXcYWG39wqSN4KW2Lbg3Xw1kzS2Qhr2u0oWf2CsMaF2rxtgxcQBUwwJWxy0RPBsZ;O2t;686367361;0;3471620477;7;1707914901030044160;7243788076131465770;1706095060225851041;22;6;0;15;14412034356555042207;79594686;11;15208153387251892720;1706095060225873107;8614954117065967183;10;-4467154632166939318;8501869793964208035
