msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;bookINTime;symbolIndex;eMM;eventId;orderID;executionWithinFirmShortCode;clientIdentificationShortCode;sequenceTime;orderQualifiers
84;74;12019;0;331;2BLKPTOL;1;0;254;1707914901314222848;13266141786999749604;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;1707914901314222848;13266141786999749604;5;6;5;23;1706095059451815557;1706095059451818310;129588308;2;2447070611377922560;4574751693480909466;994985994;1925244980;1706095059451827162;6
84;74;12019;0;331;2BLKPTOL;1;0;255;1707914901324588288;16702938509913750619;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707914901324588288;16702938509913750619;21;2;3;4;1706095059458573410;1706095059458576137;583228200;7;15125492577982627333;8722680018349433280;761444300;372857815;1706095059458584861;4
84;74;12019;0;331;2BLKPTOL;1;0;363;1707914901591221504;14729803598402322062;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914901591221504;14729803598402322062;15;7;4;11;1706095059463517339;1706095059463520002;225699642;14;18433490872718248376;4968367098472282656;-63209098;-2039955145;1706095059463528785;1
84;74;12019;0;331;2BLKPTOL;1;0;364;1707914901599217920;1571451051716834466;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914901599217920;1571451051716834466;6;5;7;16;1706095059469251449;1706095059469254288;843359534;2;4624321840688652988;3277126805098815006;-1331754581;1865731525;1706095059469263158;1
84;74;12019;0;331;2BLKPTOL;2;0;111;1707914901003428864;17120944698905137827;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707914901003428864;17120944698905137827;14;5;6;14;1706095059402962647;1706095059402965722;451829176;9;1548346181145452630;8031087531269098297;601110342;-1164188680;1706095059402975400;0
84;74;12019;0;331;2BLKPTOL;2;0;112;1707914901008891392;3206778546829906511;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914901008891392;3206778546829906511;5;8;3;24;1706095059403606099;1706095059403608933;783519657;6;1991687899794408759;11128096678602834313;412717716;-1638303796;1706095059403617732;6
84;74;12019;0;331;2BLKPTOL;2;0;113;1707914901017132544;11039302876884836566;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914901017132544;11039302876884836566;2;5;0;0;1706095059404794966;1706095059404797747;782873053;4;1733914471188228352;16285033906983818975;1971384608;-954524261;1706095059404806438;4
84;74;12019;0;331;2BLKPTOL;2;0;114;1707914901018727168;4838892308545741755;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;1707914901018727168;4838892308545741755;6;7;0;8;1706095059405057424;1706095059405060186;132552347;11;14192676376865225989;15739328268697252301;1471543917;-192249236;1706095059405069087;1
84;74;12019;0;331;2BLKPTOL;2;0;115;1707914901052470016;8641178947159291908;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;;hq;8jVfieJXJpV1K8NUtdBXWEs1xlRq9p3m7X7CNb0Sx3MU2u75rIJiJrlslOwJM7EQU5y8tU;R5d;4294967293;253;;7;1707914901052470016;8641178947159291908;5;2;3;24;1706095059412509496;1706095059412512250;304152982;2;14578130605617895325;2290474894816218929;-707691471;-832694141;1706095059412520996;1
84;74;12019;0;331;2BLKPTOL;2;0;116;1707914901055731200;13977404642698456809;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;1707914901055731200;13977404642698456809;16;3;3;23;1706095059413477406;1706095059413480104;198284442;5;14898774880455796107;1528990414451773913;-695979962;643941363;1706095059413488998;4
84;74;12019;0;331;2BLKPTOL;2;0;117;1707914901068489984;1160350846108824610;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;1707914901068489984;1160350846108824610;13;3;5;3;1706095059417738666;1706095059417741406;768903345;99;15314511530722404135;3680430508762496767;1210338959;1735980473;1706095059417750396;2
84;74;12019;0;331;2BLKPTOL;2;0;118;1707914901098565376;9305615703991336867;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707914901098565376;9305615703991336867;13;8;4;8;1706095059429741251;1706095059429744002;105108297;8;3192112453774931739;18327775978479873570;-606983605;-1510745087;1706095059429752768;5
84;74;12019;0;331;2BLKPTOL;2;0;233;1707914901277466368;14736355718625298290;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914901277466368;14736355718625298290;19;7;1;16;1706095059431276514;1706095059431279279;179555593;8;17181148460773200716;9041044725785258298;964125819;1104519787;1706095059431288055;1
84;74;12019;0;331;2BLKPTOL;2;0;234;1707914901291105792;14034162765486814339;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707914901291105792;14034162765486814339;13;3;4;21;1706095059438255900;1706095059438258627;583228200;14;3694908315686250497;6605966448040554520;47741009;-1115285587;1706095059438267473;6
84;74;12019;0;331;2BLKPTOL;2;0;235;1707914901313429760;14271471476515370426;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;1707914901313429760;14271471476515370426;1;4;5;0;1706095059451311628;1706095059451314390;457170075;1;2273569366194048114;8700001911494213749;-1791418864;-166437760;1706095059451323103;5
84;74;12019;0;331;2BLKPTOL;2;0;236;1707914901316631040;8483650962074250137;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;1707914901316631040;8483650962074250137;20;4;6;8;1706095059453333039;1706095059453335843;854171136;15;6032244823763498682;18058517974875913446;-586475897;-1190970318;1706095059453344896;1
84;74;12019;0;331;2BLKPTOL;2;0;237;1707914901321395712;14508766713702000601;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;1707914901321395712;14508766713702000601;16;1;3;4;1706095059456449715;1706095059456452459;984029995;1;17295214288322464111;7606154911953474544;-720883064;621479526;1706095059456461126;2
