msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;currency;currencyLabel;interbankRate;interbankRateDecimals;dateOfInterbankRate;batchID;currency2;currencyLabel2;yearlyECBRate;yearlyECBRateDate
124;114;12216;0;331;MTXCREFD;0;;666;1707914674016213504;4380467935299934051;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674016213504;4380467935299934051;18E;aykqFnKK8PVVgX5JBrU7zmG4zwuU74BhFym7y7Tw;566562398333869777;7;48482;1;RNv;uc8Vw4jDbe43CSe4Mj2kVnJfuo15SqAniBXFjDgC;;
124;114;12216;0;331;MTXCREFD;0;;667;1707914674017003520;17411582252307064805;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674017003520;17411582252307064805;2cf;m8xUuBMMrCK6TzlH0KnxFahApuK4ecmqJyr3cpw2;9537829412210793840;7;55287;1;TMp;AcZzHcJy4J8h5ZmAIw1PrsjpvpFd4i3yM03AlsQb;;
124;114;12216;0;331;MTXCREFD;0;;668;1707914674017780480;16051284223566399779;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674017780480;16051284223566399779;X2w;IxYBde8CWJ4Oin2HdjicrU0n9q3BeWk3RRnl9HZK;2062108362916952259;7;63623;1;4z4;VPigXswdh0FNXYqNLHjAOVRBRQW0UmttcU4xqYlb;;
124;114;12216;0;331;MTXCREFD;0;;669;1707914674018558208;2071925449714265451;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674018558208;2071925449714265451;y3s;rU2MfKAtltYJHuH2Gx29cLPHWiDL8y3W6KG7mzwf;1432859043303590653;7;5747;1;I96;0S8OEq1Uog0hsbKeE2ssX9rcEQMSRYoLOtrVlScT;;
124;114;12216;0;331;MTXCREFD;0;;670;1707914674019342336;12835028635641496707;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674019342336;12835028635641496707;Up8;IMzeKxh2jHKELuhw6dnUoqYey8dlMmAFOflE5EZk;18411577704235988050;7;16862;1;gh1;g2ahoQ8plxujXcg5hrY8BfECfSnKVQYIMF1GRzTY;;
124;114;12216;0;331;MTXCREFD;0;;671;1707914674020129280;8490171758365334324;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674020129280;8490171758365334324;9DC;I8PZSqWtu7oTzpEiBJ3fnKquuTRDt2ypuDehIMRF;10673646972675859109;7;27949;1;fPS;xhPaOJtFyIagWp0Dsa0Rm08E3EYadYk9qnsKOvNJ;;
124;114;12216;0;331;MTXCREFD;0;;672;1707914674020904448;16356678834337297704;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674020904448;16356678834337297704;jDM;zGI4d0ThChTpPxyT2To0ihrP2lh5TUv08RxiGial;14456848100914018192;7;42632;1;a6p;ZtrLPDBydfAoBycNgaihV0RNFJ6Rf3fqZH22084P;;
124;114;12216;0;331;MTXCREFD;0;;673;1707914674021687808;4191532743842828431;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674021687808;4191532743842828431;gcW;hafSvVMeHwjtIkmKdtxOTPWQAl2W2sSCqFLSOWta;15566623736954146047;7;63426;1;d5k;9x4O03IgX4NtwKMWEI7kRAFRCpkICVKi7hYjQMuS;;
124;114;12216;0;331;MTXCREFD;0;;674;1707914674022464000;9355107451642841081;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674022464000;9355107451642841081;Y5A;v15YYFx1foZMlKT8r5OgYXE1OumQgIndHUYlwJfx;5080823698064019467;7;13436;1;rHC;O992kBj7986PtWOYZnhvENO85rgouU7AwjNhGrZA;;
124;114;12216;0;331;MTXCREFD;0;;675;1707914674023257856;789047562099964644;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674023257856;789047562099964644;Rvz;MS9qO1WNMmloHrS3VEeuZIKT1QnxO9w84UfJ7khx;14849398981629992040;7;34680;1;4nB;lFnHxjHf0f0A4bRZSThf9kF1vu5mFfYt0U6wynP5;;
124;114;12216;0;331;MTXCREFD;0;;676;1707914674024042752;42503003681464035;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674024042752;42503003681464035;8Bs;9RpofwwYu4LtALZWJ4ktqF4E8W1YAKCV3DZioV6o;16297430784624382361;7;51468;1;b1p;bqhmeFb2CNUYlTFJOwVLTZl03krAKh6nbYAVwadK;;
124;114;12216;0;331;MTXCREFD;0;;677;1707914674024832768;503935988439617666;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674024832768;503935988439617666;GZS;DJ7F1s6Ts2yisF2ytvBNyqQaCsZyD19ooOgTdiQs;12203319023764216527;7;2384;1;MEN;E9Tl1qSfSf1k6WmcHqyLS1tZrXqecV5OauRrvDQO;;
124;114;12216;0;331;MTXCREFD;0;;678;1707914674025608960;11565776696738728805;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674025608960;11565776696738728805;osq;RIJso7uIDS2bReDjI0wIOfYEj5dMRGpRtY2KDuGm;6866076548381138029;7;20088;1;giT;9XqMn6FOAgNbItDl9qI7DuInMoe1dtPviTJNVB5a;;
124;114;12216;0;331;MTXCREFD;0;;679;1707914674026392320;8866562096760291862;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674026392320;8866562096760291862;EzD;tBJsPYEP7s4KwMW9N1LEbyOem6E8uoY6T7TedEBt;3525076835659232271;7;38391;1;yLW;fAfRbdLuVaLfugVicwVoiy8Sd6bqt3onaG83tUc7;;
124;114;12216;0;331;MTXCREFD;0;;680;1707914674027173632;13027869936645105989;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674027173632;13027869936645105989;sn4;6YEiZ6KcZsTUqKT9XIZV26M3EI5K6WJNti6zmjg4;9008165020464473577;7;58248;1;v1U;B6Ei4L9VC8fMr4sphuuY311ijr0oOpCt5rTGPI3Y;;
124;114;12216;0;331;MTXCREFD;0;;681;1707914674027967744;6961528594898526047;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674027967744;6961528594898526047;Vsq;GQF1aEft8gT8b5JsbU8JMzSEZmfuaJfGlMiZx4Ps;12110293290020483550;7;12852;1;BDZ;qikhXifKj363HC3vBjhLyKHoIc2CbbYBeSIoJ7xC;;
124;114;12216;0;331;MTXCREFD;0;;682;1707914674028742400;5063942460608804816;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674028742400;5063942460608804816;RH0;DP6vns0xMygAlMoOdk94gMLDuxRIIRJ1ekqs3P6p;14926291307616208129;7;36808;1;lbZ;lpWWaY9H3qX9vDGnRUKF14EHk7lz5W5Gtabn7ucn;;
124;114;12216;0;331;MTXCREFD;0;;683;1707914674029523456;10717883458864524046;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674029523456;10717883458864524046;8z8;N24z7O2NtHUIMbp3asYzcdKtIVvmQLSwHoQbFJHD;8511107954687257653;7;61722;1;ohL;qm01j58ikTivWUumHDcxYWPhYpoNN4WUv6CAgRON;;
124;114;12216;0;331;MTXCREFD;0;;684;1707914674030307840;9514295810486666534;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674030307840;9514295810486666534;1eE;9K4ZUzLvl7CIZwh4dfCQKCu5pqXa8i9ytgojkjfv;5303750436591998575;7;21345;1;WS8;x0ug3G7CC8G0r6EsWUZHc5umgsvUhPcwBcbqMnk2;;
124;114;12216;0;331;MTXCREFD;0;;685;1707914674031086592;290593770749282590;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674031086592;290593770749282590;ZBf;bldGHMxE8UweqLKnMLNRD72ptTuO67oW3M80bzNe;9456013349497841832;7;52633;1;098;cmu44D3vWoefbVViL8XBRCLN0g2rrCVCnPtRjWiV;;
124;114;12216;0;331;MTXCREFD;0;;686;1707914674031868416;18003019532351136658;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674031868416;18003019532351136658;fk1;rUKhstNy7A81HuvQfY6jf3TnzuIYpbsvvo5YW6S0;14398126471950655194;7;15040;1;rhS;bbCpWKTRWEYbvw7Af2q9WyVu5fjIL5eS2fleshKG;;
124;114;12216;0;331;MTXCREFD;0;;687;1707914674032643584;10498683716150098370;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674032643584;10498683716150098370;CJU;lRShveyOzRSe3hke1bky3ywfTUKaBE8KfvXpfObx;3909608297737181518;7;43656;1;Ll7;LuVijmE9SevaBwfRoMs4MWJaZENhIX8gyyP6r6ME;;
124;114;12216;0;331;MTXCREFD;0;;688;1707914674033426176;14630192863538143746;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674033426176;14630192863538143746;vtn;IuJ4BPWY1yM0xlACUpuxpjuKMcRol9mqKT3yjF0P;16276762216831177723;7;15556;1;2N6;OhaGX0SzxaJhT51kfb6Y3HrqCG3BdL0U6t5kEnEM;;
124;114;12216;0;331;MTXCREFD;0;;689;1707914674034213888;16058045495992953914;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674034213888;16058045495992953914;vVH;NeztCi7jum2XxRRxqRrpaZwcF3AdVqjEFaVquvqC;11998478258831188799;7;44261;1;mJa;sTgtvbeDL7T3KlCq6PwujmzHlxNCgQzNJHLOjQl7;;
124;114;12216;0;331;MTXCREFD;0;;690;1707914674034990080;8198610270177021263;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674034990080;8198610270177021263;Yu6;1j3bD0kunHH4lhfYCXdAaCbakI7jXa7bxF3pyHuc;9711489575911104472;7;8857;1;On7;dmRtFMlTKeSaqY3nrmAKCU2fqO7qqnQdzTDXvTw2;;
124;114;12216;0;331;MTXCREFD;0;;691;1707914674035772416;12727057763831670345;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674035772416;12727057763831670345;iH3;jNytaG2ciDTXTE8xUcylFLcZv9GdwoxZYemVfgN8;16879566570184246823;7;39661;1;2CW;S7ScL1vpj3pXCc5JlWTghmwipgad3WM5KASBvrGJ;;
124;114;12216;0;331;MTXCREFD;0;;692;1707914674036539392;8949378285830041897;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674036539392;8949378285830041897;MOL;tvl5AyDLu1SS2hrd0HvVA7WgDWIwEDroOe14f3DQ;473336471754221397;7;6934;1;EuA;5lXHzqarxLpaJ0uEjL32PLev2U4RLOtq31ayRm4k;;
124;114;12216;0;331;MTXCREFD;0;;693;1707914674037317888;8651984277150820024;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674037317888;8651984277150820024;NrL;9EzOqvoPpAnMqjQ0gk9B6p8SrKxNUIxki9SIv5gY;16557006868344584974;7;40170;1;phh;eZtACOBD8h3t8QBagLNNodxCzx6e1nf0HdUTyW7i;;
124;114;12216;0;331;MTXCREFD;0;;694;1707914674038097920;12408641303874327756;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674038097920;12408641303874327756;K29;HEg1fJQ4T3OgfQqOeFrE3tmmCJXuFvisq9vfW1kA;4936576396433557233;7;9323;1;4hH;DuMUbU5PLujQpJCAIdDPa7bflg0ZbQdRjM0EIr4w;;
124;114;12216;0;331;MTXCREFD;0;;695;1707914674038878976;1705760784346134490;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674038878976;1705760784346134490;rIE;8r2VQOo7km3NuTiMf0axpMmwnvtiPNwIDmtLLP0K;15131194680900309856;7;50348;1;eQx;8ZTF70u82CQwLnXbWIpXEPgJMF2oq1z6AIZtKKTZ;;
124;114;12216;0;331;MTXCREFD;0;;696;1707914674039646208;16423292742544410557;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674039646208;16423292742544410557;JHo;SENRENVfMArrEACmy3xbfnOSWrgpSgUIn6IWR3Oh;17386941540006589956;7;22361;1;IYI;EJ044kMOfJipoPzesBM2qkeXEGeH6P0PjmhgUzWt;;
124;114;12216;0;331;MTXCREFD;0;;697;1707914674040435456;3673336710586525239;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674040435456;3673336710586525239;KRD;zmeb8LDeNWlzUYZndno0v7XelxLRL6urlmG1SkvN;3846113569585706560;7;61077;1;3HZ;LTmlTFjPDo9Vsp3VH7BrlCJiLmNYvIEGNblJhjH8;;
124;114;12216;0;331;MTXCREFD;0;;698;1707914674041215744;5587390982374346676;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674041215744;5587390982374346676;BbZ;LASYJ1vUoaqX5KHF3kPxaD8r6JBsSYiwDloPNzlL;6224734605516401202;7;36355;1;H39;1EmqnNqvuX1j5kFiK9YJL1jpOx4IopwzMSzWuM6h;;
124;114;12216;0;331;MTXCREFD;0;;699;1707914674041995264;16962076984366841408;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674041995264;16962076984366841408;yTK;GWP9biS2HpvjV4FaKpO4AdYb43CctqWSugETNWbu;9639230963105588324;7;12656;1;Jeo;qwGyQTknbM3fJCQKsbXGQ5oSQlKKfBvphxg2nqDJ;;
124;114;12216;0;331;MTXCREFD;0;;700;1707914674042771200;10267783843172018487;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674042771200;10267783843172018487;RZ6;t245hVVDaULBfAgewPkFxbc3e6fkRzfuaFqEEtwA;4602091240678432356;7;54668;1;mer;NtSwH1QPmMiMkisdLVPI69RczQlAG7RCTnyxZ5J2;;
124;114;12216;0;331;MTXCREFD;0;;701;1707914674043547392;2528679187672393766;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674043547392;2528679187672393766;Jv2;MkDxylSL7zdcI4A9n8CbPlq0X1ko9Mce4JJNWvHb;8592035176678818919;7;31886;1;ZgB;ck6rxdVyXbZSQyoUR7QroN7bDItkVGZD6a9MP6ci;;
124;114;12216;0;331;MTXCREFD;0;;702;1707914674044326144;12790925620563487787;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674044326144;12790925620563487787;dYK;Ul3Cl3pPDnATE3RqN6E4EBBl0KngNQZPBMuRuNOQ;17652207053385374506;7;11592;1;XYu;GlgqIijfrpAIVdMnkBOKflabVSR0NTDqVzoo1hAv;;
124;114;12216;0;331;MTXCREFD;0;;703;1707914674045111552;16762391819908285330;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674045111552;16762391819908285330;acx;Djn36eyO4awdjYhlzpdRA6L55VaelXJd7z8wcRMG;12359134535748011934;7;55309;1;wr5;DvNCj3JM2aV3S87bmRdX7p8i9NaBGuTaSsjA7qey;;
124;114;12216;0;331;MTXCREFD;0;;704;1707914674045890816;18418925984251610193;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674045890816;18418925984251610193;Ioq;64qs5VjByH3nEPdMIV7NwGp8RJClGJ23DoCO3kmT;5925201606846791538;7;44672;1;iY1;nwk0R9sUirBXpl1Z9I8rmXnVVJFbgZe1DOJFCsSi;;
124;114;12216;0;331;MTXCREFD;0;;705;1707914674046676224;10418895734623628998;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674046676224;10418895734623628998;gV9;MXXP2IMgHPNJW8efIxuNTKLeqVAhoZoKQZXDgOD5;12305113107285936370;7;27074;1;2Jf;fJFZgSe7PiXhXa92OOlXSTIThfJyLtMwWEvdffsr;;
124;114;12216;0;331;MTXCREFD;0;;706;1707914674047459328;16105957535394142548;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674047459328;16105957535394142548;UWK;q3ekgaqsiZ7JIiSWag8qE1JCgWa2OaVH35HayKsC;4879708976244224458;7;10248;1;RYw;gqsqHxyPte8QfvilBkKldBzgZ5uEAYErQsHgNNKd;;
124;114;12216;0;331;MTXCREFD;0;;707;1707914674048247552;2150052496694827719;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674048247552;2150052496694827719;cQc;glstk5zH9tbhjJ1WK0lXoltc98nggQK7YuT53ypW;3739617998422156072;7;57794;1;UmO;Jpf9gpFF4a3GAVjhGd3IZDg6dWAOzEVtn4x31xu1;;
124;114;12216;0;331;MTXCREFD;0;;708;1707914674049025280;7121081510093819975;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674049025280;7121081510093819975;gT8;egzdH1iFrvCXCRCOVuRAYflQ8u2l09535fxhJcMG;7310520766051600867;7;42228;1;Wji;s3ZkgcToLpq73j2jzLEXew2zGjK5xZGJ0vN4BHhf;;
124;114;12216;0;331;MTXCREFD;0;;709;1707914674049812736;18434871111475088562;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674049812736;18434871111475088562;jKt;1fsFQf6NRI1lHTP9U4wCpjyQFZN70NmHvGKowvNx;454269723422411591;7;26405;1;2UV;E9Cj1zDifkea4LaHk05SwelcwKwWM7OUQVH6zcFp;;
124;114;12216;0;331;MTXCREFD;0;;710;1707914674050589440;15833328277118123483;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674050589440;15833328277118123483;fkG;49VTMQ93FHDP8uXCavy1lgJ5TKwWpUSHlfSO02nJ;14712841869723293513;7;12674;1;ZLf;Rk3SexXStTEbROek3BVSNyIXhclog9xxah75g7vC;;
124;114;12216;0;331;MTXCREFD;0;;711;1707914674051375616;11369365105581374727;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674051375616;11369365105581374727;k3P;qjk5cjwKPpPDwUdbPadd5Ir1usz5yNVlPPvJlSHv;4998132484651957939;7;64475;1;d7G;IoTYKghWXNn7xUfIW48ZiANKFmIGjbxWKUEg3IAU;;
124;114;12216;0;331;MTXCREFD;0;;712;1707914674052153856;701531213638971970;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674052153856;701531213638971970;IsP;o1MFHZQKRyNL4lsfeCidtcmi4JYc8RlLKFsMuxtI;589802801223735616;7;52770;1;goY;mPFBuPZheYMqBeB2H7DY1erZzDHjWlQUyxPQqf5e;;
124;114;12216;0;331;MTXCREFD;0;;713;1707914674052936960;9751730243561386416;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674052936960;9751730243561386416;hl1;hKGh3wZtZYcCeyr2M0A9JT1SkPEyXtYkt76182mw;13167784080010802024;7;44577;1;Jjz;BXdKYoLfzN1q6WIE146r1cl0SVzDRao3WPRVrjLU;;
124;114;12216;0;331;MTXCREFD;0;;714;1707914674053716736;1724964167212784042;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674053716736;1724964167212784042;7OW;DeWEzmcYTM8kB1pTHvEKYaZ3XLKO3YhUlhUU1a7K;199672904940715811;7;35528;1;Ief;4yc8xMIpEhGUEKCAUM7vkC7UXqEj5xg4TU4GkTCU;;
124;114;12216;0;331;MTXCREFD;0;;715;1707914674054494208;14705132605762827396;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674054494208;14705132605762827396;Ucm;umIIu7m61Zh996Mqq7AZvGj2eGBWckdI50UVl0n5;7417764225801296679;7;25731;1;amC;LvNRaNlKKDeYrVZF3DosdjDIxbVlSXywzBCRNPmV;;
124;114;12216;0;331;MTXCREFD;0;;716;1707914674055267840;5663092168960105246;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674055267840;5663092168960105246;gPO;IL9xlhbrpa6J0kildx8J7t3u0fhetLxLDSz2WqNb;12152096225149603601;7;18129;1;SSp;JLfNZbrBwxz2kN0SvNqcwGgmrWi9vqT8BKANG5hO;;
124;114;12216;0;331;MTXCREFD;0;;717;1707914674056049408;1343975757648459173;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674056049408;1343975757648459173;UYF;MoidCmPHW9kT7ErmB0FEyGAD2446MdL13IGF0qm6;12157264281973144533;7;18811;1;lnO;GRnWTMsvYnR0uNIRjLwz1geFMF4upHqGntu2I06N;;
124;114;12216;0;331;MTXCREFD;0;;718;1707914674056825856;3650793855341163260;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674056825856;3650793855341163260;ODL;vnGTtYVjr4vnpAsf9Qbe9NPQbAPIjHkECFZjMScp;4606549736475184860;7;13739;1;Xek;uKwPeLhVnAO6d70orfOC86WblvSo7EQXFfkecpxi;;
