msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eMM;eventId;phaseId;tradingGroupState;instrumentState;changeType;symbolIndex;eventTime;bookState;statusReason;phaseQualifier;tradingPeriod;tradingSide;priceLimits;quoteSpreadMultiplier;orderEntryQualifier;session_;scheduledEvent;scheduledEventTime;tradingGroupOrderEntryQualifier;instrumentOrderEntryQualifier;phaseTime;contractSymbolIndex;priceLimitStyle;sequenceTime;startTimeSMC;actualEventTime;endTimeSMC
117;107;12001;0;331;2BLKPTOL;1;0;26;1707914901011523328;7735754086143806628;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914901011523328;7735754086143806628;15;13833559328487260010;1;0;2;0;840406118;1706095049747860115;8;15;8;3;1;165;3;2;3;13;1706095049747897447;5;0;4727256253325370841;3627594858;130;1706095049747910826;1706095049747913651;1706095049747915913;1706095049747918026
117;107;12001;0;331;2BLKPTOL;1;0;27;1707914901018216704;17786668560771208348;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914901018216704;17786668560771208348;1;11623855761906469505;1;0;13;1;624214946;1706095049749488050;4;13;10;1;1;203;2;2;6;14;1706095049749524486;3;4;2842446863891505454;1195167066;98;1706095049749537480;1706095049749540365;1706095049749542743;1706095049749544960
117;107;12001;0;331;2BLKPTOL;1;0;28;1707914901023166464;11701819035261848631;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914901023166464;11701819035261848631;14;17028979714241944397;4;1;18;1;624214946;1706095049750918152;99;21;10;2;3;241;3;2;9;15;1706095049750954741;2;1;4883797961518792582;2228599485;47;1706095049750967994;1706095049750970925;1706095049750973316;1706095049750975378
117;107;12001;0;331;2BLKPTOL;1;0;29;1707914901023983104;3472644891477790450;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914901023983104;3472644891477790450;11;16159866284821998740;4;1;21;2;359830187;1706095049751168015;7;13;6;1;1;44;1;2;0;15;1706095049751204273;3;3;12421425362768733046;3124849930;2;1706095049751217332;1706095049751220150;1706095049751222348;1706095049751224446
117;107;12001;0;331;2BLKPTOL;1;0;30;1707914901036501504;3553449542436481243;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914901036501504;3553449542436481243;17;11193728106263175644;3;1;5;1;225699642;1706095049755241306;1;12;10;2;1;200;1;4;1;13;1706095049755298518;5;2;17488888926900320712;2910690248;242;1706095049755319000;1706095049755323394;1706095049755326977;1706095049755330590
117;107;12001;0;331;2BLKPTOL;1;0;31;1707914901051590656;10108438300060752821;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;1707914901051590656;10108438300060752821;99;15552097112748110789;5;0;10;1;857233523;1706095049761855500;3;8;1;1;3;90;2;0;2;13;1706095049761892482;5;1;11744543237905788100;2139302591;121;1706095049761905700;1706095049761908581;1706095049761911074;1706095049761913227
117;107;12001;0;331;2BLKPTOL;1;0;32;1707914901064822528;14193409662609326848;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;14324812313368930972;om;c1uuArs4e0ZYHf8Hg9ng85DEdL7EUnzWlPv9NQ7iHgNnRPmU37jBs4xvMnhRkwOm47Cccp;K1I;957906397;1;1372775908;7;1707914901064822528;14193409662609326848;10;2729830179673733448;1;1;9;0;542212191;1706095049768885359;2;12;1;1;3;142;2;3;2;13;1706095049768921357;5;0;15605411841506815585;3736623765;107;1706095049768934234;1706095049768936956;1706095049768939325;1706095049768941449
117;107;12001;0;331;2BLKPTOL;1;0;33;1707914901077117184;9609319732687175795;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707914901077117184;9609319732687175795;7;327505815567641357;2;1;12;0;355525551;1706095049776539621;2;4;6;1;2;226;1;4;8;13;1706095049776575737;2;5;1398413904175861466;3688408944;191;1706095049776588598;1706095049776591426;1706095049776593741;1706095049776595920
117;107;12001;0;331;2BLKPTOL;1;0;34;1707914901084518656;15492287858309072438;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707914901084518656;15492287858309072438;15;2813226810141426261;1;0;13;0;243374731;1706095049781622652;5;7;9;1;1;51;1;5;6;0;1706095049781658647;3;2;14061524217949553662;2418102351;29;1706095049781671554;1706095049781674314;1706095049781676523;1706095049781678561
117;107;12001;0;331;2BLKPTOL;1;0;35;1707914901085356800;13635626885613437818;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9073334914057698938;CL;PEKvkSXcY12iiGe6VqvyFNSV5RkYLcy3V9h8GM5HGE2KhkOqP6T6vBcN2PKHBZFuoNSee9;caX;1203790480;0;1032103264;7;1707914901085356800;13635626885613437818;15;16699750440791951724;2;0;18;1;614218173;1706095049782212146;99;8;7;3;3;211;3;2;3;8;1706095049782247914;3;1;1076311855247009211;858633226;78;1706095049782260543;1706095049782263292;1706095049782265532;1706095049782267685
117;107;12001;0;331;2BLKPTOL;1;0;273;1707914901280956160;8823755607700214519;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914901280956160;8823755607700214519;15;14640303630872195369;5;0;17;0;179555593;1706095049797009139;10;23;6;2;2;10;3;0;0;13;1706095049797045391;3;0;6404318829995627022;1961484320;155;1706095049797058334;1706095049797061189;1706095049797063482;1706095049797065580
117;107;12001;0;331;2BLKPTOL;1;0;274;1707914901292533760;10050451346819877167;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;1707914901292533760;10050451346819877167;5;11514013384732120959;5;1;2;2;812571727;1706095049807256239;3;16;7;2;4;179;1;1;4;4;1706095049807293759;0;1;2669299514798067458;828211852;32;1706095049807307274;1706095049807310185;1706095049807312684;1706095049807314825
117;107;12001;0;331;2BLKPTOL;1;0;275;1707914901308212480;10522878418375925846;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707914901308212480;10522878418375925846;2;2395922088569259038;3;0;10;1;587146478;1706095049822560223;7;24;0;1;1;107;1;3;9;5;1706095049822596375;3;4;10281585150799868714;1350685745;78;1706095049822609199;1706095049822611898;1706095049822614295;1706095049822616527
117;107;12001;0;331;2BLKPTOL;1;0;276;1707914901309852416;6102512715608433969;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;1707914901309852416;6102512715608433969;11;8961458324897134189;3;0;21;1;742696025;1706095049824282652;7;16;1;3;3;58;2;5;7;7;1706095049824319831;4;5;11960098152182543370;2187830775;186;1706095049824333177;1706095049824336077;1706095049824338538;1706095049824340640
117;107;12001;0;331;2BLKPTOL;1;0;277;1707914901312315648;8121290999486013332;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;1707914901312315648;8121290999486013332;7;16870567228980784164;7;0;19;0;14113038;1706095049826892584;2;20;4;3;3;71;1;2;5;7;1706095049826929725;1;2;7999818618044844070;1901744124;217;1706095049826943000;1706095049826945841;1706095049826948349;1706095049826950445
117;107;12001;0;331;2BLKPTOL;1;0;278;1707914901315624960;14483101229787597278;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;1707914901315624960;14483101229787597278;4;6761678842574138336;1;0;16;0;854171136;1706095049830404025;9;0;0;2;1;118;2;1;8;11;1706095049830440189;3;3;5037814996007595380;1134997895;200;1706095049830453094;1706095049830455912;1706095049830458233;1706095049830460340
117;107;12001;0;331;2BLKPTOL;1;0;279;1707914901317268480;12107508256272310862;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914901317268480;12107508256272310862;9;3767770513274725813;7;0;10;1;958873221;1706095049832186489;99;22;7;3;2;105;3;0;6;11;1706095049832223395;2;0;6251050675824128428;2959549084;190;1706095049832236790;1706095049832239601;1706095049832242159;1706095049832244248
117;107;12001;0;331;2BLKPTOL;1;0;280;1707914901318094848;1935470113229131018;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914901318094848;1935470113229131018;14;14571060165153630070;4;1;18;0;897061568;1706095049833089749;2;12;3;1;3;210;1;2;0;14;1706095049833125791;0;3;841891792368589588;2861983971;88;1706095049833138769;1706095049833141521;1706095049833143894;1706095049833145916
117;107;12001;0;331;2BLKPTOL;1;0;281;1707914901321363968;4605444540134822800;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914901321363968;4605444540134822800;5;11229501893020503215;1;1;1;2;45567501;1706095049836762309;5;22;4;2;4;54;1;2;1;16;1706095049836798662;5;5;5946618496239316821;1559796226;52;1706095049836811528;1706095049836814344;1706095049836816490;1706095049836818558
117;107;12001;0;331;2BLKPTOL;1;0;282;1707914901322180864;4037011315933301197;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;8072011793266017923;ad;gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R;btU;1516155693;1;687048176;7;1707914901322180864;4037011315933301197;11;4022619221521697361;7;0;14;0;376270613;1706095049837687407;9;11;9;3;3;94;1;2;8;5;1706095049837729537;0;0;18323723157859617675;1679740284;123;1706095049837742656;1706095049837745483;1706095049837747971;1706095049837750156
117;107;12001;0;331;2BLKPTOL;1;0;379;1707914901595852544;16717630417695176437;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;1707914901595852544;16717630417695176437;8;11472622205198415245;5;1;1;2;487911392;1706095049853353095;4;23;4;3;3;129;1;4;2;4;1706095049853388689;2;3;8092551381441107013;1050110104;33;1706095049853401572;1706095049853404317;1706095049853406522;1706095049853408777
117;107;12001;0;331;2BLKPTOL;2;0;67;1707914901015745280;16473497685168205298;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;1707914901015745280;16473497685168205298;11;13204613194520952236;5;0;4;0;198284442;1706095049748848624;99;12;6;1;2;69;3;2;1;12;1706095049748885956;1;1;10537428062087053816;1413785937;153;1706095049748899160;1706095049748902242;1706095049748904812;1706095049748907070
117;107;12001;0;331;2BLKPTOL;2;0;68;1707914901024809984;5673359575532824349;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;2717021003556715908;Bl;a6i5NmEUr9X9wZ9uWT2OfE5BKbjJ8zaEYcvuOsM8HjCrST57ySjDQvHcwLDjGSFQFoMp48;1AE;2023598337;1;3554670256;7;1707914901024809984;5673359575532824349;5;5955704398353704536;2;0;9;0;657517808;1706095049751420855;2;8;0;2;3;25;2;5;3;15;1706095049751456568;5;0;524949736647878499;1309559946;37;1706095049751469338;1706095049751472000;1706095049751474190;1706095049751476268
117;107;12001;0;331;2BLKPTOL;2;0;69;1707914901030620928;14414454755272326421;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;7457226585439693564;CH;QGI5Y6pkFWMccJJVlj6Yw9gznQeG5Matv5ui3czHBA97PfKfNWEFNvqAGul4xs2gUgkH5Y;1vt;1016068115;1;2089963836;7;1707914901030620928;14414454755272326421;2;10402268749185456802;2;1;9;1;179939061;1706095049753332661;1;0;7;3;4;16;1;1;0;4;1706095049753369709;4;5;10493193084595762398;1897702489;232;1706095049753382880;1706095049753385756;1706095049753388167;1706095049753390283
117;107;12001;0;331;2BLKPTOL;2;0;70;1707914901034682880;991621289947136279;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914901034682880;991621289947136279;1;2630051211913427705;1;1;9;0;179555593;1706095049754523354;1;12;0;1;1;127;2;2;5;8;1706095049754559211;1;4;7622541027973351440;233710285;193;1706095049754572373;1706095049754575202;1706095049754577415;1706095049754579494
117;107;12001;0;331;2BLKPTOL;2;0;71;1707914901035672064;5233530458328808345;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914901035672064;5233530458328808345;11;14131754999168011598;3;0;7;0;198522762;1706095049754833464;3;7;2;2;4;82;3;3;9;7;1706095049754868803;2;0;15471538662856842324;2701895568;38;1706095049754881568;1706095049754884284;1706095049754886586;1706095049754888714
