msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;bookIn;bookOUTTime;clientOrderID;eMM;eventId;indicativeAuctionPrice;indicativeAuctionVolume;oESessionID;oEGINFromMember;oEGOUTTimeToME;orderID;symbolIndex;killReason;sequenceTime;orderQualifiers;strategyIACAFinishDC;orderPx;orderQty
140;130;12009;0;331;2BLKPTOL;0;0;86;1707914901072911616;12260544105290014008;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;17649996035600062801;y4;m4PtCqZwXANzbZQrdIlBaleJ4oy5edoOYgceVzQ9DHIn3gaNfCUmEpN6X2pkXoqtb1y24d;QX5;2817311705;1;1500233684;7;1707914901072911616;12260544105290014008;19;1706095058046101382;1706095058046103659;104352822185313859;5;12468400656653579093;4474007766219764721;9042962251987732812;12921824888290339116;1706095058046109781;1706095058046112408;15365566958579611435;451161021;26;1706095058046121549;0;1;6535052986591312726;2982809337516066954
140;130;12009;0;331;2BLKPTOL;0;0;87;1707914901088660224;14369738168928582561;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;1707914901088660224;14369738168928582561;16;1706095058053989074;1706095058053991423;-547042990104998896;4;9495968353846474367;-9148467347597287528;13816326081435380494;16825943668679730307;1706095058053997503;1706095058054000060;697779220262538494;636453490;19;1706095058054009345;6;0;5666269477756319944;10080485495500259221
140;130;12009;0;331;2BLKPTOL;0;0;88;1707914901098947328;15651755325285275134;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914901098947328;15651755325285275134;9;1706095058059613596;1706095058059615623;1068154391406011760;11;10152144349677741939;-1568825840135899700;1067638753485049550;4541009292965865328;1706095058059621138;1706095058059623675;15122418914230724147;359830187;41;1706095058059632429;2;0;8139651996223677388;5865245811686840325
140;130;12009;0;331;2BLKPTOL;0;0;714;1707914901276073216;12740301378828171678;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;11214469527078785917;6R;lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE;fLc;3922324778;1;2984614128;7;1707914901276073216;12740301378828171678;7;1706095058060595992;1706095058060598127;-1217282193949164905;11;12351749574784358990;4002957942652820879;12778909606532688580;1814495610547374484;1706095058060603837;1706095058060606479;2380808210852440063;641399268;43;1706095058060615689;0;0;6325558942528701688;7862746075918792987
140;130;12009;0;331;2BLKPTOL;0;0;715;1707914901309931264;4469953594135642238;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;1707914901309931264;4469953594135642238;15;1706095058084213817;1706095058084216014;2153765825403990645;6;15201169515390732965;-5165693134955421946;13960536435099698896;1023727034157844877;1706095058084221502;1706095058084223942;12272077177502634837;164996825;4;1706095058084232718;0;1;-5427731742933525989;2006099297936505510
140;130;12009;0;331;2BLKPTOL;0;0;1060;1707914901587509248;7077527194028969198;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11871043582309635757;bK;zWIRpiGwyQnoiWiYLZUbYqgmNpu9KQRkXbitvFOIP16LfGeBnvxLxJSkh0hD88LU93YBRX;n53;4133966827;0;2968765200;7;1707914901587509248;7077527194028969198;21;1706095058099005315;1706095058099007611;-6828312113395403602;5;158981063128530898;-7426332973385545532;11082850253703509794;7920028035487468703;1706095058099013526;1706095058099015995;9196596032441276520;952282621;43;1706095058099025167;3;0;8325703280280128366;304780717216334021
140;130;12009;0;331;2BLKPTOL;0;0;1061;1707914901594274816;3678129258700383597;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16107250302887779993;Sh;y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN;6dU;2743569216;0;1129791786;7;1707914901594274816;3678129258700383597;8;1706095058104785536;1706095058104787842;-6855084818986289473;8;14286483601664784474;-4256869681347555377;14979284712661908372;14742481231673718740;1706095058104793663;1706095058104796126;7485752572062214470;418664403;3;1706095058104805086;1;1;-1512262565183704274;6779327108886663503
140;130;12009;0;331;2BLKPTOL;1;0;16;1707914901010619392;9503189632130356953;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914901010619392;9503189632130356953;10;1706095058026849043;1706095058026851129;-7062967536834007287;1;11222266161460682596;-6772136096633324169;18243715061322745247;3152557885681501899;1706095058026856766;1706095058026859055;17980024969015738142;293632506;15;1706095058026867738;2;0;1010363574112413216;3016538260720294239
140;130;12009;0;331;2BLKPTOL;1;0;17;1707914901039728640;4245726994968476633;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;1707914901039728640;4245726994968476633;1;1706095058033503003;1706095058033505348;1350093011790499159;7;8555331934056666208;7761513267492585260;17900954841808834067;8797568969421347716;1706095058033511078;1706095058033513558;6266719223857352851;393921509;36;1706095058033522861;4;0;5914952058863847922;2416100241314359997
140;130;12009;0;331;2BLKPTOL;1;0;18;1707914901046254848;17879563701591099135;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914901046254848;17879563701591099135;2;1706095058035591411;1706095058035593609;7880341473755236347;17;5998350507592652221;1394660347421278614;850514080526003386;11879784091286397316;1706095058035599545;1706095058035602062;817500901177063709;897061568;41;1706095058035611116;2;0;7871896987173982199;5939985325845555413
140;130;12009;0;331;2BLKPTOL;1;0;19;1707914901049482496;4113321593903246853;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914901049482496;4113321593903246853;21;1706095058036727343;1706095058036729399;4152715364762541346;1;7237810527494833421;-231526870473163185;5788667684967495471;5465126372407783050;1706095058036735078;1706095058036737527;4138815583485460442;906768783;37;1706095058036746567;0;0;-6929286660659663833;15951591997401141263
140;130;12009;0;331;2BLKPTOL;1;0;20;1707914901051606272;9451619139068294443;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;1707914901051606272;9451619139068294443;21;1706095058037308342;1706095058037310636;5361369424591072056;14;10094156817692076167;-4478038429294045686;4839224750776004532;15773870521138562433;1706095058037316486;1706095058037319021;6950269186970062771;762062763;40;1706095058037328009;0;0;-4659377552016884489;7751924237334286457
140;130;12009;0;331;2BLKPTOL;1;0;21;1707914901055792896;16043977426739240398;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4464391562571660486;Ro;8R93JgLqtgUOQf7bYc4l0UTfmVaeZxnvCTxmveY8dOMhc1eZ4Z353awpQ32mgWieFYrObR;1Ft;3991807441;1;4244207925;7;1707914901055792896;16043977426739240398;10;1706095058038820865;1706095058038823142;2478511439468586728;5;5553538575575736198;6676997287418123246;15680579477282326874;2531481734315788894;1706095058038828830;1706095058038831305;10585656971175294093;611076622;19;1706095058038840198;2;0;-2089606265241451292;1337288425756338510
140;130;12009;0;331;2BLKPTOL;1;0;22;1707914901068031488;14984188467240479209;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914901068031488;14984188467240479209;16;1706095058043863513;1706095058043865573;-4112859681470465350;14;16470915131852599671;7371486859410886252;2107811715235958977;15394716617239159795;1706095058043871093;1706095058043873557;15745756527413233084;526725252;25;1706095058043882292;6;0;2457804563535607862;152380426565154687
140;130;12009;0;331;2BLKPTOL;1;0;23;1707914901085130240;17409709026993093578;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6285816865364031132;2y;TPEZxpXKI1v9sUW3p0HY3Bi7lvTUR946SfJJDJzc1ibRYuZazdKbBDH82d7z10On5jG2KW;rq5;2751551070;1;516439559;7;1707914901085130240;17409709026993093578;16;1706095058052230429;1706095058052232671;3656331983692529941;14;10122215861739909054;6954217998421053765;14144909753812524723;7017694868146832448;1706095058052238393;1706095058052240886;9040670884897014699;449655990;39;1706095058052249752;4;1;-2656857484521188862;11609240338938629845
140;130;12009;0;331;2BLKPTOL;1;0;24;1707914901085952512;7716667821833893339;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;1975843389352265188;41;temCwWKv3emBG9RQN9OsPNMxEHNFe7KX23N1RfbG0VsAxWikeY2uuk4I0vmDn4DRZUaY8K;x6f;2817915161;1;3089514342;7;1707914901085952512;7716667821833893339;5;1706095058052663985;1706095058052666346;6629396442736546769;4;13640307601757523005;-4020714163378205388;5874575530752954371;17689203169850188014;1706095058052672305;1706095058052674877;17333276823969856052;927008545;40;1706095058052684045;2;1;-8936020276350110438;12964811633930773687
140;130;12009;0;331;2BLKPTOL;1;0;25;1707914901093896960;2658380455139610174;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;1707914901093896960;2658380455139610174;16;1706095058056747588;1706095058056749850;2626382956366914628;14;13186629997206191622;5364040586986205262;9299611104782751052;3684715419541864360;1706095058056755840;1706095058056758284;6413210670010938042;487911392;20;1706095058056767440;1;1;-4817952178284397019;11772431170329631560
140;130;12009;0;331;2BLKPTOL;1;0;235;1707914901277797888;7275620500517355510;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;8072011793266017923;ad;gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R;btU;1516155693;1;687048176;7;1707914901277797888;7275620500517355510;12;1706095058061593210;1706095058061595454;-1537532248385729611;6;5316525019551572596;1387753082922278020;16310212864345231446;9185470356823161348;1706095058061601483;1706095058061604216;8751720616720816360;376270613;8;1706095058061613487;0;1;5877149248956689204;12998378439370688552
140;130;12009;0;331;2BLKPTOL;1;0;236;1707914901291121664;1723305077585592139;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1707914901291121664;1723305077585592139;7;1706095058070297308;1706095058070300868;-9178607943474710957;10;5699982729754298839;1344653638896699209;11710160964466248417;17589590626331463935;1706095058070309267;1706095058070311805;8737289186521737523;315494969;20;1706095058070323351;0;1;5031613846879408504;10106998785892908745
140;130;12009;0;331;2BLKPTOL;1;0;237;1707914901295209984;8317726887976889602;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;1707914901295209984;8317726887976889602;19;1706095058073318036;1706095058073320410;1080332379816083083;9;4652715735399368115;-5642427500147212276;4279479861471405643;7116520788161931798;1706095058073326290;1706095058073328769;6829673188275335821;882027164;41;1706095058073337778;3;0;8974221061893856433;13459770853162305376
140;130;12009;0;331;2BLKPTOL;1;0;238;1707914901296018432;13841234436008177546;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;5561708281641363767;C0;4lDnubiWbciUwbr6pY2OAs7luwFTqm5Er8M1icBDDygvuOlEQXYnjwZbZfG1jwLxdalTBO;szr;2271801785;1;3610844124;7;1707914901296018432;13841234436008177546;9;1706095058073896842;1706095058073899049;-7387494814588186905;9;10382019268786836090;-3666857416559655114;4162749149233606630;17594128118517817125;1706095058073904834;1706095058073907303;11285332774202918362;521966104;11;1706095058073916271;3;0;-7302268715556352223;2755295749975382289
140;130;12009;0;331;2BLKPTOL;1;0;239;1707914901300909824;6050199070159792771;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;15870838569435904952;pi;6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W;21q;580210742;1;4013051584;7;1707914901300909824;6050199070159792771;20;1706095058077435783;1706095058077438040;2843057582411837210;1;16905430353151520941;9119493777796152997;18144859424424361212;13092072436205511388;1706095058077443790;1706095058077446282;1037559398163109811;958128478;34;1706095058077455157;1;0;-2331622776722610399;1543298628082056188
140;130;12009;0;331;2BLKPTOL;1;0;240;1707914901318116608;14857290074889936517;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707914901318116608;14857290074889936517;2;1706095058090734539;1706095058090736633;-7965488402830083281;1;1145676140614480083;7657127324624430461;7518891804553464814;916693836356872969;1706095058090742315;1706095058090744912;7069539563863911090;506920201;7;1706095058090753787;1;1;-3624158595225142233;16500826564134900892
140;130;12009;0;331;2BLKPTOL;1;0;380;1707914901596773888;9916490230062630757;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;1707914901596773888;9916490230062630757;19;1706095058107011259;1706095058107013558;2762540635045294277;11;14129567499177124131;-5319503940940721042;10322037164807357834;13319920537318366390;1706095058107019552;1706095058107022100;17229398364991797757;778983872;23;1706095058107031280;5;1;8582436242297606282;6042036500981889052
140;130;12009;0;331;2BLKPTOL;1;0;381;1707914901600107520;12076744138934343052;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914901600107520;12076744138934343052;6;1706095058110033600;1706095058110035753;584669929298402912;7;1321165449967726128;5578150491536810717;5277019249982414684;17348990772384321482;1706095058110041346;1706095058110043823;9637837518760562631;588523366;31;1706095058110052802;4;0;-1665150029574145899;14033404188068747183
140;130;12009;0;331;2BLKPTOL;2;0;93;1707914901018130688;11744186799301452287;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;1707914901018130688;11744186799301452287;17;1706095058028171274;1706095058028173493;-2367344230138816945;14;14557069308934211297;7573359249995145464;14811163420149760783;9098456031746705962;1706095058028179387;1706095058028181799;4935972344084212514;645935213;43;1706095058028191443;1;0;3917022750771945327;7406563652914314646
140;130;12009;0;331;2BLKPTOL;2;0;94;1707914901032028672;1162206761119305123;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;6354086023392194540;51;hjgHaQ5weYEPHPRqR6Ml1Reflrl6U6q5QgoWX29ZZj2iu9oVd7dXRz0Uy8EhUTK6cjLcTX;mN2;2072881519;0;3204674649;7;1707914901032028672;1162206761119305123;21;1706095058031408023;1706095058031410287;-4750515543620171518;11;17461108956216050831;-7386798485977645061;15080186999466154074;18243152708311934455;1706095058031416150;1706095058031418763;11745837997035937110;630708295;36;1706095058031428056;4;1;-2673404537736882330;849752578285067832
140;130;12009;0;331;2BLKPTOL;2;0;95;1707914901047067392;16942872285054380231;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;1707914901047067392;16942872285054380231;22;1706095058035871925;1706095058035874004;5797496423210453537;5;242694382867920033;5112040827914192844;15543945074787179116;14659950422322655323;1706095058035879596;1706095058035882109;10349183253064832595;198284442;21;1706095058035891179;1;1;-4487330837381174995;12238251551179685152
140;130;12009;0;331;2BLKPTOL;2;0;96;1707914901052526080;8408822375032977934;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707914901052526080;8408822375032977934;14;1706095058037603727;1706095058037605832;-3837766082083138314;2;14014799366228142173;-6888244684167222989;12119802913520644591;9195517589395386646;1706095058037611341;1706095058037613747;15316685396755268003;506920201;8;1706095058037622661;2;1;-8632805882505751585;6108830116790135241
140;130;12009;0;331;2BLKPTOL;2;0;97;1707914901054976000;6704375032740649456;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;1707914901054976000;6704375032740649456;19;1706095058038510053;1706095058038512192;-3202472497575090936;10;9894267954572399299;3646104156969366772;3056188400425574505;14915819370350523119;1706095058038517786;1706095058038520212;7652572230122963520;105538185;40;1706095058038528709;1;0;-441270007140841637;7519653141964776441
140;130;12009;0;331;2BLKPTOL;2;0;98;1707914901078611200;13231750149942306734;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2864216930367635044;lo;67CogyjJh5BIwZmPmCruYc6aWCJ0zPxHvLqKAg6cSQfazQp2TRoJIhaIsRVuvXt2tqGnrE;7U4;1653924567;0;2095074526;7;1707914901078611200;13231750149942306734;19;1706095058048863077;1706095058048865200;5194174428859058127;7;17007285345098461178;366237124755845434;3613278664714768424;1637192142054289986;1706095058048870894;1706095058048873309;9591465457973845831;235516096;25;1706095058048882234;4;0;-8858736535493476256;10821073105520420945
140;130;12009;0;331;2BLKPTOL;2;0;99;1707914901081857792;15890071872349588244;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;1707914901081857792;15890071872349588244;13;1706095058050516990;1706095058050519263;-8527819774792133822;1;7789258367707271768;5973323852596976583;7560882839186658503;11396209260037721889;1706095058050525027;1706095058050527615;13881201550879064858;282931915;22;1706095058050537061;5;1;1822535231854537033;13711052100613189622
