msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;oESessionID;firmID;messageSendingTime;clientOrderID;symbolIndex;eMM;price;bypassIndicator
56;46;544;0;331;TCSALLIN;0;0;208;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;15539677314667319687;vNPJxRhC;1706095049629108445;1449822853259345708;236162361;1;39;65
56;46;544;0;331;TCSALLIN;0;0;209;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;7926209950832736966;7k;0jK2c6P4DrRkdYDx7coRvIFgfZtpGfo0DH97Pvs7sSmijPLwc17hsh6k149ffOW1gHpdiw;Pk0;3469556622;1;223330446;7;10047996378343337616;xFCdS6gW;1706095049629182301;-8806013983494165873;361376530;9;371;188
56;46;544;0;331;TCSALLIN;0;0;210;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;14439260865549816451;fNVDTrag;1706095049629260662;-768597346532615929;618823017;7;81;138
56;46;544;0;331;TCSALLIN;0;0;211;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;5352920198890371720;qB71SNL0;1706095049629337257;626788571581186164;410867151;15;157;62
56;46;544;0;331;TCSALLIN;0;0;212;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;18089886128851091686;VxKWYUop;1706095049629419288;5785383637030842974;453799485;17;124;129
56;46;544;0;331;TCSALLIN;0;0;213;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;4793759227198272814;m03Nntfj;1706095049629500850;8629481927995555387;198284442;17;34;206
56;46;544;0;331;TCSALLIN;0;0;214;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;16330586062838700422;H6WuITC7;1706095049629582656;459302534574674603;451829176;2;229;22
56;46;544;0;331;TCSALLIN;0;0;215;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;2912664663157865624;rZojmdbj;1706095049629667298;-4750431696839015161;25531303;15;63;224
56;46;544;0;331;TCSALLIN;0;0;216;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;1616576030646429808;t5iCojE6;1706095049629756325;-6750261755950582172;270958719;5;492;246
56;46;544;0;331;TCSALLIN;0;0;217;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;134775011221329102;FV3BDtuG;1706095049629843175;-6824986178639656443;137559582;6;23;205
56;46;544;0;331;TCSALLIN;0;0;218;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;18234653511268117097;cYrlANCK;1706095049629931576;7743170286832271054;955146857;2;39;161
56;46;544;0;331;TCSALLIN;0;0;219;;;K2CDWTCSALLIN;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1228537895030197258;JObxTf7c;1706095049630021313;-8608791006247538346;579919728;14;327;1
56;46;544;0;331;TCSALLIN;0;0;220;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;11739115644077084739;TjGqWcC6;1706095049630112190;8712159110060635789;306138594;2;353;97
56;46;544;0;331;TCSALLIN;0;0;221;;;K2CDWTCSALLIN;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;5325522270086995873;rGch5UzX;1706095049630203334;-5238755710300865155;726810605;6;75;251
56;46;544;0;331;TCSALLIN;0;0;222;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;9638276539976468223;Xct6G0Xa;1706095049630295765;-8095970215935229084;330454191;5;447;119
56;46;544;0;331;TCSALLIN;0;0;223;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;4271722333061514936;KJTLaiWG;1706095049630389368;2543884145623547096;946518645;9;467;206
56;46;544;0;331;TCSALLIN;0;0;224;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;4707692797249661884;59lZv05w;1706095049630483210;6975165345388322505;876746933;99;471;223
56;46;544;0;331;TCSALLIN;0;0;225;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1860647802263468632;MHLr3yFh;1706095049630578666;-6098612200152744712;213087042;6;131;185
56;46;544;0;331;TCSALLIN;0;0;226;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;4580367871792003646;Ej;SGWaFQSdDwcEEg6NqPAhfRgvpzUYhZxmKicUESMe4hU1n6ob1Krwew1sVjkJs3fisC9sRk;8YZ;3930911048;1;73427586;7;17596931773620984050;3Wr4u1bz;1706095049630676275;2825004996856841999;722112170;17;17;94
56;46;544;0;331;TCSALLIN;0;0;227;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;4818350918176410884;twvWkgFK;1706095049630784287;1027519130327023062;896742034;4;252;99
56;46;544;0;331;TCSALLIN;0;0;228;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;404485177659377737;Rc;wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN;Wn9;1910389133;0;3823951554;7;1844903940513515329;1Ed7WKwQ;1706095049630885171;6729833618384785857;610827639;4;148;129
56;46;544;0;331;TCSALLIN;0;0;229;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;14435634616352149465;P7tDmAou;1706095049630988283;-3967619516995252583;586880250;10;61;57
56;46;544;0;331;TCSALLIN;0;0;230;;;K2CDWTCSALLIN;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;6013153774965136223;W56Syll3;1706095049631092145;8769811064691835540;338709066;9;392;68
56;46;544;0;331;TCSALLIN;0;0;231;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;11259406173764052916;ki4G8xwr;1706095049631198008;2698851543151703213;587677045;1;369;10
56;46;544;0;331;TCSALLIN;0;0;232;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;2197614320122933494;FU;vBUR4ZtLzc4weT3I5Qv1F7Jz716ykLGw1gMuPydSZkOXznNMlY6xOjLmARFkXSTPDeCKcc;dbq;3442516015;0;758568016;7;16115836645814109137;6G2oJG2N;1706095049631303609;7402113505570019192;944323497;1;302;124
56;46;544;0;331;TCSALLIN;0;0;233;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;2727935985931596428;w7YsghGT;1706095049631412082;-7338538609794411307;372840;8;190;26
56;46;544;0;331;TCSALLIN;0;0;234;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;134984600993682761;DTkuLh2z;1706095049631519963;756492534521011964;51267762;9;203;250
56;46;544;0;331;TCSALLIN;0;0;235;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;16843395468422576560;sAkMCkfY;1706095049631627895;-1711300547722106652;135619081;6;211;198
56;46;544;0;331;TCSALLIN;0;0;236;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;7457226585439693564;CH;QGI5Y6pkFWMccJJVlj6Yw9gznQeG5Matv5ui3czHBA97PfKfNWEFNvqAGul4xs2gUgkH5Y;1vt;1016068115;1;2089963836;7;5457568560416969276;zwaExik5;1706095049631740712;2034764521404786415;179939061;99;341;90
56;46;544;0;331;TCSALLIN;0;0;237;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;;hq;8jVfieJXJpV1K8NUtdBXWEs1xlRq9p3m7X7CNb0Sx3MU2u75rIJiJrlslOwJM7EQU5y8tU;R5d;4294967293;253;;7;1030612905715488879;5Sdetmyp;1706095049631853101;-639369548695881215;304152982;11;496;253
56;46;544;0;331;TCSALLIN;0;0;238;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;8907245757648800473;3QcFIlph;1706095049631968398;1291663394039054557;880524655;5;500;217
56;46;544;0;331;TCSALLIN;0;0;239;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;15473452461312449522;bAty8vyx;1706095049632084641;-3475019336899476131;515238894;2;420;136
56;46;544;0;331;TCSALLIN;0;0;240;;;K2CDWTCSALLIN;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;13987449370524376182;8XJbldyF;1706095049632203432;74044452472486201;648090412;15;273;35
56;46;544;0;331;TCSALLIN;0;0;241;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;9549377236391253175;RStCfOS2;1706095049632322243;-2899754966381679330;812571727;15;35;78
56;46;544;0;331;TCSALLIN;0;0;242;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1483246458287180587;x1mRPuYa;1706095049632441833;3596601240185747285;302074901;11;38;13
56;46;544;0;331;TCSALLIN;0;0;243;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;12281262460457659748;vSGmt0kg;1706095049632563886;-7124556912342316280;854171136;14;293;101
56;46;544;0;331;TCSALLIN;0;0;244;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;12789004473870352289;kpg6ycCA;1706095049632685898;-1452832763559594325;355525551;1;18;11
56;46;544;0;331;TCSALLIN;0;0;245;;;K2CDWTCSALLIN;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;14136159290644138153;UavTskfo;1706095049632815796;-5761018485862448582;624214946;11;68;20
56;46;544;0;331;TCSALLIN;0;0;246;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;17446427946846793165;0sPjJsSX;1706095049632940595;5520390262322057263;267525860;11;123;141
56;46;544;0;331;TCSALLIN;0;0;247;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;14146552700462453893;LTgCCjv5;1706095049633069281;-347707890587039684;243374731;14;373;151
56;46;544;0;331;TCSALLIN;0;0;248;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;8882146642366714864;eCoXWOlz;1706095049633196514;-3533822976298120332;267525860;2;495;214
56;46;544;0;331;TCSALLIN;0;0;249;;;K2CDWTCSALLIN;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;16450442823576048477;V2qXEZaT;1706095049633327405;-8156203870276510098;293632506;1;233;197
56;46;544;0;331;TCSALLIN;0;0;250;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;11271253899709451588;1VMZMmz8;1706095049633458164;-7755007077900220664;193650200;4;392;18
56;46;544;0;331;TCSALLIN;0;0;251;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;11435380935383089085;coX1KoKa;1706095049633591243;5996271223170321977;576024396;7;91;35
56;46;544;0;331;TCSALLIN;0;0;252;;;K2CDWTCSALLIN;MTAH;DSS_CDW_test;7;7;7;16917003236363965301;Qk;jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4;nlk;235036440;1;1142496033;7;7752271921618017822;ih5fSa4C;1706095049633729272;-2453630488164175509;136283212;15;430;75
56;46;544;0;331;TCSALLIN;0;0;253;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;6557288582194046145;znO6hn1n;1706095049633867469;-3950237385294203379;783519657;99;450;139
56;46;544;0;331;TCSALLIN;0;0;254;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;18197591630473960180;zzUEJ2Ea;1706095049634002737;6619273564439507284;221113253;1;151;78
56;46;544;0;331;TCSALLIN;0;0;255;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;11293522203977791902;pLOaazv8;1706095049634140638;4071930381014143612;393921509;1;229;94
56;46;544;0;331;TCSALLIN;0;0;256;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;4240817722133414201;Nc;91pf1G46L40DH4FhwbvXCFMAYShrmIw1KOUdBoXoJHtBX0dl773nO5JvjMbbIFVd6JeBFc;b49;2686139131;0;2331932517;7;8604304060967347244;HzHYi4OO;1706095049634278123;-4924825822292576287;766266667;2;148;168
56;46;544;0;331;TCSALLIN;0;0;257;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;2504833126794047825;ICyWHl7w;1706095049634419404;-5538683308793224619;876746933;8;326;18
56;46;544;0;331;TCSALLIN;0;0;258;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;13336993056537659059;mh;7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH;Nj2;1365604021;0;2978421877;7;3583989744352479136;Epo48OOu;1706095049634560500;478526347874644913;352622121;17;404;50
56;46;544;0;331;TCSALLIN;0;0;259;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;12661549667477378404;Ncs3IiHn;1706095049634707502;6691181632766862671;586880250;9;265;236
56;46;544;0;331;TCSALLIN;0;0;260;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;2927900471202254699;j8SwWeCY;1706095049634851430;6722768250740110585;784339346;5;104;104
56;46;544;0;331;TCSALLIN;0;0;261;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;12961909382656266310;nLSd0WLB;1706095049634998790;2135094834298527613;743125215;1;33;36
56;46;544;0;331;TCSALLIN;0;0;262;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;2277666122434755719;go;tgHguhWjlI3ctcpoGBi9vCdfz9si5nOb2YHEKUBXC68diYarQac6jHoKe6NAMNrAbQ4hk3;vHh;209292385;1;506800696;7;3638522523244365787;V37DfjyA;1706095049635149065;-3905195895867873139;671031343;17;334;136
56;46;544;0;331;TCSALLIN;0;0;263;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;17118189537488542271;sWng5jmV;1706095049635296250;-2894013979051815715;273258314;14;351;14
