msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;eMM;eventId;indicativeAuctionPrice;indicativeAuctionVolume;orderID;orderPriority;symbolIndex;sequenceTime;orderQualifiers
92;82;12014;0;331;2BLKPTOL;0;0;789;1707914901302234112;13281403641000181528;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9801344369318373676;6g;NRognJTtB0ihEBXWX7bDcmys9vo7S3b3x9E7WtgBRCzN2nxmMKnOXWxYeMIKBgP35f0LEL;6fk;1466185011;0;2234508486;7;1707914901302234112;13281403641000181528;1;4;1;5;1706095058442919693;7;11783277612705490253;-8341106203704901393;13610582992736286646;1781014255372814709;18171968266331702870;773471534;1706095058442928960;4
92;82;12014;0;331;2BLKPTOL;0;0;790;1707914901311005952;15128862288819300845;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914901311005952;15128862288819300845;21;7;6;15;1706095058447411294;10;6543548067383500993;403863650572933045;10777034901371144065;5920919363345466437;7848750835120164510;453799485;1706095058447420120;6
92;82;12014;0;331;2BLKPTOL;0;0;791;1707914901311796224;1266026844281694351;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914901311796224;1266026844281694351;10;6;6;13;1706095058447835259;1;17174211120406765551;-680909102770361914;5177692457182449569;7859983580918510122;16869344394508915462;198522762;1706095058447844260;0
92;82;12014;0;331;2BLKPTOL;0;0;792;1707914901316542208;7556498579840737125;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6725499392402630146;cm;QtljJ18rQrk4Eh8TjMsx3AZr7KnL7vREkIJ381SuPVCeNsva40hnhHoMW1ZZnMYTWMAvGM;yOk;2123342926;0;4019879605;7;1707914901316542208;7556498579840737125;4;4;0;7;1706095058450410703;8;18440598083798905065;3214145977482578674;8034372267003894954;16785247509005123471;17723759740495690165;581937651;1706095058450419963;2
92;82;12014;0;331;2BLKPTOL;0;0;1075;1707914901588999424;12705681366208571582;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914901588999424;12705681366208571582;10;3;3;15;1706095058457606121;15;16926166746355536887;-7618195202121323039;7244124568862030466;994722972795028042;11056778855969080231;198522762;1706095058457614885;0
92;82;12014;0;331;2BLKPTOL;0;0;1076;1707914901590600960;8325078055341852893;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914901590600960;8325078055341852893;11;8;4;22;1706095058458544537;15;12893983066348029868;-2985980564745960279;10297193212264854962;7819616145890534965;377935749673085645;889615201;1706095058458553594;2
92;82;12014;0;331;2BLKPTOL;1;0;36;1707914901003367936;8200078254831227179;K2CDW2BLKPTOL;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914901003367936;8200078254831227179;1;8;6;14;1706095058405980781;6;8718647296990692768;-10149837907485055;761481125353801174;9886146174324953552;4772819611702603666;880078379;1706095058405989907;1
92;82;12014;0;331;2BLKPTOL;1;0;37;1707914901004186368;1534183265075827237;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1946574016199202419;Cr;wLg8f7p3JaH9cPmMfCCqWxKkghBi5sHnsiiZGVC3VbX9kooh2JUlBvRB1mktOcbbcWLEqJ;nX5;1535288690;0;3756389310;7;1707914901004186368;1534183265075827237;23;2;4;21;1706095058406075270;4;850912808930494293;-5134814090873305145;4217713982014690613;12739592188039832824;12562913691243904717;40139414;1706095058406084045;0
92;82;12014;0;331;2BLKPTOL;1;0;38;1707914901005178624;13001139530035360948;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914901005178624;13001139530035360948;20;4;2;12;1706095058406173279;17;3634431713996184306;-6133805319554905001;16327402944082829537;2771609757825329075;13499124887299971950;889615201;1706095058406182682;5
92;82;12014;0;331;2BLKPTOL;1;0;39;1707914901011554048;5142654308568852230;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707914901011554048;5142654308568852230;3;8;3;9;1706095058406903789;15;8400245207779968696;-6558457687615011937;13984499867186481749;8026326960228316302;14078177408254500743;506920201;1706095058406912943;3
92;82;12014;0;331;2BLKPTOL;1;0;40;1707914901018017280;13357991954655076981;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;1707914901018017280;13357991954655076981;18;7;5;15;1706095058407856665;15;16060288364409234412;-4035657043037816360;5745237163002317038;13733177109042236314;5880726049141648003;618823017;1706095058407865416;1
92;82;12014;0;331;2BLKPTOL;1;0;41;1707914901029208064;5745961281319996263;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;1707914901029208064;5745961281319996263;8;5;7;7;1706095058409795239;14;10481826059748170354;-7457694572293719649;9713059942611403364;12429810410916793479;3159898586024080559;105538185;1706095058409803857;4
92;82;12014;0;331;2BLKPTOL;1;0;42;1707914901040453376;7549521725188697412;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914901040453376;7549521725188697412;11;4;2;20;1706095058411922132;17;5385716761388967084;-2717945069435665553;8488210276624659487;17034104337971980895;16346398764815087751;876746933;1706095058411931072;2
92;82;12014;0;331;2BLKPTOL;1;0;43;1707914901046097920;9050329613531745048;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;6005986335603308262;xw;8e0lDJ9LvwX7B6W7vcX8XVN04LE3qrizC9VuGLuGv9aFWtNUHHXxvGcn43osdlVeI28jcD;4IT;3521509732;0;1964750142;7;1707914901046097920;9050329613531745048;19;7;7;0;1706095058413220153;7;17155044520746536517;-2997279682748672557;13613885182854999487;9640183336589736550;16621776247867959006;919853333;1706095058413229056;0
92;82;12014;0;331;2BLKPTOL;1;0;44;1707914901051549184;17536684071308117918;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;;hq;8jVfieJXJpV1K8NUtdBXWEs1xlRq9p3m7X7CNb0Sx3MU2u75rIJiJrlslOwJM7EQU5y8tU;R5d;4294967293;253;;7;1707914901051549184;17536684071308117918;22;3;7;7;1706095058414409909;9;2957593289147677472;7484013170996554889;11122174160451639795;15250100139334000560;16114748410317939163;304152982;1706095058414418808;1
92;82;12014;0;331;2BLKPTOL;1;0;45;1707914901053297408;4618039347557003070;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914901053297408;4618039347557003070;8;2;3;2;1706095058414826087;17;1223920528661848602;5423859216090011938;3530011072651318442;15596193470312068003;10039652071111553345;687820829;1706095058414835317;3
92;82;12014;0;331;2BLKPTOL;1;0;46;1707914901058087936;11474638598800904365;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914901058087936;11474638598800904365;17;5;2;13;1706095058416114105;99;4385666869818048506;2398714207042926780;313528758516163115;10003335800677630953;10979661499686167625;179555593;1706095058416123267;5
92;82;12014;0;331;2BLKPTOL;1;0;47;1707914901061283840;14718022608081673768;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914901061283840;14718022608081673768;21;7;7;21;1706095058417011620;6;4840235901482529017;-5366794061269371196;13215942453960603095;712556359983053949;8207674978981397611;135619081;1706095058417020603;0
92;82;12014;0;331;2BLKPTOL;1;0;48;1707914901069996032;11214488696564150684;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914901069996032;11214488696564150684;12;2;5;12;1706095058419671786;7;8113385146980418030;5039333664534339851;14099048421106455657;3383254203282264776;8468358033322379226;293632506;1706095058419680891;5
92;82;12014;0;331;2BLKPTOL;1;0;49;1707914901073171968;13167670446316858960;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;1707914901073171968;13167670446316858960;1;8;1;11;1706095058420699135;8;15130324920086336280;7942036370263563484;15650696969693437351;16019948005193225820;9897639748829667187;41437899;1706095058420707828;3
92;82;12014;0;331;2BLKPTOL;1;0;50;1707914901085988352;8026232411849093082;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;9051513195601219563;e5;LzSLvJ9gP6zeCQbrIa5bBc7QOHBcm231F3XxtNU20pW6X7T0OLZquhccxX7ItdJQpuyHJD;py7;4243157527;1;1263944569;7;1707914901085988352;8026232411849093082;15;6;7;19;1706095058425682281;15;10691623423535965870;-2493319652017778828;2438147097226753328;10628710279650376506;17143800277496852257;548619297;1706095058425691202;0
92;82;12014;0;331;2BLKPTOL;1;0;51;1707914901099219456;722140712677462761;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;1707914901099219456;722140712677462761;3;2;2;13;1706095058430342816;2;13688921885184179268;-876531140241332645;10861093929576078824;15007951735642648882;11344075743613283102;457170075;1706095058430351881;5
92;82;12014;0;331;2BLKPTOL;1;0;241;1707914901278241024;7491356171083190086;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914901278241024;7491356171083190086;23;5;4;20;1706095058431663225;11;7189033344630875726;6715151872424666729;16203906361031541555;13803782963754872941;6451782084995714294;213087042;1706095058431672396;3
92;82;12014;0;331;2BLKPTOL;1;0;242;1707914901281457920;17989027469481089892;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914901281457920;17989027469481089892;17;2;0;20;1706095058433017639;7;17037132203996006065;928725351070124316;829648198551626497;7240579799119066954;4985044938885051775;579919728;1706095058433026590;4
92;82;12014;0;331;2BLKPTOL;1;0;243;1707914901288661504;13409740648785607696;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914901288661504;13409740648785607696;8;4;7;17;1706095058436468375;5;8285937424488221359;-5598489585733760185;6582493092223138257;6985418133767626701;12986964069672396599;193650200;1706095058436477193;6
92;82;12014;0;331;2BLKPTOL;1;0;244;1707914901290262272;8884524919256022344;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707914901290262272;8884524919256022344;20;3;7;15;1706095058437197326;10;7571330731840839473;-3299845569581846468;6494134423055960306;13196065887953272249;12700505502624100949;587146478;1706095058437206372;4
92;82;12014;0;331;2BLKPTOL;1;0;245;1707914901309426688;15283281205832168498;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914901309426688;15283281205832168498;7;3;2;5;1706095058446575615;9;7649943406010785782;-8886793954808548448;5829862604780511689;17589600631815852562;13976410906577343726;137559582;1706095058446584650;1
92;82;12014;0;331;2BLKPTOL;1;0;246;1707914901322138624;4832827744025971687;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914901322138624;4832827744025971687;17;1;7;1;1706095058453500284;10;12512957536892255481;5017069162065359487;13988320200074891528;15063993591586258694;4297752920941838328;710897910;1706095058453509261;1
92;82;12014;0;331;2BLKPTOL;1;0;330;1707914901326881024;8776679131910809901;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707914901326881024;8776679131910809901;18;2;6;0;1706095058456223913;14;11167541387930726772;3797332604593571058;10731325299404573850;16242178434414824750;14616766129849611542;317605844;1706095058456232824;6
92;82;12014;0;331;2BLKPTOL;1;0;331;1707914901587252992;5739309651370729593;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;1707914901587252992;5739309651370729593;12;5;7;8;1706095058456681312;2;11604828669130758373;-5868609743104799895;4401350121747319122;10751170835292344201;7108690101559412927;105538185;1706095058456689992;1
92;82;12014;0;331;2BLKPTOL;1;0;332;1707914901593002752;5140276166588949069;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914901593002752;5140276166588949069;7;4;4;5;1706095058459962562;14;7832311274489361373;7790531629213060162;9492215075793561319;4818216796882523108;5980298517050011821;274114089;1706095058459971606;1
92;82;12014;0;331;2BLKPTOL;2;0;46;1707914901010727168;743251180300971164;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707914901010727168;743251180300971164;14;6;7;19;1706095058406777786;7;14765226032485432504;3519330004701718885;4265256211515807445;18228178040911258290;15773181669105993364;584956955;1706095058406794547;5
92;82;12014;0;331;2BLKPTOL;2;0;47;1707914901014798848;4644505625669307288;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707914901014798848;4644505625669307288;21;8;4;13;1706095058407370053;99;10726577705793829848;-6592068000473708387;5986665679176624849;17296784784553298152;18204189028317612830;32654720;1706095058407379223;1
