msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;authorizedPriceFluctuationTableID;APFR_minimumPrice_1;APFR_minimumPriceDecimals_1;APFR_authorizedPriceFluctuationValue_1;APFR_authorizedPriceFluctuationDecimals_1;APFR_authorizedPriceFluctuationType_1
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;25;7;30;7;196
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;11;7;52;7;198
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;13;7;72;7;216
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;18;7;98;7;151
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;21;7;33;7;41
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;18;7;35;7;120
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;12;7;7;7;102
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;27;7;23;7;72
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;12;7;37;7;80
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;15;7;78;7;154
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;14;7;53;7;60
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;12;7;9;7;241
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;12;7;54;7;39
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;23;7;74;7;101
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;30;7;59;7;155
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;18;7;10;7;82
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;16;7;6;7;238
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;26;7;67;7;238
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;11;7;85;7;172
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;22;7;82;7;53
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;22;7;96;7;29
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;17;7;77;7;23
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;16;7;112;7;44
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;25;7;58;7;104
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;19;7;65;7;35
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;19;7;41;7;223
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;28;7;98;7;125
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;22;7;69;7;32
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;26;7;55;7;116
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;22;7;10;7;180
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;11;7;95;7;123
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;24;7;111;7;221
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;14;7;122;7;163
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;14;7;45;7;246
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;29;7;107;7;59
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;15;7;118;7;118
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;16;7;86;7;40
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;10;7;74;7;199
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;23;7;83;7;219
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;22;7;98;7;46
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;22;7;20;7;234
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;15;7;21;7;161
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;15;7;51;7;223
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;28;7;77;7;148
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;27;7;117;7;112
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;24;7;12;7;192
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;12;7;13;7;51
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;15;7;24;7;182
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;15;7;7;7;211
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;12;7;104;7;67
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;12;7;27;7;212
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;28;7;80;7;202
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;14;7;38;7;1
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;24;7;39;7;64
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;23;7;17;7;242
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;28;7;49;7;110
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;17;7;55;7;244
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;21;7;7;7;145
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;26;7;66;7;162
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;24;7;66;7;33
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;23;7;32;7;133
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;15;7;34;7;208
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;18;7;77;7;50
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;16;7;55;7;202
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;24;7;58;7;244
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;26;7;63;7;168
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;20;7;69;7;141
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;13;7;76;7;108
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;14;7;98;7;60
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;17;7;113;7;190
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;16;7;11;7;216
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;25;7;43;7;49
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;12;7;68;7;19
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;23;7;91;7;27
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;30;7;26;7;78
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;26;7;5;7;151
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;17;7;88;7;132
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;28;7;108;7;2
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;20;7;104;7;22
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;17;7;41;7;48
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;24;7;66;7;186
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;23;7;16;7;139
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;10;7;64;7;172
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;28;7;86;7;79
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;11;7;60;7;2
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;27;7;58;7;41
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;21;7;105;7;107
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;23;7;61;7;20
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;24;7;26;7;170
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;16;7;111;7;188
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;19;7;83;7;227
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;22;7;93;7;166
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;28;7;110;7;54
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;13;7;118;7;221
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;19;7;75;7;167
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;25;7;18;7;235
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;28;7;17;7;113
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;17;7;81;7;38
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;28;7;77;7;97
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;27;7;47;7;110
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;16;7;50;7;214
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;15;7;45;7;198
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;12;7;64;7;211
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;15;7;67;7;32
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;17;7;76;7;106
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;14;7;87;7;29
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;11;7;105;7;196
4857;19;12228;0;331;MTXCREFD;0;;2648;1707914759005275648;12961912020131517902;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914759005275648;12961912020131517902;1;48986;23;7;13;7;225
