msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;firmID;firmName;membershipSegmentID;membershipSegmentName;registrationRole;marketConsolidated;subscriptionID
197;187;12257;0;331;MTXCREFD;0;;5058;1707914867014010624;12089953137503481635;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867014010624;12089953137503481635;1;63U1Cr6G;o18pEd3qTbcTqIxW16WUzzTP6EhQR4Xj3Sxyaew9zbwCkOLNsuXrrOkpyAFNfFvcHC6FzlbOxKZsbGrOWofqIClPWJ7Lpj7lCV07;3932181810;zhzuGtSe89j80WmGcyqy3pewnAcD57Afy0wMN8mJzKJGjV2lG0;OrW;0;bvI
197;187;12257;0;331;MTXCREFD;0;;5059;1707914867014800384;1182126784114268005;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867014800384;1182126784114268005;1;6E8T79cw;OrGlkFr3QQlJOzSJQy7MD3cyP34YwOF3DrjzQO4aPOHYtNvEw80Q21CzxzZ4DwDUJ8IRJsPK3lSgGMrblQauus2jsq4VEFiq7TOp;3985088834;CoygsSjSjC6lwyoNQ6H51Q7XBZhXpyE6mXKzJzv63dXxbKX8xx;es0;0;dMp
197;187;12257;0;331;MTXCREFD;0;;5060;1707914867015571968;16236027641479008833;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867015571968;16236027641479008833;1;eC57P0VY;S3A6gtEHjbPJqey5i94F1K9uKkXfdrvdOoLHEkJVduFTInJUbHIwBdIGba9IS6mDcglRQo7LSRhbj0crqSdJHHEeyvxVKLEN3yZe;838496075;Yato4Xil1ta6BcbUuTNyPqpFO2Mef1HyXSTvGoMJYdyEJAkT2k;QOI;1;x5A
197;187;12257;0;331;MTXCREFD;0;;5061;1707914867016366592;2077235910604547502;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867016366592;2077235910604547502;1;uA6RPFmw;HxJsh5p6r9jRzNbNfB1T9Xuy0VTGSxzx5PBmSfI1E8b78s7zXhdXHBmIlldWgyENN8Pa3BjKRlJb05weSYJSCRBkyt2BmoOmSy7o;1422390424;JqdHoLj1WZehDNhm84WpPlQrYjYMKiAFyoNmmEVIViG0dpQzDB;jZP;0;QxX
197;187;12257;0;331;MTXCREFD;0;;5062;1707914867017146368;12950764201410530147;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867017146368;12950764201410530147;1;52dzx3CC;wLcoJpzUgDwEV1G9ZinFknglM1OXBXZlQTNbXjFeX1cysKB5YwQrll7lLsDkOOaQjWjpTZo2UHkxpdZf9y8H4z9AXuDgjtp59aDw;1705997082;TrPL9gcvAH9yX7j7ZduLUzW4Qp1oaXv41kHhNFgmsVSGfxcls5;46U;0;WBH
197;187;12257;0;331;MTXCREFD;0;;5063;1707914867017927680;14874719356083212387;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867017927680;14874719356083212387;1;1GlEMAJj;AI0m4fLlobybqDHw1IwzRUZnUBalynZvC3BNeCojeqV9cLsNE1QG9vWBWOAj4r9Ag1bBi7SSj957ouqYx536cTxcC0mXhmWLBIiB;1527995072;gP6hQtXWtRk4LaGCb9SVhKQXo87GEGSd2xc91OWpec9n4GwcYM;pUR;0;FpD
197;187;12257;0;331;MTXCREFD;0;;5064;1707914867018711296;1585302457586290253;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867018711296;1585302457586290253;1;9nyT5r4E;pOgWgS2wzMokUk1k6sQhPmYrplOLXx7xCfbIbftowkEtBCuEgyUQDAcyw7vU1sBK2iWqGVQAdlrqXZSDXuMm0aozdXAzV5P2gkZM;2877182680;Fvg7MIa2zKAWashEaGmDzlhfMeR2YeD3XhyaeltajvlhUoJGtJ;WPU;1;ezd
197;187;12257;0;331;MTXCREFD;0;;5065;1707914867019496192;7528892324261618748;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867019496192;7528892324261618748;1;qgcmYdUr;ojy1S7fz6SAlUX94Hl996UwT9AW5MCeFrRNMlHCuyzm4lbLCKO1HnLQ4NYq3LWAPBBJqZzyzZqEhSJAOLGYoScIXE80hu7LZ8hJS;4212173587;W6Bad4HOcgGbzHYTZcqEAXTOuNcYkcSeinBFTStsIs5Q2F8zfY;23X;0;QfO
197;187;12257;0;331;MTXCREFD;0;;5066;1707914867020271872;7829288914515854186;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867020271872;7829288914515854186;1;a0EpHLQz;B4uFS0g5XbU3r20zVGhOQoN58KrwGYJNg4k2Q0hF9fXOstJhS3VcTMvZ8uHyc6It1z0n1d6ry4t2deQpiASSy7Ma6jFyHezv1mX2;1868943127;DOvwaSdxqbbvTJUuvwEvwGKI0NhGSVuVvWgiQTdu02742AFMwn;8H0;0;DfX
197;187;12257;0;331;MTXCREFD;0;;5067;1707914867021052416;14780843408107511783;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867021052416;14780843408107511783;1;CDaf8Hgn;WIbArpEyZf03LZwUVW6pjEn6jbpMviSp4UUneQNJNIgNDV7N13clUMSoV7LRyWKqng3TJNP3Y2cH834bGJBXTpCBqgTDpoVgnLuT;1185121498;BzwP40fETt02tXzFF0MqlbdwBHE1yhTJwUOmTOhaHBkl5U83FE;rEn;0;wxv
197;187;12257;0;331;MTXCREFD;0;;5068;1707914867021827840;13187612272734606414;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867021827840;13187612272734606414;1;1LBf18gv;Ytr8o427PvNtlwGOi76LOBkmVcn7Z1lYcqTg0GD46PtIels7wsMTkt63LlTiYAIvc3SouMhu26O7YGe0hylQgFSKncAesehRxS4T;15574403;7MiVHjVIQ7tgHhRvEhZN1q313eUEABNUUzksxy0rniUecVop6D;n75;0;OMh
197;187;12257;0;331;MTXCREFD;0;;5069;1707914867022608640;6788277491843618579;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867022608640;6788277491843618579;1;jvfVnbV1;PcqgkmA5nC5053z9m56jpTXXxjFlguzADt7vEJx3y70oARh1eZ4UX1I7mJBRgy1CVvs0NFafQhLzvzzwjmO1rMyOkKFCL1stTalW;1527235620;bd79CQwRgz4SUCm5YFQ79CcnkgzcYSD1sQrk6UgWV5paNOCuya;M8z;0;J75
197;187;12257;0;331;MTXCREFD;0;;5070;1707914867023380480;7606712594510506172;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867023380480;7606712594510506172;1;3dSaxSBZ;Q5qbUu9HAfP18O3nKpYkWTx0DEca81R7490q6fscJIV1eDOFmiP3tKivq5WhuLloJSgZ7CCDE7LnRQjpWayuhc4oJfgRXuYaw8eX;64718742;K649Wr99wCaFt9aijeGzbbammCzxHynqW3jNH2uSvltwA4eFps;xSJ;0;BHb
197;187;12257;0;331;MTXCREFD;0;;5071;1707914867024159744;12590918044391467538;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867024159744;12590918044391467538;1;wD71AFmP;huPZFCwJi8woVUPA1M5gMY5zdAkPuHfHBaJaLIuC55F8sCLGzOlCoJV3ygoCGw4xaML92UYr5hjDg5oITeJVTa6TL6C6fEZJQ2Jj;4108894000;pDWMePm2XeNuXx5qEhyQ21eGIFTFfLtkSjp4CRfeUEr4ZcwOoI;m56;0;IbP
197;187;12257;0;331;MTXCREFD;0;;5072;1707914867024933888;9994792832823143259;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867024933888;9994792832823143259;1;pXTmIH8U;lvQqszk2r4UBx3QcsbE8zUc3YPi53AYrfUArh6SqxdUoWaFB31mhrjQNTRV2wI4CFIYoykDXw0zXlZPoUCVmb8I16asdo58LRjcf;3337761487;U9tsDT2w68ozzjFXDg1K9iNwisZFp01IamEwduNaPnQADUrgWk;JId;0;nlQ
197;187;12257;0;331;MTXCREFD;0;;5073;1707914867025713408;16974304884685111006;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867025713408;16974304884685111006;1;HEs35dQ6;nlc9FtXvR2aRbyDizRATkCelYKgL2BS1arB88rCXZItaeiABhKD1VYjHgWVuIa4rNlLYDHxh7MSTzSKXSTADoxODYPhQUWbRjkLd;3785677743;HLSYDbEbwCnn0QVich1aE3A0uu8WRnoSN0CSBxwIQXIp5lyohz;lhL;0;Zav
197;187;12257;0;331;MTXCREFD;0;;5074;1707914867026491648;15534137051320673311;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867026491648;15534137051320673311;1;MNY0ytAE;U5tt8XD9ZekEO0QogVxjAZYAMUt8LMJfSUskZ2dVAwlClN141LyQvZKRDfLNEHEylgjnovkw8ZfLi7SbqmEzDM2rb6IWrwOuoX8f;61546142;5vDDlRgTV7DS7O2TuuAajYZ8QBuLqs17zjJY7SD5TYlS1n4ySL;qbC;1;b9A
197;187;12257;0;331;MTXCREFD;0;;5075;1707914867027266816;5308608387058845307;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867027266816;5308608387058845307;1;31ozpBQ3;vbFoiYYAITyB2AeVHCGG6lizBjEnQyUx0JNEyMzGJFAoNAN6VmGaFLxpMNb9qUjQo9GC9VY7oDpgnlBmKI5oPaw5fX8T1vPjuvfE;4067633534;pNiEsanEXhXQfYJdOdJ3Hy2r1rqwGh2eFGvXZvdATelPZatKRz;uDk;1;mYw
197;187;12257;0;331;MTXCREFD;0;;5076;1707914867028049408;3381725812468293211;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867028049408;3381725812468293211;1;uzwvNj2L;gjvyEcwfwn4RdSqIzlmB88zDpDavRjfll7WoF5kGVbySwTnzYy5vzQ8uYwlZSg25OqzJ7BcwFGHhf8XOr0xry65dSCmXY8PyfUGK;3941767667;ULnht45lCNsw1MLlR3KTSa17a89qrGSwTPkbD7JyY1MeeVBvzk;ZdQ;0;7rg
197;187;12257;0;331;MTXCREFD;0;;5077;1707914867028830720;11485237463078253957;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867028830720;11485237463078253957;1;ONWvxSxT;xrznGgVMtm7WfpMGKR3XOlB4fsBipu5FdOe3R7YTbHwqEtVUlLTQ55q96NGt0iNDmvW3wmkhZTDAvuhIqaQCD3kUTALKIDgGD1pe;693990792;Ol6vtT31hLfy7bxS0yc1haGSMUrc0BZ5yTVfTQLYwBl4Uug9UG;Nda;0;Opd
197;187;12257;0;331;MTXCREFD;0;;5078;1707914867029599744;4630226941071250609;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867029599744;4630226941071250609;1;MF6qqVqX;b70dbgjJ9SJMWYQutu6Ab1UYkuWyFcbyqDCq6oTxbYJyDGfyC4H8Pe170bGsS3KwZVGzBEwvvJT9FWqYpXbrLaq6qZNJMJeu0yv8;2399209120;QIuae5Ep0u3eWT21kRhJBQimde9KiTJjGhj3P9YUaRY0QCN7re;AyJ;1;AdA
197;187;12257;0;331;MTXCREFD;0;;5079;1707914867030370048;5923882680977793861;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867030370048;5923882680977793861;1;L6pwrrgd;jbIoJc1zTszNtCpPEUpXBnE9zsmOpzBgLYawiUt3gaVtmPwJteU53w6HVIPhKW3vb1CuVk7bEq5LJXvnQ7gYTpYZjrN8SpAwgJXc;4061431824;AcK63AhBx8IcmTQlDHoW6tKUNt4V4jbe8t3JDgLIfyStrhuZbE;Quh;1;UfA
197;187;12257;0;331;MTXCREFD;0;;5080;1707914867031143424;9302389964607838639;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867031143424;9302389964607838639;1;gh1RM5VS;wAXIn8zUxREUEW5UKbusdRoEfYu1497bCjw1WXyYb4GSbeaDCDC5cNLGKy0p9ymSPhk3RsBNfwkqG56DsRYyTLE2LhBvcWEXdx9s;4024882163;3cfp0MZfGKJ677gsYAzfWZykslkDHsOY9fANjDmeHg3pvPdYUu;UTh;0;CO9
197;187;12257;0;331;MTXCREFD;0;;5081;1707914867031922688;3041818169859062228;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867031922688;3041818169859062228;1;47BvA8tU;SrJGYhWKHA96C4khtOkikXJdZSWzl8tFzxZkuwljJOTNPhGuK4cbKCTIgcONs6n96EDSeVh4TX4T15tqvrSTz0FIy6xTMHbdqBg9;2545893447;fBEuAJcGCd1VWQzD9iwwm1bCkcA7USq9gPYYtQhZM35w98pYzK;fZE;0;oj9
197;187;12257;0;331;MTXCREFD;0;;5082;1707914867032700416;16791937322857812321;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867032700416;16791937322857812321;1;rAwUUKPf;8lvFaqAgTYe9t00zryx2cv9Y2S4Wm0B0KE9VtNW4RqUihIS5wOku7imD706YqR3CL5XCGt2kQ0RIyMPTuowXCGdf0syMXXSZiZD6;556205103;TeC3CPj1s0ES4ZzBqwFGIqGOwUgr7zPKBPcLHAM3MBCnWlha2s;aZz;1;RrT
197;187;12257;0;331;MTXCREFD;0;;5083;1707914867033493248;12026181359193458575;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867033493248;12026181359193458575;1;Z7rfLvox;B0IW4HuGbqfRvrVxGIhPdkep7lTdzHC4N4boiePoqzEzTmGnPN5I983UuQNfuben5BeNqBzzRtqWhFlhkCsn9CYi7PVtCk1ALYAk;3777276723;s9jjGWlDGLsTixJUeBDcrajwdFfsujnfXJ29h29CEgoqGShW3X;0JT;1;Lza
197;187;12257;0;331;MTXCREFD;0;;5084;1707914867034272768;18100726888267271780;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867034272768;18100726888267271780;1;lya0n7IK;VmFixGLhFdvR2UfvezqjgFicBQxI8QioWJsoFj7q7duu0fSbh3BwUeOc7wx3a0phbKLbMFIzjmlNpM6zYyV8iZXL4soO0zhkCrSr;2172008459;kEecDRVjB127Elv8Ske5LI50GF40qbHj1q2gqJEAPG4EVzwtUb;xzF;1;De2
197;187;12257;0;331;MTXCREFD;0;;5085;1707914867035059200;439892525851960690;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867035059200;439892525851960690;1;ttzlQWcL;w7uxsmeFTZmbh7vcIRVeybfOWH9kljfS7cTOHZ5ncTBNjQhzM4evyLF1csXLZArQUnMXVF3Ij0vqco8M4tKJAamL6KGfX6FA3qBL;1905790938;V7SnWFU2drEOqYgydRtM3kSRVCHf2Je7tKwRPfOJEJvd0RdVWH;Bqe;0;D2f
197;187;12257;0;331;MTXCREFD;0;;5086;1707914867035841280;14782673625602132686;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867035841280;14782673625602132686;1;PdQcpVTi;A5Cbv0ElKBgYsObYUKBhx4UYGdUnubNzcKRl2RvnI6LpFoUE1VzTSvJgArgTf4XY5ZeKHvjUuFr6Lj6CLyr36qcdKeSkm0muAFM9;2464597692;BWCj46iYtGY3EBGPanlZR9FmG2FU3dCywVYGyofwAFbefUgozr;uTr;0;aQk
197;187;12257;0;331;MTXCREFD;0;;5087;1707914867036626432;9674317848391866623;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867036626432;9674317848391866623;1;lwI7YXUJ;HzmGofpJ6kIOW9B8Cr9XWbuGxuMchLvZjb24Rq5YhSkAU88xyxRFFALjtbUFiNJCEiq3osIX12l7K4sA6A8BOEupNSlvxBz6HvlB;3216411855;ohd7IgiHisuUVS7Y6vgY1O1ZLQgl37JX8sFdGx2vDfdGiXcRXE;UgW;1;HmZ
197;187;12257;0;331;MTXCREFD;0;;5088;1707914867037400064;4454384100484675701;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867037400064;4454384100484675701;1;4DrvkAVI;8MvGWfl0MAH3fYgpE5eDp6THZdJDKznWQ2exJFOLcMXDhHB1Az1ShUBqdbXwtjImYVp6OjK7gKztKtzGFPpabSifp1UQ9ivK9qbt;4030400016;RCaXARAGGDXwXg2dC9tLGilYl1u8pAhqosVUSkB68wG6x4XiG5;5QZ;1;kce
197;187;12257;0;331;MTXCREFD;0;;5089;1707914867038181376;6370001314235067246;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867038181376;6370001314235067246;1;P9BTfri2;LJMeIFfgtObeUkzeoucbanNcko16aHBKwlrACOB4zRhq0m4Dyji29mc5eAAJZY8MH9PRVjutEFWveD347gIHiR09VvMcNC3xVnI5;986341617;uwXd7Tq4LuKfO0SwBho5Osoll65ebVPffOD57Nnuu45eSf1tAz;gpT;0;RfT
197;187;12257;0;331;MTXCREFD;0;;5090;1707914867038956800;11091870736641402850;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867038956800;11091870736641402850;1;GZZLEtyB;8IYQgbXFqO2BC7qPYamhahG4lKFfc1LgVOEL9W4WcJFjjLhhw755okkeI71F49Vq9QkZYCURoTGnr5F9OrRxX03GIojkHMyENdFM;2658977662;gyEmtEBXziuphvjGs73Y65eTAm3bha3ySTWQh0AML5GHjrYFz1;GOO;0;NSx
197;187;12257;0;331;MTXCREFD;0;;5091;1707914867039741184;10447103994784187509;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867039741184;10447103994784187509;1;xivw3tIn;HY6scJnKJz3lqIPUWQE7jcioaaTVaf83mNSKGtqtVXfIsKMDkmR0gtbqQEulsUzuUnHdOkXusMy5SnFvTyPLB6KkaE3O3mPNPEic;675822122;aYMrTnI3FgcPDrV19VuBuMcQ94G1VPv0ZZwNVekK4PxkBbTvzN;JPW;0;fts
197;187;12257;0;331;MTXCREFD;0;;5092;1707914867040514816;16232221562820156487;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867040514816;16232221562820156487;1;LoyaiTa1;1yg9ebyRO21IbKcOSFvRjlO6NP2wmS4jqLoXRQk6VPpYZ2ihxejxbrasPIlsbow42JQTpEqV2flSE6cfCt8cxuPd2s9ZaV4v73jb;4276209948;Y0CdOfuCsSSfKqdUovGZJsZJVvjmNvpV74XRx0weljO2AZbzsq;3YZ;1;QH9
197;187;12257;0;331;MTXCREFD;0;;5093;1707914867041294592;12874191245613421770;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867041294592;12874191245613421770;1;6sl1DvQD;WvKjluQzmzApCmC7Z0V30Z7nMs3S8MSH5OAI4AlruwjIrXGJ6dLHvSq40NVfGRnM02qWuAfuZKWvFWaMuTANMh7dxQZkedSYf8BS;3898426886;Et7wflWGwCaA46DD8Zloh5I8RPbIjfKLwnksj2DAtRKNoqsYxz;wnr;0;Dv2
197;187;12257;0;331;MTXCREFD;0;;5094;1707914867042068992;11619681612401767329;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867042068992;11619681612401767329;1;puVI81B0;B3s9sXPFr0oNYloTYG3Z6ggw2ooPXP4vWQRkwX83lGHXUt4By0AhTbKNTfoKfRXg0s7TwL6H3GGEfwMCFsqMtC7tXQvpoVzbsbGW;2523890840;SprQRShST3iQxcXHIkdLTTNoEYrImzDLO8GsdkGhzBjCI17CSF;4Uu;1;Ssl
197;187;12257;0;331;MTXCREFD;0;;5095;1707914867042844160;8040587494871445281;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867042844160;8040587494871445281;1;biSDZEW1;2CNc83bntxpQPSe72X6HGyUa3MfrMNLhDwmGAdkY8pcrDhal1cxO7RFf4OmU1bG9tpb0B1QkMcEe0Sy7fPVNE8LJBuNBB8uyn5YS;2667230387;xhGrgHk52w9xBsk3xiF1mXKTOpu1DqpmfZkAMRpdjcnd5wFfYj;u44;1;zh5
197;187;12257;0;331;MTXCREFD;0;;5096;1707914867043611904;15438513937853556130;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867043611904;15438513937853556130;1;BLbGzcER;esiH0XQbV4SUHcMyOoJSDxPIiBOAk8dqleKThKVmlXExTLGkFJvcWo2gEWGWrJ6HIF2fEs3ovmdM629JR0B2k7IA7A6AwlctY5kt;3847091268;B83F2hyRWEtBZ8MUJQYaiOHd1ZaZznlG7bESP7ralwwxJXrqQK;Pte;1;YYJ
197;187;12257;0;331;MTXCREFD;0;;5097;1707914867044386304;6267579733601684690;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867044386304;6267579733601684690;1;Cot7A06r;8h9fLbSmoNX5ZX3BcXPTy6kwoVdr1ErZjP2QPoHwgX2TVblkluZBDhMZSjhfAlXIKCOWvaYWQVrm91u2l9HCPdjqyXs7RJMnTvHm;1046742221;pnPUitkyEFMRMQziXzCmq9ECZwkLroqx3iVZ7FO59NUtx5Gmyw;FEs;1;1hH
197;187;12257;0;331;MTXCREFD;0;;5098;1707914867045157376;1711646953497688729;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867045157376;1711646953497688729;1;HTCxWusn;626r0TqibA7DAh6oSO4lzaEpSkvtWPYK0oe9pGWBkGlab9Zv1zzDROXQMFbwuiOOn7HAhu6BiYIG6dYuwenn5iEc5n2GrFiItepk;611228457;J1E47RoL2a8Y4Bdhp3lEAcgthIh9Ji16etu3Mq0nHpoH71MDI1;oO5;1;ZN3
197;187;12257;0;331;MTXCREFD;0;;5099;1707914867045934848;10453001711098323971;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914867045934848;10453001711098323971;1;hWnJqVsj;BdwC4RvWyCLJYCRAbHKViba98k510DOYWWCRzKw7YJ4pXJNkmuY8y0ykVjPXJ3pPRNnaAB96ex9nOC131G3IoFPh53yqDKXPmp8X;2632008749;Y2JG9lu7fhmPGU3VClasRHGIij8Ow9oF7fwfrllLgONUAz6lSy;oBZ;1;Cb5
