msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;sequenceTime;bookOUTTime;eventID;symbolIndex;eMM;closingPriceType;actualClosingPriceType;roundedClosingPrice;rAWClosingPrice;lastTradedPx;bookState;suspensionIndicator
83;73;12067;0;331;2BLKPTOL;0;0;784;1707914901296929280;8776577487275901099;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914901296929280;8776577487275901099;1706095060106361714;1706095060106363877;15390564848537162912;958873221;6;56;244;9013453857290606012;1154325847660766627;29482672;2;203
83;73;12067;0;331;2BLKPTOL;0;0;785;1707914901300115456;13082135229655629258;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914901300115456;13082135229655629258;1706095060108042537;1706095060108044662;8813375667528615300;135619081;14;35;91;-2876306545444029337;-9015879068510783330;334725094;5;107
83;73;12067;0;331;2BLKPTOL;0;0;786;1707914901319191040;3153042006575994015;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914901319191040;3153042006575994015;1706095060118906616;1706095060118908782;4139901440812011605;407371549;7;37;196;-2266990198102202275;-4291067665754145271;784586382;1;252
83;73;12067;0;331;2BLKPTOL;0;0;1087;1707914901595675392;9821572406085820073;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;1707914901595675392;9821572406085820073;1706095060129506597;1706095060129508798;13159688982531624710;968476971;5;53;3;8266431381637078590;199277970152567339;218615692;5;59
83;73;12067;0;331;2BLKPTOL;1;0;181;1707914901010436096;6396864177812950015;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9607954405898040147;M0;jBvQLfCUaDTDRXO4nr0UuFYqDGnNvjcmsoxwNrf4sMSpOkPfRkA5FixoCGLynGRKvmTgwQ;65k;1518471675;0;3902323836;7;1707914901010436096;6396864177812950015;1706095060071562823;1706095060071565185;12830600151724624547;912775729;5;207;232;-146203409309465988;-8809429066916422171;360626255;8;89
83;73;12067;0;331;2BLKPTOL;1;0;182;1707914901041377536;12337296774392078663;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914901041377536;12337296774392078663;1706095060077160338;1706095060077162319;13420298670421987983;225699642;6;170;151;4455353741084118113;7136823518340016454;856056844;5;171
83;73;12067;0;331;2BLKPTOL;1;0;183;1707914901057287424;16840073774526896090;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914901057287424;16840073774526896090;1706095060081195673;1706095060081197754;15101913087950225271;453799485;2;215;192;-7889839888483532861;-1004337715907763874;497371341;3;71
83;73;12067;0;331;2BLKPTOL;1;0;184;1707914901080346368;22588564835826112;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;10043855042185970472;TG;wFtbwzQkklh8EiLbpdaVkPuFWUdtNZtdIQc3KApWQMgLxHqXQbBJ4QHCT2wmPYUNSGy7k8;Qqu;670568094;0;1886547054;7;1707914901080346368;22588564835826112;1706095060089068525;1706095060089070578;17695482226299636593;586141911;4;168;217;626005621630807410;-2643685801918811593;939890017;5;179
83;73;12067;0;331;2BLKPTOL;1;0;185;1707914901081929216;18263936726094321809;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914901081929216;18263936726094321809;1706095060089675808;1706095060089677936;11209927021790862637;293632506;1;196;122;-7940653376830204118;-4450712445923995981;393978958;4;18
83;73;12067;0;331;2BLKPTOL;1;0;186;1707914901084311296;14082453143119721235;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914901084311296;14082453143119721235;1706095060090612557;1706095060090614495;10158119749143465060;839729658;9;227;128;-8944902678356736970;-6157103653932757814;247890963;8;112
83;73;12067;0;331;2BLKPTOL;1;0;187;1707914901085908480;1156693280364818629;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707914901085908480;1156693280364818629;1706095060091262388;1706095060091264505;2506547976851146741;571771961;9;121;139;6431219972944784926;-886112297657531434;230276853;10;109
83;73;12067;0;331;2BLKPTOL;1;0;188;1707914901093780224;4231165917974062981;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707914901093780224;4231165917974062981;1706095060093912779;1706095060093914895;1892730993848634800;845948744;11;224;50;-1847368984965666503;4302310545672910198;172147276;99;23
83;73;12067;0;331;2BLKPTOL;1;0;189;1707914901095357952;16273577433780104190;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;1707914901095357952;16273577433780104190;1706095060094596698;1706095060094598811;10256515938007886759;780255171;6;188;82;-966812888917990204;838289541058806556;798904511;10;41
83;73;12067;0;331;2BLKPTOL;1;0;208;1707914901099648000;11714666527928162999;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914901099648000;11714666527928162999;1706095060095993096;1706095060095995268;13322227686016535910;48267691;17;237;133;-3919098791680035980;8853314294652281993;126782289;1;127
83;73;12067;0;331;2BLKPTOL;1;0;209;1707914901294507776;18235457559558643434;K2CDW2BLKPTOL;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914901294507776;18235457559558643434;1706095060105132311;1706095060105134367;14156012765828597064;880078379;7;3;137;-4999398868698505608;8790311536716683249;109612856;9;111
83;73;12067;0;331;2BLKPTOL;1;0;210;1707914901302498560;7956507029379808754;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;18425908593694622649;hb;tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft;0Qv;3114588180;0;2620991329;7;1707914901302498560;7956507029379808754;1706095060109330737;1706095060109332849;7011892196987416422;942403957;9;74;150;2208525944655468978;-7453836763761484113;748984029;8;154
83;73;12067;0;331;2BLKPTOL;1;0;211;1707914901308916224;13194553746481585066;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;7926209950832736966;7k;0jK2c6P4DrRkdYDx7coRvIFgfZtpGfo0DH97Pvs7sSmijPLwc17hsh6k149ffOW1gHpdiw;Pk0;3469556622;1;223330446;7;1707914901308916224;13194553746481585066;1706095060112862772;1706095060112864862;7919731910985830073;361376530;15;226;110;8935896288448310770;5042315132836557624;487129071;1;47
83;73;12067;0;331;2BLKPTOL;1;0;212;1707914901322331904;17625365175952973249;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;1707914901322331904;17625365175952973249;1706095060120841131;1706095060120843282;4313485815734452266;273258314;4;229;63;5247608557069889980;1356331044063637936;202268536;8;157
83;73;12067;0;331;2BLKPTOL;1;0;338;1707914901327155456;9818122692333615806;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914901327155456;9818122692333615806;1706095060123824641;1706095060123826672;4445133545444784904;897061568;9;181;154;-8915456671885546329;2333222683061780429;745594029;4;125
83;73;12067;0;331;2BLKPTOL;1;0;339;1707914901590094848;16698717744960103961;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;1707914901590094848;16698717744960103961;1706095060125859993;1706095060125862102;14472177130000064739;857233523;2;242;14;-1287992791385966167;-2145753889157920897;615944077;1;215
83;73;12067;0;331;2BLKPTOL;1;0;340;1707914901598054144;14529809028287203642;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;1707914901598054144;14529809028287203642;1706095060131111547;1706095060131113613;13228447520918063234;179056924;9;18;155;8414466730270885614;-3081218066282840890;572516918;9;95
83;73;12067;0;331;2BLKPTOL;1;0;341;1707914901598836480;3799094114491036005;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707914901598836480;3799094114491036005;1706095060131649300;1706095060131651425;12785050199540363163;354837546;1;195;89;5553978460453824815;-8255935458082207560;761823495;2;206
83;73;12067;0;331;2BLKPTOL;2;0;166;1707914901011233792;5445349780565574348;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;8608480177233787394;0W;Tptinu2sxPn8jOBRKYzEq2HFOQ9t0lLE3HBMvYwsRuvekmfSW3KDhCYIHBXCkjFG3o0z7Y;ZyQ;3985526438;1;1377745811;7;1707914901011233792;5445349780565574348;1706095060071668398;1706095060071670618;5606075858327899354;646191940;99;142;210;5952048057843304325;5927496828842676996;747722946;5;8
83;73;12067;0;331;2BLKPTOL;2;0;167;1707914901012035840;6751459732412470263;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914901012035840;6751459732412470263;1706095060071793633;1706095060071795789;17845789164693655270;906768783;11;194;208;-9155770848279031655;7673067627496904117;506833178;1;53
83;73;12067;0;331;2BLKPTOL;2;0;168;1707914901012846080;2319045944820598296;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914901012846080;2319045944820598296;1706095060071904594;1706095060071906731;6908456137306388352;889615201;8;77;211;8143025693367578128;6498142713513000452;66752004;8;111
83;73;12067;0;331;2BLKPTOL;2;0;169;1707914901020789504;16685836479985573057;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914901020789504;16685836479985573057;1706095060073113161;1706095060073115141;14769605049287561580;225699642;11;29;184;-128082745551876529;4872977289955302496;402022048;2;137
83;73;12067;0;331;2BLKPTOL;2;0;170;1707914901021571584;13638762701748474078;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;1707914901021571584;13638762701748474078;1706095060073244892;1706095060073246937;7377838391863523808;53738436;2;62;171;-7585141407709809788;2754378444933960396;939924375;99;7
83;73;12067;0;331;2BLKPTOL;2;0;171;1707914901023158016;2903114862634997955;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914901023158016;2903114862634997955;1706095060073516999;1706095060073518999;10944808772984178226;407371549;5;120;15;1403343149518573142;-9061498894218551893;860920678;1;67
83;73;12067;0;331;2BLKPTOL;2;0;172;1707914901034247680;36367115011128070;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;17038630954790900019;BG;wufBdvc2f0ap17FPYPHfdelr7IaY0UqqHeN1EpCDmNABkYZ450Rbol7F1IVPvNdS7yEP8F;DXt;2810650698;0;3380190096;7;1707914901034247680;36367115011128070;1706095060075513828;1706095060075515837;14792475656828663801;577265363;4;164;159;-5765042791015488813;-4460441308140297955;705831040;8;131
83;73;12067;0;331;2BLKPTOL;2;0;173;1707914901058092032;8999673446069330884;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;1707914901058092032;8999673446069330884;1706095060081431182;1706095060081433328;18396420899388038274;338709066;15;135;207;-5279763013591644266;-8631365158519315475;862160021;1;131
83;73;12067;0;331;2BLKPTOL;2;0;174;1707914901066024192;4441439314141142291;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;1707914901066024192;4441439314141142291;1706095060083984314;1706095060083986388;17228335013003073112;51267762;8;52;66;-4698673215936254512;-4754183513980762422;405861703;8;101
83;73;12067;0;331;2BLKPTOL;2;0;175;1707914901068409856;3638927455650872755;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914901068409856;3638927455650872755;1706095060084778653;1706095060084780763;1349071101623908925;993224417;4;60;194;7102269221222828173;6819637938293572474;138217551;10;36
83;73;12067;0;331;2BLKPTOL;2;0;176;1707914901083520000;4314231242729543420;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;4403052311478408602;ZJ;HR0owOlnfPpmCv5A5GnTBNqsBLe02c6ZYsy2F9GRoCwO78CZL9btXNrGjLHPLTuNkB0Q3A;4bF;4187754424;0;2043547757;7;1707914901083520000;4314231242729543420;1706095060090300459;1706095060090302525;3759242970198232907;357076211;1;117;25;7403331045117198600;435307772092732622;284806754;8;176
83;73;12067;0;331;2BLKPTOL;2;0;177;1707914901090298112;8599672750579417830;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;1707914901090298112;8599672750579417830;1706095060092562638;1706095060092564710;11078922866673381739;146079271;4;70;122;142750909891791201;1435959417332740644;277265391;7;41
83;73;12067;0;331;2BLKPTOL;2;0;178;1707914901096153856;4861178101539720111;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914901096153856;4861178101539720111;1706095060094943734;1706095060094945777;9980623453865050013;783519657;5;53;109;4323097548509349646;512431019652255123;251601158;7;105
83;73;12067;0;331;2BLKPTOL;2;0;179;1707914901096947456;15544418578083158844;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914901096947456;15544418578083158844;1706095060095289806;1706095060095291876;894282644332313112;687820829;7;178;177;-4925627156956378133;-3411068044429809701;514410800;8;143
83;73;12067;0;331;2BLKPTOL;2;0;209;1707914901276812288;17070049218515498468;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914901276812288;17070049218515498468;1706095060096702806;1706095060096705060;8327639336459833782;75493707;11;69;188;6390854235672585431;-3345846089557985627;559194023;3;235
83;73;12067;0;331;2BLKPTOL;2;0;210;1707914901280849152;12251066816769902894;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;1707914901280849152;12251066816769902894;1706095060098521832;1706095060098523968;13688557345362765376;681310362;15;119;27;-2719942572971890773;8289727276952234038;958829171;7;17
83;73;12067;0;331;2BLKPTOL;2;0;211;1707914901281644800;3543805942148142183;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;614541690210646299;2a;pxGtPAlyBvyxBsCOt0bcDksnbHdrK8j35AvN7ZfIIgWJorfy6RuLfujmS0fMnau2PeUyUH;rCa;3914517719;1;3154998015;7;1707914901281644800;3543805942148142183;1706095060098890987;1706095060098893078;9545270005642792914;184047301;10;31;115;-2071946651235694300;-6037149688300418135;899830864;5;224
83;73;12067;0;331;2BLKPTOL;2;0;212;1707914901284049664;8843554617496171074;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;1707914901284049664;8843554617496171074;1706095060100015249;1706095060100017388;12515077875008958294;778983872;99;139;134;-7270997267260884673;-5175376175030106967;867885714;2;126
83;73;12067;0;331;2BLKPTOL;2;0;213;1707914901311293440;4481239252853092263;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914901311293440;4481239252853092263;1706095060114224434;1706095060114226497;9310214555070752187;359830187;7;23;126;-8843580901942308674;737823290460544343;925342540;10;21
83;73;12067;0;331;2BLKPTOL;2;0;214;1707914901316829952;11996568193701461785;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914901316829952;11996568193701461785;1706095060117472210;1706095060117474255;10741400240014330221;179555593;4;83;83;-8359053555112704370;3929766569576730434;292386053;9;77
83;73;12067;0;331;2BLKPTOL;2;0;215;1707914901317608192;269569820966049986;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;1707914901317608192;269569820966049986;1706095060117950466;1706095060117952573;14480288752739760274;468896029;99;130;70;3795703779184415069;771007372868090970;273122049;1;31
