msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;executionID;eMM;eventId;symbolIndex;bookIn;lastTradedPx;lastShares;vWAP;tradeTime;tradeType;sequenceTime;tradeUniqueIdentifier;tradeParkingActionIndicator
109;99;12016;0;331;2BLKPTOL;0;0;142;1707914901014153472;6171744728644436331;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914901014153472;6171744728644436331;2147130626;9;6767773070881028644;27066957;1706095058518560650;772278963;3754;7813445371848187391;1706095058518568891;40;1706095058518575221;7sto7FToETDf5Hy0;2
109;99;12016;0;331;2BLKPTOL;0;0;143;1707914901014980096;6514534348612279067;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707914901014980096;6514534348612279067;418431677;6;5960526474238364029;32654720;1706095058518673317;138919416;3084;1904111229188759350;1706095058518681490;6;1706095058518687841;2ejhz3RDOFkxkf4H;1
109;99;12016;0;331;2BLKPTOL;0;0;144;1707914901015784960;3264488430998407836;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914901015784960;3264488430998407836;2043014165;11;7966935921878974314;225699642;1706095058518794337;563901460;2904;2350731258042730914;1706095058518802903;100;1706095058518809601;YqQC4ltpQdEVCwgt;3
109;99;12016;0;331;2BLKPTOL;0;0;145;1707914901016603392;1038297409313201321;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;17649996035600062801;y4;m4PtCqZwXANzbZQrdIlBaleJ4oy5edoOYgceVzQ9DHIn3gaNfCUmEpN6X2pkXoqtb1y24d;QX5;2817311705;1;1500233684;7;1707914901016603392;1038297409313201321;2591074138;17;7680445217024504411;451161021;1706095058518912436;565907015;4616;4636522227743178617;1706095058518921083;42;1706095058518927726;YkgAvZ9l52N3BX3S;3
109;99;12016;0;331;2BLKPTOL;0;0;146;1707914901017418496;12357266496783763375;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;1707914901017418496;12357266496783763375;3303294500;99;14584936118214691260;485081213;1706095058519034205;272638646;3829;-6307415305386294098;1706095058519042724;19;1706095058519049174;TvsVAfRGVyz3lv4L;2
109;99;12016;0;331;2BLKPTOL;0;0;147;1707914901018218240;4564725069341903021;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;15737253087374332469;dI;tof6kmIROAfvkWLjZpYkX3liii7UCK8yfUeVHGhNggrriJKLr41MR12ZFKvGLxtSdMMZFU;iPI;108538112;0;2845375302;7;1707914901018218240;4564725069341903021;1834224366;14;4173064510151255159;495012502;1706095058519158127;81204415;4372;-4067715129896813698;1706095058519166728;3;1706095058519173179;NWheaQjfGAwUGd8F;1
109;99;12016;0;331;2BLKPTOL;0;0;148;1707914901019017728;18445930029315222802;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;1707914901019017728;18445930029315222802;3028615110;6;5992129464163308026;177707962;1706095058519293053;716206501;3483;-5794027958588086773;1706095058519301526;5;1706095058519308009;NiV2Jh4ZWg45o0Gv;3
109;99;12016;0;331;2BLKPTOL;0;0;149;1707914901019825664;4672034074535237009;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;6005986335603308262;xw;8e0lDJ9LvwX7B6W7vcX8XVN04LE3qrizC9VuGLuGv9aFWtNUHHXxvGcn43osdlVeI28jcD;4IT;3521509732;0;1964750142;7;1707914901019825664;4672034074535237009;4185077024;11;14348033823637491546;919853333;1706095058519422232;225117837;3651;-8699436105350054669;1706095058519431127;2;1706095058519437548;rORNu7eC6hhQ9Wv9;2
109;99;12016;0;331;2BLKPTOL;0;0;150;1707914901020615168;6665441618449677805;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;1707914901020615168;6665441618449677805;3335573198;11;10306960038454758743;882027164;1706095058519555343;414387502;2474;4164068368023670178;1706095058519563892;44;1706095058519570656;7PPMRP88vLpxRMey;1
109;99;12016;0;331;2BLKPTOL;0;0;151;1707914901021421568;3904374605802012796;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914901021421568;3904374605802012796;2769355013;9;8747539838298207059;315339150;1706095058519691598;206009537;4659;-936375353790571760;1706095058519704348;28;1706095058519711160;EUYu5qdH8eWQ5ADo;2
109;99;12016;0;331;2BLKPTOL;0;0;152;1707914901022229248;15381164230841723319;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;17043361403996190271;4U;r66rDYVT9Cmm7bkyTMvRwXab2u4rVV4wuJp606V2W4xOBpbR3skiWkVnGrrXT3L01r5qDM;g6S;2209958177;0;89384945;7;1707914901022229248;15381164230841723319;3573731219;15;4695401479877959685;785304035;1706095058519833504;955079808;3408;422076615839982825;1706095058519842093;30;1706095058519849513;Zqi8mYulG3KtVYyq;2
109;99;12016;0;331;2BLKPTOL;0;0;153;1707914901023038464;3170681958452729775;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914901023038464;3170681958452729775;3253560584;15;3089108158370421563;168342053;1706095058519973601;133329750;2188;-3402556993719737108;1706095058519982125;37;1706095058519988924;7al1fJEGG3INkgsP;1
109;99;12016;0;331;2BLKPTOL;0;0;154;1707914901023834880;13463327230258110686;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1707914901023834880;13463327230258110686;4035979334;7;11085556557087011022;608805387;1706095058520115307;797847892;3677;-2791326312954482223;1706095058520123976;14;1706095058520130277;1Svtc6hOLs7uBnc7;3
109;99;12016;0;331;2BLKPTOL;0;0;155;1707914901024634880;18332895793495118364;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;735870582654623346;BE;qUPQJFdet2tqfkZnBzE4fibDY4YKbdn1ADWcSBhfOfMWgRoj4PdwiQ1YNIaSE095MGkykK;9z6;2471500330;0;1795999533;7;1707914901024634880;18332895793495118364;278545847;14;10491143259779626612;641357936;1706095058520258345;262032853;3188;-4813983518437593503;1706095058520266948;36;1706095058520273670;mUxsSAUf6sO1Gjdz;1
109;99;12016;0;331;2BLKPTOL;0;0;156;1707914901025430528;776848162749802792;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914901025430528;776848162749802792;4179824327;2;7637534645509720136;468243658;1706095058520407145;73985491;4497;-8074963125965774903;1706095058520415770;26;1706095058520422391;JudDHCsrcl6Ri9Vw;2
109;99;12016;0;331;2BLKPTOL;0;0;157;1707914901026226432;12728662609230798136;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15497960358411912793;n9;1xfTpSwfKM0fkssF9OQwsORQuGUzeFca9QKinaI77JzxHULo5Q1V7w2JRodzArcX42bbpq;kXq;1199095479;1;690093252;7;1707914901026226432;12728662609230798136;2715394940;4;5382287950001254040;226183924;1706095058520557650;608035460;895;5771354906873195598;1706095058520566484;12;1706095058520573052;uLREQK9tlcejzfCY;2
109;99;12016;0;331;2BLKPTOL;0;0;158;1707914901027027712;4964271741610393948;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914901027027712;4964271741610393948;1902936988;9;14117400504965647344;588523366;1706095058520715310;74583862;3561;-3269635493558285311;1706095058520723993;25;1706095058520730504;0O3FbIhghg4xhfue;2
109;99;12016;0;331;2BLKPTOL;0;0;159;1707914901027844096;15885524293873770349;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15497960358411912793;n9;1xfTpSwfKM0fkssF9OQwsORQuGUzeFca9QKinaI77JzxHULo5Q1V7w2JRodzArcX42bbpq;kXq;1199095479;1;690093252;7;1707914901027844096;15885524293873770349;466563544;1;11036542603386109528;226183924;1706095058520878341;892224915;3534;960528823175206299;1706095058520886836;48;1706095058520893527;dqaK2oCpVcsIM02P;2
109;99;12016;0;331;2BLKPTOL;0;0;160;1707914901028658432;11286191497697226846;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707914901028658432;11286191497697226846;1665692302;14;11659934170401633114;502919184;1706095058521036905;832755659;978;5888130062207924707;1706095058521045471;20;1706095058521051937;kEyKDEPFUsy11Zav;1
109;99;12016;0;331;2BLKPTOL;0;0;161;1707914901029459968;10492185001550673332;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9073334914057698938;CL;PEKvkSXcY12iiGe6VqvyFNSV5RkYLcy3V9h8GM5HGE2KhkOqP6T6vBcN2PKHBZFuoNSee9;caX;1203790480;0;1032103264;7;1707914901029459968;10492185001550673332;2624635707;14;8542632084363083461;614218173;1706095058521199339;890753005;3392;-9048246286533715797;1706095058521207847;4;1706095058521214329;KrkgIMkocyYpXjwm;3
109;99;12016;0;331;2BLKPTOL;0;0;162;1707914901030266112;1095141377427432799;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;7001165310921257812;KK;KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I;wUC;602357629;1;1971263874;7;1707914901030266112;1095141377427432799;2724110350;17;16046769898315429718;493822760;1706095058521364434;95071468;449;-1076294119380551632;1706095058521372984;45;1706095058521379725;i1u9fsFcqnwJySWL;1
109;99;12016;0;331;2BLKPTOL;0;0;163;1707914901031064320;1759707051704268619;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;1707914901031064320;1759707051704268619;3298926018;17;430527805049779488;778983872;1706095058521530790;766425611;4591;-7998619733262413194;1706095058521539334;41;1706095058521546046;p7yWJmj94LMOvjkX;3
109;99;12016;0;331;2BLKPTOL;0;0;164;1707914901031851264;332184281227016801;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914901031851264;332184281227016801;1487246013;1;4317886862759937267;624214946;1706095058521724605;196769124;1972;5271620939148543763;1706095058521733341;104;1706095058521740286;xThWPTcQi9bWpFjr;2
109;99;12016;0;331;2BLKPTOL;0;0;165;1707914901032838400;9914953188302625502;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914901032838400;9914953188302625502;3990748086;14;1021792052152684018;302074901;1706095058521901124;960908492;2037;7381938788047258852;1706095058521909819;18;1706095058521916319;iJpisC20Y8RrCu8m;1
109;99;12016;0;331;2BLKPTOL;0;0;166;1707914901033781248;13122883878723692552;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914901033781248;13122883878723692552;3972670833;7;5171357595832902373;213949604;1706095058522077651;735526754;3732;247899467572979278;1706095058522086302;31;1706095058522093094;QmuAVo4o2VBMjC0I;2
109;99;12016;0;331;2BLKPTOL;0;0;167;1707914901034583040;10968820083083292055;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;614541690210646299;2a;pxGtPAlyBvyxBsCOt0bcDksnbHdrK8j35AvN7ZfIIgWJorfy6RuLfujmS0fMnau2PeUyUH;rCa;3914517719;1;3154998015;7;1707914901034583040;10968820083083292055;4093253217;5;16377605486408290800;184047301;1706095058522260277;689393565;157;4904829254739329802;1706095058522268692;29;1706095058522275304;vVH84DDSovO4cVrm;1
109;99;12016;0;331;2BLKPTOL;0;0;168;1707914901035518464;9248664389517792922;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13591859895925755072;zZ;f6ImqzSFwElMMmRxOOdWXKFFSYqJwagAhSTFhF4rkwsiyf67hYZdddLOOwb3DLsycHNDwb;9UD;2141840673;1;965100886;7;1707914901035518464;9248664389517792922;2414002724;11;163015701428652975;231362315;1706095058522441089;445471111;4106;-1890614367071343719;1706095058522449445;34;1706095058522455910;nMkeCzf6PBcEH53j;2
109;99;12016;0;331;2BLKPTOL;0;0;169;1707914901036329984;6563672194523812935;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;1707914901036329984;6563672194523812935;240628502;6;1784428951723075557;267525860;1706095058522624858;512296721;2662;1680585857289087781;1706095058522633444;38;1706095058522640144;UtJ2adL5OD6REgGI;3
109;99;12016;0;331;2BLKPTOL;0;0;170;1707914901037135872;16247781809835624822;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707914901037135872;16247781809835624822;30619522;15;13892906225068129450;765519849;1706095058522815193;822933999;162;9063306271424712968;1706095058522823879;11;1706095058522830506;ShcAS3EehfXQaetH;1
109;99;12016;0;331;2BLKPTOL;0;0;171;1707914901037935872;7350694758923412116;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914901037935872;7350694758923412116;1944946563;15;3580103256971984800;767156925;1706095058523004731;410827005;1502;-1615415384610722786;1706095058523013368;10;1706095058523019831;FukpVpN0xOVJjzXe;1
109;99;12016;0;331;2BLKPTOL;0;0;172;1707914901038728448;797166795929928187;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;2783946669380047195;Oa;mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s;73x;3274536388;1;1881204819;7;1707914901038728448;797166795929928187;95754393;17;7634570031985149785;338352934;1706095058523196272;856092862;1904;618289009699731429;1706095058523204882;27;1706095058523211664;lmM54XZJDgKD9JVS;1
109;99;12016;0;331;2BLKPTOL;0;0;173;1707914901039533568;14951272144242019279;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;1707914901039533568;14951272144242019279;1383163049;14;4670213790227894288;650176422;1706095058523391875;775741071;1523;7405061110108928144;1706095058523400785;9;1706095058523407205;yqxtQzExREIhNFej;2
109;99;12016;0;331;2BLKPTOL;0;0;174;1707914901040350720;11440652997601434290;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707914901040350720;11440652997601434290;2612585973;99;5116072518234171655;225974287;1706095058523589845;984998924;270;-6387181450389677691;1706095058523598594;39;1706095058523605123;ZTLTd3IwHEIC361B;3
109;99;12016;0;331;2BLKPTOL;0;0;175;1707914901041156096;14586570237729411729;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;14324812313368930972;om;c1uuArs4e0ZYHf8Hg9ng85DEdL7EUnzWlPv9NQ7iHgNnRPmU37jBs4xvMnhRkwOm47Cccp;K1I;957906397;1;1372775908;7;1707914901041156096;14586570237729411729;3735082301;17;7981261545688605244;542212191;1706095058523793723;741278875;2287;-5236754766610600501;1706095058523802426;24;1706095058523808901;tjkWyHQmpuxWm55p;2
109;99;12016;0;331;2BLKPTOL;0;0;176;1707914901041967104;15588659051306555317;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;3412129210960478891;Ir;uQDhWr0he18VTiciaLkmDuPHH2E2IQmlJpF2Utw22SswUcBp3kkHayOL4rVgZuIehcbuGJ;GLc;2818742835;1;4061968911;7;1707914901041967104;15588659051306555317;2420555501;15;9344885102735465426;225511348;1706095058523999121;140263275;4738;-7881799993388765520;1706095058524007826;47;1706095058524014441;dZDd0O2lZCMsLSzd;1
109;99;12016;0;331;2BLKPTOL;0;0;177;1707914901042782208;9889503089904933250;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;1707914901042782208;9889503089904933250;1602462688;14;16752574098119513159;697925876;1706095058524204079;71472078;1551;3904232244858806140;1706095058524212932;7;1706095058524219255;tqJSnX4LrrX3Pc25;2
109;99;12016;0;331;2BLKPTOL;0;0;178;1707914901043590912;3095127322715360510;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;1707914901043590912;3095127322715360510;3895288212;5;11888834912030777667;410867151;1706095058524412927;14065910;4747;5471592089828199445;1706095058524421972;15;1706095058524428238;5o9NWPU0UFEPpAhg;2
109;99;12016;0;331;2BLKPTOL;0;0;179;1707914901044391680;363842432366500642;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;1707914901044391680;363842432366500642;758117708;14;11002517204383155390;921949621;1706095058524625528;298158619;3116;19018953018008415;1706095058524633948;1;1706095058524640297;eXADi31htXLXQkcr;1
109;99;12016;0;331;2BLKPTOL;0;0;180;1707914901045200896;1272369849268071065;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;3871136976767915508;no;OajY2qlWR2HM4F0bMOfPfMkm7mnoIvYqUq1qJAluBmPejFZhD5FXJZ98GN3eDGRjBzL2Vb;uK9;599176339;0;1991586982;7;1707914901045200896;1272369849268071065;3770101763;14;186764590267714233;911319188;1706095058524842936;538489104;2680;-462794713363357692;1706095058524851258;102;1706095058524857889;0cQOGNP2II7jmnKx;2
