msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;patternID;CT1_phaseTime_1;CT1_phaseId_1;CT1_phaseQualifier_1;CT1_tradingPeriod_1;CT1_orderEntryQualifier_1;CT1_session__1;CT1_scheduledEvent_1
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;15830664552303170349;1;7;1;0;0;0
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;7842814201389388542;5;6;3;0;0;11
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;1232645895033326696;1;7;3;5;5;10
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;4413896402265340569;4;5;1;1;3;0
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;17632256626251389544;1;8;2;4;4;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;13744271835850722889;3;2;1;1;1;14
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;12747675413484647532;3;8;3;0;0;5
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;2115035909766297760;1;9;2;4;9;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;10726403755875026343;1;3;1;5;7;9
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5289780917951179749;3;1;2;2;2;1
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;3641149243161953307;5;2;2;1;0;12
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5248035499672507933;1;3;1;5;8;8
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;9641202256692184069;1;2;3;0;2;6
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5888875930425565863;1;10;1;0;9;5
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;6845144527394315856;5;3;2;3;4;5
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;7176873970971344692;7;1;2;0;0;3
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;14135809732731803177;5;8;2;5;2;11
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;9707501511437700110;2;3;1;2;9;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;17520002310468881361;5;0;2;2;7;6
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;7034895020315955040;2;0;3;4;2;10
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;2522943152117638349;4;6;3;4;2;11
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;9787654927940222167;2;9;3;3;2;12
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;3042774171957730705;5;3;1;3;1;6
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;8854470320252238706;7;0;1;3;3;14
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5400015770899707926;5;1;2;5;6;9
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;6955839161216781411;2;3;3;2;0;14
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;15805101906971736404;5;8;3;3;1;0
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;4139527337999569438;3;8;3;0;9;15
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5271093048247702650;5;7;3;2;4;6
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;15461156108397739302;7;6;3;0;7;0
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;12225737361047494875;7;3;1;1;0;3
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;2768829543417159611;7;9;3;2;4;14
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;12213690291738037805;5;2;3;3;8;8
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5813316381987345492;7;2;3;5;1;8
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;16812857463085597287;2;10;1;5;5;1
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;6938363993963487706;7;0;2;4;2;14
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;11130773360835818145;2;5;3;3;1;11
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;17090638817706056068;7;0;2;3;3;12
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;6502559803931126696;1;1;3;1;6;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;15412574753587797062;3;8;1;0;8;4
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;16401019369053367155;3;8;2;4;7;13
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;4321985059896427149;5;0;3;3;4;10
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;12121907859892956531;5;9;3;0;2;14
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;9902797922060579229;1;4;3;0;3;4
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;2887858174624898093;4;6;2;1;6;5
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;16239431653238381861;2;8;2;1;7;14
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;17643757960767343233;4;7;3;3;3;12
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;14630577000789768429;5;10;1;2;6;0
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;17805469845263796125;4;1;2;2;4;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;13616460240232643718;7;3;1;5;5;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;18390624407454972164;2;0;1;3;9;13
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;9279559961464155649;2;10;1;4;6;8
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;1739556494826448108;5;8;1;1;5;0
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;2714929330552073754;1;5;3;3;7;10
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;14032176613238359430;2;8;3;1;1;9
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;740485258750556997;1;4;3;4;5;12
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;1090991379274382602;7;3;3;0;2;4
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;1629511304854980583;4;6;2;5;5;13
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;6949426855367575505;7;4;1;4;0;1
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5611309698797270841;3;6;3;4;1;6
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;3849335472224203659;7;5;3;1;9;4
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;9054261011960041206;3;1;1;3;8;14
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;7461862467398059815;7;0;2;4;3;3
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;6524782917486585394;5;9;1;5;3;9
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;13536736584500288654;1;5;2;4;2;8
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;17777838330286233041;3;1;3;0;8;1
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;18209463796219072114;3;6;1;1;9;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;16294320660963961539;1;6;3;2;7;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;12734079270027394701;1;7;1;1;9;13
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;16240879782916739113;7;3;2;0;3;5
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;8674608211442397308;2;4;1;0;3;12
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;9344128574910688649;3;4;3;3;7;11
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;341494389072485657;2;1;2;0;3;8
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;11961145377400308585;3;7;1;0;1;12
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;4030764631589359062;4;7;3;3;7;10
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;13227623834274892760;3;3;1;5;3;1
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;8473562273568226079;3;1;1;0;7;0
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;3195942029788278517;7;1;3;3;6;11
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;12698027175057263728;7;10;2;0;6;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5683325264147450487;4;7;3;4;5;1
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;2484217746936554375;2;10;3;3;7;0
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;8871612982034507043;2;10;3;0;8;4
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5207693993074365143;1;7;1;0;6;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;3244680083799048102;4;5;1;2;3;16
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;6750767653589707749;5;3;2;0;1;5
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;11683044849545355799;2;3;1;5;4;8
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;9261109046114830906;3;9;2;3;5;0
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;15134233312519730193;1;4;1;3;5;13
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;8543810277133883003;4;6;3;4;8;5
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;11304133014381203564;7;9;2;5;0;11
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;1993520355025442375;7;10;1;0;8;14
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;2814905819675344992;1;10;2;5;9;10
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5272782151463982690;3;1;3;4;2;3
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;13413228270514714963;2;0;2;2;5;0
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;18231228347248351847;1;1;2;5;3;5
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;16595075106853229936;4;5;2;4;4;3
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;5838919026930397827;7;6;1;4;3;11
3841;19;12226;0;331;MTXCREFD;0;;2248;1707914741003070976;16546259662957561541;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914741003070976;16546259662957561541;1;33057;13823037771716437527;1;5;1;5;4;16
