msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;accountType;ackPhase;ackQualifiers;ackType;bookIn;bookOUTTime;clientOrderID;darkExecutionInstruction;eMM;eventId;executionInstruction;firmID;indicativeAuctionPrice;indicativeAuctionVolume;leavesQty;oESessionID;lPRole;miFIDIndicators;oEGINFromMember;oEGOUTTimeToME;orderID;orderPriority;orderPx;orderQty;orderSide;orderType;origClientOrderID;sTPID;symbolIndex;timeInForce;displayedQty;crossOrderIndicator;quoteReqID;lISTransactionID;wholesaleTradeType;eSCBMembership;isInitiator;messagePriceNotation;sequenceTime;orderQualifiers;regulatorDisplayedQuantity;rFCID;exchangeIOIID;originalOrderType;orderTolerablePrice;FTS_freeText_1;OF_stopPx_1;OF_pegOffset_1;OF_undisclosedPrice_1;OF_disclosedQty_1;OF_orderExpirationTime_1;OF_orderExpirationDate_1;OF_tradingSession_1;OF_stopTriggeredTimeInForce_1;OF_undisclosedIcebergType_1;CF_clearingFirmID_1;CF_clientID_1;CF_accountNumber_1;CF_technicalOrigin_1;CF_openClose_1;CF_clearingInstruction_1;NMOF_tradingCapacity_1;NMOF_minimumOrderQuantity_1;NMOF_accountTypeCross_1;NMSC_originalClientIDShortCode_1;NMSC_originalExecWFirmShortCode_1;NMSC_originalInvestDecisWFirmShortCode_1;NMSC_originalNonExecBrokerShortCode_1;MSC_eventClientIDShortCode_1;MSC_eventExecWFirmShortCode_1;CF1_marketPhaseFlag_1;CF1_marginTradingFlag_1;CF1_accessFlag_1;CF1_traderID_1;CF1_senderLocationID_1;CF1_deskID_1;MCIF_eventInvestorID_1;NMCIF_originalInvestorID_1;ECA_clearingAccount_1;AI_longClientID_1;SCDNM_originalShortCodeType_1;SCDNM_originalShortCodeType_2;SCDNM_originalShortCodeType_3;SCDNM_originalShortCodeType_4;SCDNM_shortCodeRole_1;SCDNM_shortCodeRole_2;SCDNM_shortCodeRole_3;SCDNM_shortCodeRole_4;SCDNM_shortCodeRoleQualifier_1;SCDNM_shortCodeRoleQualifier_2;SCDNM_shortCodeRoleQualifier_3;SCDNM_shortCodeRoleQualifier_4;SCDM_eventShortCodeType_1;SCDM_eventShortCodeType_2;SCDM_shortCodeRole_1;SCDM_shortCodeRole_2;SCDM_shortCodeRoleQualifier_1;SCDM_shortCodeRoleQualifier_2 
504;226;12007;0;331;2ETFPTOL;2;0;519;1707914931410227456;8126816262033689703;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;4397524956389506157;Vj;I5V1vDFWpZLoqvxHK7xkUEPVL2iawK12ELv3dC1ypKH4C0qtZi3DOtfB8qpUsscNxZqvaK;TmD;1496310362;0;1842345775;7;1707914931410227456;8126816262033689703;10;9;7;5;20;1706095057784820877;1706095057784823281;1258621118993010580;3;99;14513657214914093886;0;to44AByz;-6910227793191063462;16810382889266032030;9433853285544384729;10043721888699413039;1;4;1706095057784844925;1706095057784847689;4415408828365150190;15573036457472804769;7781654956987781742;12573071958400337213;2;4;-2999780650475917732;34209;263580681;3;2806704942170075318;42;2949202318688848200;3376855250;2;107;19;240;1706095057784870265;5;2658098622805866869;3076248837;-5781586363640008892;8;-6441825571459824743;gdTHOpXNtyWJNVtMuH;551699288659476581;100;-4958670777904265292;3870580229596744884;3441371116;10211;1;3;1;zK7azO4X;uMP4WP3I;04mTSwNsqyVw;5;2;10;3;3407639061447016333;2;1117887202;-1605909468;-262676332;-770607702;2045298342;-1541892530;2;1;104;dRMd5HCyaiGqJqyF;5kw4pp3gYgy;4yT56NLORaD;jeZXvv54P8b3hpDa;FKSZ9FVO8L6n9frH;LlOj6BHFzTqRDJwV;S7GLub8siQzvd3oV;4;1;1;3;1;26;122;1;24;24;22;24;1;1;122;122;22;23
504;226;12007;0;331;2ETFPTOL;2;0;520;1707914931431142912;13630202380336504713;K2CDW2ETFPTOL03;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914931431142912;13630202380336504713;21;14;7;0;16;1706095057787330675;1706095057787333081;5112283726642163586;2;14;5802197167421308141;1;dKuCKu2s;9114766411563489650;123524063465846072;756475833027803203;14806194551814600846;3;4;1706095057787354500;1706095057787357258;9863054116519415800;2076280867847732410;5941500464105126528;6087257023555281461;1;13;5962842138874422885;15252;782873053;5;9487989933826169439;77;13891200794964049508;319415930;2;5;103;151;1706095057787379440;3;823212026065073248;2251808157;-3566118071998017914;10;7450691817468510852;OS8ZTvayZK4JHpKOha;-2922050714396781727;8;-2640412201756175393;11891935331229373047;438244973;28671;2;3;2;SRJtL84F;6iErAbXE;oS5cWArohHpQ;2;7;4009;2;6544414127491131187;9;837965774;248288361;746575937;-537579762;-1235837265;-1802993370;1;0;99;pz6p0blGw83dTYKJ;EGqXHAcjKZy;oaYqDXeAu1Y;w7JSIBeW5Lsh0OOp;OD261qZwrLYC67Ry;eEEyLEUL71BaNT7j;ZKNI8ly5mkFOUtzw;3;1;2;2;12;3;122;1;22;23;24;24;1;2;1;26;24;22
504;226;12007;0;331;2ETFPTOL;2;0;521;1707914931452120064;13414047323258970001;K2CDW2ETFPTOL03;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;1707914931452120064;13414047323258970001;11;8;2;3;3;1706095057789826497;1706095057789828852;-5778674746060238900;3;2;3271436727001876930;2;qYx4PJdn;7511045726891268871;11617365808444002677;1513157445488025742;1356069406838263866;12;5;1706095057789850165;1706095057789852865;214664077329589407;1434198868970109876;6678684321854427080;16338872801962941946;1;8;-3896639109673751636;32851;685651177;3;16297575389274876482;32;12279340435899040367;564983751;0;160;39;244;1706095057789874928;1;12367431845943631449;3135114863;-7258263192166183382;9;6392153902593462126;0EIRXersT17C7bUS6L;17327921772189710;-117;-3622675225859812366;2399952520925754085;3574690305;63804;1;3;1;hLV1yFrS;CEKqUIXP;u2e5NqNyT7NX;1;2;4009;2;7984659772769389074;7;-771870769;-189836601;1227620444;1525342943;-1668724464;1425505726;3;0;58;Ah7KSjyZFXINc7cB;ENne5sAcy1U;WFJLiUZgTqs;BSN5EiBNGJ3xAL9b;sDyoVqLb6vxsIOql;FOtYRbLnnpK2j3cT;0hCzAZFASefx8Eca;4;1;1;2;1;12;3;17;23;22;24;23;1;1;122;122;24;23
504;226;12007;0;331;2ETFPTOL;2;0;532;1707914931515108096;17568372237839568492;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;1707914931515108096;17568372237839568492;15;11;6;5;18;1706095057797510075;1706095057797512482;-1562687984712191203;2;2;6639553369529153442;6;vcJhJ08F;-6526442795829020605;11031432099298863057;10751961501146161470;11152439693993760730;1;5;1706095057797534033;1706095057797536708;10656649858518730738;3313338757566816186;6769260752376174234;7301944977189370302;3;7;-7163201552537923688;17960;198284442;1;13281421689036689049;28;9527499742614501365;1904765783;2;187;102;16;1706095057797558995;0;11062870625631248606;2832091922;-7859376593379285343;2;-6123344198244438854;p8vIoUqCS46QgjZkgC;-47286623768916857;64;1399025610803046471;4639526977833112737;2524684286;64266;2;6;4;9DBPYYlH;5hc7hL4v;Vy2IcGgRObID;3;7;10;2;2536966939029971900;1;-1687063283;-2052483487;-583435118;1960060233;632393284;1614561507;3;0;156;U1LUWN9LGlDbWXUI;XLVsOvciE4B;p0LViz0fEfx;fMJYodEo4JjMPtZ1;6d1IUGx8BC9odQO0;rxfNqY6Aeox6YqOC;1PjmUcBkd9qrLQnR;2;3;1;1;26;122;12;26;23;23;22;23;1;1;3;26;24;24
504;226;12007;0;331;2ETFPTOL;2;0;533;1707914931588213248;3513957873228152627;K2CDW2ETFPTOL03;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707914931588213248;3513957873228152627;15;8;6;2;19;1706095057806765853;1706095057806768326;2883779107680216934;0;2;13244819125128336713;5;UWdbIsRA;-3970764808185879128;10429228209223642403;16228691983621762491;9848550417403689749;12;1;1706095057806802021;1706095057806804830;14625570029039385796;7392332710479503826;688345422281904493;9740668861074543958;3;10;-263136760245188850;16964;451829176;1;12211489805513032237;228;1886213675126360240;1746027594;1;147;6;182;1706095057806827575;5;5247064131617605990;474321688;-1420926606958840187;13;3548078863777640541;pQCyjHfpQgdc3w2cPW;8096365205282531270;30;1545943200657371299;10410916452994891346;1436900466;22333;2;0;1;WkMfoeVL;C0BaqjKV;IKGbXAnF57Ql;5;7;4010;3;17435687668818829361;12;757119122;2012720881;-556836384;153833727;1823888327;1590614547;3;0;167;ZyvYqgCEpmJc80nO;kk2r1aLwGuo;CSv0avmt4x1;TclhTwWWydnhKo8Y;krkuxk6EwlS4iVNq;sKbQARlWO403Qmff;OFL5wPCoHY9IW3iP;4;1;4;1;1;3;17;122;24;24;22;23;1;1;12;1;23;23
504;226;12007;0;331;2ETFPTOL;2;0;540;1707914931640512512;16321203341973323153;K2CDW2ETFPTOL03;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;1707914931640512512;16321203341973323153;10;9;7;7;5;1706095057813581765;1706095057813584238;2153942631241329692;1;5;56370719446793117;3;CyF8K5Hq;1005334412007733834;11761666071187420223;8037358992271210494;13743983176155613387;3;5;1706095057813605372;1706095057813608135;14977079041620485559;2214119604860856707;1804857029052103262;10413269129182507531;1;10;5577072193203488860;27877;768715101;4;3539492368331105990;17;1982267517217989624;3841768385;0;20;100;157;1706095057813630578;0;3872246522719139409;3764311312;-634992040867113759;10;-3595978513496433295;R2Th1sI1t1P24sda08;6877966548957450193;-67;-3729723483209737282;3730523758871245327;2431859050;13879;1;1;4;PZZYnfji;OQUWsFwj;52xrRGVRE5EV;1;1;10;2;2385613624686081416;2;-508076722;1074866366;-1680437524;-1040548282;805415700;2029121983;1;0;48;gspK9fL1bfZFE9is;9MJwYY4TShK;UB93pzOH8iw;ukHWgZDt5C5Ar9hr;mHRri5P2dSIwRGvM;iu7yFWswCYKsK0yP;W6hjfsHbXsVofdiO;1;1;2;1;1;3;3;12;23;22;24;23;1;1;17;3;23;23
504;226;12007;0;331;2ETFPTOL;2;0;541;1707914931650971904;14905091670314751570;K2CDW2ETFPTOL03;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914931650971904;14905091670314751570;13;12;5;2;5;1706095057814951052;1706095057814953443;-5152995631252967857;4;2;5088177291657311316;1;BCtKrLNA;-5978976909379285595;5029912383971538351;14075396091275383433;11680220344817721931;1;1;1706095057814974738;1706095057814977506;16038478812951806997;1111142121861817437;-9004184212644923903;4359227793450347579;3;9;-8900289672550770678;22157;142043921;7;7802315385107634896;230;14229037232696974295;2319292707;1;182;33;158;1706095057814999708;5;5046822377289787611;424435242;3848697810078662379;6;2157149486870703595;4jpN9JnMakv9zKMCBe;-599002709616729766;-10;-2401677161684422838;10471035879936635089;4169079546;13807;4;1;2;wCysyNSh;w7Qzs3ZM;cM4uPl2g6apX;3;7;4010;1;758557298564610787;4;665713482;-219955779;-382550166;-1983639149;602587977;-1390471412;2;0;148;Rl066GOXQtYBGfXL;vwybOjZvOJo;DNNvmhv2N76;T9HqnOc3Ibd0ht7U;VIZieBIcNG3bREHI;eGgXC1VGiMU8T1kb;KfA0vAUhKINAmszQ;4;4;1;3;12;3;12;3;23;22;22;24;2;2;26;1;23;24
504;226;12007;0;331;2ETFPTOL;2;0;547;1707914931818021632;15956516436441384113;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914931818021632;15956516436441384113;3;4;6;4;24;1706095057836763947;1706095057836766300;-7516514909970130717;0;7;18437289279174001523;0;2amltWLu;1995289897127997716;16990546178224874615;2400047940514628193;15074146574015625745;3;4;1706095057836787683;1706095057836790420;5988151807111080189;3832915825072126265;-7041049509998666696;15493610773844526016;2;13;2347572561084685053;42560;407371549;5;3975709001509719004;34;17328215224630219903;3620883089;2;77;164;96;1706095057836812721;3;13267368749102357871;1980649814;-4908002049691142635;6;-1404248792597580766;4efNLDHu3kGr9Temeh;-6595554106801730407;0;3684761772477723999;6625897267544342664;704930809;9994;4;6;3;Qu0GFJQz;MXoPYkWJ;N3EFWFbZPcq0;4;2;4010;2;16960230176079922276;12;1245959776;728333727;1090461899;-1947084569;350803951;9471383;3;1;90;pTHLJT6nfSsRTMGe;ApQzPc9OI0W;w4UK7vYBKVJ;5sVUj9co37GoSgId;8ilQjUSfmGouvmth;DjKjd3tUvWRAmDfq;PHBaJhWDeAiEAKJc;2;1;2;2;1;26;12;17;24;24;24;23;1;2;3;17;23;23
504;226;12007;0;331;2ETFPTOL;2;0;570;1707914932173463552;9670140438853643116;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707914932173463552;9670140438853643116;22;8;3;7;4;1706095057883257598;1706095057883260001;58395751765123680;0;2;1159590057024558559;3;MtL01X0f;138346955750687282;7362487105590205370;2292968106303381979;5259417097356833758;3;5;1706095057883281449;1706095057883284246;16267361055704780554;11102281006895654588;-681331872583766054;8347113487092807057;2;9;-3741160661979753051;34245;502919184;0;6193121699715525047;189;17877979195532472067;853833517;0;4;1;143;1706095057883306453;3;11010415986931483896;1712691616;7122253936119088716;8;-2775921656755844366;dGkZfMqR5rv4pN6JXm;8510136526013498509;-109;6251495950837138941;9213894174452732121;1368574380;11172;4;3;1;myejtIas;41ryomgz;W4rPko4fRwxg;4;8;4008;2;9198047320769769681;2;2108211421;1233007703;536260040;1406660321;1770572294;-1954731160;2;0;149;2uAflmzL0hiOjPIb;X5YEM9TvXpc;j5bJilYH3ON;VYmIlskBMECskEjW;zWZv56OxpjKOIdP2;FFkKMyTrgvn0NUqK;itantL0ung8n5Txh;1;1;4;1;1;122;17;122;23;23;24;23;1;1;17;12;22;23
504;226;12007;0;331;2ETFPTOL;2;0;586;1707914932393192448;13643981225798121687;K2CDW2ETFPTOL03;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;1707914932393192448;13643981225798121687;7;12;6;6;6;1706095057911993093;1706095057911995674;-1032113103165981234;0;6;10451947494930676160;0;BidxkkPo;9113162775853533890;10219312785208213681;9906132929227973133;2296288241755177544;1;0;1706095057912017119;1706095057912019806;11282754109378618631;10387069130576834638;5598978172163174312;18139753282842702024;2;11;1595553417409367478;53050;645935213;5;475669758295787368;41;15283036508173456823;174240176;2;170;213;23;1706095057912041969;2;10915210372886063271;1996364816;580948202808806925;1;-2978526177586403975;Uze14cELifTeIcVXwa;-2826579380380484778;-33;-8360746191809135075;8331148449964670959;4186985943;55841;2;0;2;47ctmOj1;BEoof3vo;3mPoWxnnqRqp;1;2;4010;3;7882560648989982022;7;1291645597;-479646058;-2146413168;-1233810394;479933615;188574456;2;0;17;VjTeATEW533yP7Q7;ZGWe79wbPBJ;6UpeP4M6NBt;Zh2zksJdOyerb7Or;ublwzsMbhzrHUHSR;NKE5k5mx7BKDqMuX;J32BM7lsuakf9Th5;1;3;3;3;122;12;3;1;23;22;23;24;1;2;26;26;24;23
504;226;12007;0;331;2ETFPTOL;3;0;80;1707914930032424192;11754221206327084907;K2CDW2ETFPTOL04;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914930032424192;11754221206327084907;1;6;3;3;10;1706095057695723679;1706095057695726104;3083907107096886591;2;8;7760714646967466181;1;6cQAXvNl;-520439947273477615;17204171818312602242;9094097777164847544;2086880604654550683;3;5;1706095057695748034;1706095057695750989;13861632576652785294;8881158538853151094;-6838385588876947613;11917754150612605775;2;12;3859413010366634628;34754;45567501;2;16866882900026157326;136;10841333316360369253;3709388511;2;129;138;122;1706095057695773926;3;1088281532702458072;3030538215;4678342578407815183;11;-3390088609853210630;tzeefhmYmnINUE202Z;2278996278934737758;31;219984238040605459;1510349961775316132;2785626602;11260;4;6;1;EdIfKNIy;0tYEEujw;g8HB7Y3InC6v;1;8;0;1;16388830313219281225;12;-341079829;1201038559;1264075698;1192550031;-1805318796;-780927849;1;0;229;ZsR2AGqH8TMNccVc;5kVVqfIoZpQ;ScjmGJoRp4O;hfHPZwSVReZEfHxG;W7zNsWPkfgrZlX6y;yHSeDBBHGangyj8O;LATZHYyAw8O8PPnR;4;1;3;2;122;12;17;12;23;22;24;22;1;1;26;1;23;23
504;226;12007;0;331;2ETFPTOL;3;0;81;1707914930491292928;3688117147712245767;K2CDW2ETFPTOL04;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;1707914930491292928;3688117147712245767;14;14;3;2;21;1706095057710370732;1706095057710373195;-6814646463423217416;1;1;16368317431581911968;1;e56LUREH;-3525859860280305661;1143830119669879692;15279617502285213114;17586082716743613671;12;2;1706095057710395052;1706095057710397856;14894864903890396678;4335355860180901673;7361374956806740723;13588145092834801770;3;10;5639355338511472773;24787;457170075;8;17492863119559300647;61;10978216244352833289;1997478703;0;252;217;147;1706095057710419991;2;5606915217584047726;184516860;8301697886234022389;7;2555583809763355210;0ynZjtD0VVTtqURfo6;-9161594585309494899;-38;-7409876553306503591;3941703181958490989;3782328472;59546;2;10;2;ai8GAl80;dRkyNmwg;5BGVNT3BbWt3;5;8;8;2;2821013500315655207;10;-925651631;-1915841626;-1785990150;764644267;1753605844;-1719645755;2;0;1;gJPw1NlcuJEI8H1b;yFp9iFIa0TF;eBhu0noZaR3;4QyHH3GI9RHMNJsT;AY8rFmMd06i0Hmn5;D95oOit5rJum1Eer;FTVLV2WfgddTvShI;3;1;2;2;26;1;17;17;24;22;22;22;2;2;3;122;22;24
504;226;12007;0;331;2ETFPTOL;3;0;82;1707914930684785920;10181373179653728697;K2CDW2ETFPTOL04;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707914930684785920;10181373179653728697;2;9;2;6;10;1706095057713592741;1706095057713595187;1888809615710040547;2;15;2406638589182637562;1;1qmFjcbI;-5122672755450251104;13730709394824550816;15700024236630850385;1464697307586051393;3;2;1706095057713615994;1706095057713618626;6784956136906775553;11377719479366884993;-8769614934077371152;6483661278120941515;2;8;7501399637681549899;4300;243374731;4;15016505009125476138;174;12699835979382677132;3680500590;1;131;246;210;1706095057713640693;1;16024488833995686708;214031093;-8865985578992446228;2;-7586650700346275163;EDcNU3NnAbtXCsBcSc;2786856997792420761;-51;-2726955341948064685;10231375200300358132;2391514281;43505;2;10;2;4M7V9dgN;dVodpg1P;V6BUVCljZkAU;3;7;0;2;8848219297515005138;2;-1399780967;786490157;1307635856;670938211;-1801859279;-1961330590;1;1;245;P0vRhLKeyokkP6sW;HzLJY1gvHfL;Wz7eSqDm1Ha;88HzTvOLuZ2qoQBk;kPGUg2RZTxiyOZks;l772FjN12WWbwWAH;4Jg1mQCsFpapF3Xe;1;2;1;4;1;26;3;3;24;23;23;24;2;2;1;17;23;24
504;226;12007;0;331;2ETFPTOL;3;0;83;1707914930705707264;7626162630524255246;K2CDW2ETFPTOL04;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;1707914930705707264;7626162630524255246;6;9;4;7;8;1706095057715231355;1706095057715233698;-7875487136259676637;0;4;186681106520759717;7;f5Vt28iU;690835234479815849;6027855283112385024;14681850689659066233;12695971876534294918;12;2;1706095057715255137;1706095057715257870;14516633878193785243;14080423433518423704;-7137753416623311424;13692363774708867154;3;10;-8093625205589630089;14270;270958719;4;8496151165542509588;64;8264282864906290679;387230150;1;196;230;120;1706095057715280088;4;18201914976230690882;1304200604;-7778910615517974799;3;8117522279410288370;0dD2iwKy4xCG5B9MTp;-1038000677223165088;5;2076535582339298167;12344029402732717616;2258204774;31631;2;10;4;IeOuviCB;9xWxOU5X;6IPyphIAx9zk;1;9;10;3;3960742512538362937;8;163022638;932569274;-1531331817;1525659234;1469837685;1563758385;2;0;56;lLqiZgmG0FjPQx6x;tW2OFkAfbeb;xTcA7YYoVvM;uUARE5CSLYDNoh6Z;stwUIVOImSH5ImH4;FSJYyzBgg9zgFVD8;poM4gLCrJf4TCZ7I;3;1;4;3;17;1;12;17;22;22;24;24;1;1;122;1;23;22
504;226;12007;0;331;2ETFPTOL;3;0;84;1707914930737042688;14339449150359010010;K2CDW2ETFPTOL04;BGEM;DSS_CDW_test;7;7;7;6725499392402630146;cm;QtljJ18rQrk4Eh8TjMsx3AZr7KnL7vREkIJ381SuPVCeNsva40hnhHoMW1ZZnMYTWMAvGM;yOk;2123342926;0;4019879605;7;1707914930737042688;14339449150359010010;5;11;6;3;16;1706095057717761987;1706095057717764389;-4501284605776066285;1;6;5481861443886994546;3;uU1QO0v4;-676377464651400514;13410513248314411492;1174933686008179706;3555395045085938767;1;2;1706095057717785985;1706095057717788666;1446582210031874719;12335266923482190422;3401992834388568622;12706552528940589858;2;1;3539444259616237313;40954;581937651;6;9282271385647276631;8;12728989684612713759;2059583035;1;178;18;231;1706095057717810711;6;15135933108377849296;2122658950;8507913664614483620;7;-4785780035155478524;RlpBJiKJhPHILBbsXV;5140352292630414937;4;5055474278121483950;7258743527312510086;3916849668;50437;1;1;3;J5FzQvIy;dlMldngU;JW3pMDbg580c;5;7;4009;2;12322203528122496468;13;-243859997;-1626700325;-1922456790;169512578;-1083847094;1526916298;3;1;58;5JgQGrWkNJ8vze1U;QpzFixHcJdD;e92QqqdnChs;bihLAaCAzm0vSXHr;4LkmUFdkJhpvDU9K;VXo7ACrUcezBRTvg;kJ2kNZAa0hbzlXIG;3;1;3;3;26;26;26;122;23;23;24;22;2;1;12;26;23;23
504;226;12007;0;331;2ETFPTOL;3;0;462;1707914930956390144;2542166406113683016;K2CDW2ETFPTOL04;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;1707914930956390144;2542166406113683016;3;5;4;1;6;1706095057736879701;1706095057736882125;-9208481613654092007;1;1;4702956902409855939;0;ZtzivfHa;-6575547814851343831;5424296311406182834;3071756178372258096;2815025962779029094;1;1;1706095057736902993;1706095057736905661;8341349115652992704;14878567044272760613;-7174082869615318155;6481720966049762826;1;5;1272096447572306483;49075;14113038;7;16435032185632734620;141;18093087340427364273;1682559303;0;57;;102;1706095057736927670;5;2749510356674370407;4172419737;-7266142166136742339;5;-8161819426981869352;UpZujQCzUFjiHdJkyo;-5429500798682789454;126;5048396860421909945;16717445311456679814;663237363;37989;1;3;2;fJLZIvAn;Kg0VC6WU;sWuhsmz37CNO;4;5;4008;1;3645908073643800145;5;-1753828514;-1297203003;205244245;-696802362;-1368291823;-1845653639;2;1;116;Zi3MxYHg2UawatgY;i6g1XJy7Gcp;Ocr5x9Va8lO;1AP5YWjh4uPPTtaL;scLhSLESi3Or0WxN;nczSDLg4bub5ZjpE;ba1c6eRnM49r4HZ1;2;2;4;2;12;17;122;12;24;24;23;23;2;2;122;12;24;22
504;226;12007;0;331;2ETFPTOL;3;0;493;1707914931259806464;15833851139525565845;K2CDW2ETFPTOL04;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;1707914931259806464;15833851139525565845;19;6;6;6;14;1706095057767685950;1706095057767688358;5487393622987603651;0;8;10672989764669067537;7;17GbHOOY;4060140716165043667;15059377171819383594;9206102671577968904;1999169629331112991;3;3;1706095057767715118;1706095057767717902;13435641243424839078;8789224034037614054;1362459219639549829;3108395235715128810;2;10;2291107122304065087;6969;743125215;0;12132082169766176854;165;2625324121149860217;3652014570;0;251;145;243;1706095057767740177;6;12083548460479855272;1366734496;-2410645557739820205;1;-5629576254859242974;ZAd1V0MZurKJ12INNn;2472593348462327803;-111;-2461041720857079867;16880430276375366766;3148079492;43040;2;3;4;gkBcnIFH;XLMw4XXB;eCFQJis4cZuT;1;0;4009;3;11425377063714854601;10;1703965290;-1301608958;1705073408;-500582667;2091716339;-569698386;2;0;207;Ne51ZOqVROq06Hsq;0MBhUlcpso1;nVh4xtKmmhW;LV8QZsLzX3GODfEZ;3TNcfI67soJvaDJd;YE1cTdCUHiHj5o6I;BNMk0viANEK9IykN;1;2;2;2;3;122;122;17;23;24;23;22;2;1;1;3;24;23
